Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 7, 0, 0, 0.967, 0.967, 10240, 0, 0.967, 1.834, 0.866, 538, 1.834, 2.603, 0.77, 16384, 0, 2.603, 3.641, 1.037, 2400, 3.641, 4.542, 0.901, 10240, 0, 4.542, 5.354, 0.812, 2000, 5.354, 5.768, 0.414, 8192, 0,     5.768,
 1, 7, 1, 1, 2.134, 1.134, 12288, 0, 2.134, 3.575, 1.441, 634, 3.575, 4.658, 1.083, 19456, 0, 4.658, 5.838, 1.181, 2850, 5.838, 6.711, 0.873, 12288, 0, 6.711, 7.977, 1.266, 2400, 7.977, 8.431, 0.454, 10240, 0,     7.431,
 2, 7, 2, 2, 3.23, 1.23, 13312, 0, 3.23, 4.757, 1.527, 668, 4.757, 5.916, 1.159, 20480, 0, 5.916, 7.174, 1.258, 3000, 7.174, 8.421, 1.248, 13312, 0, 8.421, 9.415, 0.994, 2600, 9.415, 9.89, 0.475, 10240, 0,     7.890,
 3, 7, 3, 3, 4.173, 1.173, 11264, 0, 4.173, 5.66, 1.487, 583, 5.66, 6.732, 1.073, 17408, 0, 6.732, 8.188, 1.456, 2550, 8.188, 9.363, 1.175, 11264, 0, 9.363, 10.298, 0.935, 2200, 10.298, 10.736, 0.439, 9216, 0,     7.736,
 4, 7, 4, 4, 5.099, 1.099, 11264, 0, 5.099, 6.711, 1.611, 573, 6.711, 7.573, 0.863, 17408, 0, 7.573, 9.327, 1.753, 2550, 9.327, 10.105, 0.778, 11264, 0, 10.105, 11.234, 1.129, 2200, 11.234, 11.763, 0.529, 9216, 0,     7.763,
 5, 7, 5, 5, 6.672, 1.672, 14336, 0, 6.672, 8.149, 1.477, 726, 8.149, 9.615, 1.466, 21504, 0, 9.615, 10.708, 1.093, 3150, 10.708, 11.81, 1.102, 14336, 0, 11.81, 13.195, 1.385, 2800, 13.195, 13.746, 0.551, 11264, 0,     8.746,
 6, 7, 6, 6, 7.798, 1.798, 12288, 0, 7.798, 9.097, 1.299, 626, 9.097, 10.687, 1.59, 18432, 0, 10.687, 11.653, 0.967, 2700, 11.653, 12.769, 1.116, 12288, 0, 12.769, 14.193, 1.424, 2400, 14.193, 14.991, 0.798, 10240, 0,     8.991,
 7, 7, 7, 7, 8.941, 1.941, 12288, 0, 8.941, 10.387, 1.445, 613, 10.387, 11.903, 1.516, 18432, 0, 11.903, 12.943, 1.04, 2700, 12.943, 13.926, 0.983, 12288, 0, 13.926, 15.238, 1.312, 2400, 15.238, 15.668, 0.43, 10240, 0,     8.668,
 8, 7, 8, 8, 10.017, 2.017, 11264, 0, 10.017, 11.372, 1.355, 550, 11.372, 13.065, 1.693, 16384, 0, 13.065, 14.119, 1.055, 2400, 14.119, 14.821, 0.702, 10240, 0, 14.821, 16.29, 1.469, 2000, 16.29, 16.641, 0.351, 8192, 0,     8.641,
 9, 7, 9, 9, 11.05, 2.05, 13312, 0, 11.05, 12.45, 1.4, 674, 12.45, 14.068, 1.618, 20480, 0, 14.068, 15.378, 1.31, 3000, 15.378, 16.255, 0.876, 13312, 0, 16.255, 17.29, 1.035, 2600, 17.29, 17.758, 0.468, 10240, 0,     8.758,
 10, 7, 10, 10, 12.209, 2.209, 14336, 0, 12.209, 13.54, 1.331, 712, 13.54, 15.752, 2.213, 21504, 0, 15.752, 17.1, 1.348, 3150, 17.1, 18.472, 1.372, 14336, 0, 18.472, 19.74, 1.268, 2800, 19.74, 20.233, 0.493, 11264, 0,    10.233,
 11, 7, 11, 11, 12.959, 1.959, 10240, 0, 12.959, 14.359, 1.401, 540, 14.359, 16.743, 2.384, 16384, 0, 16.743, 18.055, 1.312, 2400, 18.055, 19.426, 1.37, 10240, 0, 19.426, 20.587, 1.161, 2000, 20.587, 21.068, 0.482, 8192, 0,    10.068,
 12, 7, 12, 12, 14.163, 2.163, 14336, 0, 14.163, 15.536, 1.373, 713, 15.536, 17.967, 2.431, 21504, 0, 17.967, 19.368, 1.4, 3150, 19.368, 20.818, 1.45, 14336, 0, 20.818, 21.886, 1.068, 2800, 21.886, 22.377, 0.491, 11264, 0,    10.377,
