Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 121, 0, 0, 1.094, 1.094, 16384, 0, 1.094, 7.392, 6.298, 2482, 7.392, 8.422, 1.03, 12288, 0, 8.422, 10.547, 2.125, 1800, 10.547, 11.572, 1.025, 16384, 0,    11.572,
 1, 121, 1, 1, 1.913, 0.913, 12288, 0, 1.913, 7.428, 5.514, 1907, 7.428, 9.19, 1.762, 9216, 0, 9.19, 10.791, 1.601, 1350, 10.791, 12.342, 1.551, 12288, 0,    11.342,
 5, 121, 5, 5, 6.283, 1.283, 15360, 0, 6.283, 9.318, 3.035, 2277, 9.318, 10.262, 0.945, 11264, 0, 10.262, 12.503, 2.241, 1650, 12.503, 13.403, 0.9, 14336, 0,     8.403,
 2, 121, 2, 2, 2.961, 0.961, 14336, 0, 2.961, 10.299, 7.338, 2179, 10.299, 11.159, 0.86, 10240, 0, 11.159, 12.934, 1.775, 1500, 12.934, 14.24, 1.306, 13312, 0,    12.240,
 3, 121, 3, 3, 4.162, 1.162, 17408, 0, 4.162, 10.943, 6.781, 2637, 10.943, 12.277, 1.333, 13312, 0, 12.277, 14.817, 2.54, 1950, 14.817, 15.914, 1.097, 17408, 0,    12.914,
 4, 121, 4, 4, 5.259, 1.259, 16384, 0, 5.259, 12.567, 7.308, 2437, 12.567, 13.604, 1.037, 12288, 0, 13.604, 15.756, 2.152, 1800, 15.756, 16.944, 1.188, 16384, 0,    12.944,
 6, 121, 6, 6, 7.177, 1.177, 13312, 0, 7.177, 12.991, 5.815, 2020, 12.991, 14.457, 1.466, 10240, 0, 14.457, 16.597, 2.14, 1500, 16.597, 17.778, 1.181, 13312, 0,    11.778,
 7, 121, 7, 7, 8.273, 1.273, 16384, 0, 8.273, 14.243, 5.971, 2476, 14.243, 15.481, 1.237, 12288, 0, 15.481, 17.9, 2.419, 1800, 17.9, 18.929, 1.03, 16384, 0,    11.929,
 8, 121, 8, 8, 9.231, 1.231, 14336, 0, 9.231, 15.532, 6.301, 2225, 15.532, 16.477, 0.944, 11264, 0, 16.477, 18.555, 2.079, 1650, 18.555, 19.835, 1.28, 14336, 0,    11.835,
 9, 121, 9, 9, 10.186, 1.186, 14336, 0, 10.186, 15.976, 5.789, 2239, 15.976, 17.415, 1.439, 11264, 0, 17.415, 19.859, 2.444, 1650, 19.859, 20.756, 0.896, 14336, 0,    11.756,
