Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 128, 0, 0, 1.125, 1.125, 12288, 0, 1.125, 3.358, 2.233, 1828, 3.358, 4.388, 1.03, 9216, 0, 4.388, 6.572, 2.183, 1350, 6.572, 7.607, 1.035, 12288, 0,     7.607,
 1, 128, 1, 1, 2.242, 1.242, 12288, 0, 2.242, 4.597, 2.355, 1943, 4.597, 5.627, 1.03, 9216, 0, 5.627, 7.815, 2.188, 1350, 7.815, 8.845, 1.03, 12288, 0,     7.845,
 2, 128, 2, 2, 3.173, 1.173, 10240, 0, 3.173, 5.206, 2.033, 1509, 5.206, 6.425, 1.219, 7168, 0, 6.425, 8.27, 1.845, 1050, 8.27, 9.613, 1.343, 9216, 0,     7.613,
 3, 128, 3, 3, 4.104, 1.104, 10240, 0, 4.104, 6.416, 2.312, 1502, 6.416, 7.221, 0.805, 7168, 0, 7.221, 9.528, 2.306, 1050, 9.528, 10.38, 0.853, 9216, 0,     7.380,
 4, 128, 4, 4, 5.036, 1.036, 10240, 0, 5.036, 7.036, 2, 1511, 7.036, 8.018, 0.981, 7168, 0, 8.018, 9.972, 1.954, 1050, 9.972, 11.148, 1.176, 9216, 0,     7.148,
 5, 128, 5, 5, 6.06, 1.06, 11264, 0, 6.06, 8.441, 2.381, 1671, 8.441, 9.357, 0.916, 8192, 0, 9.357, 11.473, 2.116, 1200, 11.473, 12.338, 0.865, 10240, 0,     7.338,
 6, 128, 6, 6, 7.084, 1.084, 11264, 0, 7.084, 9.1, 2.016, 1664, 9.1, 10.267, 1.167, 8192, 0, 10.267, 12.217, 1.95, 1200, 12.217, 13.192, 0.975, 10240, 0,     7.192,
 7, 128, 7, 7, 8.024, 1.024, 10240, 0, 8.024, 10.388, 2.364, 1599, 10.388, 11.192, 0.804, 7168, 0, 11.192, 13.172, 1.979, 1050, 13.172, 13.962, 0.79, 9216, 0,     6.962,
 8, 128, 8, 8, 8.862, 0.862, 9216, 0, 8.862, 10.821, 1.96, 1421, 10.821, 11.996, 1.175, 7168, 0, 11.996, 13.916, 1.92, 1050, 13.916, 14.735, 0.819, 9216, 0,     6.735,
 9, 128, 9, 9, 10.127, 1.127, 12288, 0, 10.127, 12.595, 2.468, 1821, 12.595, 13.625, 1.03, 9216, 0, 13.625, 15.815, 2.19, 1350, 15.815, 16.844, 1.03, 12288, 0,     7.844,
 10, 128, 10, 10, 10.965, 0.965, 9216, 0, 10.965, 12.757, 1.792, 1478, 12.757, 14.421, 1.664, 7168, 0, 14.421, 16.116, 1.695, 1050, 16.116, 17.617, 1.501, 9216, 0,     7.617,
 11, 128, 11, 11, 11.933, 0.933, 10240, 0, 11.933, 14.506, 2.574, 1563, 14.506, 15.312, 0.805, 7168, 0, 15.312, 17.52, 2.208, 1050, 17.52, 18.385, 0.866, 9216, 0,     7.385,
 12, 128, 12, 12, 12.843, 0.843, 9216, 0, 12.843, 14.506, 1.664, 1368, 14.506, 16.001, 1.494, 6144, 0, 16.001, 17.571, 1.57, 900, 17.571, 19.07, 1.499, 8192, 0,     7.070,
 13, 128, 13, 13, 13.84, 0.84, 9216, 0, 13.84, 16.319, 2.479, 1496, 16.319, 17.121, 0.803, 7168, 0, 17.121, 19.228, 2.106, 1050, 19.228, 20.002, 0.774, 9216, 0,     7.002,
 14, 128, 14, 14, 14.846, 0.846, 9216, 0, 14.846, 16.499, 1.653, 1365, 16.499, 17.804, 1.304, 6144, 0, 17.804, 19.273, 1.47, 900, 19.273, 20.685, 1.411, 8192, 0,     6.685,
 15, 128, 15, 15, 16.212, 1.212, 13312, 0, 16.212, 18.708, 2.496, 1972, 18.708, 19.739, 1.03, 9216, 0, 19.739, 21.925, 2.186, 1350, 21.925, 22.957, 1.032, 12288, 0,     7.957,
 16, 128, 16, 16, 17.06, 1.06, 9216, 0, 17.06, 18.81, 1.75, 1444, 18.81, 20.535, 1.725, 7168, 0, 20.535, 22.23, 1.695, 1050, 22.23, 23.724, 1.495, 9216, 0,     7.724,
