Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 107, 0, 0, 0.947, 0.947, 11264, 0, 0.947, 2.879, 1.932, 1160, 2.879, 3.748, 0.868, 11264, 0, 3.748, 5.593, 1.846, 1650, 5.593, 6.419, 0.825, 8192, 0, 6.419, 8.196, 1.778, 1200, 8.196, 8.986, 0.79, 10240, 0,     8.986,
 1, 107, 1, 1, 1.859, 0.859, 10240, 0, 1.859, 3.65, 1.79, 1075, 3.65, 4.536, 0.886, 10240, 0, 4.536, 6.208, 1.672, 1500, 6.208, 7.135, 0.928, 7168, 0, 7.135, 8.702, 1.567, 1050, 8.702, 9.695, 0.993, 9216, 0,     8.695,
 2, 107, 2, 2, 2.945, 0.945, 11264, 0, 2.945, 4.844, 1.9, 1145, 4.844, 5.713, 0.868, 11264, 0, 5.713, 7.55, 1.838, 1650, 7.55, 8.375, 0.825, 8192, 0, 8.375, 10.151, 1.776, 1200, 10.151, 10.947, 0.795, 10240, 0,     8.947,
 3, 107, 3, 3, 4.037, 1.037, 12288, 0, 4.037, 6.08, 2.043, 1232, 6.08, 7.027, 0.947, 12288, 0, 7.027, 9.026, 1.999, 1800, 9.026, 9.952, 0.926, 9216, 0, 9.952, 11.957, 2.005, 1350, 11.957, 12.904, 0.947, 12288, 0,     9.904,
 4, 107, 4, 4, 4.89, 0.89, 10240, 0, 4.89, 6.647, 1.757, 1049, 6.647, 7.815, 1.168, 10240, 0, 7.815, 9.497, 1.682, 1500, 9.497, 10.669, 1.172, 7168, 0, 10.669, 12.227, 1.558, 1050, 12.227, 13.621, 1.394, 9216, 0,     9.621,
 5, 107, 5, 5, 6.04, 1.04, 12288, 0, 6.04, 8.115, 2.075, 1221, 8.115, 9.066, 0.951, 12288, 0, 9.066, 11.066, 2.001, 1800, 11.066, 11.993, 0.926, 9216, 0, 11.993, 13.986, 1.994, 1350, 13.986, 14.94, 0.953, 12288, 0,     9.940,
 6, 107, 6, 6, 6.978, 0.978, 11264, 0, 6.978, 8.839, 1.86, 1120, 8.839, 9.932, 1.093, 11264, 0, 9.932, 11.781, 1.848, 1650, 11.781, 12.812, 1.031, 8192, 0, 12.812, 14.599, 1.787, 1200, 14.599, 15.73, 1.131, 10240, 0,     9.730,
 7, 107, 7, 7, 8.205, 1.205, 14336, 0, 8.205, 10.592, 2.387, 1436, 10.592, 11.701, 1.109, 14336, 0, 11.701, 14.033, 2.332, 2100, 14.033, 15.059, 1.026, 10240, 0, 15.059, 17.285, 2.225, 1500, 17.285, 18.311, 1.026, 13312, 0,    11.311,
 8, 107, 8, 8, 9.154, 1.154, 11264, 0, 9.154, 11.007, 1.853, 1112, 11.007, 12.568, 1.561, 11264, 0, 12.568, 14.398, 1.831, 1650, 14.398, 15.881, 1.483, 8192, 0, 15.881, 17.658, 1.777, 1200, 17.658, 19.102, 1.444, 10240, 0,    11.102,
 9, 107, 9, 9, 10.101, 1.101, 11264, 0, 10.101, 12.58, 2.479, 1193, 12.58, 13.448, 0.868, 11264, 0, 13.448, 15.866, 2.417, 1650, 15.866, 16.708, 0.842, 8192, 0, 16.708, 19.068, 2.36, 1200, 19.068, 19.89, 0.823, 10240, 0,    10.890,
 10, 107, 10, 10, 11.296, 1.296, 14336, 0, 11.296, 13.689, 2.393, 1432, 13.689, 14.796, 1.107, 14336, 0, 14.796, 17.135, 2.339, 2100, 17.135, 18.161, 1.026, 10240, 0, 18.161, 20.373, 2.212, 1500, 20.373, 21.399, 1.026, 13312, 0,    11.399,
 11, 107, 11, 11, 12.149, 1.149, 10240, 0, 12.149, 14.252, 2.102, 1003, 14.252, 15.585, 1.333, 10240, 0, 15.585, 17.537, 1.953, 1500, 17.537, 18.881, 1.344, 7168, 0, 18.881, 20.623, 1.742, 1050, 20.623, 22.114, 1.491, 9216, 0,    11.114,
 13, 107, 13, 13, 14.04, 1.04, 10240, 0, 14.04, 15.934, 1.894, 1002, 15.934, 17.537, 1.604, 10240, 0, 17.537, 19.208, 1.67, 1500, 19.208, 20.775, 1.567, 7168, 0, 20.775, 22.329, 1.554, 1050, 22.329, 23.046, 0.717, 9216, 0,    10.046,
 12, 107, 12, 12, 13.177, 1.177, 12288, 0, 13.177, 15.802, 2.626, 1268, 15.802, 16.75, 0.947, 12288, 0, 16.75, 19.134, 2.385, 1800, 19.134, 20.058, 0.924, 9216, 0, 20.058, 22.387, 2.328, 1350, 22.387, 23.992, 1.605, 12288, 0,    11.992,
 15, 107, 15, 15, 16.006, 1.006, 11264, 0, 16.006, 17.859, 1.853, 1116, 17.859, 18.728, 0.868, 11264, 0, 18.728, 20.968, 2.241, 1650, 20.968, 21.8, 0.831, 8192, 0, 21.8, 24.105, 2.306, 1200, 24.105, 24.899, 0.794, 10240, 0,     9.899,
 14, 107, 14, 14, 15.064, 1.064, 12288, 0, 15.064, 17.959, 2.895, 1286, 17.959, 19.673, 1.714, 12288, 0, 19.673, 21.674, 2, 1800, 21.674, 22.731, 1.057, 9216, 0, 22.731, 24.73, 1.999, 1350, 24.73, 25.844, 1.114, 12288, 0,    11.844,
 17, 107, 17, 17, 17.859, 0.859, 10240, 0, 17.859, 19.624, 1.765, 1000, 19.624, 20.461, 0.837, 10240, 0, 20.461, 22.635, 2.174, 1500, 22.635, 23.447, 0.813, 7168, 0, 23.447, 25.663, 2.215, 1050, 25.663, 26.553, 0.891, 9216, 0,     9.553,
 16, 107, 16, 16, 16.945, 0.945, 11264, 0, 16.945, 19.849, 2.904, 1193, 19.849, 21.337, 1.488, 11264, 0, 21.337, 23.507, 2.17, 1650, 23.507, 24.331, 0.824, 8192, 0, 24.331, 26.511, 2.18, 1200, 26.511, 27.345, 0.833, 10240, 0,    11.345,
 18, 107, 18, 18, 18.859, 0.859, 10240, 0, 18.859, 21.423, 2.563, 1078, 21.423, 22.22, 0.797, 10240, 0, 22.22, 24.311, 2.092, 1500, 24.311, 25.048, 0.736, 7168, 0, 25.048, 27.222, 2.174, 1050, 27.222, 28.055, 0.833, 9216, 0,    10.055,
 19, 107, 19, 19, 19.859, 0.859, 10240, 0, 19.859, 21.563, 1.704, 1013, 21.563, 23.013, 1.45, 10240, 0, 23.013, 25.173, 2.16, 1500, 25.173, 25.894, 0.72, 7168, 0, 25.894, 28.073, 2.179, 1050, 28.073, 28.79, 0.718, 9216, 0,     9.790,
 20, 107, 20, 20, 21.038, 1.038, 12288, 0, 21.038, 23.563, 2.525, 1279, 23.563, 24.513, 0.95, 12288, 0, 24.513, 26.521, 2.009, 1800, 26.521, 27.445, 0.924, 9216, 0, 27.445, 29.437, 1.992, 1350, 29.437, 30.387, 0.95, 12288, 0,    10.387,
 21, 107, 21, 21, 22.062, 1.062, 12288, 0, 22.062, 24.192, 2.13, 1278, 24.192, 25.458, 1.266, 12288, 0, 25.458, 27.465, 2.007, 1800, 27.465, 28.389, 0.924, 9216, 0, 28.389, 30.385, 1.996, 1350, 30.385, 31.333, 0.947, 12288, 0,    10.333,
 22, 107, 22, 22, 23.172, 1.172, 13312, 0, 23.172, 25.773, 2.601, 1323, 25.773, 26.799, 1.026, 13312, 0, 26.799, 28.967, 2.168, 1950, 28.967, 29.891, 0.924, 9216, 0, 29.891, 31.888, 1.998, 1350, 31.888, 32.835, 0.947, 12288, 0,    10.835,
 23, 107, 23, 23, 24.204, 1.204, 12288, 0, 24.204, 26.356, 2.152, 1292, 26.356, 27.744, 1.389, 12288, 0, 27.744, 29.752, 2.007, 1800, 29.752, 30.812, 1.061, 9216, 0, 30.812, 32.82, 2.007, 1350, 32.82, 33.781, 0.961, 12288, 0,    10.781,
