Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 232, 0, 0, 1.036, 1.036, 11264, 0, 1.036, 3.086, 2.05, 1682, 3.086, 4.002, 0.916, 8192, 0, 4.002, 5.957, 1.955, 1200, 5.957, 6.81, 0.854, 10240, 0,     6.810,
 1, 232, 1, 1, 2.158, 1.158, 12288, 0, 2.158, 4.498, 2.339, 1931, 4.498, 5.527, 1.03, 9216, 0, 5.527, 7.704, 2.177, 1350, 7.704, 8.729, 1.024, 12288, 0,     7.729,
 2, 232, 2, 2, 3.285, 1.285, 12288, 0, 3.285, 5.616, 2.332, 1924, 5.616, 6.647, 1.03, 9216, 0, 6.647, 8.83, 2.183, 1350, 8.83, 9.859, 1.029, 12288, 0,     7.859,
 3, 232, 3, 3, 4.402, 1.402, 12288, 0, 4.402, 6.763, 2.361, 1861, 6.763, 7.793, 1.03, 9216, 0, 7.793, 9.991, 2.199, 1350, 9.991, 11.015, 1.024, 12288, 0,     8.015,
 4, 232, 4, 4, 5.338, 1.338, 10240, 0, 5.338, 7.558, 2.22, 1603, 7.558, 8.703, 1.144, 8192, 0, 8.703, 10.775, 2.072, 1200, 10.775, 11.869, 1.094, 10240, 0,     7.869,
 5, 232, 5, 5, 6.182, 1.182, 9216, 0, 6.182, 8.405, 2.223, 1351, 8.405, 9.391, 0.986, 6144, 0, 9.391, 11.45, 2.058, 900, 11.45, 12.551, 1.102, 8192, 0,     7.551,
 6, 232, 6, 6, 7.214, 1.214, 11264, 0, 7.214, 9.71, 2.496, 1776, 9.71, 10.627, 0.916, 8192, 0, 10.627, 12.732, 2.106, 1200, 12.732, 13.589, 0.857, 10240, 0,     7.589,
 7, 232, 7, 7, 8.239, 1.239, 11264, 0, 8.239, 10.431, 2.192, 1672, 10.431, 11.537, 1.106, 8192, 0, 11.537, 13.471, 1.933, 1200, 13.471, 14.443, 0.972, 10240, 0,     7.443,
 8, 232, 8, 8, 9.364, 1.364, 12288, 0, 9.364, 11.957, 2.594, 1854, 11.957, 12.992, 1.035, 9216, 0, 12.992, 15.182, 2.19, 1350, 15.182, 16.21, 1.027, 12288, 0,     8.210,
 9, 232, 9, 9, 10.3, 1.3, 10240, 0, 10.3, 12.423, 2.122, 1633, 12.423, 13.902, 1.479, 8192, 0, 13.902, 15.846, 1.944, 1200, 15.846, 17.068, 1.222, 10240, 0,     8.068,
 10, 232, 10, 10, 11.148, 1.148, 9216, 0, 11.148, 13.732, 2.584, 1465, 13.732, 14.698, 0.966, 7168, 0, 14.698, 16.889, 2.191, 1050, 16.889, 17.836, 0.947, 9216, 0,     7.836,
 11, 232, 11, 11, 12.175, 1.175, 11264, 0, 12.175, 14.61, 2.435, 1794, 14.61, 15.614, 1.004, 8192, 0, 15.614, 17.794, 2.18, 1200, 17.794, 18.695, 0.901, 10240, 0,     7.695,
 12, 232, 12, 12, 13.109, 1.109, 10240, 0, 13.109, 15.56, 2.451, 1509, 15.56, 16.416, 0.856, 7168, 0, 16.416, 18.588, 2.171, 1050, 18.588, 19.463, 0.875, 9216, 0,     7.463,
 13, 232, 13, 13, 13.954, 0.954, 9216, 0, 13.954, 16.301, 2.346, 1395, 16.301, 17.103, 0.802, 6144, 0, 17.103, 19.25, 2.147, 900, 19.25, 20.145, 0.896, 8192, 0,     7.145,
 14, 232, 14, 14, 15.217, 1.217, 13312, 0, 15.217, 17.954, 2.736, 1970, 17.954, 18.984, 1.03, 9216, 0, 18.984, 21.177, 2.193, 1350, 21.177, 22.201, 1.024, 12288, 0,     8.201,
 15, 232, 15, 15, 16.335, 1.335, 12288, 0, 16.335, 18.657, 2.322, 1918, 18.657, 20.011, 1.354, 9216, 0, 20.011, 22.202, 2.191, 1350, 22.202, 23.227, 1.024, 12288, 0,     8.227,
 16, 232, 16, 16, 17.359, 1.359, 11264, 0, 17.359, 20.126, 2.767, 1780, 20.126, 21.047, 0.921, 8192, 0, 21.047, 23.12, 2.073, 1200, 23.12, 24.08, 0.96, 10240, 0,     8.080,
 17, 232, 17, 17, 18.197, 1.197, 9216, 0, 18.197, 20.392, 2.195, 1421, 20.392, 21.843, 1.451, 7168, 0, 21.843, 23.904, 2.061, 1050, 23.904, 24.855, 0.951, 9216, 0,     7.855,
 19, 232, 19, 19, 20.153, 1.153, 9216, 0, 20.153, 22.187, 2.034, 1481, 22.187, 22.991, 0.805, 7168, 0, 22.991, 24.818, 1.827, 1050, 24.818, 25.631, 0.813, 9216, 0,     6.631,
 18, 232, 18, 18, 19.315, 1.315, 12288, 0, 19.315, 22.328, 3.013, 1818, 22.328, 24.021, 1.693, 9216, 0, 24.021, 26.223, 2.203, 1350, 26.223, 27.252, 1.029, 12288, 0,     9.252,
 20, 232, 20, 20, 20.992, 0.992, 9216, 0, 20.992, 23.981, 2.989, 1481, 23.981, 24.821, 0.839, 7168, 0, 24.821, 26.521, 1.7, 1050, 26.521, 28.02, 1.5, 9216, 0,     8.020,
 21, 232, 21, 21, 21.933, 0.933, 10240, 0, 21.933, 24.213, 2.28, 1556, 24.213, 25.617, 1.404, 7168, 0, 25.617, 27.924, 2.307, 1050, 27.924, 28.788, 0.865, 9216, 0,     7.788,
 23, 232, 23, 23, 23.87, 0.87, 9216, 0, 23.87, 25.913, 2.043, 1403, 25.913, 26.716, 0.803, 7168, 0, 26.716, 28.412, 1.697, 1050, 28.412, 29.556, 1.144, 9216, 0,     6.556,
 22, 232, 22, 22, 23.026, 1.026, 11264, 0, 23.026, 26.12, 3.094, 1765, 26.12, 27.628, 1.508, 8192, 0, 27.628, 29.864, 2.237, 1200, 29.864, 30.718, 0.853, 10240, 0,     8.718,
 24, 232, 24, 24, 25.026, 1.026, 11264, 0, 25.026, 28.074, 3.048, 1768, 28.074, 28.991, 0.916, 8192, 0, 28.991, 30.932, 1.941, 1200, 30.932, 31.785, 0.853, 10240, 0,     7.785,
 25, 232, 25, 25, 26.05, 1.05, 11264, 0, 26.05, 28.271, 2.221, 1776, 28.271, 29.901, 1.63, 8192, 0, 29.901, 31.837, 1.936, 1200, 31.837, 32.691, 0.854, 10240, 0,     7.691,
 27, 232, 27, 27, 28.196, 1.196, 11264, 0, 28.196, 30.301, 2.105, 1675, 30.301, 31.217, 0.916, 8192, 0, 31.217, 33.16, 1.942, 1200, 33.16, 34.013, 0.853, 10240, 0,     7.013,
 26, 232, 26, 26, 27.169, 1.169, 12288, 0, 27.169, 30.428, 3.259, 1939, 30.428, 32.251, 1.823, 9216, 0, 32.251, 34.439, 2.188, 1350, 34.439, 35.464, 1.024, 12288, 0,     9.464,
 29, 232, 29, 29, 30.058, 1.058, 9216, 0, 30.058, 32.163, 2.105, 1432, 32.163, 33.05, 0.888, 7168, 0, 33.05, 34.858, 1.808, 1050, 34.858, 36.232, 1.374, 9216, 0,     7.232,
 28, 232, 28, 28, 29.22, 1.22, 11264, 0, 29.22, 32.462, 3.242, 1770, 32.462, 33.963, 1.502, 8192, 0, 33.963, 36.392, 2.429, 1200, 36.392, 37.249, 0.857, 10240, 0,     9.249,
 31, 232, 31, 31, 32.021, 1.021, 9216, 0, 32.021, 34.169, 2.148, 1409, 34.169, 34.981, 0.812, 7168, 0, 34.981, 36.686, 1.705, 1050, 36.686, 38.024, 1.338, 9216, 0,     7.024,
 32, 232, 32, 32, 32.863, 0.863, 9216, 0, 32.863, 35.936, 3.074, 1459, 35.936, 36.803, 0.866, 7168, 0, 36.803, 38.5, 1.698, 1050, 38.5, 39.273, 0.773, 9216, 0,     7.273,
