Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 1037, 0, 0, 1.03, 1.03, 10240, 0, 1.03, 3.224, 2.194, 1095, 3.224, 4.157, 0.933, 10240, 0, 4.157, 6.153, 1.996, 1500, 6.153, 7.051, 0.898, 7168, 0, 7.051, 8.913, 1.862, 1050, 8.913, 9.76, 0.847, 9216, 0,     9.760,
 1, 1037, 1, 1, 2.162, 1.162, 11264, 0, 2.162, 4.516, 2.354, 1177, 4.516, 5.542, 1.026, 11264, 0, 5.542, 7.741, 2.199, 1650, 7.741, 8.77, 1.029, 8192, 0, 8.77, 10.903, 2.133, 1200, 10.903, 11.836, 0.933, 10240, 0,    10.836,
 2, 1037, 2, 2, 2.981, 0.981, 8192, 0, 2.981, 4.997, 2.015, 885, 4.997, 6.287, 1.29, 8192, 0, 6.287, 7.882, 1.595, 1200, 7.882, 9.538, 1.656, 6144, 0, 9.538, 11.153, 1.615, 900, 11.153, 12.585, 1.432, 8192, 0,    10.585,
 3, 1037, 3, 3, 3.927, 0.927, 9216, 0, 3.927, 6.447, 2.52, 961, 6.447, 7.291, 0.844, 9216, 0, 7.291, 9.558, 2.267, 1350, 9.558, 10.335, 0.777, 6144, 0, 10.335, 12.503, 2.168, 900, 12.503, 13.331, 0.828, 8192, 0,    10.331,
 4, 1037, 4, 4, 4.826, 0.826, 8192, 0, 4.826, 6.679, 1.853, 839, 6.679, 8.036, 1.357, 8192, 0, 8.036, 9.638, 1.603, 1200, 9.638, 11.11, 1.472, 6144, 0, 11.11, 12.754, 1.644, 900, 12.754, 14.076, 1.322, 8192, 0,    10.076,
 5, 1037, 5, 5, 6.04, 1.04, 10240, 0, 6.04, 8.483, 2.443, 1015, 8.483, 9.425, 0.942, 10240, 0, 9.425, 11.559, 2.134, 1500, 11.559, 12.46, 0.901, 7168, 0, 12.46, 14.375, 1.915, 1050, 14.375, 15.215, 0.84, 9216, 0,    10.215,
 6, 1037, 6, 6, 7.064, 1.064, 10240, 0, 7.064, 9.198, 2.134, 1067, 9.198, 10.356, 1.158, 10240, 0, 10.356, 12.357, 2.001, 1500, 12.357, 13.362, 1.006, 7168, 0, 13.362, 15.236, 1.874, 1050, 15.236, 16.08, 0.844, 9216, 0,    10.080,
 7, 1037, 7, 7, 7.892, 0.892, 8192, 0, 7.892, 10.162, 2.269, 836, 10.162, 11.103, 0.941, 8192, 0, 11.103, 13.164, 2.061, 1200, 13.164, 14.131, 0.966, 6144, 0, 14.131, 15.98, 1.85, 900, 15.98, 16.83, 0.85, 8192, 0,     9.830,
 8, 1037, 8, 8, 8.825, 0.825, 8192, 0, 8.825, 10.943, 2.118, 865, 10.943, 11.856, 0.913, 8192, 0, 11.856, 13.964, 2.108, 1200, 13.964, 14.899, 0.935, 6144, 0, 14.899, 16.836, 1.937, 900, 16.836, 17.589, 0.753, 8192, 0,     9.589,
 9, 1037, 9, 9, 9.928, 0.928, 9216, 0, 9.928, 12.028, 2.101, 929, 12.028, 12.872, 0.844, 9216, 0, 12.872, 14.965, 2.093, 1350, 14.965, 15.737, 0.772, 6144, 0, 15.737, 17.587, 1.85, 900, 17.587, 18.333, 0.747, 8192, 0,     9.333,
 10, 1037, 10, 10, 10.825, 0.825, 8192, 0, 10.825, 12.72, 1.895, 889, 12.72, 13.619, 0.899, 8192, 0, 13.619, 15.564, 1.945, 1200, 15.564, 16.506, 0.942, 6144, 0, 16.506, 18.451, 1.945, 900, 18.451, 19.199, 0.749, 8192, 0,     9.199,
 11, 1037, 11, 11, 12.14, 1.14, 11264, 0, 12.14, 14.354, 2.214, 1100, 14.354, 15.38, 1.026, 11264, 0, 15.38, 17.587, 2.206, 1650, 17.587, 18.613, 1.026, 8192, 0, 18.613, 20.762, 2.149, 1200, 20.762, 21.695, 0.933, 10240, 0,    10.695,
