Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 17, 0, 0, 1.03, 1.03, 10240, 0, 1.03, 2.239, 1.208, 548, 2.239, 3.262, 1.023, 16384, 0, 3.262, 4.458, 1.196, 1600, 4.458, 4.706, 0.248, 8192, 0, 4.706, 4.989, 0.283, 1600, 4.989, 5.112, 0.123, 6144, 0,     5.112,
 1, 17, 1, 1, 2.134, 1.134, 10240, 0, 2.134, 3.287, 1.153, 524, 3.287, 4.391, 1.104, 15360, 0, 4.391, 5.573, 1.182, 1500, 5.573, 5.884, 0.311, 8192, 0, 5.884, 6.161, 0.277, 1600, 6.161, 6.284, 0.123, 6144, 0,     5.284,
 2, 17, 2, 2, 3.39, 1.39, 11264, 0, 3.39, 4.616, 1.226, 596, 4.616, 5.708, 1.092, 17408, 0, 5.708, 6.862, 1.154, 1700, 6.862, 7.14, 0.278, 9216, 0, 7.14, 7.428, 0.288, 1800, 7.428, 7.56, 0.133, 7168, 0,     5.560,
 3, 17, 3, 3, 4.498, 1.498, 10240, 0, 4.498, 5.825, 1.327, 544, 5.825, 6.917, 1.092, 16384, 0, 6.917, 8.092, 1.175, 1600, 8.092, 8.403, 0.311, 8192, 0, 8.403, 8.674, 0.27, 1600, 8.674, 8.797, 0.123, 6144, 0,     5.797,
 4, 17, 4, 4, 5.542, 1.542, 10240, 0, 5.542, 6.917, 1.375, 542, 6.917, 8.107, 1.191, 16384, 0, 8.107, 9.157, 1.05, 1600, 9.157, 9.433, 0.276, 8192, 0, 9.433, 9.712, 0.278, 1600, 9.712, 9.828, 0.117, 6144, 0,     5.828,
 5, 17, 5, 5, 6.365, 1.365, 8192, 0, 6.365, 7.761, 1.396, 403, 7.761, 8.888, 1.127, 12288, 0, 8.888, 9.959, 1.071, 1200, 9.959, 10.18, 0.22, 6144, 0, 10.18, 10.39, 0.211, 1200, 10.39, 10.499, 0.109, 5120, 0,     5.499,
 6, 17, 6, 6, 7.161, 1.161, 8192, 0, 7.161, 8.597, 1.436, 402, 8.597, 9.734, 1.137, 12288, 0, 9.734, 10.77, 1.036, 1200, 10.77, 10.966, 0.197, 6144, 0, 10.966, 11.19, 0.223, 1200, 11.19, 11.292, 0.103, 5120, 0,     5.292,
 7, 17, 7, 7, 8.082, 1.082, 9216, 0, 8.082, 9.555, 1.473, 480, 9.555, 10.624, 1.069, 14336, 0, 10.624, 11.795, 1.171, 1400, 11.795, 12.039, 0.244, 7168, 0, 12.039, 12.285, 0.247, 1400, 12.285, 12.407, 0.121, 5120, 0,     5.407,
 8, 17, 8, 8, 8.987, 0.987, 9216, 0, 8.987, 10.573, 1.586, 483, 10.573, 11.519, 0.947, 14336, 0, 11.519, 12.79, 1.271, 1400, 12.79, 13.017, 0.227, 7168, 0, 13.017, 13.248, 0.231, 1400, 13.248, 13.356, 0.109, 5120, 0,     5.356,
 9, 17, 9, 9, 10.341, 1.341, 11264, 0, 10.341, 11.776, 1.435, 571, 11.776, 12.953, 1.177, 17408, 0, 12.953, 14.077, 1.124, 1700, 14.077, 14.371, 0.295, 9216, 0, 14.371, 14.719, 0.347, 1800, 14.719, 14.871, 0.152, 7168, 0,     5.871,
