Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 9, 0, 0, 0.908, 0.908, 11264, 0, 0.908, 1.762, 0.854, 578, 1.762, 2.8, 1.038, 17408, 0, 2.8, 3.606, 0.806, 1360, 3.606, 4.525, 0.919, 8192, 0, 4.525, 5.305, 0.78, 1200, 5.305, 5.967, 0.661, 5120, 0, 5.967, 6.693, 0.727, 1000, 6.693, 7.073, 0.38, 4096, 0,     7.073,
 1, 9, 1, 1, 2.055, 1.055, 15360, 0, 2.055, 3.264, 1.209, 759, 3.264, 4.248, 0.984, 22528, 0, 4.248, 5.416, 1.168, 1760, 5.416, 6.402, 0.986, 11264, 0, 6.402, 7.539, 1.137, 1650, 7.539, 8.524, 0.985, 7168, 0, 8.524, 9.609, 1.085, 1400, 9.609, 10.062, 0.453, 5120, 0,     9.062,
 2, 9, 2, 2, 3.046, 1.046, 13312, 0, 3.046, 4.287, 1.241, 690, 4.287, 5.363, 1.076, 20480, 0, 5.363, 6.446, 1.084, 1600, 6.446, 7.377, 0.931, 10240, 0, 7.377, 8.489, 1.112, 1500, 8.489, 9.263, 0.775, 6144, 0, 9.263, 10.553, 1.289, 1200, 10.553, 10.946, 0.394, 5120, 0,     8.946,
 3, 9, 3, 3, 3.889, 0.889, 12288, 0, 3.889, 5.329, 1.44, 649, 5.329, 6.306, 0.977, 19456, 0, 6.306, 7.399, 1.093, 1520, 7.399, 8.425, 1.026, 9216, 0, 8.425, 9.368, 0.943, 1350, 9.368, 10.215, 0.847, 6144, 0, 10.215, 11.519, 1.304, 1200, 11.519, 11.942, 0.423, 5120, 0,     8.942,
 4, 9, 4, 4, 4.949, 0.949, 12288, 0, 4.949, 6.266, 1.317, 606, 6.266, 7.108, 0.842, 18432, 0, 7.108, 8.278, 1.17, 1440, 8.278, 9.294, 1.016, 9216, 0, 9.294, 10.331, 1.037, 1350, 10.331, 11.171, 0.84, 6144, 0, 11.171, 12.387, 1.216, 1200, 12.387, 12.836, 0.449, 5120, 0,     8.836,
 5, 9, 5, 5, 6.148, 1.148, 15360, 0, 6.148, 7.414, 1.266, 753, 7.414, 8.497, 1.083, 22528, 0, 8.497, 9.632, 1.135, 1760, 9.632, 10.612, 0.98, 11264, 0, 10.612, 11.975, 1.363, 1650, 11.975, 12.913, 0.938, 7168, 0, 12.913, 13.914, 1.001, 1400, 13.914, 14.361, 0.447, 5120, 0,     9.361,
 6, 9, 6, 6, 7.175, 1.175, 14336, 0, 7.175, 8.455, 1.28, 732, 8.455, 9.514, 1.059, 21504, 0, 9.514, 10.679, 1.164, 1680, 10.679, 11.741, 1.062, 10240, 0, 11.741, 13.013, 1.273, 1500, 13.013, 13.736, 0.722, 6144, 0, 13.736, 14.827, 1.092, 1200, 14.827, 15.276, 0.448, 5120, 0,     9.276,
 7, 9, 7, 7, 7.972, 0.972, 11264, 0, 7.972, 9.349, 1.378, 578, 9.349, 10.28, 0.931, 17408, 0, 10.28, 11.517, 1.237, 1360, 11.517, 12.427, 0.91, 8192, 0, 12.427, 13.776, 1.349, 1200, 13.776, 14.555, 0.779, 5120, 0, 14.555, 15.568, 1.013, 1000, 15.568, 15.964, 0.396, 4096, 0,     8.964,
 8, 9, 8, 8, 8.971, 0.971, 13312, 0, 8.971, 10.443, 1.472, 668, 10.443, 11.336, 0.893, 20480, 0, 11.336, 12.587, 1.251, 1600, 12.587, 13.579, 0.992, 10240, 0, 13.579, 14.807, 1.228, 1500, 14.807, 15.628, 0.821, 6144, 0, 15.628, 16.491, 0.863, 1200, 16.491, 17.033, 0.542, 5120, 0,     9.033,
 9, 9, 9, 9, 9.934, 0.934, 14336, 0, 9.934, 11.582, 1.648, 706, 11.582, 12.486, 0.904, 21504, 0, 12.486, 13.632, 1.146, 1680, 13.632, 14.594, 0.962, 10240, 0, 14.594, 15.824, 1.231, 1500, 15.824, 16.59, 0.766, 6144, 0, 16.59, 17.491, 0.901, 1200, 17.491, 17.995, 0.504, 5120, 0,     8.995,
