Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 13, 0, 0, 1.091, 1.091, 11264, 0, 1.091, 2.273, 1.182, 953, 2.273, 3.148, 0.875, 5120, 0, 3.148, 4.25, 1.102, 750, 4.25, 5.087, 0.837, 3072, 0, 5.087, 6.015, 0.928, 300, 6.015, 6.204, 0.189, 1024, 0, 6.204, 6.377, 0.173, 200, 6.377, 6.389, 0.012, 0, 0,     6.389,
 1, 13, 1, 1, 2.189, 1.189, 11264, 0, 2.189, 3.481, 1.292, 948, 3.481, 4.268, 0.787, 5120, 0, 4.268, 5.397, 1.129, 750, 5.397, 6.132, 0.735, 3072, 0, 6.132, 7.069, 0.937, 300, 7.069, 7.225, 0.156, 1024, 0, 7.225, 7.397, 0.172, 200, 7.397, 7.409, 0.012, 0, 0,     6.409,
 2, 13, 2, 2, 3.392, 1.392, 11264, 0, 3.392, 4.612, 1.22, 885, 4.612, 5.452, 0.84, 5120, 0, 5.452, 6.507, 1.055, 750, 6.507, 7.235, 0.728, 3072, 0, 7.235, 8.15, 0.914, 300, 8.15, 8.311, 0.162, 1024, 0, 8.311, 8.469, 0.157, 200, 8.469, 8.481, 0.012, 0, 0,     6.481,
 3, 13, 3, 3, 4.317, 1.317, 8192, 0, 4.317, 5.513, 1.196, 703, 5.513, 6.188, 0.674, 4096, 0, 6.188, 7.326, 1.138, 600, 7.326, 7.803, 0.478, 2048, 0, 7.803, 8.725, 0.922, 200, 8.725, 8.907, 0.182, 1024, 0, 8.907, 9.064, 0.157, 200, 9.064, 9.076, 0.012, 0, 0,     6.076,
 4, 13, 4, 4, 5.416, 1.416, 8192, 0, 5.416, 6.581, 1.165, 708, 6.581, 7.309, 0.728, 4096, 0, 7.309, 8.17, 0.861, 600, 8.17, 8.653, 0.483, 2048, 0, 8.653, 9.378, 0.725, 200, 9.378, 9.515, 0.136, 1024, 0, 9.515, 9.68, 0.165, 200, 9.68, 9.689, 0.01, 0, 0,     5.689,
 5, 13, 5, 5, 6.386, 1.386, 9216, 0, 6.386, 7.711, 1.325, 794, 7.711, 8.361, 0.65, 4096, 0, 8.361, 9.313, 0.952, 600, 9.313, 9.96, 0.648, 2048, 0, 9.96, 10.644, 0.684, 200, 10.644, 10.807, 0.162, 1024, 0, 10.807, 10.966, 0.16, 200, 10.966, 10.976, 0.01, 0, 0,     5.976,
 6, 13, 6, 6, 7.517, 1.517, 11264, 0, 7.517, 8.799, 1.282, 881, 8.799, 9.713, 0.914, 5120, 0, 9.713, 10.704, 0.991, 750, 10.704, 11.508, 0.804, 3072, 0, 11.508, 12.434, 0.926, 300, 12.434, 12.574, 0.14, 1024, 0, 12.574, 12.73, 0.156, 200, 12.73, 12.742, 0.012, 0, 0,     6.742,
 7, 13, 7, 7, 8.656, 1.656, 11264, 0, 8.656, 9.912, 1.256, 901, 9.912, 10.77, 0.858, 5120, 0, 10.77, 11.776, 1.006, 750, 11.776, 12.635, 0.859, 3072, 0, 12.635, 13.549, 0.914, 300, 13.549, 13.69, 0.141, 1024, 0, 13.69, 13.858, 0.168, 200, 13.858, 13.862, 0.004, 0, 0,     6.862,
 8, 13, 8, 8, 9.794, 1.794, 10240, 0, 9.794, 10.897, 1.102, 800, 10.897, 11.746, 0.849, 5120, 0, 11.746, 12.913, 1.167, 750, 12.913, 13.746, 0.833, 3072, 0, 13.746, 14.719, 0.973, 300, 14.719, 14.862, 0.143, 1024, 0, 14.862, 15.013, 0.152, 200, 15.013, 15.025, 0.012, 0, 0,     7.025,
 9, 13, 9, 9, 10.981, 1.981, 11264, 0, 10.981, 12.186, 1.205, 927, 12.186, 13.019, 0.833, 5120, 0, 13.019, 14.039, 1.02, 750, 14.039, 14.982, 0.943, 3072, 0, 14.982, 15.92, 0.938, 300, 15.92, 16.088, 0.168, 1024, 0, 16.088, 16.235, 0.147, 200, 16.235, 16.247, 0.012, 0, 0,     7.247,
