Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 12, 0, 0, 1.026, 1.026, 10240, 0, 1.026, 2.03, 1.004, 503, 2.03, 3.002, 0.972, 15360, 0, 3.002, 4, 0.998, 1200, 4, 4.909, 0.909, 7168, 0, 4.909, 5.853, 0.944, 700, 5.853, 6.055, 0.202, 3072, 0, 6.055, 6.255, 0.2, 600, 6.255, 6.335, 0.081, 2048, 0,     6.335,
 1, 12, 1, 1, 2.06, 1.06, 10240, 0, 2.06, 3.131, 1.071, 536, 3.131, 4.157, 1.026, 16384, 0, 4.157, 5.237, 1.079, 1280, 5.237, 6.275, 1.038, 8192, 0, 6.275, 7.343, 1.069, 800, 7.343, 7.599, 0.256, 4096, 0, 7.599, 7.856, 0.257, 800, 7.856, 7.986, 0.13, 3072, 0,     6.986,
 2, 12, 2, 2, 2.982, 0.982, 9216, 0, 2.982, 4.094, 1.113, 482, 4.094, 5.053, 0.959, 14336, 0, 5.053, 6.169, 1.116, 1120, 6.169, 7.172, 1.003, 7168, 0, 7.172, 8.279, 1.107, 700, 8.279, 8.471, 0.192, 3072, 0, 8.471, 8.671, 0.2, 600, 8.671, 8.752, 0.081, 2048, 0,     6.752,
 3, 12, 3, 3, 3.821, 0.821, 8192, 0, 3.821, 4.914, 1.093, 411, 4.914, 5.821, 0.907, 12288, 0, 5.821, 6.969, 1.147, 960, 6.969, 7.94, 0.971, 6144, 0, 7.94, 9.078, 1.138, 600, 9.078, 9.27, 0.192, 3072, 0, 9.27, 9.462, 0.191, 600, 9.462, 9.542, 0.081, 2048, 0,     6.542,
 4, 12, 4, 4, 5.13, 1.13, 11264, 0, 5.13, 6.272, 1.142, 563, 6.272, 7.298, 1.026, 16384, 0, 7.298, 8.363, 1.066, 1280, 8.363, 9.402, 1.038, 8192, 0, 9.402, 10.465, 1.063, 800, 10.465, 10.73, 0.265, 4096, 0, 10.73, 11, 0.27, 800, 11, 11.12, 0.12, 3072, 0,     7.120,
 5, 12, 5, 5, 6.154, 1.154, 10240, 0, 6.154, 7.332, 1.178, 531, 7.332, 8.295, 0.963, 15360, 0, 8.295, 9.373, 1.078, 1200, 9.373, 10.298, 0.925, 7168, 0, 10.298, 11.404, 1.106, 700, 11.404, 11.603, 0.199, 3072, 0, 11.603, 11.795, 0.192, 600, 11.795, 11.875, 0.081, 2048, 0,     6.875,
 6, 12, 6, 6, 6.973, 0.973, 8192, 0, 6.973, 8.204, 1.23, 429, 8.204, 9.069, 0.865, 12288, 0, 9.069, 10.192, 1.123, 960, 10.192, 11.074, 0.882, 6144, 0, 11.074, 12.203, 1.129, 600, 12.203, 12.406, 0.202, 3072, 0, 12.406, 12.608, 0.203, 600, 12.608, 12.689, 0.081, 2048, 0,     6.689,
 7, 12, 7, 7, 7.821, 0.821, 8192, 0, 7.821, 9.036, 1.215, 417, 9.036, 9.837, 0.801, 12288, 0, 9.837, 10.992, 1.154, 960, 10.992, 11.842, 0.851, 6144, 0, 11.842, 13.005, 1.163, 600, 13.005, 13.197, 0.192, 3072, 0, 13.197, 13.393, 0.196, 600, 13.393, 13.473, 0.081, 2048, 0,     6.473,
 8, 12, 8, 8, 8.923, 0.923, 9216, 0, 8.923, 9.962, 1.039, 464, 9.962, 10.797, 0.834, 13312, 0, 10.797, 11.868, 1.072, 1040, 11.868, 12.642, 0.774, 6144, 0, 12.642, 13.804, 1.161, 600, 13.804, 13.998, 0.195, 3072, 0, 13.998, 14.207, 0.209, 600, 14.207, 14.289, 0.082, 2048, 0,     6.289,
 9, 12, 9, 9, 9.93, 0.93, 9216, 0, 9.93, 10.899, 0.969, 469, 10.899, 11.797, 0.898, 14336, 0, 11.797, 12.808, 1.01, 1120, 12.808, 13.709, 0.902, 7168, 0, 13.709, 14.749, 1.039, 700, 14.749, 14.941, 0.192, 3072, 0, 14.941, 15.141, 0.2, 600, 15.141, 15.222, 0.081, 2048, 0,     6.222,
