Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 5, 0, 0, 0.868, 0.868, 11264, 0, 0.868, 1.717, 0.849, 552, 1.717, 2.539, 0.821, 16384, 0, 2.539, 3.359, 0.82, 1280, 3.359, 4.184, 0.825, 8192, 0, 4.184, 5.02, 0.836, 1200, 5.02, 5.753, 0.733, 5120, 0, 5.753, 6.54, 0.787, 500, 6.54, 6.688, 0.148, 2048, 0,     6.688,
 1, 5, 1, 1, 1.79, 0.79, 10240, 0, 1.79, 2.631, 0.842, 548, 2.631, 3.452, 0.821, 16384, 0, 3.452, 4.273, 0.821, 1280, 4.273, 5.104, 0.831, 8192, 0, 5.104, 5.924, 0.82, 1200, 5.924, 6.662, 0.738, 5120, 0, 6.662, 7.423, 0.761, 500, 7.423, 7.571, 0.148, 2048, 0,     6.571,
 2, 5, 2, 2, 3.026, 1.026, 13312, 0, 3.026, 4.081, 1.055, 686, 4.081, 5.11, 1.029, 20480, 0, 5.11, 6.128, 1.019, 1600, 6.128, 7.162, 1.034, 10240, 0, 7.162, 8.187, 1.025, 1500, 8.187, 9.067, 0.88, 6144, 0, 9.067, 9.991, 0.923, 600, 9.991, 10.22, 0.23, 3072, 0,     8.220,
 3, 5, 3, 3, 3.971, 0.971, 12288, 0, 3.971, 5.073, 1.102, 637, 5.073, 6.083, 1.009, 19456, 0, 6.083, 7.114, 1.032, 1520, 7.114, 8.092, 0.978, 9216, 0, 8.092, 9.11, 1.018, 1350, 9.11, 9.991, 0.88, 6144, 0, 9.991, 10.913, 0.922, 600, 10.913, 11.134, 0.221, 3072, 0,     8.134,
 4, 5, 4, 4, 4.868, 0.868, 11264, 0, 4.868, 5.988, 1.119, 583, 5.988, 6.957, 0.97, 17408, 0, 6.957, 7.997, 1.04, 1360, 7.997, 8.911, 0.914, 8192, 0, 8.911, 9.934, 1.023, 1200, 9.934, 10.722, 0.788, 5120, 0, 10.722, 11.682, 0.96, 500, 11.682, 11.83, 0.148, 2048, 0,     7.830,
 5, 5, 5, 5, 5.79, 0.79, 10240, 0, 5.79, 6.815, 1.025, 538, 6.815, 7.777, 0.962, 16384, 0, 7.777, 8.817, 1.041, 1280, 8.817, 9.73, 0.913, 8192, 0, 9.73, 10.764, 1.033, 1200, 10.764, 11.497, 0.734, 5120, 0, 11.497, 12.452, 0.955, 500, 12.452, 12.6, 0.148, 2048, 0,     7.600,
 6, 5, 6, 6, 6.947, 0.947, 12288, 0, 6.947, 7.915, 0.967, 622, 7.915, 8.841, 0.926, 18432, 0, 8.841, 9.764, 0.923, 1440, 9.764, 10.692, 0.928, 9216, 0, 10.692, 11.702, 1.01, 1350, 11.702, 12.588, 0.887, 6144, 0, 12.588, 13.526, 0.937, 600, 13.526, 13.747, 0.221, 3072, 0,     7.747,
 7, 5, 7, 7, 8.184, 1.184, 15360, 0, 8.184, 9.354, 1.17, 751, 9.354, 10.482, 1.128, 22528, 0, 10.482, 11.61, 1.128, 1760, 11.61, 12.742, 1.132, 11264, 0, 12.742, 13.885, 1.143, 1650, 13.885, 14.911, 1.026, 7168, 0, 14.911, 15.987, 1.077, 700, 15.987, 16.209, 0.221, 3072, 0,     9.209,
 8, 5, 8, 8, 8.971, 0.971, 10240, 0, 8.971, 10.16, 1.189, 525, 10.16, 11.25, 1.09, 15360, 0, 11.25, 12.379, 1.128, 1200, 12.379, 13.459, 1.08, 7168, 0, 13.459, 14.614, 1.155, 1050, 14.614, 15.496, 0.882, 4096, 0, 15.496, 16.602, 1.106, 400, 16.602, 16.75, 0.148, 2048, 0,     8.750,
 9, 5, 9, 9, 9.875, 0.875, 11264, 0, 9.875, 11.027, 1.151, 564, 11.027, 12.07, 1.043, 16384, 0, 12.07, 13.199, 1.129, 1280, 13.199, 14.286, 1.088, 8192, 0, 14.286, 15.439, 1.153, 1200, 15.439, 16.236, 0.797, 5120, 0, 16.236, 17.371, 1.135, 500, 17.371, 17.523, 0.152, 2048, 0,     8.523,
