Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 14, 0, 0, 1.026, 1.026, 11264, 0, 1.026, 2.117, 1.091, 593, 2.117, 3.141, 1.024, 17408, 0, 3.141, 4.177, 1.036, 1360, 4.177, 5.094, 0.916, 8192, 0, 5.094, 6.065, 0.971, 800, 6.065, 6.308, 0.243, 4096, 0,     6.308,
 1, 14, 1, 1, 1.865, 0.865, 9216, 0, 1.865, 2.968, 1.102, 468, 2.968, 3.989, 1.022, 14336, 0, 3.989, 5.032, 1.043, 1120, 5.032, 5.89, 0.858, 7168, 0, 5.89, 6.913, 1.022, 700, 6.913, 7.095, 0.183, 3072, 0,     6.095,
 2, 14, 2, 2, 2.933, 0.933, 10240, 0, 2.933, 3.928, 0.995, 529, 3.928, 4.893, 0.965, 15360, 0, 4.893, 5.94, 1.047, 1200, 5.94, 6.743, 0.802, 7168, 0, 6.743, 7.76, 1.018, 700, 7.76, 7.943, 0.183, 3072, 0,     5.943,
 3, 14, 3, 3, 4.213, 1.213, 13312, 0, 4.213, 5.41, 1.197, 652, 5.41, 6.555, 1.145, 19456, 0, 6.555, 7.705, 1.151, 1520, 7.705, 8.735, 1.03, 9216, 0, 8.735, 9.826, 1.091, 900, 9.826, 10.129, 0.303, 5120, 0,     7.129,
 4, 14, 4, 4, 5.237, 1.237, 11264, 0, 5.237, 6.434, 1.198, 564, 6.434, 7.518, 1.084, 16384, 0, 7.518, 8.674, 1.156, 1280, 8.674, 9.645, 0.971, 8192, 0, 9.645, 10.804, 1.158, 800, 10.804, 11.047, 0.243, 4096, 0,     7.047,
 5, 14, 5, 5, 6.261, 1.261, 11264, 0, 6.261, 7.46, 1.2, 565, 7.46, 8.482, 1.022, 16384, 0, 8.482, 9.644, 1.162, 1280, 9.644, 10.56, 0.916, 8192, 0, 10.56, 11.781, 1.221, 800, 11.781, 12.028, 0.247, 4096, 0,     7.028,
 6, 14, 6, 6, 7.192, 1.192, 10240, 0, 7.192, 8.419, 1.227, 528, 8.419, 9.386, 0.967, 15360, 0, 9.386, 10.552, 1.166, 1200, 10.552, 11.357, 0.805, 7168, 0, 11.357, 12.628, 1.272, 700, 12.628, 12.811, 0.183, 3072, 0,     6.811,
 7, 14, 7, 7, 8.217, 1.217, 11264, 0, 8.217, 9.49, 1.274, 590, 9.49, 10.514, 1.024, 17408, 0, 10.514, 11.582, 1.067, 1360, 11.582, 12.508, 0.926, 8192, 0, 12.508, 13.605, 1.097, 800, 13.605, 13.85, 0.245, 4096, 0,     6.850,
 8, 14, 8, 8, 9.334, 1.334, 12288, 0, 9.334, 10.593, 1.259, 607, 10.593, 11.677, 1.084, 18432, 0, 11.677, 12.768, 1.09, 1440, 12.768, 13.798, 1.03, 9216, 0, 13.798, 14.901, 1.103, 900, 14.901, 15.204, 0.303, 5120, 0,     7.204,
 9, 14, 9, 9, 10.172, 1.172, 9216, 0, 10.172, 11.445, 1.273, 469, 11.445, 12.521, 1.076, 14336, 0, 12.521, 13.627, 1.106, 1120, 13.627, 14.594, 0.967, 7168, 0, 14.594, 15.757, 1.163, 700, 15.757, 15.947, 0.191, 3072, 0,     6.947,
 10, 14, 10, 10, 11.103, 1.103, 10240, 0, 11.103, 12.439, 1.336, 548, 12.439, 13.487, 1.048, 16384, 0, 13.487, 14.596, 1.109, 1280, 14.596, 15.512, 0.916, 8192, 0, 15.512, 16.726, 1.214, 800, 16.726, 16.969, 0.243, 4096, 0,     6.969,
 11, 14, 11, 11, 11.941, 0.941, 9216, 0, 11.941, 13.276, 1.335, 461, 13.276, 14.27, 0.995, 13312, 0, 14.27, 15.383, 1.113, 1040, 15.383, 16.198, 0.815, 6144, 0, 16.198, 17.46, 1.262, 600, 17.46, 17.643, 0.183, 3072, 0,     6.643,
 12, 14, 12, 12, 12.936, 0.936, 10240, 0, 12.936, 14.225, 1.289, 523, 14.225, 15.181, 0.956, 15360, 0, 15.181, 16.292, 1.111, 1200, 16.292, 17.094, 0.803, 7168, 0, 17.094, 18.308, 1.214, 700, 18.308, 18.491, 0.183, 3072, 0,     6.491,
 13, 14, 13, 13, 14.036, 1.036, 11264, 0, 14.036, 15.252, 1.217, 566, 15.252, 16.277, 1.024, 17408, 0, 16.277, 17.327, 1.05, 1360, 17.327, 18.243, 0.916, 8192, 0, 18.243, 19.288, 1.045, 800, 19.288, 19.531, 0.243, 4096, 0,     6.531,
 14, 14, 14, 14, 14.781, 0.781, 8192, 0, 14.781, 16.072, 1.291, 449, 16.072, 17.06, 0.988, 13312, 0, 17.06, 18.114, 1.054, 1040, 18.114, 18.926, 0.812, 6144, 0, 18.926, 20.026, 1.1, 600, 20.026, 20.209, 0.183, 3072, 0,     6.209,
 15, 14, 15, 15, 16.119, 1.119, 12288, 0, 16.119, 17.295, 1.176, 648, 17.295, 18.442, 1.147, 19456, 0, 18.442, 19.603, 1.161, 1520, 19.603, 20.633, 1.03, 9216, 0, 20.633, 21.718, 1.084, 900, 21.718, 22.025, 0.307, 5120, 0,     7.025,
 16, 14, 16, 16, 17.145, 1.145, 11264, 0, 17.145, 18.328, 1.184, 559, 18.328, 19.406, 1.078, 16384, 0, 19.406, 20.591, 1.185, 1280, 20.591, 21.544, 0.953, 8192, 0, 21.544, 22.69, 1.146, 800, 22.69, 22.932, 0.243, 4096, 0,     6.932,
 17, 14, 17, 17, 18.262, 1.262, 12288, 0, 18.262, 19.438, 1.176, 611, 19.438, 20.523, 1.084, 18432, 0, 20.523, 21.682, 1.16, 1440, 21.682, 22.712, 1.03, 9216, 0, 22.712, 23.808, 1.096, 900, 23.808, 24.111, 0.303, 5120, 0,     7.111,
 18, 14, 18, 18, 19.197, 1.197, 10240, 0, 19.197, 20.388, 1.191, 523, 20.388, 21.432, 1.043, 15360, 0, 21.432, 22.596, 1.164, 1200, 22.596, 23.509, 0.913, 7168, 0, 23.509, 24.659, 1.15, 700, 24.659, 24.843, 0.184, 3072, 0,     6.843,
 19, 14, 19, 19, 20.221, 1.221, 11264, 0, 20.221, 21.469, 1.248, 595, 21.469, 22.495, 1.027, 17408, 0, 22.495, 23.626, 1.13, 1360, 23.626, 24.542, 0.916, 8192, 0, 24.542, 25.644, 1.102, 800, 25.644, 25.888, 0.244, 4096, 0,     6.888,
 20, 14, 20, 20, 21.245, 1.245, 11264, 0, 21.245, 22.5, 1.255, 568, 22.5, 23.524, 1.024, 17408, 0, 23.524, 24.656, 1.132, 1360, 24.656, 25.579, 0.923, 8192, 0, 25.579, 26.612, 1.034, 800, 26.612, 26.86, 0.247, 4096, 0,     6.860,
 21, 14, 21, 21, 22.083, 1.083, 9216, 0, 22.083, 23.339, 1.256, 462, 23.339, 24.307, 0.968, 13312, 0, 24.307, 25.449, 1.142, 1040, 25.449, 26.262, 0.813, 6144, 0, 26.262, 27.344, 1.083, 600, 27.344, 27.527, 0.183, 3072, 0,     6.527,
