Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 342, 0, 0, 1.092, 1.092, 16384, 0, 1.092, 4.408, 3.316, 2485, 4.408, 5.438, 1.03, 12288, 0, 5.438, 7.564, 2.126, 1800, 7.564, 8.588, 1.024, 16384, 0,     8.588,
 1, 342, 1, 1, 2.253, 1.253, 17408, 0, 2.253, 5.709, 3.456, 2593, 5.709, 6.739, 1.03, 12288, 0, 6.739, 8.873, 2.134, 1800, 8.873, 9.901, 1.028, 16384, 0,     8.901,
 2, 342, 2, 2, 3.209, 1.209, 14336, 0, 3.209, 6.121, 2.912, 2179, 6.121, 7.592, 1.471, 10240, 0, 7.592, 9.37, 1.777, 1500, 9.37, 10.74, 1.371, 13312, 0,     8.740,
 3, 342, 3, 3, 4.099, 1.099, 13312, 0, 4.099, 7.142, 3.043, 2051, 7.142, 8.446, 1.304, 10240, 0, 8.446, 10.659, 2.213, 1500, 10.659, 11.58, 0.921, 13312, 0,     8.580,
 4, 342, 4, 4, 4.986, 0.986, 13312, 0, 4.986, 8.43, 3.444, 2041, 8.43, 9.308, 0.878, 10240, 0, 9.308, 11.156, 1.849, 1500, 11.156, 12.42, 1.264, 13312, 0,     8.420,
 5, 342, 5, 5, 6.101, 1.101, 16384, 0, 6.101, 9.321, 3.22, 2401, 9.321, 10.352, 1.031, 12288, 0, 10.352, 12.793, 2.441, 1800, 12.793, 13.822, 1.029, 16384, 0,     8.822,
 6, 342, 6, 6, 6.991, 0.991, 13312, 0, 6.991, 9.871, 2.88, 2048, 9.871, 11.211, 1.339, 10240, 0, 11.211, 12.987, 1.776, 1500, 12.987, 14.654, 1.667, 13312, 0,     8.654,
 7, 342, 7, 7, 8.028, 1.028, 15360, 0, 8.028, 11.608, 3.58, 2384, 11.608, 12.558, 0.951, 11264, 0, 12.558, 14.751, 2.193, 1650, 14.751, 15.653, 0.902, 14336, 0,     8.653,
 8, 342, 8, 8, 9.192, 1.192, 17408, 0, 9.192, 12.86, 3.669, 2655, 12.86, 13.976, 1.116, 13312, 0, 13.976, 16.294, 2.318, 1950, 16.294, 17.386, 1.092, 17408, 0,     9.386,
 9, 342, 9, 9, 10.285, 1.285, 16384, 0, 10.285, 13.546, 3.261, 2446, 13.546, 15, 1.454, 12288, 0, 15, 17.134, 2.133, 1800, 17.134, 18.412, 1.278, 16384, 0,     9.412,
 10, 342, 10, 10, 11.111, 1.111, 12288, 0, 11.111, 14.083, 2.972, 1857, 14.083, 15.768, 1.685, 9216, 0, 15.768, 17.899, 2.131, 1350, 17.899, 19.188, 1.289, 12288, 0,     9.188,
 11, 342, 11, 11, 11.932, 0.932, 12288, 0, 11.932, 15.384, 3.452, 1886, 15.384, 16.545, 1.161, 9216, 0, 16.545, 18.735, 2.19, 1350, 18.735, 19.962, 1.227, 12288, 0,     8.962,
 12, 342, 12, 12, 12.956, 0.956, 14336, 0, 12.956, 16.474, 3.518, 2197, 16.474, 17.399, 0.925, 10240, 0, 17.399, 19.681, 2.282, 1500, 19.681, 20.801, 1.12, 13312, 0,     8.801,
 13, 342, 13, 13, 13.96, 0.96, 14336, 0, 13.96, 16.895, 2.935, 2110, 16.895, 18.259, 1.364, 10240, 0, 18.259, 20.514, 2.255, 1500, 20.514, 21.637, 1.124, 13312, 0,     8.637,
 14, 342, 14, 14, 14.961, 0.961, 14336, 0, 14.961, 18.266, 3.305, 2155, 18.266, 19.135, 0.869, 10240, 0, 19.135, 21.462, 2.327, 1500, 21.462, 22.478, 1.016, 13312, 0,     8.478,
 15, 342, 15, 15, 15.962, 0.962, 14336, 0, 15.962, 19.316, 3.354, 2132, 19.316, 20.18, 0.864, 10240, 0, 20.18, 22.295, 2.115, 1500, 22.295, 23.31, 1.015, 13312, 0,     8.310,
 16, 342, 16, 16, 17.098, 1.098, 16384, 0, 17.098, 20.43, 3.332, 2496, 20.43, 21.467, 1.038, 12288, 0, 21.467, 23.612, 2.145, 1800, 23.612, 24.638, 1.027, 16384, 0,     8.638,
 17, 342, 17, 17, 17.917, 0.917, 12288, 0, 17.917, 20.824, 2.906, 1919, 20.824, 22.235, 1.412, 9216, 0, 22.235, 23.903, 1.668, 1350, 23.903, 25.408, 1.505, 12288, 0,     8.408,
 18, 342, 18, 18, 18.888, 0.888, 13312, 0, 18.888, 21.974, 3.087, 1994, 21.974, 23.003, 1.029, 9216, 0, 23.003, 25.218, 2.215, 1350, 25.218, 26.176, 0.958, 12288, 0,     8.176,
 19, 342, 19, 19, 19.961, 0.961, 14336, 0, 19.961, 23.372, 3.41, 2207, 23.372, 24.316, 0.945, 11264, 0, 24.316, 26.273, 1.956, 1650, 26.273, 27.174, 0.901, 14336, 0,     8.174,
 20, 342, 20, 20, 21.024, 1.024, 15360, 0, 21.024, 24.054, 3.029, 2279, 24.054, 25.263, 1.21, 11264, 0, 25.263, 27.226, 1.962, 1650, 27.226, 28.122, 0.897, 14336, 0,     8.122,
 21, 342, 21, 21, 21.848, 0.848, 12288, 0, 21.848, 24.524, 2.677, 1903, 24.524, 26.04, 1.516, 9216, 0, 26.04, 27.874, 1.834, 1350, 27.874, 28.894, 1.02, 12288, 0,     7.894,
 22, 342, 22, 22, 23.025, 1.025, 15360, 0, 23.025, 26.385, 3.359, 2260, 26.385, 27.334, 0.95, 11264, 0, 27.334, 29.286, 1.952, 1650, 29.286, 30.187, 0.901, 14336, 0,     8.187,
 23, 342, 23, 23, 23.99, 0.99, 14336, 0, 23.99, 27.055, 3.064, 2237, 27.055, 28.273, 1.218, 11264, 0, 28.273, 30.227, 1.954, 1650, 30.227, 31.125, 0.897, 14336, 0,     8.125,
 24, 342, 24, 24, 24.962, 0.962, 14336, 0, 24.962, 27.924, 2.962, 2222, 27.924, 29.214, 1.29, 11264, 0, 29.214, 31.249, 2.034, 1650, 31.249, 32.145, 0.896, 14336, 0,     8.145,
 25, 342, 25, 25, 26.034, 1.034, 15360, 0, 26.034, 29.493, 3.459, 2332, 29.493, 30.443, 0.95, 11264, 0, 30.443, 32.399, 1.956, 1650, 32.399, 33.296, 0.897, 14336, 0,     8.296,
 26, 342, 26, 26, 26.99, 0.99, 14336, 0, 26.99, 29.904, 2.914, 2128, 29.904, 31.304, 1.399, 10240, 0, 31.304, 33.086, 1.782, 1500, 33.086, 34.128, 1.042, 13312, 0,     8.128,
 27, 342, 27, 27, 28.031, 1.031, 15360, 0, 28.031, 31.066, 3.035, 2277, 31.066, 32.247, 1.181, 11264, 0, 32.247, 34.361, 2.115, 1650, 34.361, 35.261, 0.9, 14336, 0,     8.261,
 28, 342, 28, 28, 28.851, 0.851, 12288, 0, 28.851, 31.906, 3.055, 1811, 31.906, 33.015, 1.108, 9216, 0, 33.015, 34.689, 1.674, 1350, 34.689, 36.031, 1.343, 12288, 0,     8.031,
 29, 342, 29, 29, 29.824, 0.824, 12288, 0, 29.824, 32.303, 2.479, 1800, 32.303, 33.783, 1.479, 9216, 0, 33.783, 35.963, 2.18, 1350, 35.963, 36.799, 0.836, 12288, 0,     7.799,
 30, 342, 30, 30, 30.888, 0.888, 13312, 0, 30.888, 33.794, 2.906, 2047, 33.794, 34.653, 0.859, 10240, 0, 34.653, 36.474, 1.82, 1500, 36.474, 37.633, 1.159, 13312, 0,     7.633,
