Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 380, 0, 0, 1.03, 1.03, 14336, 0, 1.03, 3.098, 2.068, 1445, 3.098, 4.061, 0.963, 14336, 0,     4.061,
 1, 380, 1, 1, 2.208, 1.208, 16384, 0, 2.208, 4.55, 2.342, 1640, 4.55, 5.644, 1.094, 16384, 0,     4.644,
 2, 380, 2, 2, 3.013, 1.013, 11264, 0, 3.013, 4.761, 1.749, 1165, 4.761, 6.401, 1.64, 11264, 0,     4.401,
 3, 380, 3, 3, 3.89, 0.89, 12288, 0, 3.89, 6.386, 2.496, 1280, 6.386, 7.22, 0.834, 12288, 0,     4.220,
 4, 380, 4, 4, 4.811, 0.811, 11264, 0, 4.811, 6.461, 1.65, 1153, 6.461, 7.971, 1.511, 11264, 0,     3.971,
 5, 380, 5, 5, 6.107, 1.107, 15360, 0, 6.107, 8.632, 2.525, 1573, 8.632, 9.658, 1.026, 15360, 0,     4.658,
 6, 380, 6, 6, 7.14, 1.14, 14336, 0, 7.14, 9.248, 2.107, 1471, 9.248, 10.619, 1.371, 14336, 0,     4.619,
 7, 380, 7, 7, 8.318, 1.318, 16384, 0, 8.318, 11.024, 2.706, 1675, 11.024, 12.118, 1.094, 16384, 0,     5.118,
 8, 380, 8, 8, 9.198, 1.198, 12288, 0, 9.198, 11.107, 1.909, 1296, 11.107, 12.943, 1.836, 12288, 0,     4.943,
 9, 380, 9, 9, 10.002, 1.002, 11264, 0, 10.002, 12.703, 2.701, 1176, 12.703, 13.695, 0.992, 11264, 0,     4.695,
 10, 380, 10, 10, 10.811, 0.811, 11264, 0, 10.811, 12.807, 1.996, 1185, 12.807, 14.446, 1.639, 11264, 0,     4.446,
 11, 380, 11, 11, 11.811, 0.811, 11264, 0, 11.811, 14.392, 2.581, 1181, 14.392, 15.197, 0.805, 11264, 0,     4.197,
 12, 380, 12, 12, 12.886, 0.886, 12288, 0, 12.886, 14.701, 1.816, 1278, 14.701, 16.016, 1.315, 12288, 0,     4.016,
 13, 380, 13, 13, 14.036, 1.036, 14336, 0, 14.036, 16.535, 2.499, 1497, 16.535, 17.496, 0.961, 14336, 0,     4.496,
 14, 380, 14, 14, 15.07, 1.07, 14336, 0, 15.07, 17.112, 2.042, 1429, 17.112, 18.455, 1.342, 14336, 0,     4.455,
