Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 349, 0, 0, 1.04, 1.04, 10240, 0, 1.04, 3.245, 2.205, 1099, 3.245, 4.176, 0.931, 10240, 0, 4.176, 6.179, 2.003, 1500, 6.179, 7.078, 0.899, 7168, 0, 7.078, 8.943, 1.865, 1050, 8.943, 9.783, 0.84, 9216, 0,     9.783,
 1, 349, 1, 1, 1.971, 0.971, 9216, 0, 1.971, 3.804, 1.833, 915, 3.804, 5.013, 1.209, 9216, 0, 5.013, 6.812, 1.799, 1350, 6.812, 7.846, 1.034, 6144, 0, 7.846, 9.45, 1.604, 900, 9.45, 10.528, 1.079, 8192, 0,     9.528,
 2, 349, 2, 2, 2.825, 0.825, 8192, 0, 2.825, 4.91, 2.084, 833, 4.91, 5.758, 0.848, 8192, 0, 5.758, 7.779, 2.021, 1200, 7.779, 8.614, 0.836, 6144, 0, 8.614, 10.546, 1.932, 900, 10.546, 11.302, 0.756, 8192, 0,     9.302,
 3, 349, 3, 3, 3.928, 0.928, 9216, 0, 3.928, 5.858, 1.93, 969, 5.858, 6.696, 0.838, 9216, 0, 6.696, 8.611, 1.916, 1350, 8.611, 9.384, 0.773, 6144, 0, 9.384, 11.054, 1.67, 900, 11.054, 12.047, 0.993, 8192, 0,     9.047,
 4, 349, 4, 4, 5.038, 1.038, 10240, 0, 5.038, 7.13, 2.092, 1044, 7.13, 8.061, 0.931, 10240, 0, 8.061, 10.057, 1.996, 1500, 10.057, 10.956, 0.899, 7168, 0, 10.956, 12.825, 1.869, 1050, 12.825, 13.665, 0.84, 9216, 0,     9.665,
 5, 349, 5, 5, 5.858, 0.858, 8192, 0, 5.858, 7.594, 1.736, 869, 7.594, 8.806, 1.212, 8192, 0, 8.806, 10.411, 1.606, 1200, 10.411, 11.724, 1.313, 6144, 0, 11.724, 13.331, 1.607, 900, 13.331, 14.414, 1.083, 8192, 0,     9.414,
 6, 349, 6, 6, 7.14, 1.14, 11264, 0, 7.14, 9.403, 2.262, 1131, 9.403, 10.436, 1.034, 11264, 0, 10.436, 12.653, 2.217, 1650, 12.653, 13.685, 1.032, 8192, 0, 13.685, 15.819, 2.134, 1200, 15.819, 16.758, 0.939, 10240, 0,    10.758,
 7, 349, 7, 7, 8.268, 1.268, 11264, 0, 8.268, 10.631, 2.363, 1182, 10.631, 11.663, 1.032, 11264, 0, 11.663, 13.871, 2.208, 1650, 13.871, 14.898, 1.027, 8192, 0, 14.898, 17.026, 2.128, 1200, 17.026, 17.965, 0.939, 10240, 0,    10.965,
 8, 349, 8, 8, 9.298, 1.298, 10240, 0, 9.298, 11.409, 2.112, 1004, 11.409, 12.594, 1.185, 10240, 0, 12.594, 14.661, 2.067, 1500, 14.661, 15.794, 1.132, 7168, 0, 15.794, 17.686, 1.893, 1050, 17.686, 18.81, 1.124, 9216, 0,    10.810,
 9, 349, 9, 9, 10.116, 1.116, 8192, 0, 10.116, 12.366, 2.25, 863, 12.366, 13.338, 0.972, 8192, 0, 13.338, 15.473, 2.134, 1200, 15.473, 16.562, 1.089, 6144, 0, 16.562, 18.631, 2.07, 900, 18.631, 19.555, 0.923, 8192, 0,    10.555,
