Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 1098, 0, 0, 1.125, 1.125, 12288, 0, 1.125, 3.496, 2.371, 1947, 3.496, 4.526, 1.03, 9216, 0, 4.526, 6.701, 2.175, 1350, 6.701, 7.729, 1.028, 12288, 0,     7.729,
 1, 1098, 1, 1, 2.149, 1.149, 11264, 0, 2.149, 4.208, 2.06, 1700, 4.208, 5.436, 1.228, 8192, 0, 5.436, 7.38, 1.943, 1200, 7.38, 8.586, 1.207, 10240, 0,     7.586,
 2, 1098, 2, 2, 3.089, 1.089, 10240, 0, 3.089, 5.396, 2.307, 1568, 5.396, 6.235, 0.839, 7168, 0, 6.235, 8.399, 2.164, 1050, 8.399, 9.354, 0.955, 9216, 0,     7.354,
 3, 1098, 3, 3, 3.934, 0.934, 9216, 0, 3.934, 5.874, 1.94, 1369, 5.874, 6.918, 1.044, 6144, 0, 6.918, 8.839, 1.921, 900, 8.839, 10.044, 1.205, 8192, 0,     7.044,
 4, 1098, 4, 4, 5.026, 1.026, 11264, 0, 5.026, 7.496, 2.47, 1727, 7.496, 8.412, 0.916, 8192, 0, 8.412, 10.357, 1.945, 1200, 10.357, 11.214, 0.857, 10240, 0,     7.214,
 5, 1098, 5, 5, 5.864, 0.864, 9216, 0, 5.864, 7.629, 1.766, 1449, 7.629, 9.212, 1.582, 7168, 0, 9.212, 10.913, 1.702, 1050, 10.913, 11.985, 1.071, 9216, 0,     6.985,
 6, 1098, 6, 6, 6.841, 0.841, 9216, 0, 6.841, 9.225, 2.383, 1427, 9.225, 10.029, 0.805, 7168, 0, 10.029, 12.061, 2.032, 1050, 12.061, 12.837, 0.775, 9216, 0,     6.837,
 7, 1098, 7, 7, 7.933, 0.933, 10240, 0, 7.933, 9.91, 1.977, 1631, 9.91, 10.948, 1.038, 8192, 0, 10.948, 12.892, 1.945, 1200, 12.892, 13.757, 0.865, 10240, 0,     6.757,
 8, 1098, 8, 8, 9.026, 1.026, 11264, 0, 9.026, 11.364, 2.338, 1766, 11.364, 12.286, 0.922, 8192, 0, 12.286, 14.221, 1.935, 1200, 14.221, 15.076, 0.856, 10240, 0,     7.076,
 9, 1098, 9, 9, 9.771, 0.771, 8192, 0, 9.771, 11.533, 1.763, 1324, 11.533, 12.971, 1.438, 6144, 0, 12.971, 14.44, 1.469, 900, 14.44, 15.759, 1.319, 8192, 0,     6.759,
 10, 1098, 10, 10, 10.747, 0.747, 8192, 0, 10.747, 12.967, 2.22, 1323, 12.967, 13.656, 0.689, 6144, 0, 13.656, 15.681, 2.026, 900, 15.681, 16.447, 0.766, 8192, 0,     6.447,
 11, 1098, 11, 11, 11.84, 0.84, 9216, 0, 11.84, 13.608, 1.768, 1448, 13.608, 14.457, 0.849, 7168, 0, 14.457, 16.155, 1.698, 1050, 16.155, 17.22, 1.064, 9216, 0,     6.220,
 12, 1098, 12, 12, 12.747, 0.747, 8192, 0, 12.747, 14.592, 1.846, 1332, 14.592, 15.289, 0.697, 6144, 0, 15.289, 17.14, 1.851, 900, 17.14, 17.903, 0.763, 8192, 0,     5.903,
 13, 1098, 13, 13, 14.036, 1.036, 11264, 0, 14.036, 16.068, 2.032, 1668, 16.068, 16.987, 0.919, 8192, 0, 16.987, 18.931, 1.944, 1200, 18.931, 19.786, 0.855, 10240, 0,     6.786,
 14, 1098, 14, 14, 15.161, 1.161, 12288, 0, 15.161, 17.415, 2.253, 1860, 17.415, 18.454, 1.039, 9216, 0, 18.454, 20.641, 2.187, 1350, 20.641, 21.667, 1.026, 12288, 0,     7.667,
 15, 1098, 15, 15, 16.375, 1.375, 13312, 0, 16.375, 18.764, 2.389, 1962, 18.764, 19.794, 1.03, 9216, 0, 19.794, 21.98, 2.186, 1350, 21.98, 23.015, 1.035, 12288, 0,     8.015,
 16, 1098, 16, 16, 17.497, 1.497, 12288, 0, 17.497, 19.79, 2.293, 1892, 19.79, 20.819, 1.03, 9216, 0, 20.819, 23, 2.181, 1350, 23, 24.039, 1.039, 12288, 0,     8.039,
 17, 1098, 17, 17, 18.428, 1.428, 10240, 0, 18.428, 20.622, 2.195, 1534, 20.622, 21.616, 0.994, 7168, 0, 21.616, 23.679, 2.063, 1050, 23.679, 24.808, 1.129, 9216, 0,     7.808,
 18, 1098, 18, 18, 19.452, 1.452, 11264, 0, 19.452, 21.844, 2.393, 1696, 21.844, 22.761, 0.916, 8192, 0, 22.761, 24.946, 2.186, 1200, 24.946, 25.811, 0.865, 10240, 0,     7.811,
 19, 1098, 19, 19, 20.298, 1.298, 9216, 0, 20.298, 22.379, 2.081, 1449, 22.379, 23.557, 1.179, 7168, 0, 23.557, 25.377, 1.82, 1050, 25.377, 26.579, 1.202, 9216, 0,     7.579,
 20, 1098, 20, 20, 21.415, 1.415, 12288, 0, 21.415, 24.121, 2.706, 1874, 24.121, 25.159, 1.038, 9216, 0, 25.159, 27.352, 2.194, 1350, 27.352, 28.378, 1.026, 12288, 0,     8.378,
 21, 1098, 21, 21, 22.441, 1.441, 11264, 0, 22.441, 24.617, 2.176, 1796, 24.617, 26.069, 1.452, 8192, 0, 26.069, 28.001, 1.932, 1200, 28.001, 29.238, 1.237, 10240, 0,     8.238,
 22, 1098, 22, 22, 23.278, 1.278, 9216, 0, 23.278, 25.81, 2.532, 1381, 25.81, 26.757, 0.946, 6144, 0, 26.757, 28.807, 2.051, 900, 28.807, 29.93, 1.123, 8192, 0,     7.930,
 23, 1098, 23, 23, 24.311, 1.311, 11264, 0, 24.311, 26.655, 2.344, 1676, 26.655, 27.666, 1.012, 8192, 0, 27.666, 29.947, 2.281, 1200, 29.947, 30.803, 0.855, 10240, 0,     7.803,
 24, 1098, 24, 24, 25.438, 1.438, 12288, 0, 25.438, 28.021, 2.584, 1825, 28.021, 29.051, 1.03, 9216, 0, 29.051, 31.246, 2.194, 1350, 31.246, 32.273, 1.027, 12288, 0,     8.273,
 25, 1098, 25, 25, 26.472, 1.472, 11264, 0, 26.472, 28.807, 2.335, 1776, 28.807, 29.972, 1.165, 8192, 0, 29.972, 31.925, 1.953, 1200, 31.925, 33.126, 1.201, 10240, 0,     8.126,
 26, 1098, 26, 26, 27.318, 1.318, 9216, 0, 27.318, 29.801, 2.483, 1469, 29.801, 30.768, 0.967, 7168, 0, 30.768, 32.944, 2.175, 1050, 32.944, 33.895, 0.951, 9216, 0,     7.895,
 27, 1098, 27, 27, 28.444, 1.444, 12288, 0, 28.444, 31.116, 2.672, 1906, 31.116, 32.149, 1.032, 9216, 0, 32.149, 34.338, 2.189, 1350, 34.338, 35.364, 1.026, 12288, 0,     8.364,
 28, 1098, 28, 28, 29.375, 1.375, 10240, 0, 29.375, 31.755, 2.38, 1613, 31.755, 33.064, 1.308, 8192, 0, 33.064, 35.007, 1.943, 1200, 35.007, 36.227, 1.22, 10240, 0,     8.227,
 29, 1098, 29, 29, 30.399, 1.399, 11264, 0, 30.399, 33.279, 2.88, 1785, 33.279, 34.195, 0.916, 8192, 0, 34.195, 36.279, 2.083, 1200, 36.279, 37.14, 0.861, 10240, 0,     8.140,
 30, 1098, 30, 30, 31.332, 1.332, 10240, 0, 31.332, 33.625, 2.293, 1531, 33.625, 34.992, 1.367, 7168, 0, 34.992, 36.705, 1.713, 1050, 36.705, 37.908, 1.203, 9216, 0,     7.908,
 31, 1098, 31, 31, 32.175, 1.175, 9216, 0, 32.175, 34.927, 2.752, 1360, 34.927, 35.684, 0.757, 6144, 0, 35.684, 37.734, 2.05, 900, 37.734, 38.59, 0.856, 8192, 0,     7.590,
 32, 1098, 32, 32, 33.206, 1.206, 11264, 0, 33.206, 35.751, 2.545, 1744, 35.751, 36.668, 0.917, 8192, 0, 36.668, 38.645, 1.977, 1200, 38.645, 39.5, 0.855, 10240, 0,     7.500,
 33, 1098, 33, 33, 34.324, 1.324, 12288, 0, 34.324, 37.206, 2.882, 1867, 37.206, 38.235, 1.03, 9216, 0, 38.235, 40.416, 2.181, 1350, 40.416, 41.442, 1.026, 12288, 0,     8.442,
 34, 1098, 34, 34, 35.254, 1.254, 10240, 0, 35.254, 37.692, 2.438, 1602, 37.692, 39.145, 1.453, 8192, 0, 39.145, 41.077, 1.932, 1200, 41.077, 42.295, 1.218, 10240, 0,     8.295,
 35, 1098, 35, 35, 35.999, 0.999, 8192, 0, 35.999, 38.823, 2.824, 1335, 38.823, 39.832, 1.009, 6144, 0, 39.832, 41.871, 2.04, 900, 41.871, 42.98, 1.109, 8192, 0,     7.980,
 36, 1098, 36, 36, 37.126, 1.126, 12288, 0, 37.126, 40.047, 2.922, 1943, 40.047, 41.077, 1.03, 9216, 0, 41.077, 43.262, 2.184, 1350, 43.262, 44.288, 1.026, 12288, 0,     8.288,
 37, 1098, 37, 37, 38.155, 1.155, 11264, 0, 38.155, 40.857, 2.702, 1679, 40.857, 41.988, 1.131, 8192, 0, 41.988, 43.934, 1.946, 1200, 43.934, 45.141, 1.207, 10240, 0,     8.141,
 38, 1098, 38, 38, 39.279, 1.279, 12288, 0, 39.279, 42.298, 3.019, 1848, 42.298, 43.338, 1.04, 9216, 0, 43.338, 45.525, 2.187, 1350, 45.525, 46.551, 1.026, 12288, 0,     8.551,
 39, 1098, 39, 39, 40.396, 1.396, 12288, 0, 40.396, 43.065, 2.669, 1822, 43.065, 44.362, 1.297, 9216, 0, 44.362, 46.544, 2.182, 1350, 46.544, 47.576, 1.032, 12288, 0,     8.576,
