Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 789, 0, 0, 0.938, 0.938, 10240, 0, 0.938, 2.867, 1.93, 1062, 2.867, 3.723, 0.855, 10240, 0, 3.723, 5.54, 1.817, 1500, 5.54, 6.347, 0.807, 7168, 0, 6.347, 8.057, 1.71, 1050, 8.057, 8.83, 0.773, 9216, 0,     8.830,
 1, 789, 1, 1, 1.937, 0.937, 10240, 0, 1.937, 3.779, 1.842, 1014, 3.779, 4.634, 0.855, 10240, 0, 4.634, 6.442, 1.807, 1500, 6.442, 7.24, 0.798, 7168, 0, 7.24, 8.947, 1.707, 1050, 8.947, 9.722, 0.776, 9216, 0,     8.722,
 2, 789, 2, 2, 2.844, 0.844, 9216, 0, 2.844, 4.645, 1.801, 971, 4.645, 5.415, 0.77, 9216, 0, 5.415, 7.192, 1.777, 1350, 7.192, 7.932, 0.741, 6144, 0, 7.932, 9.513, 1.581, 900, 9.513, 10.405, 0.892, 8192, 0,     8.405,
 3, 789, 3, 3, 4.04, 1.04, 11264, 0, 4.04, 6.183, 2.143, 1181, 6.183, 7.134, 0.951, 11264, 0, 7.134, 9.127, 1.993, 1650, 9.127, 10.039, 0.912, 8192, 0, 10.039, 11.98, 1.941, 1200, 11.98, 12.835, 0.855, 10240, 0,     9.835,
 4, 789, 4, 4, 5.064, 1.064, 11264, 0, 5.064, 7.098, 2.034, 1118, 7.098, 8.08, 0.982, 11264, 0, 8.08, 10.079, 1.999, 1650, 10.079, 10.992, 0.912, 8192, 0, 10.992, 12.925, 1.933, 1200, 12.925, 13.78, 0.855, 10240, 0,     9.780,
 5, 789, 5, 5, 5.908, 0.908, 9216, 0, 5.908, 7.999, 2.091, 999, 7.999, 8.848, 0.849, 9216, 0, 8.848, 10.763, 1.915, 1350, 10.763, 11.679, 0.916, 6144, 0, 11.679, 13.454, 1.775, 900, 13.454, 14.463, 1.009, 8192, 0,     9.463,
 6, 789, 6, 6, 6.937, 0.937, 10240, 0, 6.937, 8.947, 2.01, 1014, 8.947, 9.802, 0.855, 10240, 0, 9.802, 11.897, 2.094, 1500, 11.897, 12.695, 0.798, 7168, 0, 12.695, 14.629, 1.934, 1050, 14.629, 15.399, 0.77, 9216, 0,     9.399,
 7, 789, 7, 7, 7.844, 0.844, 9216, 0, 7.844, 9.751, 1.907, 960, 9.751, 10.57, 0.82, 9216, 0, 10.57, 12.41, 1.839, 1350, 12.41, 13.378, 0.968, 6144, 0, 13.378, 14.915, 1.538, 900, 14.915, 16.082, 1.166, 8192, 0,     9.082,
 8, 789, 8, 8, 8.937, 0.937, 10240, 0, 8.937, 10.896, 1.959, 1071, 10.896, 11.752, 0.855, 10240, 0, 11.752, 13.725, 1.974, 1500, 13.725, 14.533, 0.808, 7168, 0, 14.533, 16.327, 1.793, 1050, 16.327, 17.106, 0.78, 9216, 0,     9.106,
 9, 789, 9, 9, 9.751, 0.751, 8192, 0, 9.751, 11.376, 1.626, 895, 11.376, 12.434, 1.058, 8192, 0, 12.434, 13.895, 1.46, 1200, 13.895, 15.216, 1.321, 6144, 0, 15.216, 16.671, 1.455, 900, 16.671, 17.789, 1.118, 8192, 0,     8.789,
