Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 382, 0, 0, 1.098, 1.098, 16384, 0, 1.098, 3.345, 2.246, 1675, 3.345, 4.38, 1.036, 16384, 0,     4.380,
 1, 382, 1, 1, 2.198, 1.198, 16384, 0, 2.198, 4.379, 2.181, 1632, 4.379, 5.405, 1.026, 16384, 0,     4.405,
 2, 382, 2, 2, 3.293, 1.293, 16384, 0, 3.293, 5.558, 2.265, 1660, 5.558, 6.584, 1.026, 16384, 0,     4.584,
 3, 382, 3, 3, 4.317, 1.317, 15360, 0, 4.317, 6.439, 2.122, 1540, 6.439, 7.544, 1.105, 15360, 0,     4.544,
 4, 382, 4, 4, 5.206, 1.206, 13312, 0, 5.206, 7.372, 2.166, 1354, 7.372, 8.376, 1.004, 13312, 0,     4.376,
 5, 382, 5, 5, 6.095, 1.095, 13312, 0, 6.095, 8.212, 2.117, 1327, 8.212, 9.215, 1.003, 13312, 0,     4.215,
 6, 382, 6, 6, 7.12, 1.12, 15360, 0, 7.12, 9.503, 2.383, 1596, 9.503, 10.466, 0.963, 15360, 0,     4.466,
 7, 382, 7, 7, 8.218, 1.218, 16384, 0, 8.218, 10.472, 2.254, 1691, 10.472, 11.497, 1.026, 16384, 0,     4.497,
 8, 382, 8, 8, 9.04, 1.04, 12288, 0, 9.04, 11.159, 2.12, 1237, 11.159, 12.266, 1.106, 12288, 0,     4.266,
 9, 382, 9, 9, 9.998, 0.998, 14336, 0, 9.998, 12.371, 2.373, 1414, 12.371, 13.273, 0.902, 14336, 0,     4.273,
 10, 382, 10, 10, 11.175, 1.175, 17408, 0, 11.175, 13.449, 2.274, 1704, 13.449, 14.539, 1.09, 17408, 0,     4.539,
 11, 382, 11, 11, 12.002, 1.002, 12288, 0, 12.002, 14.105, 2.103, 1298, 14.105, 15.308, 1.203, 12288, 0,     4.308,
 12, 382, 12, 12, 12.903, 0.903, 13312, 0, 12.903, 15.296, 2.393, 1380, 15.296, 16.141, 0.845, 13312, 0,     4.141,
 13, 382, 13, 13, 14.099, 1.099, 16384, 0, 14.099, 16.32, 2.221, 1661, 16.32, 17.352, 1.032, 16384, 0,     4.352,
 14, 382, 14, 14, 15.124, 1.124, 15360, 0, 15.124, 17.35, 2.226, 1538, 17.35, 18.312, 0.962, 15360, 0,     4.312,
 15, 382, 15, 15, 16.218, 1.218, 16384, 0, 16.218, 20.302, 4.084, 1620, 20.302, 21.328, 1.026, 16384, 0,     6.328,
 16, 382, 16, 16, 17.314, 1.314, 16384, 0, 17.314, 21.335, 4.021, 1626, 21.335, 22.371, 1.035, 16384, 0,     6.371,
 17, 382, 17, 17, 18.143, 1.143, 12288, 0, 18.143, 21.949, 3.806, 1227, 21.949, 23.141, 1.192, 12288, 0,     6.141,
 18, 382, 18, 18, 19.04, 1.04, 13312, 0, 19.04, 23.198, 4.158, 1394, 23.198, 24.032, 0.834, 13312, 0,     6.032,
 19, 382, 19, 19, 20.137, 1.137, 16384, 0, 20.137, 24.149, 4.012, 1648, 24.149, 25.175, 1.026, 16384, 0,     6.175,
 20, 382, 20, 20, 20.958, 0.958, 12288, 0, 20.958, 24.892, 3.935, 1271, 24.892, 25.947, 1.055, 12288, 0,     5.947,
 21, 382, 21, 21, 22.04, 1.04, 15360, 0, 22.04, 26.238, 4.198, 1565, 26.238, 27.2, 0.962, 15360, 0,     6.200,
 22, 382, 22, 22, 22.936, 0.936, 13312, 0, 22.936, 26.759, 3.822, 1398, 26.759, 28.032, 1.273, 13312, 0,     6.032,
 23, 382, 23, 23, 24.03, 1.03, 15360, 0, 24.03, 28.267, 4.237, 1516, 28.267, 29.231, 0.964, 15360, 0,     6.231,
