Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 0, 0, 0, 0.876, 0.876, 13312, 0, 0.876, 1.741, 0.866, 664, 1.741, 2.559, 0.818, 19456, 0, 2.559, 3.437, 0.877, 1520, 3.437, 4.224, 0.787, 9216, 0, 4.224, 5.104, 0.88, 1350, 5.104, 5.833, 0.729, 6144, 0, 5.833, 6.634, 0.801, 1200, 6.634, 7.049, 0.415, 5120, 0,     7.049,
 1, 0, 1, 1, 1.953, 0.953, 15360, 0, 1.953, 2.916, 0.962, 761, 2.916, 3.792, 0.876, 22528, 0, 3.792, 4.774, 0.982, 1760, 4.774, 5.799, 1.025, 11264, 0, 5.799, 6.809, 1.011, 1650, 6.809, 7.699, 0.889, 7168, 0, 7.699, 8.616, 0.917, 1400, 8.616, 9.01, 0.394, 5120, 0,     8.010,
 2, 0, 2, 2, 2.656, 0.656, 10240, 0, 2.656, 3.594, 0.939, 544, 3.594, 4.432, 0.838, 16384, 0, 4.432, 5.468, 1.036, 1280, 5.468, 6.544, 1.076, 8192, 0, 6.544, 7.514, 0.969, 1200, 7.514, 8.271, 0.757, 5120, 0, 8.271, 9.279, 1.008, 1000, 9.279, 9.564, 0.285, 4096, 0,     7.564,
 3, 0, 3, 3, 3.725, 0.725, 12288, 0, 3.725, 4.527, 0.801, 606, 4.527, 5.255, 0.728, 18432, 0, 5.255, 6.23, 0.975, 1440, 6.23, 7.347, 1.117, 9216, 0, 7.347, 8.275, 0.928, 1350, 8.275, 9.042, 0.767, 6144, 0, 9.042, 10.107, 1.065, 1200, 10.107, 10.506, 0.399, 5120, 0,     7.506,
 4, 0, 4, 4, 4.809, 0.809, 13312, 0, 4.809, 5.722, 0.914, 670, 5.722, 6.599, 0.877, 20480, 0, 6.599, 7.443, 0.844, 1600, 7.443, 8.275, 0.832, 10240, 0, 8.275, 9.132, 0.857, 1500, 9.132, 9.871, 0.739, 6144, 0, 9.871, 10.915, 1.044, 1200, 10.915, 11.308, 0.393, 5120, 0,     7.308,
 5, 0, 5, 5, 5.842, 0.842, 12288, 0, 5.842, 6.72, 0.878, 642, 6.72, 7.512, 0.793, 19456, 0, 7.512, 8.321, 0.808, 1520, 8.321, 9.154, 0.833, 9216, 0, 9.154, 10.016, 0.862, 1350, 10.016, 10.773, 0.757, 6144, 0, 10.773, 11.768, 0.995, 1200, 11.768, 12.168, 0.401, 5120, 0,     7.168,
 6, 0, 6, 6, 6.735, 0.735, 11264, 0, 6.735, 7.463, 0.727, 551, 7.463, 8.169, 0.706, 16384, 0, 8.169, 9.032, 0.863, 1280, 9.032, 9.872, 0.84, 8192, 0, 9.872, 10.738, 0.866, 1200, 10.738, 11.39, 0.652, 5120, 0, 11.39, 12.471, 1.081, 1000, 12.471, 12.788, 0.317, 4096, 0,     6.788,
 7, 0, 7, 7, 7.72, 0.72, 11264, 0, 7.72, 8.406, 0.686, 550, 8.406, 9.089, 0.684, 16384, 0, 9.089, 9.76, 0.671, 1280, 9.76, 10.564, 0.804, 8192, 0, 10.564, 11.425, 0.861, 1200, 11.425, 12.001, 0.577, 5120, 0, 12.001, 13.14, 1.139, 1000, 13.14, 13.45, 0.309, 4096, 0,     6.450,
 8, 0, 8, 8, 8.672, 0.672, 11264, 0, 8.672, 9.375, 0.703, 558, 9.375, 10.035, 0.66, 16384, 0, 10.035, 10.704, 0.669, 1280, 10.704, 11.405, 0.701, 8192, 0, 11.405, 12.113, 0.708, 1200, 12.113, 12.753, 0.639, 5120, 0, 12.753, 13.787, 1.034, 1000, 13.787, 14.092, 0.306, 4096, 0,     6.092,
 9, 0, 9, 9, 9.939, 0.939, 14336, 0, 9.939, 10.922, 0.982, 714, 10.922, 11.821, 0.899, 21504, 0, 11.821, 12.758, 0.937, 1680, 12.758, 13.608, 0.85, 10240, 0, 13.608, 14.49, 0.882, 1500, 14.49, 15.189, 0.698, 6144, 0, 15.189, 15.943, 0.754, 1200, 15.943, 16.35, 0.407, 5120, 0,     7.350,
