Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 5, 0, 0, 0.872, 0.872, 11264, 0, 0.872, 1.315, 0.443, 552, 1.315, 2.136, 0.821, 16384, 0, 2.136, 3.121, 0.984, 1280, 3.121, 3.945, 0.824, 8192, 0, 3.945, 4.872, 0.928, 1200, 4.872, 5.608, 0.735, 5120, 0, 5.608, 5.999, 0.391, 500, 5.999, 6.147, 0.148, 2048, 0,     6.147,
 1, 5, 1, 1, 1.794, 0.794, 10240, 0, 1.794, 2.217, 0.424, 548, 2.217, 3.039, 0.821, 16384, 0, 3.039, 4.118, 1.08, 1280, 4.118, 4.945, 0.827, 8192, 0, 4.945, 5.879, 0.934, 1200, 5.879, 6.613, 0.733, 5120, 0, 6.613, 7.003, 0.39, 500, 7.003, 7.151, 0.148, 2048, 0,     6.151,
 2, 5, 2, 2, 3.03, 1.03, 13312, 0, 3.03, 3.558, 0.528, 686, 3.558, 4.584, 1.026, 20480, 0, 4.584, 5.824, 1.24, 1600, 5.824, 6.85, 1.026, 10240, 0, 6.85, 8.013, 1.163, 1500, 8.013, 8.892, 0.88, 6144, 0, 8.892, 9.361, 0.469, 600, 9.361, 9.583, 0.221, 3072, 0,     7.583,
 3, 5, 3, 3, 3.975, 0.975, 12288, 0, 3.975, 4.479, 0.504, 637, 4.479, 5.566, 1.088, 19456, 0, 5.566, 6.993, 1.426, 1520, 6.993, 7.916, 0.923, 9216, 0, 7.916, 9.054, 1.138, 1350, 9.054, 9.934, 0.88, 6144, 0, 9.934, 10.4, 0.466, 600, 10.4, 10.621, 0.221, 3072, 0,     7.621,
 4, 5, 4, 4, 4.872, 0.872, 11264, 0, 4.872, 5.328, 0.455, 583, 5.328, 6.437, 1.109, 17408, 0, 6.437, 8.039, 1.602, 1360, 8.039, 8.86, 0.821, 8192, 0, 8.86, 9.976, 1.116, 1200, 9.976, 10.71, 0.733, 5120, 0, 10.71, 11.093, 0.383, 500, 11.093, 11.251, 0.158, 2048, 0,     7.251,
 5, 5, 5, 5, 5.794, 0.794, 10240, 0, 5.794, 6.214, 0.42, 538, 6.214, 7.256, 1.042, 16384, 0, 7.256, 9.028, 1.772, 1280, 9.028, 9.849, 0.821, 8192, 0, 9.849, 10.899, 1.05, 1200, 10.899, 11.632, 0.733, 5120, 0, 11.632, 12.009, 0.376, 500, 12.009, 12.157, 0.148, 2048, 0,     7.157,
 6, 5, 6, 6, 6.951, 0.951, 12288, 0, 6.951, 7.429, 0.478, 622, 7.429, 8.353, 0.924, 18432, 0, 8.353, 10.148, 1.795, 1440, 10.148, 11.071, 0.923, 9216, 0, 11.071, 12.116, 1.044, 1350, 12.116, 12.995, 0.88, 6144, 0, 12.995, 13.455, 0.46, 600, 13.455, 13.677, 0.221, 3072, 0,     7.677,
 7, 5, 7, 7, 8.187, 1.187, 15360, 0, 8.187, 8.774, 0.586, 751, 8.774, 9.91, 1.137, 22528, 0, 9.91, 11.508, 1.597, 1760, 11.508, 12.641, 1.133, 11264, 0, 12.641, 13.909, 1.268, 1650, 13.909, 14.94, 1.031, 7168, 0, 14.94, 15.498, 0.558, 700, 15.498, 15.719, 0.222, 3072, 0,     8.719,
 8, 5, 8, 8, 8.975, 0.975, 10240, 0, 8.975, 9.381, 0.406, 525, 9.381, 10.678, 1.297, 15360, 0, 10.678, 12.437, 1.759, 1200, 12.437, 13.358, 0.92, 7168, 0, 13.358, 14.716, 1.358, 1050, 14.716, 15.526, 0.81, 4096, 0, 15.526, 15.84, 0.314, 400, 15.84, 15.988, 0.148, 2048, 0,     7.988,
 9, 5, 9, 9, 9.872, 0.872, 11264, 0, 9.872, 10.306, 0.434, 564, 10.306, 11.498, 1.192, 16384, 0, 11.498, 13.424, 1.927, 1280, 13.424, 14.245, 0.821, 8192, 0, 14.245, 15.638, 1.393, 1200, 15.638, 16.372, 0.733, 5120, 0, 16.372, 16.756, 0.385, 500, 16.756, 16.909, 0.153, 2048, 0,     7.909,
