Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 997, 0, 0, 1.04, 1.04, 11264, 0, 1.04, 3.206, 2.166, 1192, 3.206, 4.146, 0.941, 11264, 0, 4.146, 6.143, 1.997, 1650, 6.143, 7.064, 0.921, 8192, 0, 7.064, 9.005, 1.941, 1200, 9.005, 9.86, 0.855, 10240, 0,     9.860,
 1, 997, 1, 1, 1.972, 0.972, 10240, 0, 1.972, 3.846, 1.875, 1032, 3.846, 5.002, 1.156, 10240, 0, 5.002, 6.821, 1.819, 1500, 6.821, 7.867, 1.047, 7168, 0, 7.867, 9.57, 1.703, 1050, 9.57, 10.63, 1.06, 9216, 0,     9.630,
 2, 997, 2, 2, 3.04, 1.04, 11264, 0, 3.04, 5.38, 2.34, 1196, 5.38, 6.32, 0.941, 11264, 0, 6.32, 8.323, 2.003, 1650, 8.323, 9.237, 0.913, 8192, 0, 9.237, 11.177, 1.94, 1200, 11.177, 12.032, 0.855, 10240, 0,    10.032,
 3, 997, 3, 3, 3.975, 0.975, 10240, 0, 3.975, 5.795, 1.821, 1002, 5.795, 7.174, 1.378, 10240, 0, 7.174, 8.985, 1.811, 1500, 8.985, 10.034, 1.05, 7168, 0, 10.034, 11.734, 1.7, 1050, 11.734, 12.801, 1.066, 9216, 0,     9.801,
 4, 997, 4, 4, 5.123, 1.123, 12288, 0, 5.123, 7.689, 2.565, 1270, 7.689, 8.714, 1.026, 12288, 0, 8.714, 10.889, 2.174, 1800, 10.889, 11.918, 1.029, 9216, 0, 11.918, 14.099, 2.18, 1350, 14.099, 15.127, 1.028, 12288, 0,    11.127,
 5, 997, 5, 5, 6.244, 1.244, 12288, 0, 6.244, 8.598, 2.354, 1295, 8.598, 9.745, 1.147, 12288, 0, 9.745, 11.923, 2.179, 1800, 11.923, 12.949, 1.026, 9216, 0, 12.949, 15.127, 2.177, 1350, 15.127, 16.153, 1.027, 12288, 0,    11.153,
 6, 997, 6, 6, 7.456, 1.456, 13312, 0, 7.456, 10.078, 2.622, 1313, 10.078, 11.189, 1.111, 13312, 0, 11.189, 13.556, 2.367, 1950, 13.556, 14.588, 1.032, 9216, 0, 14.588, 16.772, 2.184, 1350, 16.772, 17.798, 1.026, 12288, 0,    11.798,
 7, 997, 7, 7, 8.387, 1.387, 10240, 0, 8.387, 10.475, 2.088, 1032, 10.475, 12.052, 1.577, 10240, 0, 12.052, 13.865, 1.813, 1500, 13.865, 15.387, 1.522, 7168, 0, 15.387, 17.086, 1.699, 1050, 17.086, 18.569, 1.483, 9216, 0,    11.569,
 9, 997, 9, 9, 10.258, 1.258, 9216, 0, 10.258, 12.114, 1.856, 902, 12.114, 12.883, 0.77, 9216, 0, 12.883, 15.2, 2.316, 1350, 15.2, 16.07, 0.871, 6144, 0, 16.07, 18.227, 2.156, 900, 18.227, 19.252, 1.025, 8192, 0,    10.252,
 8, 997, 8, 8, 9.42, 1.42, 11264, 0, 9.42, 12.263, 2.843, 1196, 12.263, 13.822, 1.559, 11264, 0, 13.822, 15.864, 2.042, 1650, 15.864, 16.981, 1.116, 8192, 0, 16.981, 19.03, 2.05, 1200, 19.03, 20.11, 1.079, 10240, 0,    12.110,
