Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 1, 963, 1, 1, 1.982, 0.982, 11264, 0, 1.982, 3.634, 1.653, 1157, 3.634, 5.38, 1.745, 11264, 0, 5.38, 7.752, 2.372, 1650, 7.752, 8.499, 0.747, 8192, 0, 8.499, 10.028, 1.529, 1200, 10.028, 10.721, 0.693, 10240, 0,     9.721,
 0, 963, 0, 0, 1.176, 1.176, 16384, 0, 1.176, 3.525, 2.349, 1637, 3.525, 4.62, 1.094, 16384, 0, 4.62, 8.052, 3.432, 2400, 8.052, 9.616, 1.565, 12288, 0, 9.616, 11.903, 2.287, 1800, 11.903, 13.002, 1.099, 16384, 0,    13.002,
 2, 963, 2, 2, 3.108, 1.108, 15360, 0, 3.108, 5.76, 2.652, 1565, 5.76, 6.786, 1.026, 15360, 0, 6.786, 10.008, 3.222, 2250, 10.008, 11.034, 1.026, 11264, 0, 11.034, 13.13, 2.096, 1650, 13.13, 14.087, 0.958, 14336, 0,    12.087,
 3, 963, 3, 3, 4.206, 1.206, 15360, 0, 4.206, 6.43, 2.224, 1553, 6.43, 7.81, 1.38, 15360, 0, 7.81, 11.03, 3.22, 2250, 11.03, 12.062, 1.032, 11264, 0, 12.062, 14.159, 2.097, 1650, 14.159, 15.117, 0.958, 14336, 0,    12.117,
 4, 963, 4, 4, 5.376, 1.376, 16384, 0, 5.376, 8.052, 2.675, 1602, 8.052, 9.146, 1.094, 16384, 0, 9.146, 12.58, 3.434, 2400, 12.58, 13.701, 1.122, 12288, 0, 13.701, 15.985, 2.284, 1800, 15.985, 17.086, 1.101, 16384, 0,    13.086,
 5, 963, 5, 5, 6.473, 1.473, 15360, 0, 6.473, 8.677, 2.204, 1543, 8.677, 10.174, 1.497, 15360, 0, 10.174, 13.386, 3.212, 2250, 13.386, 14.726, 1.34, 11264, 0, 14.726, 16.817, 2.091, 1650, 16.817, 18.049, 1.232, 14336, 0,    13.049,
 6, 963, 6, 6, 7.576, 1.576, 15360, 0, 7.576, 10.3, 2.724, 1571, 10.3, 11.326, 1.026, 15360, 0, 11.326, 14.533, 3.207, 2250, 14.533, 15.75, 1.217, 11264, 0, 15.75, 18.081, 2.331, 1650, 18.081, 19.043, 0.962, 14336, 0,    13.043,
 7, 963, 7, 7, 8.456, 1.456, 12288, 0, 8.456, 10.415, 1.959, 1215, 10.415, 12.147, 1.732, 12288, 0, 12.147, 15.15, 3.002, 1800, 15.15, 16.588, 1.438, 9216, 0, 16.588, 18.531, 1.944, 1350, 18.531, 19.862, 1.33, 12288, 0,    12.862,
 8, 963, 8, 8, 9.48, 1.48, 14336, 0, 9.48, 12.326, 2.846, 1411, 12.326, 13.284, 0.957, 14336, 0, 13.284, 16.389, 3.105, 2100, 16.389, 17.519, 1.13, 10240, 0, 17.519, 19.996, 2.478, 1500, 19.996, 20.894, 0.898, 13312, 0,    12.894,
 9, 963, 9, 9, 10.579, 1.579, 15360, 0, 10.579, 12.738, 2.158, 1514, 12.738, 14.308, 1.57, 15360, 0, 14.308, 17.755, 3.447, 2250, 17.755, 18.781, 1.026, 11264, 0, 18.781, 20.873, 2.092, 1650, 20.873, 21.85, 0.977, 14336, 0,    12.850,
 10, 963, 10, 10, 11.683, 1.683, 15360, 0, 11.683, 14.503, 2.82, 1522, 14.503, 15.533, 1.03, 15360, 0, 15.533, 18.759, 3.226, 2250, 18.759, 19.805, 1.046, 11264, 0, 19.805, 22.093, 2.287, 1650, 22.093, 23.051, 0.958, 14336, 0,    13.051,
 11, 963, 11, 11, 12.78, 1.78, 15360, 0, 12.78, 14.986, 2.206, 1545, 14.986, 16.561, 1.574, 15360, 0, 16.561, 19.774, 3.213, 2250, 19.774, 20.829, 1.055, 11264, 0, 20.829, 22.968, 2.139, 1650, 22.968, 24.015, 1.047, 14336, 0,    13.015,
 12, 963, 12, 12, 13.805, 1.805, 14336, 0, 13.805, 16.582, 2.777, 1450, 16.582, 17.549, 0.967, 14336, 0, 17.549, 20.763, 3.214, 2100, 20.763, 21.76, 0.998, 10240, 0, 21.76, 24.002, 2.242, 1500, 24.002, 24.909, 0.907, 13312, 0,    12.909,
 13, 963, 13, 13, 14.91, 1.91, 15360, 0, 14.91, 17.261, 2.351, 1583, 17.261, 18.579, 1.318, 15360, 0, 18.579, 21.973, 3.395, 2250, 21.973, 22.999, 1.026, 11264, 0, 22.999, 25.11, 2.11, 1650, 25.11, 26.068, 0.958, 14336, 0,    13.068,
 14, 963, 14, 14, 15.936, 1.936, 14336, 0, 15.936, 18.699, 2.763, 1475, 18.699, 19.657, 0.958, 14336, 0, 19.657, 22.775, 3.118, 2100, 22.775, 23.931, 1.156, 10240, 0, 23.931, 25.908, 1.977, 1500, 25.908, 26.96, 1.052, 13312, 0,    12.960,
 15, 963, 15, 15, 17.036, 2.036, 15360, 0, 17.036, 19.53, 2.494, 1589, 19.53, 20.688, 1.158, 15360, 0, 20.688, 23.977, 3.289, 2250, 23.977, 25.006, 1.029, 11264, 0, 25.006, 27.219, 2.213, 1650, 27.219, 28.177, 0.958, 14336, 0,    13.177,
 16, 963, 16, 16, 17.913, 1.913, 12288, 0, 17.913, 20.507, 2.594, 1262, 20.507, 21.507, 1, 12288, 0, 21.507, 24.55, 3.043, 1800, 24.55, 25.845, 1.296, 9216, 0, 25.845, 27.624, 1.778, 1350, 27.624, 28.999, 1.376, 12288, 0,    12.999,
 17, 963, 17, 17, 18.797, 1.797, 12288, 0, 18.797, 21.329, 2.532, 1256, 21.329, 22.332, 1.003, 12288, 0, 22.332, 25.36, 3.028, 1800, 25.36, 26.692, 1.332, 9216, 0, 26.692, 28.934, 2.242, 1350, 28.934, 29.822, 0.888, 12288, 0,    12.822,
 18, 963, 18, 18, 19.609, 1.609, 11264, 0, 19.609, 22.21, 2.601, 1188, 22.21, 23.083, 0.873, 11264, 0, 23.083, 26.333, 3.25, 1650, 26.333, 27.438, 1.105, 8192, 0, 27.438, 29.148, 1.71, 1200, 29.148, 30.512, 1.363, 10240, 0,    12.512,
 19, 963, 19, 19, 20.706, 1.706, 15360, 0, 20.706, 23.569, 2.863, 1566, 23.569, 24.595, 1.026, 15360, 0, 24.595, 27.809, 3.214, 2250, 27.809, 28.84, 1.031, 11264, 0, 28.84, 31.033, 2.193, 1650, 31.033, 31.991, 0.958, 14336, 0,    12.991,
