Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 9, 0, 0, 0.803, 0.803, 11264, 0, 0.803, 1.622, 0.819, 578, 1.622, 2.455, 0.833, 17408, 0, 2.455, 3.284, 0.828, 1360, 3.284, 4.004, 0.721, 8192, 0, 4.004, 4.805, 0.801, 1200, 4.805, 5.477, 0.672, 5120, 0, 5.477, 6.189, 0.712, 1000, 6.189, 6.517, 0.328, 4096, 0,     6.517,
 1, 9, 1, 1, 2.151, 1.151, 15360, 0, 2.151, 3.284, 1.133, 759, 3.284, 4.317, 1.034, 22528, 0, 4.317, 5.361, 1.043, 1760, 5.361, 6.355, 0.995, 11264, 0, 6.355, 7.449, 1.094, 1650, 7.449, 8.462, 1.012, 7168, 0, 8.462, 9.454, 0.992, 1400, 9.454, 9.877, 0.424, 5120, 0,     8.877,
 2, 9, 2, 2, 3.174, 1.174, 13312, 0, 3.174, 4.35, 1.176, 690, 4.35, 5.231, 0.881, 20480, 0, 5.231, 6.342, 1.111, 1600, 6.342, 7.349, 1.007, 10240, 0, 7.349, 8.387, 1.038, 1500, 8.387, 9.208, 0.821, 6144, 0, 9.208, 10.338, 1.13, 1200, 10.338, 10.735, 0.397, 5120, 0,     8.735,
 3, 9, 3, 3, 4.018, 1.018, 12288, 0, 4.018, 5.334, 1.315, 649, 5.334, 6.23, 0.896, 19456, 0, 6.23, 7.239, 1.01, 1520, 7.239, 8.242, 1.002, 9216, 0, 8.242, 9.228, 0.986, 1350, 9.228, 9.967, 0.739, 6144, 0, 9.967, 11.263, 1.296, 1200, 11.263, 11.725, 0.462, 5120, 0,     8.725,
 4, 9, 4, 4, 4.885, 0.885, 12288, 0, 4.885, 6.268, 1.383, 606, 6.268, 7.112, 0.844, 18432, 0, 7.112, 8.113, 1.001, 1440, 8.113, 9.086, 0.973, 9216, 0, 9.086, 10.082, 0.996, 1350, 10.082, 10.91, 0.828, 6144, 0, 10.91, 12.166, 1.256, 1200, 12.166, 12.6, 0.433, 5120, 0,     8.600,
 5, 9, 5, 5, 6.098, 1.098, 15360, 0, 6.098, 7.347, 1.249, 753, 7.347, 8.401, 1.055, 22528, 0, 8.401, 9.457, 1.055, 1760, 9.457, 10.504, 1.047, 11264, 0, 10.504, 11.552, 1.048, 1650, 11.552, 12.502, 0.95, 7168, 0, 12.502, 13.53, 1.028, 1400, 13.53, 13.946, 0.416, 5120, 0,     8.946,
 6, 9, 6, 6, 7.161, 1.161, 14336, 0, 7.161, 8.393, 1.231, 732, 8.393, 9.382, 0.989, 21504, 0, 9.382, 10.488, 1.106, 1680, 10.488, 11.408, 0.92, 10240, 0, 11.408, 12.5, 1.092, 1500, 12.5, 13.239, 0.739, 6144, 0, 13.239, 14.413, 1.175, 1200, 14.413, 14.857, 0.444, 5120, 0,     8.857,
 7, 9, 7, 7, 7.977, 0.977, 11264, 0, 7.977, 9.27, 1.293, 578, 9.27, 10.135, 0.865, 17408, 0, 10.135, 11.307, 1.172, 1360, 11.307, 12.131, 0.824, 8192, 0, 12.131, 13.308, 1.177, 1200, 13.308, 13.946, 0.638, 5120, 0, 13.946, 15.106, 1.16, 1000, 15.106, 15.449, 0.343, 4096, 0,     8.449,
 8, 9, 8, 8, 8.935, 0.935, 13312, 0, 8.935, 10.282, 1.347, 668, 10.282, 11.223, 0.941, 20480, 0, 11.223, 12.279, 1.056, 1600, 12.279, 13.233, 0.954, 10240, 0, 13.233, 14.324, 1.091, 1500, 14.324, 15.135, 0.812, 6144, 0, 15.135, 15.987, 0.852, 1200, 15.987, 16.415, 0.427, 5120, 0,     8.415,
 9, 9, 9, 9, 10.035, 1.035, 14336, 0, 10.035, 11.375, 1.34, 706, 11.375, 12.459, 1.084, 21504, 0, 12.459, 13.447, 0.989, 1680, 13.447, 14.388, 0.94, 10240, 0, 14.388, 15.351, 0.963, 1500, 15.351, 16.162, 0.811, 6144, 0, 16.162, 17.036, 0.874, 1200, 17.036, 17.526, 0.491, 5120, 0,     8.526,
 10, 9, 10, 10, 11.117, 1.117, 14336, 0, 11.117, 12.479, 1.362, 707, 12.479, 13.487, 1.009, 21504, 0, 13.487, 14.528, 1.041, 1680, 14.528, 15.505, 0.977, 10240, 0, 15.505, 16.474, 0.969, 1500, 16.474, 17.244, 0.77, 6144, 0, 17.244, 18.082, 0.837, 1200, 18.082, 18.544, 0.462, 5120, 0,     8.544,
 11, 9, 11, 11, 12.045, 1.045, 13312, 0, 12.045, 13.487, 1.442, 671, 13.487, 14.407, 0.92, 20480, 0, 14.407, 15.519, 1.112, 1600, 15.519, 16.429, 0.909, 10240, 0, 16.429, 17.462, 1.034, 1500, 17.462, 18.245, 0.783, 6144, 0, 18.245, 19.118, 0.873, 1200, 19.118, 19.561, 0.443, 5120, 0,     8.561,
 12, 9, 12, 12, 12.954, 0.954, 13312, 0, 12.954, 14.46, 1.506, 699, 14.46, 15.411, 0.951, 20480, 0, 15.411, 16.505, 1.094, 1600, 16.505, 17.463, 0.958, 10240, 0, 17.463, 18.431, 0.967, 1500, 18.431, 19.277, 0.846, 6144, 0, 19.277, 20.142, 0.865, 1200, 20.142, 20.584, 0.442, 5120, 0,     8.584,
 13, 9, 13, 13, 14.189, 1.189, 14336, 0, 14.189, 15.499, 1.311, 727, 15.499, 16.446, 0.946, 21504, 0, 16.446, 17.529, 1.084, 1680, 17.529, 18.461, 0.932, 10240, 0, 18.461, 19.434, 0.973, 1500, 19.434, 20.257, 0.823, 6144, 0, 20.257, 21.11, 0.852, 1200, 21.11, 21.531, 0.421, 5120, 0,     8.531,
 14, 9, 14, 14, 15.268, 1.268, 15360, 0, 15.268, 16.629, 1.361, 786, 16.629, 17.696, 1.067, 23552, 0, 17.696, 18.812, 1.116, 1840, 18.812, 19.831, 1.019, 11264, 0, 19.831, 20.863, 1.033, 1650, 20.863, 21.759, 0.896, 7168, 0, 21.759, 22.772, 1.013, 1400, 22.772, 23.217, 0.445, 5120, 0,     9.217,
 15, 9, 15, 15, 16.376, 1.376, 16384, 0, 16.376, 17.744, 1.368, 811, 17.744, 18.84, 1.096, 24576, 0, 18.84, 20, 1.16, 1920, 20, 21.05, 1.05, 12288, 0, 21.05, 22.171, 1.12, 1800, 22.171, 23.195, 1.024, 8192, 0, 23.195, 24.43, 1.235, 1600, 24.43, 24.972, 0.542, 6144, 0,     9.972,
 16, 9, 16, 16, 17.467, 1.467, 15360, 0, 17.467, 18.829, 1.362, 780, 18.829, 19.899, 1.07, 23552, 0, 19.899, 21.108, 1.209, 1840, 21.108, 22.201, 1.093, 11264, 0, 22.201, 23.346, 1.145, 1650, 23.346, 24.23, 0.883, 7168, 0, 24.23, 25.49, 1.26, 1400, 25.49, 25.929, 0.439, 5120, 0,     9.929,
 17, 9, 17, 17, 18.543, 1.543, 14336, 0, 18.543, 19.854, 1.311, 721, 19.854, 20.889, 1.035, 21504, 0, 20.889, 22.089, 1.2, 1680, 22.089, 23.121, 1.032, 10240, 0, 23.121, 24.35, 1.229, 1500, 24.35, 25.105, 0.755, 6144, 0, 25.105, 26.313, 1.208, 1200, 26.313, 26.776, 0.462, 5120, 0,     9.776,
 18, 9, 18, 18, 19.531, 1.531, 13312, 0, 19.531, 20.817, 1.285, 664, 20.817, 21.752, 0.936, 19456, 0, 21.752, 23.036, 1.284, 1520, 23.036, 23.894, 0.858, 9216, 0, 23.894, 25.271, 1.377, 1350, 25.271, 26.118, 0.848, 6144, 0, 26.118, 27.2, 1.082, 1200, 27.2, 27.64, 0.44, 5120, 0,     9.640,
 19, 9, 19, 19, 20.509, 1.509, 13312, 0, 20.509, 21.802, 1.292, 672, 21.802, 22.711, 0.909, 20480, 0, 22.711, 24.073, 1.362, 1600, 24.073, 24.999, 0.925, 10240, 0, 24.999, 26.244, 1.245, 1500, 26.244, 27.024, 0.78, 6144, 0, 27.024, 28.037, 1.013, 1200, 28.037, 28.472, 0.435, 5120, 0,     9.472,
 20, 9, 20, 20, 21.312, 1.312, 11264, 0, 21.312, 22.655, 1.343, 581, 22.655, 23.454, 0.799, 17408, 0, 23.454, 24.938, 1.484, 1360, 24.938, 25.782, 0.844, 8192, 0, 25.782, 27.012, 1.23, 1200, 27.012, 27.662, 0.65, 5120, 0, 27.662, 28.743, 1.081, 1000, 28.743, 29.091, 0.348, 4096, 0,     9.091,
 21, 9, 21, 21, 22.443, 1.443, 16384, 0, 22.443, 23.875, 1.432, 804, 23.875, 24.975, 1.1, 24576, 0, 24.975, 26.116, 1.141, 1920, 26.116, 27.246, 1.13, 12288, 0, 27.246, 28.401, 1.155, 1800, 28.401, 29.382, 0.982, 8192, 0, 29.382, 30.545, 1.162, 1600, 30.545, 31.075, 0.53, 6144, 0,    10.075,
 22, 9, 22, 22, 23.597, 1.597, 16384, 0, 23.597, 25.071, 1.474, 825, 25.071, 26.235, 1.163, 24576, 0, 26.235, 27.406, 1.171, 1920, 27.406, 28.543, 1.137, 12288, 0, 28.543, 29.676, 1.133, 1800, 29.676, 30.745, 1.069, 8192, 0, 30.745, 31.904, 1.159, 1600, 31.904, 32.415, 0.511, 6144, 0,    10.415,
 23, 9, 23, 23, 24.528, 1.528, 13312, 0, 24.528, 26.056, 1.528, 674, 26.056, 27.261, 1.204, 20480, 0, 27.261, 28.387, 1.126, 1600, 28.387, 29.397, 1.011, 10240, 0, 29.397, 30.679, 1.282, 1500, 30.679, 31.531, 0.851, 6144, 0, 31.531, 32.783, 1.252, 1200, 32.783, 33.213, 0.43, 5120, 0,    10.213,
 24, 9, 24, 24, 25.618, 1.618, 15360, 0, 25.618, 27.162, 1.544, 753, 27.162, 28.367, 1.204, 22528, 0, 28.367, 29.463, 1.096, 1760, 29.463, 30.545, 1.082, 11264, 0, 30.545, 31.844, 1.299, 1650, 31.844, 32.691, 0.847, 7168, 0, 32.691, 33.811, 1.12, 1400, 33.811, 34.22, 0.41, 5120, 0,    10.220,
