Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 5, 0, 0, 0.829, 0.829, 11264, 0, 0.829, 1.7, 0.871, 552, 1.7, 2.514, 0.814, 16384, 0, 2.514, 3.4, 0.886, 1280, 3.4, 4.265, 0.865, 8192, 0, 4.265, 5.109, 0.844, 1200, 5.109, 5.815, 0.706, 5120, 0, 5.815, 6.589, 0.774, 500, 6.589, 6.741, 0.152, 2048, 0,     6.741,
 1, 5, 1, 1, 1.814, 0.814, 10240, 0, 1.814, 2.683, 0.869, 548, 2.683, 3.549, 0.865, 16384, 0, 3.549, 4.443, 0.894, 1280, 4.443, 5.265, 0.823, 8192, 0, 5.265, 6.104, 0.838, 1200, 6.104, 6.802, 0.698, 5120, 0, 6.802, 7.619, 0.817, 500, 7.619, 7.763, 0.143, 2048, 0,     6.763,
 2, 5, 2, 2, 3.002, 1.002, 13312, 0, 3.002, 4.121, 1.119, 686, 4.121, 5.123, 1.002, 20480, 0, 5.123, 6.179, 1.056, 1600, 6.179, 7.281, 1.102, 10240, 0, 7.281, 8.338, 1.057, 1500, 8.338, 9.18, 0.841, 6144, 0, 9.18, 10.072, 0.893, 600, 10.072, 10.298, 0.226, 3072, 0,     8.298,
 3, 5, 3, 3, 3.966, 0.966, 12288, 0, 3.966, 5.067, 1.101, 637, 5.067, 6.12, 1.053, 19456, 0, 6.12, 7.199, 1.079, 1520, 7.199, 8.232, 1.032, 9216, 0, 8.232, 9.325, 1.093, 1350, 9.325, 10.248, 0.923, 6144, 0, 10.248, 11.181, 0.933, 600, 11.181, 11.391, 0.21, 3072, 0,     8.391,
 4, 5, 4, 4, 4.877, 0.877, 11264, 0, 4.877, 5.927, 1.05, 583, 5.927, 7.07, 1.143, 17408, 0, 7.07, 8.21, 1.14, 1360, 8.21, 9.066, 0.857, 8192, 0, 9.066, 10.159, 1.092, 1200, 10.159, 11.046, 0.888, 5120, 0, 11.046, 11.959, 0.913, 500, 11.959, 12.112, 0.153, 2048, 0,     8.112,
 5, 5, 5, 5, 5.851, 0.851, 10240, 0, 5.851, 6.771, 0.919, 538, 6.771, 7.843, 1.072, 16384, 0, 7.843, 9.042, 1.199, 1280, 9.042, 9.922, 0.881, 8192, 0, 9.922, 10.969, 1.047, 1200, 10.969, 11.831, 0.862, 5120, 0, 11.831, 12.787, 0.956, 500, 12.787, 12.937, 0.15, 2048, 0,     7.937,
 6, 5, 6, 6, 7.007, 1.007, 12288, 0, 7.007, 7.999, 0.992, 622, 7.999, 9.01, 1.011, 18432, 0, 9.01, 10.054, 1.045, 1440, 10.054, 10.979, 0.925, 9216, 0, 10.979, 11.907, 0.927, 1350, 11.907, 12.777, 0.87, 6144, 0, 12.777, 13.728, 0.952, 600, 13.728, 13.964, 0.236, 3072, 0,     7.964,
 7, 5, 7, 7, 8.19, 1.19, 15360, 0, 8.19, 9.392, 1.202, 751, 9.392, 10.558, 1.167, 22528, 0, 10.558, 11.71, 1.152, 1760, 11.71, 12.815, 1.105, 11264, 0, 12.815, 13.946, 1.13, 1650, 13.946, 15.085, 1.139, 7168, 0, 15.085, 16.226, 1.141, 700, 16.226, 16.476, 0.25, 3072, 0,     9.476,
 8, 5, 8, 8, 8.989, 0.989, 10240, 0, 8.989, 10.222, 1.234, 525, 10.222, 11.387, 1.165, 15360, 0, 11.387, 12.499, 1.112, 1200, 12.499, 13.505, 1.006, 7168, 0, 13.505, 14.693, 1.188, 1050, 14.693, 15.697, 1.005, 4096, 0, 15.697, 16.828, 1.13, 400, 16.828, 16.975, 0.147, 2048, 0,     8.975,
 9, 5, 9, 9, 9.918, 0.918, 11264, 0, 9.918, 11.109, 1.19, 564, 11.109, 12.192, 1.083, 16384, 0, 12.192, 13.323, 1.132, 1280, 13.323, 14.262, 0.939, 8192, 0, 14.262, 15.557, 1.294, 1200, 15.557, 16.415, 0.858, 5120, 0, 16.415, 17.575, 1.16, 500, 17.575, 17.724, 0.149, 2048, 0,     8.724,
