Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 5, 0, 0, 0.807, 0.807, 11264, 0, 0.807, 1.803, 0.996, 552, 1.803, 2.659, 0.855, 16384, 0, 2.659, 3.511, 0.852, 1280, 3.511, 4.444, 0.933, 8192, 0, 4.444, 5.299, 0.855, 1200, 5.299, 6.27, 0.972, 5120, 0, 6.27, 7.184, 0.913, 500, 7.184, 7.356, 0.173, 2048, 0,     7.356,
 1, 5, 1, 1, 1.96, 0.96, 10240, 0, 1.96, 2.983, 1.023, 548, 2.983, 3.893, 0.911, 16384, 0, 3.893, 4.994, 1.101, 1280, 4.994, 5.883, 0.889, 8192, 0, 5.883, 6.774, 0.891, 1200, 6.774, 7.442, 0.668, 5120, 0, 7.442, 8.441, 1, 500, 8.441, 8.631, 0.189, 2048, 0,     7.631,
 2, 5, 2, 2, 3.18, 1.18, 13312, 0, 3.18, 4.591, 1.411, 686, 4.591, 5.68, 1.09, 20480, 0, 5.68, 7.086, 1.406, 1600, 7.086, 8.222, 1.136, 10240, 0, 8.222, 9.405, 1.183, 1500, 9.405, 10.324, 0.919, 6144, 0, 10.324, 11.472, 1.148, 600, 11.472, 11.698, 0.227, 3072, 0,     9.698,
 3, 5, 3, 3, 4.362, 1.362, 12288, 0, 4.362, 6.019, 1.658, 637, 6.019, 7.023, 1.003, 19456, 0, 7.023, 8.355, 1.332, 1520, 8.355, 9.351, 0.997, 9216, 0, 9.351, 10.417, 1.066, 1350, 10.417, 11.482, 1.064, 6144, 0, 11.482, 12.576, 1.094, 600, 12.576, 12.794, 0.219, 3072, 0,     9.794,
 4, 5, 4, 4, 5.266, 1.266, 11264, 0, 5.266, 7.036, 1.769, 583, 7.036, 7.847, 0.811, 17408, 0, 7.847, 9.314, 1.467, 1360, 9.314, 10.245, 0.931, 8192, 0, 10.245, 11.254, 1.008, 1200, 11.254, 12.216, 0.963, 5120, 0, 12.216, 13.458, 1.242, 500, 13.458, 13.613, 0.155, 2048, 0,     9.613,
 5, 5, 5, 5, 6.191, 1.191, 10240, 0, 6.191, 7.847, 1.656, 538, 7.847, 8.911, 1.064, 16384, 0, 8.911, 10.137, 1.226, 1280, 10.137, 11.088, 0.951, 8192, 0, 11.088, 12.306, 1.218, 1200, 12.306, 13.195, 0.89, 5120, 0, 13.195, 14.319, 1.124, 500, 14.319, 14.492, 0.173, 2048, 0,     9.492,
 6, 5, 6, 6, 7.34, 1.34, 12288, 0, 7.34, 8.804, 1.464, 622, 8.804, 9.803, 0.999, 18432, 0, 9.803, 11.127, 1.324, 1440, 11.127, 12.067, 0.941, 9216, 0, 12.067, 13.521, 1.453, 1350, 13.521, 14.547, 1.026, 6144, 0, 14.547, 15.888, 1.341, 600, 15.888, 16.139, 0.251, 3072, 0,    10.139,
 7, 5, 7, 7, 8.687, 1.687, 15360, 0, 8.687, 10.02, 1.333, 751, 10.02, 11.284, 1.264, 22528, 0, 11.284, 12.894, 1.61, 1760, 12.894, 14.002, 1.108, 11264, 0, 14.002, 15.312, 1.31, 1650, 15.312, 16.328, 1.016, 7168, 0, 16.328, 17.491, 1.163, 700, 17.491, 17.744, 0.253, 3072, 0,    10.744,
 8, 5, 8, 8, 9.452, 1.452, 10240, 0, 9.452, 11.179, 1.727, 525, 11.179, 12.133, 0.954, 15360, 0, 12.133, 14.02, 1.887, 1200, 14.02, 15.183, 1.163, 7168, 0, 15.183, 16.21, 1.028, 1050, 16.21, 17.018, 0.807, 4096, 0, 17.018, 18.296, 1.278, 400, 18.296, 18.474, 0.179, 2048, 0,    10.474,
 9, 5, 9, 9, 10.265, 1.265, 11264, 0, 10.265, 12.303, 2.038, 564, 12.303, 13.178, 0.875, 16384, 0, 13.178, 15.071, 1.893, 1280, 15.071, 16.194, 1.123, 8192, 0, 16.194, 17.022, 0.828, 1200, 17.022, 17.846, 0.823, 5120, 0, 17.846, 19.045, 1.199, 500, 19.045, 19.25, 0.205, 2048, 0,    10.250,
