Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 14, 0, 0, 0.813, 0.813, 11264, 0, 0.813, 1.741, 0.928, 593, 1.741, 2.57, 0.829, 17408, 0, 2.57, 3.447, 0.877, 1360, 3.447, 4.24, 0.793, 8192, 0, 4.24, 5.043, 0.803, 800, 5.043, 5.236, 0.193, 4096, 0,     5.236,
 1, 14, 1, 1, 1.711, 0.711, 9216, 0, 1.711, 2.465, 0.754, 468, 2.465, 3.329, 0.864, 14336, 0, 3.329, 4.131, 0.802, 1120, 4.131, 4.917, 0.786, 7168, 0, 4.917, 5.737, 0.82, 700, 5.737, 5.888, 0.151, 3072, 0,     4.888,
 2, 14, 2, 2, 2.777, 0.777, 10240, 0, 2.777, 3.564, 0.788, 529, 3.564, 4.401, 0.837, 15360, 0, 4.401, 5.154, 0.752, 1200, 5.154, 5.836, 0.683, 7168, 0, 5.836, 6.529, 0.692, 700, 6.529, 6.683, 0.155, 3072, 0,     4.683,
 3, 14, 3, 3, 3.988, 0.988, 13312, 0, 3.988, 4.931, 0.943, 652, 4.931, 5.895, 0.965, 19456, 0, 5.895, 6.874, 0.979, 1520, 6.874, 7.774, 0.899, 9216, 0, 7.774, 8.685, 0.912, 900, 8.685, 8.94, 0.255, 5120, 0,     5.940,
 4, 14, 4, 4, 4.881, 0.881, 11264, 0, 4.881, 5.793, 0.912, 564, 5.793, 6.678, 0.885, 16384, 0, 6.678, 7.686, 1.008, 1280, 7.686, 8.546, 0.86, 8192, 0, 8.546, 9.515, 0.969, 800, 9.515, 9.712, 0.197, 4096, 0,     5.712,
 5, 14, 5, 5, 5.947, 0.947, 11264, 0, 5.947, 6.874, 0.927, 565, 6.874, 7.758, 0.883, 16384, 0, 7.758, 8.578, 0.82, 1280, 8.578, 9.362, 0.784, 8192, 0, 9.362, 10.345, 0.984, 800, 10.345, 10.556, 0.211, 4096, 0,     5.556,
 6, 14, 6, 6, 6.755, 0.755, 10240, 0, 6.755, 7.706, 0.951, 528, 7.706, 8.568, 0.862, 15360, 0, 8.568, 9.346, 0.778, 1200, 9.346, 10.029, 0.684, 7168, 0, 10.029, 11.076, 1.046, 700, 11.076, 11.225, 0.15, 3072, 0,     5.225,
 7, 14, 7, 7, 7.836, 0.836, 11264, 0, 7.836, 8.742, 0.906, 590, 8.742, 9.628, 0.886, 17408, 0, 9.628, 10.477, 0.849, 1360, 10.477, 11.285, 0.808, 8192, 0, 11.285, 12.061, 0.776, 800, 12.061, 12.263, 0.203, 4096, 0,     5.263,
 8, 14, 8, 8, 8.887, 0.887, 12288, 0, 8.887, 9.8, 0.913, 607, 9.8, 10.725, 0.925, 18432, 0, 10.725, 11.605, 0.881, 1440, 11.605, 12.501, 0.895, 9216, 0, 12.501, 13.406, 0.906, 900, 13.406, 13.675, 0.268, 5120, 0,     5.675,
 9, 14, 9, 9, 9.709, 0.709, 9216, 0, 9.709, 10.497, 0.788, 469, 10.497, 11.447, 0.951, 14336, 0, 11.447, 12.281, 0.834, 1120, 12.281, 13.207, 0.926, 7168, 0, 13.207, 14.134, 0.928, 700, 14.134, 14.286, 0.151, 3072, 0,     5.286,
 10, 14, 10, 10, 10.737, 0.737, 10240, 0, 10.737, 11.553, 0.816, 548, 11.553, 12.304, 0.752, 16384, 0, 12.304, 13.118, 0.814, 1280, 13.118, 13.986, 0.868, 8192, 0, 13.986, 14.926, 0.94, 800, 14.926, 15.119, 0.192, 4096, 0,     5.119,
 11, 14, 11, 11, 11.715, 0.715, 9216, 0, 11.715, 12.422, 0.707, 461, 12.422, 13.101, 0.679, 13312, 0, 13.101, 13.807, 0.706, 1040, 13.807, 14.539, 0.731, 6144, 0, 14.539, 15.561, 1.023, 600, 15.561, 15.732, 0.171, 3072, 0,     4.732,
 12, 14, 12, 12, 12.884, 0.884, 10240, 0, 12.884, 13.693, 0.808, 523, 13.693, 14.439, 0.746, 15360, 0, 14.439, 15.24, 0.802, 1200, 15.24, 15.898, 0.658, 7168, 0, 15.898, 16.661, 0.763, 700, 16.661, 16.815, 0.154, 3072, 0,     4.815,
 13, 14, 13, 13, 13.834, 0.834, 11264, 0, 13.834, 14.723, 0.889, 566, 14.723, 15.615, 0.893, 17408, 0, 15.615, 16.512, 0.896, 1360, 16.512, 17.295, 0.783, 8192, 0, 17.295, 18.096, 0.802, 800, 18.096, 18.3, 0.203, 4096, 0,     5.300,
 14, 14, 14, 14, 14.616, 0.616, 8192, 0, 14.616, 15.407, 0.791, 449, 15.407, 16.261, 0.853, 13312, 0, 16.261, 17.173, 0.912, 1040, 17.173, 17.9, 0.727, 6144, 0, 17.9, 18.734, 0.834, 600, 18.734, 18.891, 0.157, 3072, 0,     4.891,
 15, 14, 15, 15, 15.944, 0.944, 12288, 0, 15.944, 16.905, 0.961, 648, 16.905, 17.905, 1, 19456, 0, 17.905, 18.87, 0.965, 1520, 18.87, 19.77, 0.9, 9216, 0, 19.77, 20.687, 0.917, 900, 20.687, 20.947, 0.261, 5120, 0,     5.947,
 16, 14, 16, 16, 16.848, 0.848, 11264, 0, 16.848, 17.779, 0.931, 559, 17.779, 18.708, 0.929, 16384, 0, 18.708, 19.693, 0.984, 1280, 19.693, 20.562, 0.869, 8192, 0, 20.562, 21.497, 0.935, 800, 21.497, 21.682, 0.185, 4096, 0,     5.682,
