Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 11, 0, 0, 0.859, 0.859, 10240, 0, 0.859, 1.769, 0.91, 537, 1.769, 2.614, 0.845, 16384, 0, 2.614, 3.519, 0.905, 2400, 3.519, 4.303, 0.784, 10240, 0,     4.303,
 1, 11, 1, 1, 1.696, 0.696, 8192, 0, 1.696, 2.445, 0.749, 408, 2.445, 3.247, 0.802, 12288, 0, 3.247, 4.209, 0.962, 1800, 4.209, 4.933, 0.724, 8192, 0,     3.933,
 2, 11, 2, 2, 2.685, 0.685, 8192, 0, 2.685, 3.378, 0.694, 415, 3.378, 4.018, 0.64, 12288, 0, 4.018, 4.886, 0.868, 1800, 4.886, 5.559, 0.673, 8192, 0,     3.559,
 3, 11, 3, 3, 3.793, 0.793, 9216, 0, 3.793, 4.597, 0.804, 476, 4.597, 5.337, 0.74, 14336, 0, 5.337, 6.118, 0.781, 2100, 6.118, 6.808, 0.689, 9216, 0,     3.808,
 4, 11, 4, 4, 4.848, 0.848, 10240, 0, 4.848, 5.681, 0.833, 501, 5.681, 6.484, 0.803, 15360, 0, 6.484, 7.31, 0.826, 2250, 7.31, 8.082, 0.772, 10240, 0,     4.082,
 5, 11, 5, 5, 5.87, 0.87, 10240, 0, 5.87, 6.771, 0.902, 544, 6.771, 7.616, 0.845, 16384, 0, 7.616, 8.498, 0.882, 2400, 8.498, 9.273, 0.775, 10240, 0,     4.273,
 6, 11, 6, 6, 6.872, 0.872, 10240, 0, 6.872, 7.734, 0.861, 519, 7.734, 8.539, 0.806, 15360, 0, 8.539, 9.386, 0.847, 2250, 9.386, 10.156, 0.77, 10240, 0,     4.156,
 7, 11, 7, 7, 7.954, 0.954, 11264, 0, 7.954, 8.904, 0.95, 567, 8.904, 9.809, 0.905, 17408, 0, 9.809, 10.757, 0.948, 2550, 10.757, 11.632, 0.875, 11264, 0,     4.632,
 8, 11, 8, 8, 8.87, 0.87, 10240, 0, 8.87, 9.766, 0.896, 516, 9.766, 10.617, 0.851, 15360, 0, 10.617, 11.592, 0.975, 2250, 11.592, 12.408, 0.816, 10240, 0,     4.408,
 9, 11, 9, 9, 9.857, 0.857, 10240, 0, 9.857, 10.757, 0.901, 546, 10.757, 11.62, 0.863, 16384, 0, 11.62, 12.519, 0.898, 2400, 12.519, 13.291, 0.772, 10240, 0,     4.291,
 10, 11, 10, 10, 10.757, 0.757, 9216, 0, 10.757, 11.569, 0.811, 491, 11.569, 12.37, 0.801, 14336, 0, 12.37, 13.321, 0.951, 2100, 13.321, 14.015, 0.694, 9216, 0,     4.015,
 11, 11, 11, 11, 11.754, 0.754, 9216, 0, 11.754, 12.539, 0.785, 463, 12.539, 13.234, 0.695, 13312, 0, 13.234, 14.049, 0.816, 1950, 14.049, 14.668, 0.618, 8192, 0,     3.668,
 12, 11, 12, 12, 12.694, 0.694, 8192, 0, 12.694, 13.388, 0.694, 406, 13.388, 14.026, 0.637, 12288, 0, 14.026, 14.72, 0.694, 1800, 14.72, 15.342, 0.622, 8192, 0,     3.342,
 13, 11, 13, 13, 13.688, 0.688, 8192, 0, 13.688, 14.388, 0.7, 418, 14.388, 15.042, 0.654, 12288, 0, 15.042, 15.722, 0.68, 1800, 15.722, 16.337, 0.615, 8192, 0,     3.337,
 14, 11, 14, 14, 14.845, 0.845, 10240, 0, 14.845, 15.706, 0.861, 516, 15.706, 16.517, 0.812, 15360, 0, 16.517, 17.359, 0.842, 2250, 17.359, 18.133, 0.774, 10240, 0,     4.133,
 15, 11, 15, 15, 15.694, 0.694, 8192, 0, 15.694, 16.427, 0.733, 425, 16.427, 17.157, 0.73, 12288, 0, 17.157, 18.023, 0.866, 1800, 18.023, 18.75, 0.727, 8192, 0,     3.750,
 16, 11, 16, 16, 16.877, 0.877, 10240, 0, 16.877, 17.775, 0.897, 532, 17.775, 18.585, 0.81, 15360, 0, 18.585, 19.424, 0.839, 2250, 19.424, 20.196, 0.772, 10240, 0,     4.196,
 17, 11, 17, 17, 17.775, 0.775, 9216, 0, 17.775, 18.573, 0.798, 467, 18.573, 19.328, 0.756, 14336, 0, 19.328, 20.205, 0.877, 2100, 20.205, 20.916, 0.711, 9216, 0,     3.916,
 18, 11, 18, 18, 18.766, 0.766, 9216, 0, 18.766, 19.546, 0.779, 461, 19.546, 20.238, 0.693, 13312, 0, 20.238, 20.966, 0.728, 1950, 20.966, 21.592, 0.626, 8192, 0,     3.592,
 19, 11, 19, 19, 19.777, 0.777, 9216, 0, 19.777, 20.58, 0.802, 487, 20.58, 21.32, 0.741, 14336, 0, 21.32, 22.086, 0.765, 2100, 22.086, 22.785, 0.699, 9216, 0,     3.785,
 20, 11, 20, 20, 20.785, 0.785, 9216, 0, 20.785, 21.54, 0.755, 455, 21.54, 22.24, 0.7, 13312, 0, 22.24, 22.971, 0.731, 1950, 22.971, 23.605, 0.633, 8192, 0,     3.605,
 21, 11, 21, 21, 21.951, 0.951, 11264, 0, 21.951, 22.928, 0.977, 579, 22.928, 23.826, 0.899, 17408, 0, 23.826, 24.787, 0.961, 2550, 24.787, 25.657, 0.87, 11264, 0,     4.657,
 22, 11, 22, 22, 22.678, 0.678, 8192, 0, 22.678, 23.64, 0.962, 423, 23.64, 24.468, 0.829, 12288, 0, 24.468, 25.459, 0.991, 1800, 25.459, 26.286, 0.827, 8192, 0,     4.286,
 23, 11, 23, 23, 23.844, 0.844, 10240, 0, 23.844, 24.739, 0.895, 543, 24.739, 25.599, 0.86, 16384, 0, 25.599, 26.48, 0.881, 2400, 26.48, 27.256, 0.776, 10240, 0,     4.256,
