Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 12, 0, 0, 0.855, 0.855, 10240, 0, 0.855, 1.692, 0.837, 503, 1.692, 2.5, 0.808, 15360, 0, 2.5, 3.342, 0.842, 1200, 3.342, 4.112, 0.771, 7168, 0, 4.112, 4.886, 0.774, 700, 4.886, 5.054, 0.168, 3072, 0, 5.054, 5.214, 0.16, 600, 5.214, 5.282, 0.068, 2048, 0,     5.282,
 1, 12, 1, 1, 1.852, 0.852, 10240, 0, 1.852, 2.754, 0.901, 536, 2.754, 3.59, 0.836, 16384, 0, 3.59, 4.481, 0.891, 1280, 4.481, 5.338, 0.857, 8192, 0, 5.338, 6.223, 0.884, 800, 6.223, 6.432, 0.209, 4096, 0, 6.432, 6.664, 0.233, 800, 6.664, 6.763, 0.099, 3072, 0,     5.763,
 2, 12, 2, 2, 2.78, 0.78, 9216, 0, 2.78, 3.576, 0.797, 482, 3.576, 4.332, 0.755, 14336, 0, 4.332, 5.264, 0.933, 1120, 5.264, 6.084, 0.82, 7168, 0, 6.084, 7.012, 0.928, 700, 7.012, 7.17, 0.158, 3072, 0, 7.17, 7.342, 0.172, 600, 7.342, 7.409, 0.067, 2048, 0,     5.409,
 3, 12, 3, 3, 3.685, 0.685, 8192, 0, 3.685, 4.383, 0.697, 411, 4.383, 5.018, 0.636, 12288, 0, 5.018, 5.931, 0.913, 960, 5.931, 6.728, 0.797, 6144, 0, 6.728, 7.689, 0.961, 600, 7.689, 7.852, 0.162, 3072, 0, 7.852, 8.033, 0.182, 600, 8.033, 8.1, 0.067, 2048, 0,     5.100,
 4, 12, 4, 4, 4.944, 0.944, 11264, 0, 4.944, 5.877, 0.933, 563, 5.877, 6.744, 0.867, 16384, 0, 6.744, 7.631, 0.887, 1280, 7.631, 8.487, 0.856, 8192, 0, 8.487, 9.386, 0.899, 800, 9.386, 9.602, 0.216, 4096, 0, 9.602, 9.82, 0.218, 800, 9.82, 9.925, 0.105, 3072, 0,     5.925,
 5, 12, 5, 5, 5.856, 0.856, 10240, 0, 5.856, 6.764, 0.908, 531, 6.764, 7.574, 0.809, 15360, 0, 7.574, 8.462, 0.889, 1200, 8.462, 9.234, 0.772, 7168, 0, 9.234, 10.174, 0.94, 700, 10.174, 10.338, 0.164, 3072, 0, 10.338, 10.499, 0.162, 600, 10.499, 10.567, 0.067, 2048, 0,     5.567,
 6, 12, 6, 6, 6.688, 0.688, 8192, 0, 6.688, 7.473, 0.785, 429, 7.473, 8.232, 0.759, 12288, 0, 8.232, 9.124, 0.892, 960, 9.124, 9.877, 0.752, 6144, 0, 9.877, 10.848, 0.971, 600, 10.848, 11.01, 0.163, 3072, 0, 11.01, 11.18, 0.17, 600, 11.18, 11.247, 0.067, 2048, 0,     5.247,
 7, 12, 7, 7, 7.692, 0.692, 8192, 0, 7.692, 8.403, 0.71, 417, 8.403, 9.045, 0.642, 12288, 0, 9.045, 9.797, 0.753, 960, 9.797, 10.519, 0.722, 6144, 0, 10.519, 11.519, 1, 600, 11.519, 11.68, 0.16, 3072, 0, 11.68, 11.847, 0.168, 600, 11.847, 11.918, 0.071, 2048, 0,     4.918,
 8, 12, 8, 8, 8.772, 0.772, 9216, 0, 8.772, 9.55, 0.778, 464, 9.55, 10.242, 0.693, 13312, 0, 10.242, 10.975, 0.733, 1040, 10.975, 11.626, 0.651, 6144, 0, 11.626, 12.307, 0.681, 600, 12.307, 12.473, 0.166, 3072, 0, 12.473, 12.651, 0.178, 600, 12.651, 12.718, 0.067, 2048, 0,     4.718,
 9, 12, 9, 9, 9.787, 0.787, 9216, 0, 9.787, 10.575, 0.787, 469, 10.575, 11.324, 0.75, 14336, 0, 11.324, 12.1, 0.775, 1120, 12.1, 12.85, 0.751, 7168, 0, 12.85, 13.632, 0.782, 700, 13.632, 13.795, 0.163, 3072, 0, 13.795, 13.962, 0.167, 600, 13.962, 14.037, 0.076, 2048, 0,     5.037,
 10, 12, 10, 10, 10.685, 0.685, 8192, 0, 10.685, 11.365, 0.68, 410, 11.365, 12.012, 0.648, 12288, 0, 12.012, 12.762, 0.749, 960, 12.762, 13.486, 0.725, 6144, 0, 13.486, 14.307, 0.821, 600, 14.307, 14.47, 0.163, 3072, 0, 14.47, 14.637, 0.166, 600, 14.637, 14.71, 0.073, 2048, 0,     4.710,
 11, 12, 11, 11, 11.858, 0.858, 10240, 0, 11.858, 12.776, 0.918, 533, 12.776, 13.663, 0.888, 16384, 0, 13.663, 14.55, 0.887, 1280, 14.55, 15.412, 0.862, 8192, 0, 15.412, 16.302, 0.889, 800, 16.302, 16.517, 0.215, 4096, 0, 16.517, 16.742, 0.225, 800, 16.742, 16.843, 0.1, 3072, 0,     5.843,
 12, 12, 12, 12, 12.778, 0.778, 9216, 0, 12.778, 13.54, 0.762, 455, 13.54, 14.366, 0.827, 13312, 0, 14.366, 15.271, 0.904, 1040, 15.271, 16.053, 0.782, 6144, 0, 16.053, 16.975, 0.922, 600, 16.975, 17.134, 0.159, 3072, 0, 17.134, 17.309, 0.175, 600, 17.309, 17.377, 0.068, 2048, 0,     5.377,
