Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 62, 0, 0, 0.844, 0.844, 9216, 0, 0.844, 2.568, 1.724, 949, 2.568, 3.337, 0.77, 9216, 0, 3.337, 4.968, 1.631, 1350, 4.968, 5.653, 0.684, 6144, 0, 5.653, 7.117, 1.464, 900, 7.117, 7.806, 0.69, 8192, 0,     7.806,
 1, 62, 1, 1, 2.03, 1.03, 11264, 0, 2.03, 4.188, 2.158, 1188, 4.188, 5.129, 0.941, 11264, 0, 5.129, 7.137, 2.008, 1650, 7.137, 8.049, 0.912, 8192, 0, 8.049, 9.983, 1.935, 1200, 9.983, 10.839, 0.855, 10240, 0,     9.839,
 2, 62, 2, 2, 3.147, 1.147, 12288, 0, 3.147, 5.35, 2.203, 1214, 5.35, 6.377, 1.026, 12288, 0, 6.377, 8.569, 2.193, 1800, 8.569, 9.595, 1.026, 9216, 0, 9.595, 11.787, 2.192, 1350, 11.787, 12.813, 1.026, 12288, 0,    10.813,
 3, 62, 3, 3, 4.078, 1.078, 10240, 0, 4.078, 6.187, 2.109, 1090, 6.187, 7.23, 1.043, 10240, 0, 7.23, 9.04, 1.81, 1500, 9.04, 10.4, 1.361, 7168, 0, 10.4, 12.098, 1.698, 1050, 12.098, 13.581, 1.482, 9216, 0,    10.581,
 4, 62, 4, 4, 5.016, 1.016, 10240, 0, 5.016, 7.3, 2.285, 1064, 7.3, 8.156, 0.855, 10240, 0, 8.156, 10.4, 2.244, 1500, 10.4, 11.199, 0.799, 7168, 0, 11.199, 13.484, 2.285, 1050, 13.484, 14.349, 0.864, 9216, 0,    10.349,
 5, 62, 5, 5, 5.853, 0.853, 9216, 0, 5.853, 7.835, 1.982, 905, 7.835, 8.927, 1.091, 9216, 0, 8.927, 10.676, 1.749, 1350, 10.676, 11.882, 1.206, 6144, 0, 11.882, 13.56, 1.679, 900, 13.56, 15.031, 1.471, 8192, 0,    10.031,
 6, 62, 6, 6, 7.035, 1.035, 11264, 0, 7.035, 9.326, 2.291, 1106, 9.326, 10.266, 0.941, 11264, 0, 10.266, 12.399, 2.133, 1650, 12.399, 13.312, 0.912, 8192, 0, 13.312, 15.429, 2.118, 1200, 15.429, 16.284, 0.855, 10240, 0,    10.284,
 7, 62, 7, 7, 8.153, 1.153, 12288, 0, 8.153, 10.489, 2.336, 1283, 10.489, 11.515, 1.026, 12288, 0, 11.515, 13.7, 2.186, 1800, 13.7, 14.726, 1.026, 9216, 0, 14.726, 16.909, 2.183, 1350, 16.909, 17.935, 1.026, 12288, 0,    10.935,
 8, 62, 8, 8, 9.27, 1.27, 12288, 0, 9.27, 11.568, 2.299, 1233, 11.568, 12.594, 1.026, 12288, 0, 12.594, 14.775, 2.181, 1800, 14.775, 15.802, 1.026, 9216, 0, 15.802, 17.985, 2.184, 1350, 17.985, 19.016, 1.031, 12288, 0,    11.016,
 9, 62, 9, 9, 10.117, 1.117, 9216, 0, 10.117, 12.191, 2.075, 937, 12.191, 13.363, 1.171, 9216, 0, 13.363, 15.349, 1.987, 1350, 15.349, 16.484, 1.135, 6144, 0, 16.484, 18.382, 1.897, 900, 18.382, 19.708, 1.327, 8192, 0,    10.708,
 11, 62, 11, 11, 12.077, 1.077, 9216, 0, 12.077, 13.979, 1.901, 984, 13.979, 15.705, 1.726, 9216, 0, 15.705, 17.331, 1.626, 1350, 17.331, 18.832, 1.501, 6144, 0, 18.832, 20.298, 1.467, 900, 20.298, 20.983, 0.685, 8192, 0,     9.983,
 10, 62, 10, 10, 11.24, 1.24, 12288, 0, 11.24, 13.906, 2.667, 1283, 13.906, 14.937, 1.03, 12288, 0, 14.937, 17.123, 2.186, 1800, 17.123, 18.149, 1.026, 9216, 0, 18.149, 20.327, 2.178, 1350, 20.327, 22.007, 1.68, 12288, 0,    12.007,
 12, 62, 12, 12, 12.923, 0.923, 9216, 0, 12.923, 15.716, 2.794, 996, 15.716, 16.494, 0.778, 9216, 0, 16.494, 18.777, 2.283, 1350, 18.777, 19.514, 0.737, 6144, 0, 19.514, 21.753, 2.239, 900, 21.753, 22.69, 0.936, 8192, 0,    10.690,
 13, 62, 13, 13, 14.216, 1.216, 13312, 0, 14.216, 16.608, 2.392, 1311, 16.608, 17.721, 1.113, 13312, 0, 17.721, 20.084, 2.363, 1950, 20.084, 21.11, 1.027, 9216, 0, 21.11, 23.293, 2.183, 1350, 23.293, 24.319, 1.026, 12288, 0,    11.319,
 14, 62, 14, 14, 15.147, 1.147, 10240, 0, 15.147, 17.611, 2.464, 1040, 17.611, 18.579, 0.968, 10240, 0, 18.579, 20.61, 2.031, 1500, 20.61, 21.907, 1.297, 7168, 0, 21.907, 23.617, 1.71, 1050, 23.617, 25.087, 1.47, 9216, 0,    11.087,
 15, 62, 15, 15, 16.268, 1.268, 12288, 0, 16.268, 18.892, 2.624, 1257, 18.892, 19.918, 1.026, 12288, 0, 19.918, 22.279, 2.36, 1800, 22.279, 23.314, 1.036, 9216, 0, 23.314, 25.498, 2.183, 1350, 25.498, 26.524, 1.026, 12288, 0,    11.524,
 16, 62, 16, 16, 17.199, 1.199, 10240, 0, 17.199, 19.524, 2.325, 1049, 19.524, 20.774, 1.25, 10240, 0, 20.774, 22.592, 1.817, 1500, 22.592, 24.111, 1.519, 7168, 0, 24.111, 25.807, 1.696, 1050, 25.807, 27.292, 1.485, 9216, 0,    11.292,
 17, 62, 17, 17, 18.131, 1.131, 10240, 0, 18.131, 20.898, 2.767, 1095, 20.898, 21.753, 0.856, 10240, 0, 21.753, 24.104, 2.351, 1500, 24.104, 24.91, 0.806, 7168, 0, 24.91, 27.211, 2.301, 1050, 27.211, 28.063, 0.852, 9216, 0,    11.063,
 18, 62, 18, 18, 19.248, 1.248, 12288, 0, 19.248, 21.856, 2.608, 1275, 21.856, 22.886, 1.03, 12288, 0, 22.886, 25.083, 2.197, 1800, 25.083, 26.109, 1.026, 9216, 0, 26.109, 28.292, 2.183, 1350, 28.292, 29.318, 1.026, 12288, 0,    11.318,
 19, 62, 19, 19, 19.996, 0.996, 8192, 0, 19.996, 22.526, 2.531, 896, 22.526, 23.568, 1.042, 8192, 0, 23.568, 25.571, 2.002, 1200, 25.571, 26.792, 1.221, 6144, 0, 26.792, 28.666, 1.874, 900, 28.666, 30.001, 1.335, 8192, 0,    11.001,
 20, 62, 20, 20, 21.123, 1.123, 12288, 0, 21.123, 24.168, 3.045, 1272, 24.168, 25.194, 1.026, 12288, 0, 25.194, 27.376, 2.182, 1800, 27.376, 28.402, 1.026, 9216, 0, 28.402, 30.594, 2.192, 1350, 30.594, 31.62, 1.026, 12288, 0,    11.620,
 21, 62, 21, 21, 22.24, 1.24, 12288, 0, 22.24, 24.866, 2.626, 1277, 24.866, 26.218, 1.352, 12288, 0, 26.218, 28.39, 2.172, 1800, 28.39, 29.425, 1.035, 9216, 0, 29.425, 31.609, 2.184, 1350, 31.609, 32.644, 1.035, 12288, 0,    11.644,
 22, 62, 22, 22, 23.181, 1.181, 10240, 0, 23.181, 26.152, 2.971, 1085, 26.152, 27.071, 0.92, 10240, 0, 27.071, 29.209, 2.138, 1500, 29.209, 30.222, 1.013, 7168, 0, 30.222, 32.294, 2.072, 1050, 32.294, 33.416, 1.122, 9216, 0,    11.416,
 23, 62, 23, 23, 24.112, 1.112, 10240, 0, 24.112, 26.768, 2.656, 1047, 26.768, 27.927, 1.159, 10240, 0, 27.927, 30.217, 2.29, 1500, 30.217, 31.028, 0.811, 7168, 0, 31.028, 33.314, 2.286, 1050, 33.314, 34.184, 0.87, 9216, 0,    11.184,
 24, 62, 24, 24, 25.043, 1.043, 10240, 0, 25.043, 28.102, 3.059, 1073, 28.102, 28.957, 0.855, 10240, 0, 28.957, 31.026, 2.069, 1500, 31.026, 31.833, 0.807, 7168, 0, 31.833, 33.991, 2.158, 1050, 33.991, 34.952, 0.961, 9216, 0,    10.952,
 25, 62, 25, 25, 25.88, 0.88, 9216, 0, 25.88, 28.54, 2.66, 975, 28.54, 29.725, 1.185, 9216, 0, 29.725, 31.868, 2.143, 1350, 31.868, 32.552, 0.685, 6144, 0, 32.552, 34.77, 2.217, 900, 34.77, 35.634, 0.865, 8192, 0,    10.634,
 26, 62, 26, 26, 26.844, 0.844, 9216, 0, 26.844, 29.84, 2.996, 952, 29.84, 30.61, 0.77, 9216, 0, 30.61, 32.662, 2.052, 1350, 32.662, 33.346, 0.685, 6144, 0, 33.346, 35.455, 2.109, 900, 35.455, 36.321, 0.866, 8192, 0,    10.321,
 27, 62, 27, 27, 28.03, 1.03, 11264, 0, 28.03, 30.579, 2.549, 1122, 30.579, 31.551, 0.972, 11264, 0, 31.551, 33.867, 2.316, 1650, 33.867, 34.779, 0.912, 8192, 0, 34.779, 36.711, 1.932, 1200, 36.711, 37.569, 0.857, 10240, 0,    10.569,
 28, 62, 28, 28, 28.868, 0.868, 9216, 0, 28.868, 31.517, 2.649, 923, 31.517, 32.326, 0.809, 9216, 0, 32.326, 34.297, 1.971, 1350, 34.297, 35.468, 1.171, 6144, 0, 35.468, 36.921, 1.453, 900, 36.921, 38.251, 1.331, 8192, 0,    10.251,
 29, 62, 29, 29, 30.03, 1.03, 11264, 0, 30.03, 32.729, 2.699, 1174, 32.729, 33.678, 0.949, 11264, 0, 33.678, 35.866, 2.189, 1650, 35.866, 36.786, 0.92, 8192, 0, 36.786, 38.722, 1.936, 1200, 38.722, 39.577, 0.855, 10240, 0,    10.577,
 30, 62, 30, 30, 30.961, 0.961, 10240, 0, 30.961, 33.394, 2.433, 1033, 33.394, 34.531, 1.137, 10240, 0, 34.531, 36.348, 1.817, 1500, 36.348, 37.589, 1.241, 7168, 0, 37.589, 39.287, 1.699, 1050, 39.287, 40.345, 1.058, 9216, 0,    10.345,
 31, 62, 31, 31, 32.123, 1.123, 12288, 0, 32.123, 34.911, 2.788, 1201, 34.911, 35.937, 1.026, 12288, 0, 35.937, 38.108, 2.172, 1800, 38.108, 39.135, 1.026, 9216, 0, 39.135, 41.334, 2.2, 1350, 41.334, 42.36, 1.026, 12288, 0,    11.360,
 32, 62, 32, 32, 33.24, 1.24, 12288, 0, 33.24, 35.625, 2.385, 1225, 35.625, 36.961, 1.335, 12288, 0, 36.961, 39.142, 2.182, 1800, 39.142, 40.168, 1.026, 9216, 0, 40.168, 42.351, 2.183, 1350, 42.351, 43.384, 1.033, 12288, 0,    11.384,
 33, 62, 33, 33, 34.264, 1.264, 11264, 0, 34.264, 36.999, 2.735, 1142, 36.999, 37.94, 0.941, 11264, 0, 37.94, 40.108, 2.168, 1650, 40.108, 41.086, 0.977, 8192, 0, 41.086, 43.293, 2.208, 1200, 43.293, 44.237, 0.944, 10240, 0,    11.237,
 34, 62, 34, 34, 35.201, 1.201, 10240, 0, 35.201, 37.487, 2.286, 1020, 37.487, 38.793, 1.306, 10240, 0, 38.793, 40.977, 2.183, 1500, 40.977, 41.882, 0.905, 7168, 0, 41.882, 44.05, 2.168, 1050, 44.05, 45.006, 0.956, 9216, 0,    11.006,
 35, 62, 35, 35, 36.319, 1.319, 12288, 0, 36.319, 39.307, 2.989, 1268, 39.307, 40.333, 1.026, 12288, 0, 40.333, 42.515, 2.182, 1800, 42.515, 43.541, 1.026, 9216, 0, 43.541, 45.723, 2.181, 1350, 45.723, 46.749, 1.026, 12288, 0,    11.749,
 36, 62, 36, 36, 37.25, 1.25, 10240, 0, 37.25, 39.352, 2.102, 1024, 39.352, 41.193, 1.841, 10240, 0, 41.193, 43.011, 1.818, 1500, 43.011, 44.338, 1.327, 7168, 0, 44.338, 46.047, 1.709, 1050, 46.047, 47.518, 1.472, 9216, 0,    11.518,
 37, 62, 37, 37, 38.181, 1.181, 10240, 0, 38.181, 41.294, 3.114, 1093, 41.294, 42.15, 0.855, 10240, 0, 42.15, 44.333, 2.183, 1500, 44.333, 45.143, 0.81, 7168, 0, 45.143, 47.421, 2.278, 1050, 47.421, 48.288, 0.867, 9216, 0,    11.288,
 38, 62, 38, 38, 39.112, 1.112, 10240, 0, 39.112, 41.314, 2.203, 1078, 41.314, 43.003, 1.689, 10240, 0, 43.003, 44.829, 1.826, 1500, 44.829, 45.939, 1.111, 7168, 0, 45.939, 47.752, 1.813, 1050, 47.752, 49.058, 1.306, 9216, 0,    11.058,
 40, 62, 40, 40, 41.159, 1.159, 10240, 0, 41.159, 43.293, 2.134, 1082, 43.293, 44.153, 0.86, 10240, 0, 44.153, 46.159, 2.005, 1500, 46.159, 46.961, 0.802, 7168, 0, 46.961, 49.128, 2.167, 1050, 49.128, 49.898, 0.77, 9216, 0,     9.898,
 39, 62, 39, 39, 40.229, 1.229, 12288, 0, 40.229, 43.523, 3.295, 1226, 43.523, 45.177, 1.654, 12288, 0, 45.177, 47.361, 2.183, 1800, 47.361, 48.397, 1.036, 9216, 0, 48.397, 50.58, 2.183, 1350, 50.58, 51.615, 1.035, 12288, 0,    12.615,
 41, 62, 41, 41, 42.09, 1.09, 10240, 0, 42.09, 45.161, 3.07, 1028, 45.161, 46.031, 0.87, 10240, 0, 46.031, 47.988, 1.957, 1500, 47.988, 49.202, 1.214, 7168, 0, 49.202, 50.892, 1.69, 1050, 50.892, 52.383, 1.491, 9216, 0,    11.383,
 43, 62, 43, 43, 43.952, 0.952, 9216, 0, 43.952, 46.932, 2.981, 973, 46.932, 47.74, 0.807, 9216, 0, 47.74, 49.641, 1.901, 1350, 49.641, 50.961, 1.32, 6144, 0, 50.961, 52.424, 1.463, 900, 52.424, 53.111, 0.687, 8192, 0,    10.111,
 42, 62, 42, 42, 43.114, 1.114, 11264, 0, 43.114, 45.636, 2.521, 1162, 45.636, 46.971, 1.335, 11264, 0, 46.971, 49.366, 2.396, 1650, 49.366, 50.279, 0.912, 8192, 0, 50.279, 52.521, 2.242, 1200, 52.521, 53.973, 1.452, 10240, 0,    11.973,
 44, 62, 44, 44, 45.03, 1.03, 11264, 0, 45.03, 47.661, 2.631, 1109, 47.661, 48.678, 1.017, 11264, 0, 48.678, 51.366, 2.687, 1650, 51.366, 52.278, 0.912, 8192, 0, 52.278, 54.377, 2.099, 1200, 54.377, 55.233, 0.855, 10240, 0,    11.233,
 45, 62, 45, 45, 46.148, 1.148, 12288, 0, 46.148, 49.204, 3.056, 1247, 49.204, 50.229, 1.026, 12288, 0, 50.229, 52.404, 2.175, 1800, 52.404, 53.43, 1.026, 9216, 0, 53.43, 55.62, 2.189, 1350, 55.62, 56.645, 1.026, 12288, 0,    11.645,
 46, 62, 46, 46, 47.082, 1.082, 10240, 0, 47.082, 49.528, 2.446, 1027, 49.528, 51.083, 1.554, 10240, 0, 51.083, 53.183, 2.1, 1500, 53.183, 54.227, 1.044, 7168, 0, 54.227, 56.077, 1.85, 1050, 56.077, 57.414, 1.336, 9216, 0,    11.414,
 47, 62, 47, 47, 47.827, 0.827, 8192, 0, 47.827, 50.83, 3.003, 886, 50.83, 51.767, 0.938, 8192, 0, 51.767, 53.858, 2.091, 1200, 53.858, 54.919, 1.061, 6144, 0, 54.919, 57.075, 2.156, 900, 57.075, 58.106, 1.031, 8192, 0,    11.106,
 48, 62, 48, 48, 49.128, 1.128, 12288, 0, 49.128, 51.72, 2.592, 1206, 51.72, 52.791, 1.071, 12288, 0, 52.791, 55.363, 2.572, 1800, 55.363, 56.39, 1.026, 9216, 0, 56.39, 58.563, 2.173, 1350, 58.563, 59.593, 1.03, 12288, 0,    11.593,
 49, 62, 49, 49, 50.159, 1.159, 11264, 0, 50.159, 52.896, 2.736, 1137, 52.896, 53.836, 0.94, 11264, 0, 53.836, 55.857, 2.021, 1650, 55.857, 57.299, 1.443, 8192, 0, 57.299, 59.233, 1.933, 1200, 59.233, 60.446, 1.214, 10240, 0,    11.446,
 50, 62, 50, 50, 51.091, 1.091, 10240, 0, 51.091, 53.552, 2.462, 1009, 53.552, 54.689, 1.137, 10240, 0, 54.689, 57.181, 2.492, 1500, 57.181, 58.096, 0.915, 7168, 0, 58.096, 60.275, 2.179, 1050, 60.275, 61.214, 0.939, 9216, 0,    11.214,
 51, 62, 51, 51, 52.021, 1.021, 10240, 0, 52.021, 54.881, 2.859, 1085, 54.881, 55.745, 0.865, 10240, 0, 55.745, 57.674, 1.928, 1500, 57.674, 58.897, 1.224, 7168, 0, 58.897, 60.93, 2.033, 1050, 60.93, 61.982, 1.052, 9216, 0,    10.982,
 52, 62, 52, 52, 52.952, 0.952, 10240, 0, 52.952, 55.403, 2.452, 1019, 55.403, 56.599, 1.195, 10240, 0, 56.599, 59.016, 2.418, 1500, 59.016, 59.815, 0.798, 7168, 0, 59.815, 61.974, 2.16, 1050, 61.974, 62.754, 0.779, 9216, 0,    10.754,
 53, 62, 53, 53, 53.938, 0.938, 10240, 0, 53.938, 56.854, 2.917, 1083, 56.854, 57.71, 0.856, 10240, 0, 57.71, 59.528, 1.818, 1500, 59.528, 60.611, 1.084, 7168, 0, 60.611, 62.632, 2.021, 1050, 62.632, 63.522, 0.889, 9216, 0,    10.522,
 54, 62, 54, 54, 55.125, 1.125, 12288, 0, 55.125, 57.73, 2.605, 1279, 57.73, 58.756, 1.026, 12288, 0, 58.756, 61.203, 2.447, 1800, 61.203, 62.229, 1.026, 9216, 0, 62.229, 64.412, 2.183, 1350, 64.412, 65.438, 1.026, 12288, 0,    11.438,
 55, 62, 55, 55, 56.249, 1.249, 12288, 0, 56.249, 59.107, 2.859, 1240, 59.107, 60.133, 1.026, 12288, 0, 60.133, 62.314, 2.181, 1800, 62.314, 63.343, 1.028, 9216, 0, 63.343, 65.528, 2.185, 1350, 65.528, 66.554, 1.026, 12288, 0,    11.554,
 56, 62, 56, 56, 57.091, 1.091, 9216, 0, 57.091, 59.396, 2.305, 917, 59.396, 60.909, 1.513, 9216, 0, 60.909, 62.855, 1.946, 1350, 62.855, 64.028, 1.173, 6144, 0, 64.028, 65.877, 1.849, 900, 65.877, 67.236, 1.359, 8192, 0,    11.236,
 57, 62, 57, 57, 58.115, 1.115, 11264, 0, 58.115, 61.203, 3.088, 1147, 61.203, 62.144, 0.94, 11264, 0, 62.144, 64.322, 2.179, 1650, 64.322, 65.235, 0.912, 8192, 0, 65.235, 67.468, 2.233, 1200, 67.468, 68.333, 0.865, 10240, 0,    11.333,
