Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 869, 0, 0, 0.948, 0.948, 11264, 0, 0.948, 2.948, 2, 1189, 2.948, 3.816, 0.868, 11264, 0, 3.816, 5.649, 1.833, 1650, 5.649, 6.47, 0.821, 8192, 0, 6.47, 8.247, 1.776, 1200, 8.247, 9.037, 0.79, 10240, 0,     9.037,
 1, 869, 1, 1, 2.201, 1.201, 14336, 0, 2.201, 4.546, 2.345, 1408, 4.546, 5.651, 1.105, 14336, 0, 5.651, 8, 2.349, 2100, 8, 9.026, 1.026, 10240, 0, 9.026, 11.254, 2.227, 1500, 11.254, 12.279, 1.026, 13312, 0,    11.279,
 2, 869, 2, 2, 3.143, 1.143, 11264, 0, 3.143, 5.099, 1.956, 1164, 5.099, 6.526, 1.427, 11264, 0, 6.526, 8.359, 1.833, 1650, 8.359, 9.845, 1.487, 8192, 0, 9.845, 11.622, 1.776, 1200, 11.622, 13.067, 1.445, 10240, 0,    11.067,
 3, 869, 3, 3, 3.996, 0.996, 10240, 0, 3.996, 6.334, 2.337, 1073, 6.334, 7.314, 0.98, 10240, 0, 7.314, 9.666, 2.352, 1500, 9.666, 10.562, 0.897, 7168, 0, 10.562, 12.822, 2.259, 1050, 12.822, 13.777, 0.955, 9216, 0,    10.777,
 4, 869, 4, 4, 4.947, 0.947, 11264, 0, 4.947, 7.06, 2.113, 1177, 7.06, 8.181, 1.121, 11264, 0, 8.181, 10.195, 2.014, 1650, 10.195, 11.386, 1.192, 8192, 0, 11.386, 13.399, 2.013, 1200, 13.399, 14.564, 1.165, 10240, 0,    10.564,
 5, 869, 5, 5, 5.946, 0.946, 11264, 0, 5.946, 8.274, 2.328, 1165, 8.274, 9.142, 0.868, 11264, 0, 9.142, 11.504, 2.362, 1650, 11.504, 12.326, 0.821, 8192, 0, 12.326, 14.599, 2.273, 1200, 14.599, 15.389, 0.79, 10240, 0,    10.389,
 6, 869, 6, 6, 7.116, 1.116, 13312, 0, 7.116, 9.446, 2.33, 1399, 9.446, 10.472, 1.026, 13312, 0, 10.472, 12.656, 2.184, 1950, 12.656, 13.58, 0.924, 9216, 0, 13.58, 15.595, 2.015, 1350, 15.595, 16.545, 0.95, 12288, 0,    10.545,
 7, 869, 7, 7, 8.142, 1.142, 12288, 0, 8.142, 10.36, 2.218, 1250, 10.36, 11.419, 1.059, 12288, 0, 11.419, 13.514, 2.096, 1800, 13.514, 14.501, 0.987, 9216, 0, 14.501, 16.609, 2.108, 1350, 16.609, 17.556, 0.947, 12288, 0,    10.556,
 8, 869, 8, 8, 8.996, 0.996, 10240, 0, 8.996, 11.19, 2.194, 1047, 11.19, 12.211, 1.022, 10240, 0, 12.211, 14.322, 2.11, 1500, 14.322, 15.218, 0.896, 7168, 0, 15.218, 17.15, 1.932, 1050, 17.15, 18.269, 1.119, 9216, 0,    10.269,
 9, 869, 9, 9, 9.774, 0.774, 9216, 0, 9.774, 12.02, 2.246, 991, 12.02, 12.925, 0.905, 9216, 0, 12.925, 15.014, 2.088, 1350, 15.014, 15.832, 0.819, 6144, 0, 15.832, 17.949, 2.117, 900, 17.949, 18.899, 0.95, 8192, 0,     9.899,
 10, 869, 10, 10, 10.947, 0.947, 11264, 0, 10.947, 13.036, 2.089, 1109, 13.036, 13.914, 0.878, 11264, 0, 13.914, 16.16, 2.246, 1650, 16.16, 16.985, 0.825, 8192, 0, 16.985, 18.926, 1.941, 1200, 18.926, 19.725, 0.798, 10240, 0,     9.725,
 11, 869, 11, 11, 12.04, 1.04, 12288, 0, 12.04, 14.064, 2.024, 1215, 14.064, 15.016, 0.952, 12288, 0, 15.016, 17.02, 2.004, 1800, 17.02, 17.949, 0.929, 9216, 0, 17.949, 19.965, 2.016, 1350, 19.965, 20.913, 0.947, 12288, 0,     9.913,
 12, 869, 12, 12, 13.152, 1.152, 13312, 0, 13.152, 15.459, 2.307, 1389, 15.459, 16.495, 1.036, 13312, 0, 16.495, 18.66, 2.166, 1950, 18.66, 19.584, 0.924, 9216, 0, 19.584, 21.593, 2.009, 1350, 21.593, 22.541, 0.949, 12288, 0,    10.541,
 13, 869, 13, 13, 14.093, 1.093, 11264, 0, 14.093, 16.055, 1.962, 1178, 16.055, 17.367, 1.312, 11264, 0, 17.367, 19.198, 1.831, 1650, 19.198, 20.409, 1.211, 8192, 0, 20.409, 22.193, 1.784, 1200, 22.193, 23.33, 1.137, 10240, 0,    10.330,
 14, 869, 14, 14, 15.287, 1.287, 14336, 0, 15.287, 17.851, 2.564, 1435, 17.851, 18.956, 1.105, 14336, 0, 18.956, 21.286, 2.33, 2100, 21.286, 22.312, 1.026, 10240, 0, 22.312, 24.524, 2.212, 1500, 24.524, 25.55, 1.026, 13312, 0,    11.550,
 15, 869, 15, 15, 16.14, 1.14, 10240, 0, 16.14, 17.896, 1.755, 1055, 17.896, 19.745, 1.849, 10240, 0, 19.745, 21.417, 1.672, 1500, 21.417, 23.038, 1.621, 7168, 0, 23.038, 24.601, 1.563, 1050, 24.601, 26.263, 1.663, 9216, 0,    11.263,
 16, 869, 16, 16, 16.994, 0.994, 10240, 0, 16.994, 19.623, 2.629, 1062, 19.623, 20.541, 0.918, 10240, 0, 20.541, 22.955, 2.414, 1500, 22.955, 23.755, 0.8, 7168, 0, 23.755, 26.097, 2.342, 1050, 26.097, 26.972, 0.876, 9216, 0,    10.972,
 17, 869, 17, 17, 18.209, 1.209, 14336, 0, 18.209, 20.559, 2.349, 1404, 20.559, 21.664, 1.106, 14336, 0, 21.664, 23.997, 2.332, 2100, 23.997, 25.022, 1.026, 10240, 0, 25.022, 27.246, 2.224, 1500, 27.246, 28.272, 1.026, 13312, 0,    11.272,
 18, 869, 18, 18, 18.977, 0.977, 9216, 0, 18.977, 21.221, 2.244, 960, 21.221, 22.375, 1.153, 9216, 0, 22.375, 24.47, 2.096, 1350, 24.47, 25.64, 1.169, 6144, 0, 25.64, 27.434, 1.795, 900, 27.434, 28.902, 1.468, 8192, 0,    10.902,
 19, 869, 19, 19, 20.03, 1.03, 12288, 0, 20.03, 22.581, 2.551, 1209, 22.581, 23.528, 0.947, 12288, 0, 23.528, 26, 2.472, 1800, 26, 26.923, 0.923, 9216, 0, 26.923, 29.261, 2.337, 1350, 29.261, 30.208, 0.947, 12288, 0,    11.208,
 20, 869, 20, 20, 21.054, 1.054, 12288, 0, 21.054, 23.292, 2.238, 1236, 23.292, 24.475, 1.183, 12288, 0, 24.475, 26.47, 1.995, 1800, 26.47, 27.845, 1.375, 9216, 0, 27.845, 29.856, 2.011, 1350, 29.856, 31.163, 1.306, 12288, 0,    11.163,
 21, 869, 21, 21, 21.993, 0.993, 11264, 0, 21.993, 24.524, 2.531, 1163, 24.524, 25.393, 0.869, 11264, 0, 25.393, 27.84, 2.447, 1650, 27.84, 28.67, 0.83, 8192, 0, 28.67, 31.046, 2.376, 1200, 31.046, 31.95, 0.905, 10240, 0,    10.950,
 22, 869, 22, 22, 22.945, 0.945, 11264, 0, 22.945, 25.16, 2.215, 1121, 25.16, 26.263, 1.103, 11264, 0, 26.263, 28.312, 2.049, 1650, 28.312, 29.495, 1.183, 8192, 0, 29.495, 31.634, 2.139, 1200, 31.634, 32.741, 1.107, 10240, 0,    10.741,
 23, 869, 23, 23, 23.948, 0.948, 11264, 0, 23.948, 26.48, 2.532, 1169, 26.48, 27.357, 0.877, 11264, 0, 27.357, 29.673, 2.317, 1650, 29.673, 30.498, 0.825, 8192, 0, 30.498, 32.823, 2.324, 1200, 32.823, 33.614, 0.791, 10240, 0,    10.614,
 24, 869, 24, 24, 25.04, 1.04, 12288, 0, 25.04, 27.164, 2.124, 1203, 27.164, 28.302, 1.138, 12288, 0, 28.302, 30.311, 2.009, 1800, 30.311, 31.42, 1.109, 9216, 0, 31.42, 33.632, 2.212, 1350, 33.632, 34.58, 0.947, 12288, 0,    10.580,
 25, 869, 25, 25, 25.979, 0.979, 11264, 0, 25.979, 28.44, 2.462, 1177, 28.44, 29.309, 0.869, 11264, 0, 29.309, 31.513, 2.204, 1650, 31.513, 32.334, 0.821, 8192, 0, 32.334, 34.6, 2.266, 1200, 34.6, 35.397, 0.797, 10240, 0,    10.397,
 26, 869, 26, 26, 26.86, 0.86, 10240, 0, 26.86, 28.961, 2.1, 1079, 28.961, 30.099, 1.138, 10240, 0, 30.099, 31.978, 1.88, 1500, 31.978, 33.051, 1.072, 7168, 0, 33.051, 35.189, 2.138, 1050, 35.189, 36.106, 0.917, 9216, 0,    10.106,
 27, 869, 27, 27, 27.945, 0.945, 11264, 0, 27.945, 30.342, 2.396, 1131, 30.342, 31.213, 0.871, 11264, 0, 31.213, 33.346, 2.133, 1650, 33.346, 34.167, 0.821, 8192, 0, 34.167, 36.387, 2.22, 1200, 36.387, 37.177, 0.79, 10240, 0,    10.177,
 28, 869, 28, 28, 28.859, 0.859, 10240, 0, 28.859, 30.641, 1.782, 1003, 30.641, 32.001, 1.36, 10240, 0, 32.001, 33.665, 1.664, 1500, 33.665, 34.888, 1.223, 7168, 0, 34.888, 36.743, 1.855, 1050, 36.743, 37.888, 1.145, 9216, 0,     9.888,
 29, 869, 29, 29, 30.201, 1.201, 14336, 0, 30.201, 32.739, 2.539, 1430, 32.739, 33.844, 1.105, 14336, 0, 33.844, 36.168, 2.324, 2100, 36.168, 37.194, 1.026, 10240, 0, 37.194, 39.428, 2.234, 1500, 39.428, 40.459, 1.031, 13312, 0,    11.459,
 30, 869, 30, 30, 31.31, 1.31, 13312, 0, 31.31, 33.602, 2.292, 1378, 33.602, 34.87, 1.268, 13312, 0, 34.87, 37.042, 2.172, 1950, 37.042, 38.116, 1.074, 9216, 0, 38.116, 40.116, 2, 1350, 40.116, 41.412, 1.296, 12288, 0,    11.412,
 31, 869, 31, 31, 32.505, 1.505, 14336, 0, 32.505, 35.094, 2.589, 1409, 35.094, 36.199, 1.105, 14336, 0, 36.199, 38.546, 2.348, 2100, 38.546, 39.573, 1.027, 10240, 0, 39.573, 41.795, 2.221, 1500, 41.795, 42.821, 1.026, 13312, 0,    11.821,
 32, 869, 32, 32, 33.358, 1.358, 10240, 0, 33.358, 35.398, 2.04, 1078, 35.398, 36.992, 1.595, 10240, 0, 36.992, 38.721, 1.728, 1500, 38.721, 40.29, 1.569, 7168, 0, 40.29, 41.85, 1.56, 1050, 41.85, 43.534, 1.684, 9216, 0,    11.534,
