Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 865, 0, 0, 0.924, 0.924, 9216, 0, 0.924, 2.858, 1.935, 1452, 2.858, 3.76, 0.902, 7168, 0, 3.76, 5.636, 1.876, 1050, 5.636, 6.48, 0.844, 9216, 0,     6.480,
 1, 865, 1, 1, 2.128, 1.128, 11264, 0, 2.128, 4.385, 2.256, 1693, 4.385, 5.415, 1.03, 8192, 0, 5.415, 7.565, 2.15, 1200, 7.565, 8.498, 0.933, 10240, 0,     7.498,
 2, 865, 2, 2, 3.06, 1.06, 9216, 0, 3.06, 5.023, 1.963, 1473, 5.023, 6.311, 1.288, 7168, 0, 6.311, 8.177, 1.866, 1050, 8.177, 9.336, 1.159, 9216, 0,     7.336,
 3, 865, 3, 3, 4.195, 1.195, 11264, 0, 4.195, 6.712, 2.516, 1746, 6.712, 7.741, 1.03, 8192, 0, 7.741, 9.873, 2.131, 1200, 9.873, 10.806, 0.933, 10240, 0,     7.806,
 4, 865, 4, 4, 5.117, 1.117, 9216, 0, 5.117, 7.122, 2.005, 1493, 7.122, 8.638, 1.516, 7168, 0, 8.638, 10.506, 1.868, 1050, 10.506, 11.651, 1.146, 9216, 0,     7.651,
 5, 865, 5, 5, 6.039, 1.039, 9216, 0, 6.039, 8.643, 2.605, 1449, 8.643, 9.546, 0.902, 7168, 0, 9.546, 11.759, 2.214, 1050, 11.759, 12.602, 0.843, 9216, 0,     7.602,
 6, 865, 6, 6, 6.968, 0.968, 9216, 0, 6.968, 9.09, 2.122, 1477, 9.09, 10.442, 1.351, 7168, 0, 10.442, 12.373, 1.931, 1050, 12.373, 13.44, 1.067, 9216, 0,     7.440,
 7, 865, 7, 7, 7.821, 0.821, 8192, 0, 7.821, 10.328, 2.507, 1264, 10.328, 11.21, 0.882, 6144, 0, 11.21, 13.378, 2.169, 900, 13.378, 14.192, 0.813, 8192, 0,     7.192,
 8, 865, 8, 8, 8.821, 0.821, 8192, 0, 8.821, 10.737, 1.916, 1235, 10.737, 11.982, 1.245, 6144, 0, 11.982, 13.981, 1.999, 900, 13.981, 14.936, 0.955, 8192, 0,     6.936,
 9, 865, 9, 9, 10.13, 1.13, 11264, 0, 10.13, 12.613, 2.483, 1715, 12.613, 13.643, 1.03, 8192, 0, 13.643, 15.777, 2.134, 1200, 15.777, 16.712, 0.935, 10240, 0,     7.712,
 10, 865, 10, 10, 10.953, 0.953, 8192, 0, 10.953, 12.667, 1.713, 1286, 12.667, 14.411, 1.744, 6144, 0, 14.411, 16.013, 1.602, 900, 16.013, 17.457, 1.444, 8192, 0,     7.457,
 11, 865, 11, 11, 12.129, 1.129, 11264, 0, 12.129, 14.819, 2.69, 1655, 14.819, 15.849, 1.03, 8192, 0, 15.849, 17.991, 2.142, 1200, 17.991, 18.924, 0.933, 10240, 0,     7.924,
 12, 865, 12, 12, 13.051, 1.051, 9216, 0, 13.051, 15.046, 1.995, 1486, 15.046, 16.745, 1.699, 7168, 0, 16.745, 18.612, 1.867, 1050, 18.612, 19.762, 1.15, 9216, 0,     7.762,
 14, 865, 14, 14, 14.997, 0.997, 8192, 0, 14.997, 16.788, 1.791, 1307, 16.788, 17.562, 0.774, 6144, 0, 17.562, 19.595, 2.033, 900, 19.595, 20.514, 0.919, 8192, 0,     6.514,
 13, 865, 13, 13, 14.178, 1.178, 11264, 0, 14.178, 17.149, 2.971, 1744, 17.149, 18.595, 1.446, 8192, 0, 18.595, 20.755, 2.159, 1200, 20.755, 21.687, 0.933, 10240, 0,     8.687,
 15, 865, 15, 15, 15.924, 0.924, 9216, 0, 15.924, 18.761, 2.837, 1480, 18.761, 19.663, 0.902, 7168, 0, 19.663, 21.535, 1.873, 1050, 21.535, 22.531, 0.996, 9216, 0,     7.531,
 16, 865, 16, 16, 16.924, 0.924, 9216, 0, 16.924, 18.959, 2.035, 1355, 18.959, 20.434, 1.475, 6144, 0, 20.434, 22.361, 1.927, 900, 22.361, 23.279, 0.918, 8192, 0,     7.279,
 17, 865, 17, 17, 18.03, 1.03, 10240, 0, 18.03, 20.833, 2.803, 1555, 20.833, 21.744, 0.911, 7168, 0, 21.744, 23.627, 1.884, 1050, 23.627, 24.472, 0.845, 9216, 0,     7.472,
 18, 865, 18, 18, 19.162, 1.162, 11264, 0, 19.162, 21.542, 2.379, 1785, 21.542, 22.768, 1.226, 8192, 0, 22.768, 24.901, 2.134, 1200, 24.901, 25.836, 0.935, 10240, 0,     7.836,
 19, 865, 19, 19, 20.084, 1.084, 9216, 0, 20.084, 22.78, 2.696, 1461, 22.78, 23.685, 0.905, 7168, 0, 23.685, 25.546, 1.861, 1050, 25.546, 26.674, 1.128, 9216, 0,     7.674,
 20, 865, 20, 20, 21.005, 1.005, 9216, 0, 21.005, 23.464, 2.459, 1435, 23.464, 24.581, 1.117, 7168, 0, 24.581, 26.784, 2.203, 1050, 26.784, 27.624, 0.84, 9216, 0,     7.624,
