Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 862, 0, 0, 1.109, 1.109, 14336, 0, 1.109, 3.288, 2.179, 2125, 3.288, 4.32, 1.032, 10240, 0, 4.32, 6.376, 2.056, 1500, 6.376, 7.329, 0.953, 13312, 0,     7.329,
 1, 862, 1, 1, 2.212, 1.212, 14336, 0, 2.212, 4.369, 2.157, 2104, 4.369, 5.399, 1.03, 10240, 0, 5.399, 7.442, 2.043, 1500, 7.442, 8.395, 0.953, 13312, 0,     7.395,
 2, 862, 2, 2, 3.084, 1.084, 11264, 0, 3.084, 5.052, 1.968, 1721, 5.052, 6.218, 1.166, 8192, 0, 6.218, 8.03, 1.812, 1200, 8.03, 9.131, 1.101, 10240, 0,     7.131,
 3, 862, 3, 3, 4.195, 1.195, 14336, 0, 4.195, 6.673, 2.478, 2248, 6.673, 7.806, 1.132, 11264, 0, 7.806, 10.07, 2.264, 1650, 10.07, 11.096, 1.026, 14336, 0,     8.096,
 4, 862, 4, 4, 5.302, 1.302, 14336, 0, 5.302, 7.488, 2.186, 2132, 7.488, 8.835, 1.347, 10240, 0, 8.835, 10.899, 2.064, 1500, 10.899, 12.047, 1.148, 13312, 0,     8.047,
 5, 862, 5, 5, 6.17, 1.17, 11264, 0, 6.17, 8.372, 2.203, 1657, 8.372, 9.654, 1.282, 8192, 0, 9.654, 11.72, 2.065, 1200, 11.72, 12.778, 1.058, 10240, 0,     7.778,
 6, 862, 6, 6, 7.046, 1.046, 11264, 0, 7.046, 9.189, 2.144, 1657, 9.189, 10.474, 1.284, 8192, 0, 10.474, 12.539, 2.066, 1200, 12.539, 13.511, 0.972, 10240, 0,     7.511,
 7, 862, 7, 7, 8.077, 1.077, 13312, 0, 8.077, 10.48, 2.403, 2056, 10.48, 11.51, 1.03, 10240, 0, 11.51, 13.775, 2.265, 1500, 13.775, 14.727, 0.953, 13312, 0,     7.727,
 8, 862, 8, 8, 9.189, 1.189, 14336, 0, 9.189, 11.494, 2.304, 2247, 11.494, 12.639, 1.145, 11264, 0, 12.639, 14.893, 2.254, 1650, 14.893, 15.919, 1.026, 14336, 0,     7.919,
 9, 862, 9, 9, 10.292, 1.292, 14336, 0, 10.292, 12.647, 2.355, 2113, 12.647, 13.677, 1.03, 10240, 0, 13.677, 15.826, 2.15, 1500, 15.826, 16.87, 1.043, 13312, 0,     7.870,
 10, 862, 10, 10, 11.159, 1.159, 11264, 0, 11.159, 13.211, 2.052, 1657, 13.211, 14.496, 1.285, 8192, 0, 14.496, 16.535, 2.039, 1200, 16.535, 17.601, 1.066, 10240, 0,     7.601,
 11, 862, 11, 11, 11.947, 0.947, 10240, 0, 11.947, 14.321, 2.374, 1633, 14.321, 15.318, 0.996, 8192, 0, 15.318, 17.482, 2.164, 1200, 17.482, 18.332, 0.85, 10240, 0,     7.332,
 12, 862, 12, 12, 12.951, 0.951, 12288, 0, 12.951, 15.127, 2.177, 1869, 15.127, 16.241, 1.114, 9216, 0, 16.241, 18.38, 2.139, 1350, 18.38, 19.27, 0.89, 12288, 0,     7.270,
 13, 862, 13, 13, 13.947, 0.947, 12288, 0, 13.947, 16.26, 2.312, 1880, 16.26, 17.195, 0.936, 9216, 0, 17.195, 19.328, 2.133, 1350, 19.328, 20.208, 0.88, 12288, 0,     7.208,
 14, 862, 14, 14, 15.026, 1.026, 13312, 0, 15.026, 17.244, 2.218, 2064, 17.244, 18.274, 1.03, 10240, 0, 18.274, 20.434, 2.16, 1500, 20.434, 21.387, 0.953, 13312, 0,     7.387,
 15, 862, 15, 15, 15.817, 0.817, 10240, 0, 15.817, 17.902, 2.085, 1601, 17.902, 19.093, 1.191, 8192, 0, 19.093, 20.968, 1.876, 1200, 20.968, 22.119, 1.15, 10240, 0,     7.119,
 16, 862, 16, 16, 16.79, 0.79, 10240, 0, 16.79, 18.913, 2.123, 1612, 18.913, 19.912, 0.999, 8192, 0, 19.912, 22.075, 2.163, 1200, 22.075, 22.856, 0.781, 10240, 0,     6.856,
 17, 862, 17, 17, 17.947, 0.947, 12288, 0, 17.947, 19.824, 1.877, 1830, 19.824, 20.833, 1.01, 9216, 0, 20.833, 22.815, 1.981, 1350, 22.815, 23.734, 0.919, 12288, 0,     6.734,
 18, 862, 18, 18, 18.875, 0.875, 11264, 0, 18.875, 20.665, 1.79, 1709, 20.665, 21.653, 0.988, 8192, 0, 21.653, 23.715, 2.063, 1200, 23.715, 24.465, 0.75, 10240, 0,     6.465,
 19, 862, 19, 19, 20.109, 1.109, 14336, 0, 20.109, 22.327, 2.217, 2149, 22.327, 23.357, 1.03, 10240, 0, 23.357, 25.4, 2.044, 1500, 25.4, 26.353, 0.953, 13312, 0,     7.353,
 20, 862, 20, 20, 20.976, 0.976, 11264, 0, 20.976, 22.708, 1.732, 1689, 22.708, 24.176, 1.468, 8192, 0, 24.176, 25.825, 1.649, 1200, 25.825, 27.089, 1.264, 10240, 0,     7.089,
 21, 862, 21, 21, 21.869, 0.869, 11264, 0, 21.869, 24.151, 2.282, 1779, 24.151, 24.995, 0.844, 8192, 0, 24.995, 27.06, 2.065, 1200, 27.06, 27.821, 0.761, 10240, 0,     6.821,
 22, 862, 22, 22, 23.031, 1.031, 13312, 0, 23.031, 25.091, 2.059, 1997, 25.091, 26.018, 0.927, 9216, 0, 26.018, 27.87, 1.852, 1350, 27.87, 28.753, 0.883, 12288, 0,     6.753,
 23, 862, 23, 23, 23.898, 0.898, 11264, 0, 23.898, 25.921, 2.023, 1726, 25.921, 26.837, 0.917, 8192, 0, 26.837, 28.703, 1.866, 1200, 28.703, 29.485, 0.782, 10240, 0,     6.485,
 24, 862, 24, 24, 25.036, 1.036, 13312, 0, 25.036, 27.134, 2.098, 1992, 27.134, 28.062, 0.928, 9216, 0, 28.062, 29.911, 1.849, 1350, 29.911, 30.799, 0.888, 12288, 0,     6.799,
 25, 862, 25, 25, 26.07, 1.07, 13312, 0, 26.07, 28.094, 2.025, 1975, 28.094, 29.025, 0.93, 9216, 0, 29.025, 30.869, 1.844, 1350, 30.869, 31.752, 0.883, 12288, 0,     6.752,
 26, 862, 26, 26, 27.015, 1.015, 12288, 0, 27.015, 29.139, 2.125, 1941, 29.139, 30.069, 0.93, 9216, 0, 30.069, 31.924, 1.854, 1350, 31.924, 32.81, 0.886, 12288, 0,     6.810,
 27, 862, 27, 27, 28.197, 1.197, 15360, 0, 28.197, 30.58, 2.383, 2324, 30.58, 31.712, 1.132, 11264, 0, 31.712, 33.961, 2.249, 1650, 33.961, 34.987, 1.026, 14336, 0,     7.987,
 28, 862, 28, 28, 29.149, 1.149, 12288, 0, 29.149, 30.994, 1.846, 1809, 30.994, 32.634, 1.64, 9216, 0, 32.634, 34.491, 1.858, 1350, 34.491, 35.873, 1.382, 12288, 0,     7.873,
 29, 862, 29, 29, 30.021, 1.021, 11264, 0, 30.021, 32.309, 2.288, 1671, 32.309, 33.453, 1.144, 8192, 0, 33.453, 35.608, 2.155, 1200, 35.608, 36.605, 0.997, 10240, 0,     7.605,
 30, 862, 30, 30, 30.809, 0.809, 10240, 0, 30.809, 32.602, 1.793, 1564, 32.602, 34.17, 1.568, 7168, 0, 34.17, 35.927, 1.758, 1050, 35.927, 37.263, 1.335, 9216, 0,     7.263,
 31, 862, 31, 31, 32.036, 1.036, 13312, 0, 32.036, 34.421, 2.386, 2060, 34.421, 35.451, 1.03, 10240, 0, 35.451, 37.659, 2.208, 1500, 37.659, 38.612, 0.953, 13312, 0,     7.612,
 32, 862, 32, 32, 33.068, 1.068, 13312, 0, 33.068, 35.175, 2.108, 2058, 35.175, 36.475, 1.3, 10240, 0, 36.475, 38.526, 2.051, 1500, 38.526, 39.563, 1.037, 13312, 0,     7.563,
 33, 862, 33, 33, 34.176, 1.176, 14336, 0, 34.176, 36.721, 2.545, 2243, 36.721, 37.859, 1.138, 11264, 0, 37.859, 40.116, 2.257, 1650, 40.116, 41.148, 1.032, 14336, 0,     8.148,
 34, 862, 34, 34, 35.199, 1.199, 13312, 0, 35.199, 37.214, 2.015, 1952, 37.214, 38.781, 1.566, 9216, 0, 38.781, 40.626, 1.845, 1350, 40.626, 42.026, 1.4, 12288, 0,     8.026,
 35, 862, 35, 35, 36.145, 1.145, 12288, 0, 36.145, 38.64, 2.495, 1872, 38.64, 39.703, 1.063, 9216, 0, 39.703, 41.967, 2.264, 1350, 41.967, 42.907, 0.94, 12288, 0,     7.907,
 36, 862, 36, 36, 37.17, 1.17, 13312, 0, 37.17, 39.296, 2.126, 2017, 39.296, 40.726, 1.43, 10240, 0, 40.726, 42.777, 2.051, 1500, 42.777, 43.867, 1.09, 13312, 0,     7.867,
 37, 862, 37, 37, 38.046, 1.046, 11264, 0, 38.046, 40.469, 2.423, 1784, 40.469, 41.546, 1.077, 8192, 0, 41.546, 43.621, 2.076, 1200, 43.621, 44.599, 0.978, 10240, 0,     7.599,
 38, 862, 38, 38, 38.991, 0.991, 12288, 0, 38.991, 41.277, 2.286, 1932, 41.277, 42.467, 1.191, 9216, 0, 42.467, 44.63, 2.162, 1350, 44.63, 45.51, 0.88, 12288, 0,     7.510,
 39, 862, 39, 39, 40.034, 1.034, 13312, 0, 40.034, 42.618, 2.584, 2096, 42.618, 43.648, 1.03, 10240, 0, 43.648, 45.708, 2.06, 1500, 45.708, 46.661, 0.953, 13312, 0,     7.661,
 40, 862, 40, 40, 41.14, 1.14, 14336, 0, 41.14, 43.58, 2.44, 2228, 43.58, 44.775, 1.194, 11264, 0, 44.775, 47.026, 2.252, 1650, 47.026, 48.052, 1.026, 14336, 0,     8.052,
 41, 862, 41, 41, 42.243, 1.243, 14336, 0, 42.243, 44.797, 2.554, 2124, 44.797, 45.829, 1.032, 10240, 0, 45.829, 47.89, 2.062, 1500, 47.89, 49.003, 1.113, 13312, 0,     8.003,
 42, 862, 42, 42, 43.188, 1.188, 12288, 0, 43.188, 45.499, 2.31, 1871, 45.499, 46.75, 1.252, 9216, 0, 46.75, 48.872, 2.121, 1350, 48.872, 49.884, 1.012, 12288, 0,     7.884,
 43, 862, 43, 43, 44.291, 1.291, 14336, 0, 44.291, 47.068, 2.777, 2215, 47.068, 48.2, 1.132, 11264, 0, 48.2, 50.461, 2.261, 1650, 50.461, 51.496, 1.036, 14336, 0,     8.496,
 44, 862, 44, 44, 45.246, 1.246, 12288, 0, 45.246, 47.49, 2.244, 1928, 47.49, 49.122, 1.631, 9216, 0, 49.122, 50.96, 1.838, 1350, 50.96, 52.374, 1.414, 12288, 0,     8.374,
 45, 862, 45, 45, 46.036, 1.036, 10240, 0, 46.036, 48.767, 2.731, 1638, 48.767, 49.941, 1.174, 8192, 0, 49.941, 52.102, 2.161, 1200, 52.102, 53.113, 1.011, 10240, 0,     8.113,
 46, 862, 46, 46, 47.217, 1.217, 15360, 0, 47.217, 49.829, 2.612, 2281, 49.829, 51.073, 1.244, 11264, 0, 51.073, 53.331, 2.258, 1650, 53.331, 54.357, 1.026, 14336, 0,     8.357,
 47, 862, 47, 47, 48.084, 1.084, 11264, 0, 48.084, 50.523, 2.44, 1713, 50.523, 51.892, 1.368, 8192, 0, 51.892, 53.754, 1.862, 1200, 53.754, 55.088, 1.334, 10240, 0,     8.088,
 48, 862, 48, 48, 49.108, 1.108, 13312, 0, 49.108, 51.909, 2.801, 2029, 51.909, 52.948, 1.038, 10240, 0, 52.948, 55.382, 2.434, 1500, 55.382, 56.344, 0.962, 13312, 0,     8.344,
 49, 862, 49, 49, 49.896, 0.896, 10240, 0, 49.896, 52.181, 2.286, 1617, 52.181, 53.767, 1.585, 8192, 0, 53.767, 55.408, 1.641, 1200, 55.408, 57.084, 1.676, 10240, 0,     8.084,
 50, 862, 50, 50, 50.947, 0.947, 12288, 0, 50.947, 53.825, 2.877, 1868, 53.825, 54.752, 0.928, 9216, 0, 54.752, 57.239, 2.487, 1350, 57.239, 58.119, 0.88, 12288, 0,     8.119,
 51, 862, 51, 51, 51.954, 0.954, 12288, 0, 51.954, 54.144, 2.19, 1914, 54.144, 55.674, 1.53, 9216, 0, 55.674, 57.516, 1.843, 1350, 57.516, 58.997, 1.48, 12288, 0,     7.997,
 52, 862, 52, 52, 53.036, 1.036, 13312, 0, 53.036, 55.876, 2.84, 2001, 55.876, 56.906, 1.03, 10240, 0, 56.906, 59.304, 2.397, 1500, 59.304, 60.256, 0.953, 13312, 0,     8.256,
 53, 862, 53, 53, 54.061, 1.061, 13312, 0, 54.061, 56.187, 2.125, 1993, 56.187, 57.828, 1.641, 9216, 0, 57.828, 59.673, 1.846, 1350, 59.673, 61.137, 1.464, 12288, 0,     8.137,
 55, 862, 55, 55, 56.036, 1.036, 10240, 0, 56.036, 57.852, 1.816, 1624, 57.852, 58.677, 0.825, 8192, 0, 58.677, 60.944, 2.267, 1200, 60.944, 61.869, 0.925, 10240, 0,     6.869,
 54, 862, 54, 54, 55.243, 1.243, 15360, 0, 55.243, 58.258, 3.015, 2323, 58.258, 59.803, 1.546, 11264, 0, 59.803, 62.074, 2.271, 1650, 62.074, 63.1, 1.026, 14336, 0,     9.100,
 57, 862, 57, 57, 58.094, 1.094, 11264, 0, 58.094, 60.02, 1.926, 1701, 60.02, 60.854, 0.834, 8192, 0, 60.854, 62.592, 1.738, 1200, 62.592, 63.839, 1.247, 10240, 0,     6.839,
 56, 862, 56, 56, 57.225, 1.225, 15360, 0, 57.225, 60.237, 3.012, 2312, 60.237, 61.981, 1.744, 11264, 0, 61.981, 64.33, 2.349, 1650, 64.33, 65.356, 1.026, 14336, 0,     9.356,
 58, 862, 58, 58, 58.882, 0.882, 10240, 0, 58.882, 61.697, 2.815, 1636, 61.697, 62.8, 1.103, 8192, 0, 62.8, 64.432, 1.632, 1200, 64.432, 66.088, 1.655, 10240, 0,     8.088,
 59, 862, 59, 59, 59.873, 0.873, 11264, 0, 59.873, 61.966, 2.094, 1687, 61.966, 63.622, 1.656, 8192, 0, 63.622, 65.975, 2.354, 1200, 65.975, 66.819, 0.844, 10240, 0,     7.819,
 61, 862, 61, 61, 61.977, 0.977, 11264, 0, 61.977, 63.796, 1.819, 1756, 63.796, 64.624, 0.828, 8192, 0, 64.624, 66.257, 1.633, 1200, 66.257, 67.554, 1.297, 10240, 0,     6.554,
