Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 5, 0, 0, 0.868, 0.868, 11264, 0, 0.868, 1.42, 0.552, 552, 1.42, 2.242, 0.821, 16384, 0, 2.242, 3.114, 0.872, 1280, 3.114, 3.948, 0.834, 8192, 0, 3.948, 5.143, 1.195, 1200, 5.143, 5.876, 0.733, 5120, 0, 5.876, 6.376, 0.499, 500, 6.376, 6.524, 0.148, 2048, 0,     6.524,
 1, 5, 1, 1, 1.79, 0.79, 10240, 0, 1.79, 2.352, 0.563, 548, 2.352, 3.174, 0.821, 16384, 0, 3.174, 4.026, 0.853, 1280, 4.026, 4.854, 0.828, 8192, 0, 4.854, 6.35, 1.496, 1200, 6.35, 7.093, 0.743, 5120, 0, 7.093, 7.601, 0.508, 500, 7.601, 7.749, 0.148, 2048, 0,     6.749,
 2, 5, 2, 2, 3.026, 1.026, 13312, 0, 3.026, 3.712, 0.686, 686, 3.712, 4.738, 1.026, 20480, 0, 4.738, 5.804, 1.066, 1600, 5.804, 6.834, 1.03, 10240, 0, 6.834, 8.349, 1.515, 1500, 8.349, 9.228, 0.88, 6144, 0, 9.228, 9.827, 0.599, 600, 9.827, 10.049, 0.222, 3072, 0,     8.049,
 3, 5, 3, 3, 3.973, 0.973, 12288, 0, 3.973, 4.607, 0.634, 637, 4.607, 5.71, 1.103, 19456, 0, 5.71, 6.828, 1.117, 1520, 6.828, 7.755, 0.927, 9216, 0, 7.755, 9.716, 1.961, 1350, 9.716, 10.601, 0.885, 6144, 0, 10.601, 11.206, 0.605, 600, 11.206, 11.427, 0.221, 3072, 0,     8.427,
 4, 5, 4, 4, 4.87, 0.87, 11264, 0, 4.87, 5.451, 0.581, 583, 5.451, 6.581, 1.129, 17408, 0, 6.581, 7.734, 1.153, 1360, 7.734, 8.574, 0.84, 8192, 0, 8.574, 10.924, 2.35, 1200, 10.924, 11.658, 0.734, 5120, 0, 11.658, 12.167, 0.509, 500, 12.167, 12.321, 0.154, 2048, 0,     8.321,
 5, 5, 5, 5, 5.79, 0.79, 10240, 0, 5.79, 6.327, 0.537, 538, 6.327, 7.4, 1.073, 16384, 0, 7.4, 8.587, 1.187, 1280, 8.587, 9.412, 0.825, 8192, 0, 9.412, 12.125, 2.714, 1200, 12.125, 12.859, 0.733, 5120, 0, 12.859, 13.358, 0.499, 500, 13.358, 13.506, 0.148, 2048, 0,     8.506,
 6, 5, 6, 6, 6.947, 0.947, 12288, 0, 6.947, 7.569, 0.622, 622, 7.569, 8.493, 0.924, 18432, 0, 8.493, 9.546, 1.054, 1440, 9.546, 10.474, 0.927, 9216, 0, 10.474, 13.474, 3.001, 1350, 13.474, 14.354, 0.88, 6144, 0, 14.354, 14.953, 0.599, 600, 14.953, 15.182, 0.229, 3072, 0,     9.182,
 7, 5, 7, 7, 8.184, 1.184, 15360, 0, 8.184, 8.934, 0.75, 751, 8.934, 10.062, 1.128, 22528, 0, 10.062, 11.247, 1.185, 1760, 11.247, 12.379, 1.132, 11264, 0, 12.379, 15.133, 2.754, 1650, 15.133, 16.165, 1.032, 7168, 0, 16.165, 16.864, 0.699, 700, 16.864, 17.085, 0.221, 3072, 0,    10.085,
 8, 5, 8, 8, 8.975, 0.975, 10240, 0, 8.975, 9.5, 0.525, 525, 9.5, 10.831, 1.331, 15360, 0, 10.831, 12.046, 1.215, 1200, 12.046, 13.096, 1.05, 7168, 0, 13.096, 16.185, 3.089, 1050, 16.185, 16.781, 0.596, 4096, 0, 16.781, 17.264, 0.483, 400, 17.264, 17.413, 0.149, 2048, 0,     9.413,
 9, 5, 9, 9, 9.869, 0.869, 11264, 0, 9.869, 10.432, 0.563, 564, 10.432, 11.65, 1.218, 16384, 0, 11.65, 12.911, 1.26, 1280, 12.911, 13.915, 1.005, 8192, 0, 13.915, 17.384, 3.469, 1200, 17.384, 18.117, 0.733, 5120, 0, 18.117, 18.62, 0.503, 500, 18.62, 18.768, 0.148, 2048, 0,     9.768,
