Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 10, 0, 0, 0.957, 0.957, 13312, 0, 0.957, 1.654, 0.697, 697, 1.654, 2.587, 0.933, 20480, 0, 2.587, 4.587, 2, 3000, 4.587, 5.477, 0.89, 13312, 0, 5.477, 6.793, 1.316, 1300, 6.793, 7.046, 0.254, 7168, 0, 7.046, 7.752, 0.705, 1400, 7.752, 7.87, 0.118, 5120, 0,     7.870,
 1, 10, 1, 1, 1.965, 0.965, 13312, 0, 1.965, 2.63, 0.665, 666, 2.63, 3.526, 0.896, 19456, 0, 3.526, 6.492, 2.966, 2850, 6.492, 7.311, 0.819, 12288, 0, 7.311, 8.51, 1.199, 1200, 8.51, 8.724, 0.214, 6144, 0, 8.724, 9.341, 0.616, 1200, 9.341, 9.452, 0.111, 5120, 0,     8.452,
 2, 10, 2, 2, 3.04, 1.04, 14336, 0, 3.04, 3.776, 0.737, 737, 3.776, 4.805, 1.029, 22528, 0, 4.805, 8.691, 3.886, 3300, 8.691, 9.647, 0.956, 14336, 0, 9.647, 11.047, 1.399, 1400, 11.047, 11.296, 0.249, 7168, 0, 11.296, 11.992, 0.697, 1400, 11.992, 12.109, 0.116, 5120, 0,    10.109,
 3, 10, 3, 3, 3.854, 0.854, 11264, 0, 3.854, 4.467, 0.613, 598, 4.467, 5.599, 1.132, 17408, 0, 5.599, 10.406, 4.807, 2550, 10.406, 11.157, 0.751, 11264, 0, 11.157, 12.267, 1.11, 1100, 12.267, 12.481, 0.214, 6144, 0, 12.481, 13.093, 0.612, 1200, 13.093, 13.204, 0.111, 5120, 0,    10.204,
 4, 10, 4, 4, 5.176, 1.176, 16384, 0, 5.176, 6.005, 0.829, 830, 6.005, 7.125, 1.119, 24576, 0, 7.125, 12.806, 5.681, 3600, 12.806, 13.898, 1.092, 16384, 0, 13.898, 15.508, 1.61, 1600, 15.508, 15.793, 0.284, 8192, 0, 15.793, 16.609, 0.816, 1600, 16.609, 16.741, 0.133, 6144, 0,    12.741,
 5, 10, 5, 5, 6.201, 1.201, 14336, 0, 6.201, 6.952, 0.752, 737, 6.952, 8.149, 1.196, 22528, 0, 8.149, 15.02, 6.871, 3300, 15.02, 15.978, 0.958, 14336, 0, 15.978, 17.384, 1.406, 1400, 17.384, 17.633, 0.249, 7168, 0, 17.633, 18.333, 0.7, 1400, 18.333, 18.444, 0.111, 5120, 0,    13.444,
 6, 10, 6, 6, 7.152, 1.152, 13312, 0, 7.152, 7.804, 0.651, 652, 7.804, 9.042, 1.238, 19456, 0, 9.042, 16.919, 7.877, 2850, 16.919, 17.739, 0.819, 12288, 0, 17.739, 18.938, 1.2, 1200, 18.938, 19.152, 0.214, 6144, 0, 19.152, 19.771, 0.619, 1200, 19.771, 19.882, 0.111, 5120, 0,    13.882,
 7, 10, 7, 7, 8.176, 1.176, 14336, 0, 8.176, 8.9, 0.723, 723, 8.9, 10.026, 1.126, 21504, 0, 10.026, 19.019, 8.993, 3150, 19.019, 19.975, 0.956, 14336, 0, 19.975, 21.368, 1.394, 1400, 21.368, 21.618, 0.249, 7168, 0, 21.618, 22.317, 0.7, 1400, 22.317, 22.428, 0.111, 5120, 0,    15.428,
 8, 10, 8, 8, 9.203, 1.203, 14336, 0, 9.203, 9.921, 0.718, 719, 9.921, 11.007, 1.085, 21504, 0, 11.007, 21.118, 10.112, 3150, 21.118, 22.074, 0.956, 14336, 0, 22.074, 23.474, 1.399, 1400, 23.474, 23.723, 0.249, 7168, 0, 23.723, 24.442, 0.719, 1400, 24.442, 24.553, 0.111, 5120, 0,    16.553,
 9, 10, 9, 9, 10.373, 1.373, 16384, 0, 10.373, 11.186, 0.813, 813, 11.186, 12.311, 1.125, 24576, 0, 12.311, 23.518, 11.207, 3600, 23.518, 24.616, 1.098, 16384, 0, 24.616, 26.226, 1.61, 1600, 26.226, 26.518, 0.291, 8192, 0, 26.518, 27.334, 0.817, 1600, 27.334, 27.467, 0.133, 6144, 0,    18.467,
 10, 10, 10, 10, 11.397, 1.397, 14336, 0, 11.397, 12.115, 0.719, 716, 12.115, 13.289, 1.173, 21504, 0, 13.289, 25.625, 12.336, 3150, 25.625, 26.584, 0.959, 14336, 0, 26.584, 27.995, 1.411, 1400, 27.995, 28.244, 0.249, 7168, 0, 28.244, 28.948, 0.705, 1400, 28.948, 29.062, 0.114, 5120, 0,    19.062,
