Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 15, 0, 0, 0.774, 0.774, 9216, 0, 0.774, 1.266, 0.492, 493, 1.266, 2.027, 0.76, 14336, 0, 2.027, 3.426, 1.4, 2100, 3.426, 4.143, 0.716, 9216, 0, 4.143, 5.054, 0.911, 900, 5.054, 5.268, 0.214, 5120, 0, 5.268, 5.759, 0.491, 1000, 5.759, 5.859, 0.1, 4096, 0,     5.859,
 1, 15, 1, 1, 1.859, 0.859, 10240, 0, 1.859, 2.363, 0.503, 504, 2.363, 3.173, 0.81, 15360, 0, 3.173, 4.94, 1.767, 2250, 4.94, 5.729, 0.79, 10240, 0, 5.729, 6.745, 1.015, 1000, 6.745, 6.954, 0.21, 5120, 0, 6.954, 7.452, 0.498, 1000, 7.452, 7.552, 0.1, 4096, 0,     6.552,
 2, 15, 2, 2, 2.947, 0.947, 11264, 0, 2.947, 3.5, 0.553, 551, 3.5, 4.364, 0.864, 16384, 0, 4.364, 6.539, 2.175, 2400, 6.539, 7.329, 0.79, 10240, 0, 7.329, 8.329, 1, 1000, 8.329, 8.535, 0.207, 5120, 0, 8.535, 9.054, 0.518, 1000, 9.054, 9.154, 0.1, 4096, 0,     7.154,
 3, 15, 3, 3, 3.948, 0.948, 11264, 0, 3.948, 4.503, 0.556, 558, 4.503, 5.368, 0.864, 16384, 0, 5.368, 8.143, 2.775, 2400, 8.143, 8.941, 0.798, 10240, 0, 8.941, 9.941, 1, 1000, 9.941, 10.148, 0.207, 5120, 0, 10.148, 10.648, 0.5, 1000, 10.648, 10.748, 0.1, 4096, 0,     7.748,
 4, 15, 4, 4, 4.864, 0.864, 10240, 0, 4.864, 5.407, 0.543, 544, 5.407, 6.272, 0.864, 16384, 0, 6.272, 9.743, 3.471, 2400, 9.743, 10.533, 0.79, 10240, 0, 10.533, 11.541, 1.008, 1000, 11.541, 11.755, 0.214, 5120, 0, 11.755, 12.255, 0.5, 1000, 12.255, 12.355, 0.1, 4096, 0,     8.355,
 5, 15, 5, 5, 5.861, 0.861, 10240, 0, 5.861, 6.361, 0.499, 500, 6.361, 7.18, 0.82, 15360, 0, 7.18, 11.246, 4.066, 2250, 11.246, 12.038, 0.792, 10240, 0, 12.038, 13.045, 1.006, 1000, 13.045, 13.251, 0.207, 5120, 0, 13.251, 13.751, 0.5, 1000, 13.751, 13.851, 0.1, 4096, 0,     8.851,
 6, 15, 6, 6, 6.774, 0.774, 9216, 0, 6.774, 7.269, 0.495, 495, 7.269, 8.026, 0.757, 14336, 0, 8.026, 12.663, 4.637, 2100, 12.663, 13.373, 0.711, 9216, 0, 13.373, 14.273, 0.9, 900, 14.273, 14.48, 0.207, 5120, 0, 14.48, 14.989, 0.509, 1000, 14.989, 15.089, 0.1, 4096, 0,     9.089,
 7, 15, 7, 7, 8.201, 1.201, 14336, 0, 8.201, 8.91, 0.709, 710, 8.91, 10.046, 1.136, 21504, 0, 10.046, 14.765, 4.72, 3150, 14.765, 15.87, 1.105, 14336, 0, 15.87, 17.274, 1.404, 1400, 17.274, 17.565, 0.29, 7168, 0, 17.565, 18.261, 0.697, 1400, 18.261, 18.388, 0.127, 5120, 0,    11.388,
 8, 15, 8, 8, 9.227, 1.227, 12288, 0, 9.227, 9.847, 0.62, 608, 9.847, 11.017, 1.169, 18432, 0, 11.017, 16.574, 5.558, 2700, 16.574, 17.521, 0.947, 12288, 0, 17.521, 18.721, 1.199, 1200, 18.721, 18.969, 0.248, 6144, 0, 18.969, 19.583, 0.614, 1200, 19.583, 19.708, 0.125, 5120, 0,    11.708,
 9, 15, 9, 9, 10.251, 1.251, 12288, 0, 10.251, 10.878, 0.626, 627, 10.878, 11.987, 1.109, 18432, 0, 11.987, 18.376, 6.389, 2700, 18.376, 19.323, 0.947, 12288, 0, 19.323, 20.534, 1.211, 1200, 20.534, 20.784, 0.25, 6144, 0, 20.784, 21.392, 0.607, 1200, 21.392, 21.517, 0.125, 5120, 0,    12.517,
