Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 9, 0, 0, 0.681, 0.681, 11264, 0, 0.681, 1.505, 0.824, 578, 1.505, 2.149, 0.644, 17408, 0, 2.149, 2.916, 0.768, 1360, 2.916, 3.598, 0.682, 8192, 0, 3.598, 4.28, 0.683, 1200, 4.28, 4.812, 0.532, 5120, 0, 4.812, 5.458, 0.646, 1000, 5.458, 5.769, 0.311, 4096, 0,     5.769,
 1, 9, 1, 1, 1.915, 0.915, 15360, 0, 1.915, 3.108, 1.193, 759, 3.108, 4.013, 0.905, 22528, 0, 4.013, 5.056, 1.044, 1760, 5.056, 6.092, 1.036, 11264, 0, 6.092, 6.94, 0.848, 1650, 6.94, 7.678, 0.738, 7168, 0, 7.678, 8.487, 0.809, 1400, 8.487, 8.914, 0.426, 5120, 0,     7.914,
 2, 9, 2, 2, 2.971, 0.971, 13312, 0, 2.971, 3.954, 0.983, 690, 3.954, 4.943, 0.989, 20480, 0, 4.943, 6.245, 1.302, 1600, 6.245, 7.052, 0.807, 10240, 0, 7.052, 7.83, 0.778, 1500, 7.83, 8.461, 0.631, 6144, 0, 8.461, 9.179, 0.718, 1200, 9.179, 9.559, 0.38, 5120, 0,     7.559,
 3, 9, 3, 3, 3.873, 0.873, 12288, 0, 3.873, 4.762, 0.889, 649, 4.762, 5.889, 1.127, 19456, 0, 5.889, 7.11, 1.221, 1520, 7.11, 7.895, 0.785, 9216, 0, 7.895, 8.606, 0.711, 1350, 8.606, 9.251, 0.644, 6144, 0, 9.251, 9.966, 0.716, 1200, 9.966, 10.451, 0.484, 5120, 0,     7.451,
 4, 9, 4, 4, 4.677, 0.677, 12288, 0, 4.677, 5.531, 0.854, 606, 5.531, 6.767, 1.236, 18432, 0, 6.767, 7.929, 1.162, 1440, 7.929, 8.632, 0.703, 9216, 0, 8.632, 9.403, 0.771, 1350, 9.403, 10.145, 0.742, 6144, 0, 10.145, 10.999, 0.855, 1200, 10.999, 11.428, 0.429, 5120, 0,     7.428,
 5, 9, 5, 5, 5.889, 0.889, 15360, 0, 5.889, 6.786, 0.897, 753, 6.786, 7.772, 0.987, 22528, 0, 7.772, 8.905, 1.133, 1760, 8.905, 9.74, 0.835, 11264, 0, 9.74, 10.943, 1.203, 1650, 10.943, 11.726, 0.783, 7168, 0, 11.726, 12.785, 1.058, 1400, 12.785, 13.176, 0.391, 5120, 0,     8.176,
 6, 9, 6, 6, 6.997, 0.997, 14336, 0, 6.997, 8.24, 1.243, 732, 8.24, 9.425, 1.185, 21504, 0, 9.425, 10.382, 0.957, 1680, 10.382, 11.256, 0.874, 10240, 0, 11.256, 12.256, 1, 1500, 12.256, 13.082, 0.826, 6144, 0, 13.082, 13.84, 0.757, 1200, 13.84, 14.337, 0.497, 5120, 0,     8.337,
 7, 9, 7, 7, 7.801, 0.801, 11264, 0, 7.801, 8.926, 1.126, 578, 8.926, 10.263, 1.337, 17408, 0, 10.263, 11.307, 1.044, 1360, 11.307, 11.988, 0.681, 8192, 0, 11.988, 12.997, 1.009, 1200, 12.997, 13.767, 0.77, 5120, 0, 13.767, 14.446, 0.678, 1000, 14.446, 14.808, 0.363, 4096, 0,     7.808,
 8, 9, 8, 8, 8.85, 0.85, 13312, 0, 8.85, 9.766, 0.915, 668, 9.766, 11.156, 1.39, 20480, 0, 11.156, 12.147, 0.991, 1600, 12.147, 13.09, 0.943, 10240, 0, 13.09, 14.113, 1.023, 1500, 14.113, 14.834, 0.721, 6144, 0, 14.834, 15.584, 0.75, 1200, 15.584, 16.169, 0.585, 5120, 0,     8.169,
 9, 9, 9, 9, 10.01, 1.01, 14336, 0, 10.01, 11.015, 1.005, 706, 11.015, 11.942, 0.927, 21504, 0, 11.942, 12.985, 1.043, 1680, 12.985, 13.852, 0.867, 10240, 0, 13.852, 15.116, 1.264, 1500, 15.116, 15.822, 0.706, 6144, 0, 15.822, 16.587, 0.765, 1200, 16.587, 16.935, 0.348, 5120, 0,     7.935,
 10, 9, 10, 10, 10.839, 0.839, 14336, 0, 10.839, 12.27, 1.431, 707, 12.27, 13.211, 0.941, 21504, 0, 13.211, 14.274, 1.063, 1680, 14.274, 15.215, 0.941, 10240, 0, 15.215, 16.218, 1.003, 1500, 16.218, 16.853, 0.635, 6144, 0, 16.853, 17.581, 0.727, 1200, 17.581, 18.016, 0.435, 5120, 0,     8.016,
 11, 9, 11, 11, 11.894, 0.894, 13312, 0, 11.894, 13.156, 1.262, 671, 13.156, 14.236, 1.08, 20480, 0, 14.236, 15.38, 1.143, 1600, 15.38, 16.305, 0.925, 10240, 0, 16.305, 17.196, 0.891, 1500, 17.196, 17.815, 0.619, 6144, 0, 17.815, 18.63, 0.815, 1200, 18.63, 19.065, 0.435, 5120, 0,     8.065,
 12, 9, 12, 12, 12.83, 0.83, 13312, 0, 12.83, 13.983, 1.153, 699, 13.983, 15.221, 1.238, 20480, 0, 15.221, 16.419, 1.198, 1600, 16.419, 17.175, 0.756, 10240, 0, 17.175, 17.998, 0.823, 1500, 17.998, 18.701, 0.703, 6144, 0, 18.701, 19.556, 0.855, 1200, 19.556, 19.955, 0.399, 5120, 0,     7.955,
 13, 9, 13, 13, 14.392, 1.392, 14336, 0, 14.392, 15.394, 1.001, 727, 15.394, 16.419, 1.026, 21504, 0, 16.419, 17.615, 1.195, 1680, 17.615, 18.651, 1.037, 10240, 0, 18.651, 19.636, 0.985, 1500, 19.636, 20.367, 0.731, 6144, 0, 20.367, 21.303, 0.936, 1200, 21.303, 21.659, 0.356, 5120, 0,     8.659,
 14, 9, 14, 14, 15.62, 1.62, 15360, 0, 15.62, 16.587, 0.968, 786, 16.587, 17.453, 0.865, 23552, 0, 17.453, 18.568, 1.115, 1840, 18.568, 19.478, 0.91, 11264, 0, 19.478, 20.737, 1.259, 1650, 20.737, 21.429, 0.692, 7168, 0, 21.429, 22.417, 0.988, 1400, 22.417, 22.796, 0.379, 5120, 0,     8.796,
 15, 9, 15, 15, 16.653, 1.653, 16384, 0, 16.653, 17.672, 1.02, 811, 17.672, 18.778, 1.105, 24576, 0, 18.778, 19.827, 1.049, 1920, 19.827, 20.727, 0.9, 12288, 0, 20.727, 21.93, 1.203, 1800, 21.93, 22.944, 1.014, 8192, 0, 22.944, 24.328, 1.384, 1600, 24.328, 24.76, 0.432, 6144, 0,     9.760,
 16, 9, 16, 16, 17.662, 1.662, 15360, 0, 17.662, 18.66, 0.999, 780, 18.66, 19.711, 1.05, 23552, 0, 19.711, 20.759, 1.048, 1840, 20.759, 21.924, 1.165, 11264, 0, 21.924, 22.915, 0.991, 1650, 22.915, 23.735, 0.821, 7168, 0, 23.735, 25.296, 1.56, 1400, 25.296, 25.679, 0.383, 5120, 0,     9.679,
 17, 9, 17, 17, 18.525, 1.525, 14336, 0, 18.525, 19.753, 1.228, 721, 19.753, 20.586, 0.832, 21504, 0, 20.586, 21.654, 1.068, 1680, 21.654, 22.739, 1.085, 10240, 0, 22.739, 23.937, 1.198, 1500, 23.937, 24.6, 0.663, 6144, 0, 24.6, 26.064, 1.464, 1200, 26.064, 26.517, 0.454, 5120, 0,     9.517,
 18, 9, 18, 18, 19.35, 1.35, 13312, 0, 19.35, 20.649, 1.299, 664, 20.649, 21.534, 0.885, 19456, 0, 21.534, 22.409, 0.875, 1520, 22.409, 23.415, 1.006, 9216, 0, 23.415, 24.796, 1.381, 1350, 24.796, 25.513, 0.716, 6144, 0, 25.513, 26.813, 1.3, 1200, 26.813, 27.178, 0.365, 5120, 0,     9.178,
 19, 9, 19, 19, 20.249, 1.249, 13312, 0, 20.249, 21.489, 1.24, 672, 21.489, 22.416, 0.927, 20480, 0, 22.416, 23.203, 0.787, 1600, 23.203, 24.184, 0.98, 10240, 0, 24.184, 25.766, 1.582, 1500, 25.766, 26.368, 0.602, 6144, 0, 26.368, 27.54, 1.172, 1200, 27.54, 27.883, 0.343, 5120, 0,     8.883,
 20, 9, 20, 20, 20.882, 0.882, 11264, 0, 20.882, 22.334, 1.452, 581, 22.334, 23.32, 0.986, 17408, 0, 23.32, 24.133, 0.813, 1360, 24.133, 24.822, 0.689, 8192, 0, 24.822, 26.684, 1.861, 1200, 26.684, 27.184, 0.501, 5120, 0, 27.184, 28.178, 0.994, 1000, 28.178, 28.485, 0.307, 4096, 0,     8.485,
 21, 9, 21, 21, 22.022, 1.022, 16384, 0, 22.022, 23.518, 1.496, 804, 23.518, 24.507, 0.989, 24576, 0, 24.507, 25.634, 1.127, 1920, 25.634, 26.924, 1.289, 12288, 0, 26.924, 28.029, 1.106, 1800, 28.029, 29.118, 1.089, 8192, 0, 29.118, 30.246, 1.128, 1600, 30.246, 30.728, 0.482, 6144, 0,     9.728,
 22, 9, 22, 22, 23.04, 1.04, 16384, 0, 23.04, 24.547, 1.507, 825, 24.547, 25.402, 0.855, 24576, 0, 25.402, 26.557, 1.155, 1920, 26.557, 28.061, 1.504, 12288, 0, 28.061, 29.101, 1.04, 1800, 29.101, 30.294, 1.193, 8192, 0, 30.294, 31.237, 0.943, 1600, 31.237, 31.898, 0.661, 6144, 0,     9.898,
 23, 9, 23, 23, 23.875, 0.875, 13312, 0, 23.875, 25.415, 1.539, 674, 25.415, 26.196, 0.781, 20480, 0, 26.196, 27.355, 1.159, 1600, 27.355, 28.866, 1.511, 10240, 0, 28.866, 30.02, 1.154, 1500, 30.02, 31.071, 1.051, 6144, 0, 31.071, 31.952, 0.882, 1200, 31.952, 32.448, 0.496, 5120, 0,     9.448,
 24, 9, 24, 24, 25.146, 1.146, 15360, 0, 25.146, 26.515, 1.369, 753, 26.515, 27.363, 0.848, 22528, 0, 27.363, 28.318, 0.956, 1760, 28.318, 29.764, 1.446, 11264, 0, 29.764, 30.962, 1.198, 1650, 30.962, 31.93, 0.968, 7168, 0, 31.93, 32.825, 0.895, 1400, 32.825, 33.235, 0.41, 5120, 0,     9.235,
 25, 9, 25, 25, 26.01, 1.01, 15360, 0, 26.01, 27.505, 1.495, 770, 27.505, 28.354, 0.85, 23552, 0, 28.354, 29.311, 0.957, 1840, 29.311, 30.788, 1.477, 11264, 0, 30.788, 32.023, 1.235, 1650, 32.023, 32.732, 0.709, 7168, 0, 32.732, 33.705, 0.973, 1400, 33.705, 34.253, 0.548, 5120, 0,     9.253,
 26, 9, 26, 26, 26.928, 0.928, 15360, 0, 26.928, 28.417, 1.489, 770, 28.417, 29.284, 0.867, 23552, 0, 29.284, 30.294, 1.011, 1840, 30.294, 31.898, 1.603, 11264, 0, 31.898, 33.412, 1.514, 1650, 33.412, 34.431, 1.019, 7168, 0, 34.431, 35.346, 0.915, 1400, 35.346, 35.828, 0.482, 5120, 0,     9.828,
 27, 9, 27, 27, 27.866, 0.866, 13312, 0, 27.866, 29.424, 1.559, 687, 29.424, 30.201, 0.776, 20480, 0, 30.201, 31.184, 0.983, 1600, 31.184, 32.762, 1.579, 10240, 0, 32.762, 34.329, 1.567, 1500, 34.329, 35.402, 1.073, 6144, 0, 35.402, 36.168, 0.767, 1200, 36.168, 36.572, 0.403, 5120, 0,     9.572,
 28, 9, 28, 28, 28.747, 0.747, 11264, 0, 28.747, 30.375, 1.628, 597, 30.375, 31.034, 0.659, 17408, 0, 31.034, 31.95, 0.916, 1360, 31.95, 33.444, 1.494, 8192, 0, 33.444, 34.976, 1.532, 1200, 34.976, 35.975, 0.998, 5120, 0, 35.975, 36.814, 0.84, 1000, 36.814, 37.089, 0.275, 4096, 0,     9.089,
 29, 9, 29, 29, 29.687, 0.687, 12288, 0, 29.687, 31.321, 1.634, 624, 31.321, 32.038, 0.717, 18432, 0, 32.038, 32.903, 0.865, 1440, 32.903, 34.193, 1.29, 9216, 0, 34.193, 35.794, 1.601, 1350, 35.794, 36.701, 0.907, 6144, 0, 36.701, 37.606, 0.905, 1200, 37.606, 38.015, 0.409, 5120, 0,     9.015,
 30, 9, 30, 30, 31.119, 1.119, 15360, 0, 31.119, 32.412, 1.293, 757, 32.412, 33.307, 0.895, 22528, 0, 33.307, 34.271, 0.965, 1760, 34.271, 35.232, 0.961, 11264, 0, 35.232, 36.932, 1.7, 1650, 36.932, 37.708, 0.776, 7168, 0, 37.708, 38.675, 0.967, 1400, 38.675, 39.073, 0.398, 5120, 0,     9.073,
 31, 9, 31, 31, 32.296, 1.296, 13312, 0, 32.296, 33.458, 1.162, 684, 33.458, 34.363, 0.906, 20480, 0, 34.363, 35.246, 0.883, 1600, 35.246, 36.032, 0.785, 10240, 0, 36.032, 37.794, 1.763, 1500, 37.794, 38.44, 0.645, 6144, 0, 38.44, 39.491, 1.051, 1200, 39.491, 39.996, 0.505, 5120, 0,     8.996,
 32, 9, 32, 32, 33.106, 1.106, 12288, 0, 33.106, 34.433, 1.327, 646, 34.433, 35.301, 0.867, 19456, 0, 35.301, 36.237, 0.937, 1520, 36.237, 37.141, 0.904, 9216, 0, 37.141, 38.549, 1.408, 1350, 38.549, 39.155, 0.606, 6144, 0, 39.155, 40.24, 1.086, 1200, 40.24, 40.58, 0.34, 5120, 0,     8.580,
 33, 9, 33, 33, 33.872, 0.872, 13312, 0, 33.872, 35.36, 1.488, 671, 35.36, 36.249, 0.889, 20480, 0, 36.249, 37.127, 0.878, 1600, 37.127, 37.895, 0.768, 10240, 0, 37.895, 39.419, 1.524, 1500, 39.419, 40.228, 0.81, 6144, 0, 40.228, 40.987, 0.759, 1200, 40.987, 41.364, 0.377, 5120, 0,     8.364,
