Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 167, 0, 0, 0.859, 0.859, 10240, 0, 0.859, 2.641, 1.781, 1062, 2.641, 3.435, 0.795, 10240, 0, 3.435, 5.104, 1.669, 1500, 5.104, 5.823, 0.719, 7168, 0, 5.823, 7.39, 1.567, 1050, 7.39, 8.099, 0.709, 9216, 0,     8.099,
 1, 167, 1, 1, 2.04, 1.04, 12288, 0, 2.04, 4.115, 2.075, 1242, 4.115, 5.06, 0.945, 12288, 0, 5.06, 7.064, 2.004, 1800, 7.064, 7.987, 0.924, 9216, 0, 7.987, 9.978, 1.991, 1350, 9.978, 10.924, 0.946, 12288, 0,     9.924,
 2, 167, 2, 2, 3.064, 1.064, 12288, 0, 3.064, 5.144, 2.08, 1249, 5.144, 6.09, 0.945, 12288, 0, 6.09, 8.09, 2, 1800, 8.09, 9.016, 0.926, 9216, 0, 9.016, 11.02, 2.004, 1350, 11.02, 11.967, 0.948, 12288, 0,     9.967,
 4, 167, 4, 4, 4.951, 0.951, 9216, 0, 4.951, 6.796, 1.845, 992, 6.796, 8.119, 1.323, 9216, 0, 8.119, 9.614, 1.495, 1350, 9.614, 11.127, 1.513, 6144, 0, 11.127, 12.465, 1.338, 900, 12.465, 13.095, 0.63, 8192, 0,     9.095,
 3, 167, 3, 3, 4.183, 1.183, 13312, 0, 4.183, 6.379, 2.196, 1315, 6.379, 7.403, 1.024, 13312, 0, 7.403, 9.583, 2.179, 1950, 9.583, 10.509, 0.926, 9216, 0, 10.509, 12.505, 1.996, 1350, 12.505, 14.041, 1.536, 12288, 0,    11.041,
 5, 167, 5, 5, 6.032, 1.032, 12288, 0, 6.032, 8.514, 2.481, 1281, 8.514, 9.467, 0.953, 12288, 0, 9.467, 11.582, 2.115, 1800, 11.582, 12.507, 0.925, 9216, 0, 12.507, 14.511, 2.004, 1350, 14.511, 15.456, 0.945, 12288, 0,    10.456,
 6, 167, 6, 6, 7.228, 1.228, 14336, 0, 7.228, 9.614, 2.386, 1429, 9.614, 10.717, 1.103, 14336, 0, 10.717, 13.049, 2.331, 2100, 13.049, 14.079, 1.03, 10240, 0, 14.079, 16.301, 2.222, 1500, 16.301, 17.327, 1.026, 13312, 0,    11.327,
 7, 167, 7, 7, 8.252, 1.252, 12288, 0, 8.252, 10.61, 2.358, 1251, 10.61, 11.67, 1.06, 12288, 0, 11.67, 13.676, 2.006, 1800, 13.676, 15.001, 1.325, 9216, 0, 15.001, 17.013, 2.012, 1350, 17.013, 18.281, 1.269, 12288, 0,    11.281,
 8, 167, 8, 8, 9.191, 1.191, 11264, 0, 9.191, 11.481, 2.289, 1117, 11.481, 12.544, 1.064, 11264, 0, 12.544, 14.883, 2.338, 1650, 14.883, 15.82, 0.937, 8192, 0, 15.82, 18.08, 2.26, 1200, 18.08, 19.069, 0.989, 10240, 0,    11.069,
 9, 167, 9, 9, 10.216, 1.216, 12288, 0, 10.216, 12.67, 2.453, 1234, 12.67, 13.615, 0.945, 12288, 0, 13.615, 15.675, 2.06, 1800, 15.675, 16.75, 1.074, 9216, 0, 16.75, 19.011, 2.262, 1350, 19.011, 20.015, 1.004, 12288, 0,    11.015,
 10, 167, 10, 10, 11.243, 1.243, 12288, 0, 11.243, 13.53, 2.286, 1222, 13.53, 14.564, 1.034, 12288, 0, 14.564, 16.888, 2.324, 1800, 16.888, 17.812, 0.924, 9216, 0, 17.812, 20.08, 2.269, 1350, 20.08, 21.026, 0.945, 12288, 0,    11.026,
 11, 167, 11, 11, 12.105, 1.105, 10240, 0, 12.105, 14.359, 2.254, 1013, 14.359, 15.351, 0.993, 10240, 0, 15.351, 17.354, 2.003, 1500, 17.354, 18.529, 1.174, 7168, 0, 18.529, 20.568, 2.039, 1050, 20.568, 21.736, 1.168, 9216, 0,    10.736,
 12, 167, 12, 12, 13.133, 1.133, 12288, 0, 13.133, 15.652, 2.519, 1274, 15.652, 16.598, 0.945, 12288, 0, 16.598, 18.894, 2.296, 1800, 18.894, 19.817, 0.923, 9216, 0, 19.817, 22.08, 2.263, 1350, 22.08, 23.025, 0.945, 12288, 0,    11.025,
 13, 167, 13, 13, 13.989, 0.989, 10240, 0, 13.989, 16.104, 2.116, 1047, 16.104, 17.385, 1.281, 10240, 0, 17.385, 19.051, 1.666, 1500, 19.051, 20.538, 1.487, 7168, 0, 20.538, 22.127, 1.589, 1050, 22.127, 23.736, 1.609, 9216, 0,    10.736,
 14, 167, 14, 14, 14.947, 0.947, 11264, 0, 14.947, 17.629, 2.682, 1187, 17.629, 18.503, 0.874, 11264, 0, 18.503, 20.732, 2.229, 1650, 20.732, 21.561, 0.829, 8192, 0, 21.561, 23.857, 2.296, 1200, 23.857, 24.653, 0.796, 10240, 0,    10.653,
 15, 167, 15, 15, 16.119, 1.119, 13312, 0, 16.119, 18.345, 2.226, 1332, 18.345, 19.527, 1.183, 13312, 0, 19.527, 21.701, 2.173, 1950, 21.701, 22.624, 0.923, 9216, 0, 22.624, 24.623, 1.999, 1350, 24.623, 25.599, 0.976, 12288, 0,    10.599,
 16, 167, 16, 16, 17.143, 1.143, 12288, 0, 17.143, 19.765, 2.622, 1276, 19.765, 20.711, 0.945, 12288, 0, 20.711, 22.736, 2.025, 1800, 22.736, 23.659, 0.923, 9216, 0, 23.659, 25.865, 2.206, 1350, 25.865, 26.815, 0.95, 12288, 0,    10.815,
 17, 167, 17, 17, 18.252, 1.252, 13312, 0, 18.252, 20.528, 2.275, 1307, 20.528, 21.736, 1.208, 13312, 0, 21.736, 23.894, 2.158, 1950, 23.894, 24.817, 0.923, 9216, 0, 24.817, 26.821, 2.004, 1350, 26.821, 27.766, 0.945, 12288, 0,    10.766,
 18, 167, 18, 18, 19.276, 1.276, 12288, 0, 19.276, 21.778, 2.501, 1206, 21.778, 22.726, 0.948, 12288, 0, 22.726, 24.744, 2.018, 1800, 24.744, 25.739, 0.995, 9216, 0, 25.739, 27.865, 2.126, 1350, 27.865, 28.811, 0.946, 12288, 0,    10.811,
 19, 167, 19, 19, 20.386, 1.386, 13312, 0, 20.386, 22.776, 2.39, 1343, 22.776, 23.802, 1.026, 13312, 0, 23.802, 26.068, 2.266, 1950, 26.068, 26.991, 0.924, 9216, 0, 26.991, 28.995, 2.004, 1350, 28.995, 29.942, 0.946, 12288, 0,    10.942,
 20, 167, 20, 20, 21.41, 1.41, 12288, 0, 21.41, 23.924, 2.514, 1285, 23.924, 24.879, 0.955, 12288, 0, 24.879, 26.881, 2.002, 1800, 26.881, 27.913, 1.032, 9216, 0, 27.913, 29.908, 1.995, 1350, 29.908, 30.887, 0.979, 12288, 0,    10.887,
 21, 167, 21, 21, 22.434, 1.434, 12288, 0, 22.434, 24.937, 2.503, 1294, 24.937, 25.885, 0.948, 12288, 0, 25.885, 28.082, 2.197, 1800, 28.082, 29.011, 0.929, 9216, 0, 29.011, 31.017, 2.005, 1350, 31.017, 31.962, 0.946, 12288, 0,    10.962,
