Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 168, 0, 0, 0.947, 0.947, 12288, 0, 0.947, 2.888, 1.94, 1888, 2.888, 3.815, 0.928, 9216, 0, 3.815, 5.661, 1.846, 1350, 5.661, 6.545, 0.884, 12288, 0,     6.545,
 1, 168, 1, 1, 1.947, 0.947, 12288, 0, 1.947, 3.921, 1.973, 1925, 3.921, 4.858, 0.938, 9216, 0, 4.858, 6.704, 1.846, 1350, 6.704, 7.582, 0.878, 12288, 0,     6.582,
 2, 168, 2, 2, 2.947, 0.947, 12288, 0, 2.947, 4.805, 1.858, 1812, 4.805, 5.78, 0.975, 9216, 0, 5.78, 7.626, 1.846, 1350, 7.626, 8.504, 0.878, 12288, 0,     6.504,
 3, 168, 3, 3, 3.868, 0.868, 11264, 0, 3.868, 5.646, 1.778, 1670, 5.646, 6.599, 0.953, 8192, 0, 6.599, 8.348, 1.749, 1200, 8.348, 9.239, 0.891, 10240, 0,     6.239,
 4, 168, 4, 4, 4.947, 0.947, 12288, 0, 4.947, 6.83, 1.883, 1836, 6.83, 7.757, 0.928, 9216, 0, 7.757, 9.599, 1.842, 1350, 9.599, 10.477, 0.878, 12288, 0,     6.477,
 5, 168, 5, 5, 6.184, 1.184, 15360, 0, 6.184, 8.52, 2.337, 2279, 8.52, 9.653, 1.132, 11264, 0, 9.653, 11.901, 2.248, 1650, 11.901, 12.931, 1.03, 14336, 0,     7.931,
 6, 168, 6, 6, 7.056, 1.056, 11264, 0, 7.056, 8.835, 1.779, 1735, 8.835, 10.472, 1.637, 8192, 0, 10.472, 12.115, 1.643, 1200, 12.115, 13.665, 1.55, 10240, 0,     7.665,
 7, 168, 7, 7, 8.238, 1.238, 15360, 0, 8.238, 10.86, 2.623, 2282, 10.86, 11.994, 1.133, 11264, 0, 11.994, 14.267, 2.273, 1650, 14.267, 15.3, 1.033, 14336, 0,     8.300,
 8, 168, 8, 8, 9.271, 1.271, 13312, 0, 9.271, 11.377, 2.107, 2055, 11.377, 13.017, 1.64, 10240, 0, 13.017, 15.066, 2.049, 1500, 15.066, 16.25, 1.184, 13312, 0,     8.250,
 9, 168, 9, 9, 10.137, 1.137, 11264, 0, 10.137, 12.668, 2.531, 1764, 12.668, 13.836, 1.168, 8192, 0, 13.836, 15.914, 2.078, 1200, 15.914, 16.982, 1.068, 10240, 0,     7.982,
 10, 168, 10, 10, 11.242, 1.242, 14336, 0, 11.242, 13.55, 2.308, 2119, 13.55, 14.86, 1.31, 10240, 0, 14.86, 17.126, 2.265, 1500, 17.126, 18.077, 0.951, 13312, 0,     8.077,
 11, 168, 11, 11, 12.345, 1.345, 14336, 0, 12.345, 14.907, 2.563, 2165, 14.907, 15.947, 1.04, 10240, 0, 15.947, 18.004, 2.057, 1500, 18.004, 19.03, 1.026, 13312, 0,     8.030,
 12, 168, 12, 12, 13.369, 1.369, 13312, 0, 13.369, 15.692, 2.324, 2089, 15.692, 16.971, 1.279, 10240, 0, 16.971, 19.177, 2.206, 1500, 19.177, 20.133, 0.956, 13312, 0,     8.133,
 13, 168, 13, 13, 14.478, 1.478, 14336, 0, 14.478, 17.139, 2.661, 2170, 17.139, 18.172, 1.034, 10240, 0, 18.172, 20.224, 2.051, 1500, 20.224, 21.176, 0.952, 13312, 0,     8.176,
 14, 168, 14, 14, 15.345, 1.345, 11264, 0, 15.345, 17.516, 2.171, 1778, 17.516, 18.991, 1.476, 8192, 0, 18.991, 20.822, 1.83, 1200, 20.822, 21.916, 1.094, 10240, 0,     7.916,
 15, 168, 15, 15, 16.447, 1.447, 14336, 0, 16.447, 19.403, 2.955, 2208, 19.403, 20.538, 1.135, 11264, 0, 20.538, 22.796, 2.258, 1650, 22.796, 23.826, 1.03, 14336, 0,     8.826,
 16, 168, 16, 16, 17.471, 1.471, 13312, 0, 17.471, 19.544, 2.073, 1979, 19.544, 21.459, 1.915, 9216, 0, 21.459, 23.309, 1.85, 1350, 23.309, 24.713, 1.403, 12288, 0,     8.713,
 17, 168, 17, 17, 18.338, 1.338, 11264, 0, 18.338, 21.172, 2.834, 1726, 21.172, 22.278, 1.106, 8192, 0, 22.278, 24.445, 2.166, 1200, 24.445, 25.444, 0.999, 10240, 0,     8.444,
 18, 168, 18, 18, 19.205, 1.205, 11264, 0, 19.205, 21.26, 2.056, 1674, 21.26, 23.105, 1.845, 8192, 0, 23.105, 24.957, 1.852, 1200, 24.957, 26.181, 1.224, 10240, 0,     8.181,
 19, 168, 19, 19, 20.23, 1.23, 13312, 0, 20.23, 23.207, 2.977, 1985, 23.207, 24.143, 0.936, 9216, 0, 24.143, 26.294, 2.151, 1350, 26.294, 27.172, 0.878, 12288, 0,     8.172,
 20, 168, 20, 20, 21.416, 1.416, 15360, 0, 21.416, 23.807, 2.391, 2332, 23.807, 25.27, 1.463, 11264, 0, 25.27, 27.536, 2.266, 1650, 27.536, 28.562, 1.026, 14336, 0,     8.562,
 21, 168, 21, 21, 22.528, 1.528, 14336, 0, 22.528, 25.482, 2.954, 2218, 25.482, 26.614, 1.133, 11264, 0, 26.614, 28.867, 2.253, 1650, 28.867, 29.894, 1.027, 14336, 0,     8.894,
 22, 168, 22, 22, 23.401, 1.401, 11264, 0, 23.401, 25.529, 2.127, 1680, 25.529, 27.434, 1.905, 8192, 0, 27.434, 29.176, 1.743, 1200, 29.176, 30.626, 1.449, 10240, 0,     8.626,
 23, 168, 23, 23, 24.273, 1.273, 11264, 0, 24.273, 27.206, 2.932, 1682, 27.206, 28.253, 1.047, 8192, 0, 28.253, 30.512, 2.26, 1200, 30.512, 31.36, 0.848, 10240, 0,     8.360,
 24, 168, 24, 24, 25.46, 1.46, 15360, 0, 25.46, 27.879, 2.419, 2292, 27.879, 29.379, 1.5, 11264, 0, 29.379, 31.645, 2.266, 1650, 31.645, 32.674, 1.029, 14336, 0,     8.674,
 25, 168, 25, 25, 26.326, 1.326, 11264, 0, 26.326, 28.932, 2.606, 1684, 28.932, 30.199, 1.267, 8192, 0, 30.199, 32.172, 1.974, 1200, 32.172, 33.407, 1.235, 10240, 0,     8.407,
 26, 168, 26, 26, 27.358, 1.358, 13312, 0, 27.358, 29.907, 2.549, 1978, 29.907, 31.12, 1.214, 9216, 0, 31.12, 33.492, 2.371, 1350, 33.492, 34.37, 0.878, 12288, 0,     8.370,
 27, 168, 27, 27, 28.311, 1.311, 12288, 0, 28.311, 30.856, 2.545, 1876, 30.856, 32.045, 1.19, 9216, 0, 32.045, 34.02, 1.975, 1350, 34.02, 35.251, 1.231, 12288, 0,     8.251,
 28, 168, 28, 28, 29.256, 1.256, 12288, 0, 29.256, 31.788, 2.532, 1835, 31.788, 32.967, 1.179, 9216, 0, 32.967, 35.347, 2.38, 1350, 35.347, 36.232, 0.885, 12288, 0,     8.232,
 29, 168, 29, 29, 30.279, 1.279, 13312, 0, 30.279, 32.918, 2.638, 2011, 32.918, 33.991, 1.073, 10240, 0, 33.991, 36.071, 2.081, 1500, 36.071, 37.188, 1.117, 13312, 0,     8.188,
 30, 168, 30, 30, 31.312, 1.312, 13312, 0, 31.312, 33.87, 2.557, 2018, 33.87, 35.015, 1.145, 10240, 0, 35.015, 37.405, 2.39, 1500, 37.405, 38.356, 0.951, 13312, 0,     8.356,
