Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 142, 0, 0, 0.967, 0.967, 14336, 0, 0.967, 3.938, 2.97, 2218, 3.938, 4.882, 0.945, 11264, 0, 4.882, 6.851, 1.969, 1650, 6.851, 7.755, 0.904, 14336, 0,     7.755,
 1, 142, 1, 1, 2.036, 1.036, 15360, 0, 2.036, 5.058, 3.022, 2267, 5.058, 6.002, 0.945, 11264, 0, 6.002, 7.96, 1.957, 1650, 7.96, 8.857, 0.898, 14336, 0,     7.857,
 2, 142, 2, 2, 3.131, 1.131, 16384, 0, 3.131, 6.431, 3.3, 2476, 6.431, 7.471, 1.04, 12288, 0, 7.471, 9.599, 2.128, 1800, 9.599, 10.626, 1.027, 16384, 0,     8.626,
 3, 142, 3, 3, 4.292, 1.292, 17408, 0, 4.292, 7.806, 3.514, 2636, 7.806, 8.929, 1.123, 13312, 0, 8.929, 11.243, 2.315, 1950, 11.243, 12.337, 1.094, 17408, 0,     9.337,
 4, 142, 4, 4, 5.452, 1.452, 17408, 0, 5.452, 8.998, 3.545, 2660, 8.998, 10.114, 1.116, 13312, 0, 10.114, 12.44, 2.326, 1950, 12.44, 13.531, 1.091, 17408, 0,     9.531,
 5, 142, 5, 5, 6.343, 1.343, 13312, 0, 6.343, 9.143, 2.8, 2030, 9.143, 10.971, 1.829, 10240, 0, 10.971, 13.027, 2.056, 1500, 13.027, 14.363, 1.335, 13312, 0,     9.363,
 6, 142, 6, 6, 7.162, 1.162, 12288, 0, 7.162, 10.261, 3.099, 1842, 10.261, 11.739, 1.479, 9216, 0, 11.739, 14.04, 2.301, 1350, 14.04, 15.137, 1.096, 12288, 0,     9.137,
 7, 142, 7, 7, 8.12, 1.12, 14336, 0, 8.12, 11.949, 3.829, 2214, 11.949, 12.894, 0.945, 11264, 0, 12.894, 14.986, 2.092, 1650, 14.986, 16.034, 1.048, 14336, 0,     9.034,
 8, 142, 8, 8, 9.281, 1.281, 17408, 0, 9.281, 12.735, 3.454, 2591, 12.735, 13.918, 1.183, 12288, 0, 13.918, 16.181, 2.263, 1800, 16.181, 17.207, 1.026, 16384, 0,     9.207,
 9, 142, 9, 9, 10.373, 1.373, 16384, 0, 10.373, 13.579, 3.207, 2405, 13.579, 14.947, 1.367, 12288, 0, 14.947, 17.123, 2.176, 1800, 17.123, 18.231, 1.108, 16384, 0,     9.231,
 10, 142, 10, 10, 11.533, 1.533, 17408, 0, 11.533, 15.504, 3.971, 2665, 15.504, 16.619, 1.115, 13312, 0, 16.619, 18.937, 2.318, 1950, 18.937, 20.028, 1.09, 17408, 0,    10.028,
