Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 274, 0, 0, 0.958, 0.958, 12288, 0, 0.958, 2.879, 1.922, 1244, 2.879, 3.759, 0.88, 12288, 0, 3.759, 5.604, 1.845, 1800, 5.604, 6.528, 0.924, 9216, 0, 6.528, 8.364, 1.836, 1350, 8.364, 9.244, 0.88, 12288, 0,     9.244,
 1, 274, 1, 1, 1.873, 0.873, 11264, 0, 1.873, 3.62, 1.747, 1129, 3.62, 4.564, 0.944, 11264, 0, 4.564, 6.255, 1.692, 1650, 6.255, 7.348, 1.092, 8192, 0, 7.348, 8.987, 1.639, 1200, 8.987, 9.983, 0.996, 10240, 0,     8.983,
 2, 274, 2, 2, 3.196, 1.196, 15360, 0, 3.196, 5.522, 2.326, 1501, 5.522, 6.625, 1.103, 15360, 0, 6.625, 8.937, 2.312, 2250, 8.937, 10.069, 1.132, 11264, 0, 10.069, 12.327, 2.259, 1650, 12.327, 13.354, 1.026, 14336, 0,    11.354,
 3, 274, 3, 3, 4.063, 1.063, 11264, 0, 4.063, 5.8, 1.737, 1131, 5.8, 7.434, 1.634, 11264, 0, 7.434, 9.124, 1.69, 1650, 9.124, 10.888, 1.764, 8192, 0, 10.888, 12.536, 1.648, 1200, 12.536, 14.086, 1.551, 10240, 0,    11.086,
 4, 274, 4, 4, 5.168, 1.168, 14336, 0, 5.168, 7.747, 2.579, 1445, 7.747, 8.773, 1.026, 14336, 0, 8.773, 11.095, 2.321, 2100, 11.095, 12.124, 1.029, 10240, 0, 12.124, 14.382, 2.258, 1500, 14.382, 15.337, 0.955, 13312, 0,    11.337,
 5, 274, 5, 5, 6.279, 1.279, 14336, 0, 6.279, 8.468, 2.19, 1424, 8.468, 9.802, 1.334, 14336, 0, 9.802, 11.957, 2.154, 2100, 11.957, 13.148, 1.191, 10240, 0, 13.148, 15.199, 2.051, 1500, 15.199, 16.296, 1.097, 13312, 0,    11.296,
 6, 274, 6, 6, 7.46, 1.46, 15360, 0, 7.46, 10.135, 2.675, 1552, 10.135, 11.234, 1.099, 15360, 0, 11.234, 13.539, 2.306, 2250, 13.539, 14.671, 1.131, 11264, 0, 14.671, 16.928, 2.257, 1650, 16.928, 17.954, 1.026, 14336, 0,    11.954,
 7, 274, 7, 7, 8.329, 1.329, 11264, 0, 8.329, 10.262, 1.934, 1167, 10.262, 12.042, 1.78, 11264, 0, 12.042, 13.746, 1.704, 1650, 13.746, 15.49, 1.743, 8192, 0, 15.49, 17.13, 1.64, 1200, 17.13, 18.685, 1.555, 10240, 0,    11.685,
 8, 274, 8, 8, 9.362, 1.362, 13312, 0, 9.362, 12.163, 2.8, 1315, 12.163, 13.125, 0.962, 13312, 0, 13.125, 15.548, 2.423, 1950, 15.548, 16.473, 0.925, 9216, 0, 16.473, 18.778, 2.305, 1350, 18.778, 19.665, 0.887, 12288, 0,    11.665,
 9, 274, 9, 9, 10.47, 1.47, 14336, 0, 10.47, 12.759, 2.289, 1485, 12.759, 14.149, 1.39, 14336, 0, 14.149, 16.302, 2.153, 2100, 16.302, 17.5, 1.198, 10240, 0, 17.5, 19.561, 2.06, 1500, 19.561, 20.62, 1.06, 13312, 0,    11.620,
 10, 274, 10, 10, 11.652, 1.652, 15360, 0, 11.652, 14.513, 2.862, 1522, 14.513, 15.614, 1.1, 15360, 0, 15.614, 17.936, 2.322, 2250, 17.936, 19.064, 1.128, 11264, 0, 19.064, 21.322, 2.257, 1650, 21.322, 22.354, 1.032, 14336, 0,    12.354,
 11, 274, 11, 11, 12.68, 1.68, 13312, 0, 12.68, 14.759, 2.079, 1300, 14.759, 16.57, 1.812, 13312, 0, 16.57, 18.569, 1.998, 1950, 18.569, 19.989, 1.42, 9216, 0, 19.989, 21.841, 1.853, 1350, 21.841, 23.235, 1.393, 12288, 0,    12.235,
 13, 274, 13, 13, 14.649, 1.649, 10240, 0, 14.649, 16.408, 1.759, 1065, 16.408, 17.307, 0.9, 10240, 0, 17.307, 19.489, 2.182, 1500, 19.489, 20.71, 1.22, 7168, 0, 20.71, 22.767, 2.058, 1050, 22.767, 23.894, 1.126, 9216, 0,    10.894,
 12, 274, 12, 12, 13.861, 1.861, 15360, 0, 13.861, 16.908, 3.047, 1552, 16.908, 18.407, 1.498, 15360, 0, 18.407, 20.882, 2.475, 2250, 20.882, 22.01, 1.128, 11264, 0, 22.01, 24.264, 2.255, 1650, 24.264, 25.292, 1.027, 14336, 0,    13.292,
 14, 274, 14, 14, 15.594, 1.594, 12288, 0, 15.594, 18.386, 2.793, 1287, 18.386, 19.289, 0.902, 12288, 0, 19.289, 21.352, 2.063, 1800, 21.352, 22.939, 1.587, 9216, 0, 22.939, 24.794, 1.855, 1350, 24.794, 26.173, 1.379, 12288, 0,    12.173,
 15, 274, 15, 15, 16.618, 1.618, 13312, 0, 16.618, 18.941, 2.323, 1322, 18.941, 20.239, 1.299, 13312, 0, 20.239, 22.894, 2.654, 1950, 22.894, 23.862, 0.968, 9216, 0, 23.862, 26.115, 2.254, 1350, 26.115, 27.05, 0.935, 12288, 0,    12.050,
 16, 274, 16, 16, 17.642, 1.642, 13312, 0, 17.642, 20.504, 2.863, 1370, 20.504, 21.457, 0.953, 13312, 0, 21.457, 23.45, 1.993, 1950, 23.45, 24.784, 1.333, 9216, 0, 24.784, 26.643, 1.859, 1350, 26.643, 27.933, 1.291, 12288, 0,    11.933,
