Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 628, 0, 0, 0.924, 0.924, 9216, 0, 0.924, 2.744, 1.82, 1366, 2.744, 3.518, 0.774, 6144, 0, 3.518, 5.118, 1.601, 900, 5.118, 5.863, 0.745, 8192, 0,     5.863,
 1, 628, 1, 1, 1.821, 0.821, 8192, 0, 1.821, 3.522, 1.701, 1266, 3.522, 4.298, 0.776, 6144, 0, 4.298, 5.902, 1.604, 900, 5.902, 6.647, 0.745, 8192, 0,     5.647,
 2, 628, 2, 2, 3.129, 1.129, 11264, 0, 3.129, 5.336, 2.207, 1655, 5.336, 6.369, 1.033, 8192, 0, 6.369, 8.496, 2.127, 1200, 8.496, 9.434, 0.938, 10240, 0,     7.434,
 3, 628, 3, 3, 3.948, 0.948, 8192, 0, 3.948, 5.665, 1.717, 1289, 5.665, 7.137, 1.472, 6144, 0, 7.137, 8.739, 1.601, 900, 8.739, 10.178, 1.44, 8192, 0,     7.178,
 4, 628, 4, 4, 5.029, 1.029, 10240, 0, 5.029, 7.451, 2.422, 1587, 7.451, 8.353, 0.902, 7168, 0, 8.353, 10.376, 2.022, 1050, 10.376, 11.217, 0.842, 9216, 0,     7.217,
 5, 628, 5, 5, 6.056, 1.056, 10240, 0, 6.056, 8.144, 2.088, 1567, 8.144, 9.249, 1.105, 7168, 0, 9.249, 11.117, 1.867, 1050, 11.117, 12.06, 0.944, 9216, 0,     7.060,
 6, 628, 6, 6, 6.878, 0.878, 8192, 0, 6.878, 9.07, 2.192, 1215, 9.07, 10.027, 0.957, 6144, 0, 10.027, 11.977, 1.949, 900, 11.977, 12.805, 0.829, 8192, 0,     6.805,
 7, 628, 7, 7, 8.036, 1.036, 10240, 0, 8.036, 10.317, 2.282, 1631, 10.317, 11.347, 1.03, 8192, 0, 11.347, 13.488, 2.141, 1200, 13.488, 14.419, 0.931, 10240, 0,     7.419,
 8, 628, 8, 8, 9.06, 1.06, 10240, 0, 9.06, 11.231, 2.171, 1615, 11.231, 12.374, 1.143, 8192, 0, 12.374, 14.525, 2.151, 1200, 14.525, 15.457, 0.932, 10240, 0,     7.457,
 9, 628, 9, 9, 10.094, 1.094, 10240, 0, 10.094, 12.423, 2.33, 1580, 12.423, 13.325, 0.902, 7168, 0, 13.325, 15.371, 2.045, 1050, 15.371, 16.301, 0.93, 9216, 0,     7.301,
 10, 628, 10, 10, 11.221, 1.221, 11264, 0, 11.221, 13.622, 2.401, 1793, 13.622, 14.659, 1.037, 8192, 0, 14.659, 16.797, 2.138, 1200, 16.797, 17.728, 0.931, 10240, 0,     7.728,
 11, 628, 11, 11, 12.149, 1.149, 9216, 0, 12.149, 14.252, 2.103, 1372, 14.252, 15.429, 1.178, 6144, 0, 15.429, 17.04, 1.61, 900, 17.04, 18.473, 1.433, 8192, 0,     7.473,
 12, 628, 12, 12, 13.275, 1.275, 11264, 0, 13.275, 15.882, 2.607, 1696, 15.882, 16.912, 1.03, 8192, 0, 16.912, 19.041, 2.129, 1200, 19.041, 19.974, 0.933, 10240, 0,     7.974,
 13, 628, 13, 13, 14.094, 1.094, 8192, 0, 14.094, 15.982, 1.888, 1287, 15.982, 17.684, 1.702, 6144, 0, 17.684, 19.276, 1.591, 900, 19.276, 20.722, 1.446, 8192, 0,     7.722,
 15, 628, 15, 15, 16.05, 1.05, 8192, 0, 16.05, 17.713, 1.663, 1248, 17.713, 18.487, 0.774, 6144, 0, 18.487, 20.648, 2.16, 900, 20.648, 21.475, 0.827, 8192, 0,     6.475,
 14, 628, 14, 14, 15.222, 1.222, 11264, 0, 15.222, 18.271, 3.049, 1781, 18.271, 19.512, 1.242, 8192, 0, 19.512, 21.651, 2.139, 1200, 21.651, 22.585, 0.934, 10240, 0,     8.585,
 16, 628, 16, 16, 16.972, 0.972, 9216, 0, 16.972, 19.545, 2.574, 1375, 19.545, 20.319, 0.774, 6144, 0, 20.319, 22.252, 1.933, 900, 22.252, 23.329, 1.077, 8192, 0,     7.329,
 17, 628, 17, 17, 17.821, 0.821, 8192, 0, 17.821, 19.881, 2.059, 1208, 19.881, 21.088, 1.207, 6144, 0, 21.088, 23.258, 2.17, 900, 23.258, 24.074, 0.816, 8192, 0,     7.074,
 18, 628, 18, 18, 18.924, 0.924, 9216, 0, 18.924, 21.452, 2.528, 1431, 21.452, 22.356, 0.904, 7168, 0, 22.356, 24.218, 1.863, 1050, 24.218, 25.056, 0.838, 9216, 0,     7.056,
 19, 628, 19, 19, 19.826, 0.826, 8192, 0, 19.826, 21.509, 1.684, 1222, 21.509, 23.123, 1.614, 6144, 0, 23.123, 24.864, 1.741, 900, 24.864, 25.801, 0.937, 8192, 0,     6.801,
 20, 628, 20, 20, 21.136, 1.136, 11264, 0, 21.136, 23.71, 2.574, 1686, 23.71, 24.745, 1.035, 8192, 0, 24.745, 26.88, 2.136, 1200, 26.88, 27.819, 0.939, 10240, 0,     7.819,
 21, 628, 21, 21, 22.059, 1.059, 9216, 0, 22.059, 23.875, 1.816, 1358, 23.875, 25.513, 1.637, 6144, 0, 25.513, 27.114, 1.602, 900, 27.114, 28.571, 1.457, 8192, 0,     7.571,
 22, 628, 22, 22, 23.186, 1.186, 11264, 0, 23.186, 25.942, 2.755, 1675, 25.942, 26.972, 1.03, 8192, 0, 26.972, 29.099, 2.127, 1200, 29.099, 30.033, 0.935, 10240, 0,     8.033,
 23, 628, 23, 23, 24.313, 1.313, 11264, 0, 24.313, 26.577, 2.264, 1699, 26.577, 27.999, 1.422, 8192, 0, 27.999, 30.139, 2.14, 1200, 30.139, 31.073, 0.934, 10240, 0,     8.073,
 24, 628, 24, 24, 25.337, 1.337, 10240, 0, 25.337, 28.148, 2.811, 1644, 28.148, 29.184, 1.036, 8192, 0, 29.184, 31.32, 2.136, 1200, 31.32, 32.258, 0.938, 10240, 0,     8.258,
 25, 628, 25, 25, 26.264, 1.264, 9216, 0, 26.264, 28.389, 2.124, 1360, 28.389, 29.959, 1.57, 6144, 0, 29.959, 31.745, 1.786, 900, 31.745, 33.005, 1.26, 8192, 0,     8.005,
