Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 818, 0, 0, 0.838, 0.838, 9216, 0, 0.838, 2.626, 1.788, 1476, 2.626, 3.428, 0.803, 7168, 0, 3.428, 5.127, 1.699, 1050, 5.127, 5.897, 0.77, 9216, 0,     5.897,
 1, 818, 1, 1, 2.034, 1.034, 11264, 0, 2.034, 4.142, 2.108, 1740, 4.142, 5.064, 0.922, 8192, 0, 5.064, 7.02, 1.956, 1200, 7.02, 7.875, 0.855, 10240, 0,     6.875,
 2, 818, 2, 2, 3.244, 1.244, 13312, 0, 3.244, 5.64, 2.396, 1977, 5.64, 6.67, 1.03, 9216, 0, 6.67, 8.851, 2.181, 1350, 8.851, 9.877, 1.026, 12288, 0,     7.877,
 3, 818, 3, 3, 4.082, 1.082, 9216, 0, 4.082, 5.919, 1.836, 1466, 5.919, 7.466, 1.548, 7168, 0, 7.466, 9.164, 1.698, 1050, 9.164, 10.654, 1.49, 9216, 0,     7.654,
 4, 818, 4, 4, 5.021, 1.021, 10240, 0, 5.021, 7.54, 2.519, 1568, 7.54, 8.346, 0.806, 7168, 0, 8.346, 10.549, 2.203, 1050, 10.549, 11.422, 0.874, 9216, 0,     7.422,
 5, 818, 5, 5, 6.138, 1.138, 12288, 0, 6.138, 8.481, 2.344, 1934, 8.481, 9.511, 1.03, 9216, 0, 9.511, 11.69, 2.178, 1350, 11.69, 12.716, 1.026, 12288, 0,     7.716,
 6, 818, 6, 6, 7.255, 1.255, 12288, 0, 7.255, 9.825, 2.57, 1886, 9.825, 10.855, 1.03, 9216, 0, 10.855, 13.038, 2.183, 1350, 13.038, 14.064, 1.026, 12288, 0,     8.064,
 7, 818, 7, 7, 8.284, 1.284, 11264, 0, 8.284, 10.498, 2.214, 1664, 10.498, 11.765, 1.267, 8192, 0, 11.765, 13.705, 1.941, 1200, 13.705, 14.917, 1.212, 10240, 0,     7.917,
 8, 818, 8, 8, 9.215, 1.215, 10240, 0, 9.215, 11.672, 2.457, 1525, 11.672, 12.561, 0.889, 7168, 0, 12.561, 14.736, 2.175, 1050, 14.736, 15.688, 0.952, 9216, 0,     7.688,
 9, 818, 9, 9, 10.053, 1.053, 9216, 0, 10.053, 12.237, 2.185, 1436, 12.237, 13.358, 1.12, 7168, 0, 13.358, 15.408, 2.05, 1050, 15.408, 16.466, 1.058, 9216, 0,     7.466,
 10, 818, 10, 10, 11.078, 1.078, 11264, 0, 11.078, 13.768, 2.69, 1717, 13.768, 14.685, 0.916, 8192, 0, 14.685, 16.685, 2, 1200, 16.685, 17.55, 0.865, 10240, 0,     7.550,
 11, 818, 11, 11, 11.916, 0.916, 9216, 0, 11.916, 14.04, 2.124, 1473, 14.04, 15.481, 1.441, 7168, 0, 15.481, 17.187, 1.706, 1050, 17.187, 18.318, 1.131, 9216, 0,     7.318,
 12, 818, 12, 12, 13.117, 1.117, 12288, 0, 13.117, 16.02, 2.903, 1845, 16.02, 17.054, 1.034, 9216, 0, 17.054, 19.237, 2.183, 1350, 19.237, 20.263, 1.026, 12288, 0,     8.263,
 13, 818, 13, 13, 14.242, 1.242, 12288, 0, 14.242, 16.566, 2.324, 1918, 16.566, 18.078, 1.512, 9216, 0, 18.078, 20.261, 2.183, 1350, 20.261, 21.294, 1.033, 12288, 0,     8.294,
 14, 818, 14, 14, 15.266, 1.266, 11264, 0, 15.266, 18.133, 2.867, 1744, 18.133, 19.049, 0.916, 8192, 0, 19.049, 21.179, 2.129, 1200, 21.179, 22.147, 0.969, 10240, 0,     8.147,
 15, 818, 15, 15, 16.383, 1.383, 12288, 0, 16.383, 18.816, 2.432, 1856, 18.816, 20.073, 1.258, 9216, 0, 20.073, 22.457, 2.383, 1350, 22.457, 23.483, 1.026, 12288, 0,     8.483,
