Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 19, 0, 0, 0.825, 0.825, 8192, 0, 0.825, 1.68, 0.855, 673, 1.68, 2.371, 0.69, 4096, 0, 2.371, 2.77, 0.4, 600, 2.77, 3.283, 0.513, 2048, 0, 3.283, 3.483, 0.2, 200, 3.483, 3.631, 0.148, 1024, 0, 3.631, 3.742, 0.111, 200, 3.742, 3.75, 0.008, 0, 0,     3.750,
 1, 19, 1, 1, 1.825, 0.825, 8192, 0, 1.825, 2.693, 0.868, 695, 2.693, 3.378, 0.685, 4096, 0, 3.378, 3.793, 0.415, 600, 3.793, 4.305, 0.512, 2048, 0, 4.305, 4.519, 0.215, 200, 4.519, 4.675, 0.156, 1024, 0, 4.675, 4.781, 0.106, 200, 4.781, 4.787, 0.006, 0, 0,     3.787,
 2, 19, 2, 2, 2.825, 0.825, 8192, 0, 2.825, 3.722, 0.897, 718, 3.722, 4.407, 0.685, 4096, 0, 4.407, 4.811, 0.404, 600, 4.811, 5.323, 0.512, 2048, 0, 5.323, 5.523, 0.2, 200, 5.523, 5.681, 0.158, 1024, 0, 5.681, 5.786, 0.105, 200, 5.786, 5.789, 0.003, 0, 0,     3.789,
 3, 19, 3, 3, 3.825, 0.825, 8192, 0, 3.825, 4.718, 0.892, 701, 4.718, 5.409, 0.691, 4096, 0, 5.409, 5.816, 0.407, 600, 5.816, 6.328, 0.512, 2048, 0, 6.328, 6.524, 0.196, 200, 6.524, 6.68, 0.156, 1024, 0, 6.68, 6.794, 0.114, 200, 6.794, 6.804, 0.01, 0, 0,     3.804,
 4, 19, 4, 4, 5.133, 1.133, 11264, 0, 5.133, 6.308, 1.175, 947, 6.308, 7.165, 0.857, 5120, 0, 7.165, 7.662, 0.497, 750, 7.662, 8.429, 0.767, 3072, 0, 8.429, 8.72, 0.291, 300, 8.72, 8.869, 0.148, 1024, 0, 8.869, 8.974, 0.105, 200, 8.974, 8.984, 0.01, 0, 0,     4.984,
 5, 19, 5, 5, 6.064, 1.064, 9216, 0, 6.064, 7.227, 1.163, 733, 7.227, 7.912, 0.684, 4096, 0, 7.912, 8.319, 0.408, 600, 8.319, 8.942, 0.622, 2048, 0, 8.942, 9.142, 0.2, 200, 9.142, 9.29, 0.148, 1024, 0, 9.29, 9.397, 0.107, 200, 9.397, 9.405, 0.008, 0, 0,     4.405,
 6, 19, 6, 6, 7.098, 1.098, 10240, 0, 7.098, 8.231, 1.133, 804, 8.231, 9.092, 0.861, 5120, 0, 9.092, 9.589, 0.498, 750, 9.589, 10.359, 0.77, 3072, 0, 10.359, 10.658, 0.299, 300, 10.658, 10.811, 0.152, 1024, 0, 10.811, 10.91, 0.099, 200, 10.91, 10.92, 0.01, 0, 0,     4.920,
 7, 19, 7, 7, 8.019, 1.019, 9216, 0, 8.019, 9.193, 1.174, 760, 9.193, 9.878, 0.685, 4096, 0, 9.878, 10.282, 0.404, 600, 10.282, 10.871, 0.589, 2048, 0, 10.871, 11.071, 0.2, 200, 11.071, 11.219, 0.148, 1024, 0, 11.219, 11.324, 0.105, 200, 11.324, 11.33, 0.006, 0, 0,     4.330,
 8, 19, 8, 8, 8.839, 0.839, 8192, 0, 8.839, 10.035, 1.196, 667, 10.035, 10.721, 0.687, 4096, 0, 10.721, 11.13, 0.409, 600, 11.13, 11.642, 0.512, 2048, 0, 11.642, 11.842, 0.2, 200, 11.842, 11.99, 0.148, 1024, 0, 11.99, 12.097, 0.107, 200, 12.097, 12.107, 0.01, 0, 0,     4.107,
 9, 19, 9, 9, 9.825, 0.825, 8192, 0, 9.825, 10.871, 1.046, 661, 10.871, 11.556, 0.685, 4096, 0, 11.556, 11.955, 0.4, 600, 11.955, 12.468, 0.512, 2048, 0, 12.468, 12.676, 0.209, 200, 12.676, 12.825, 0.148, 1024, 0, 12.825, 12.924, 0.1, 200, 12.924, 12.934, 0.01, 0, 0,     3.934,
