Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 12, 0, 0, 1.03, 1.03, 10240, 0, 1.03, 2.04, 1.01, 503, 2.04, 3.002, 0.962, 15360, 0, 3.002, 4.501, 1.499, 1200, 4.501, 5.399, 0.898, 7168, 0, 5.399, 6.099, 0.7, 700, 6.099, 6.293, 0.194, 3072, 0, 6.293, 6.604, 0.311, 600, 6.604, 6.69, 0.086, 2048, 0,     6.690,
 1, 12, 1, 1, 2.064, 1.064, 10240, 0, 2.064, 3.133, 1.07, 536, 3.133, 4.162, 1.029, 16384, 0, 4.162, 6.109, 1.947, 1280, 6.109, 7.135, 1.026, 8192, 0, 7.135, 7.938, 0.803, 800, 7.938, 8.196, 0.258, 4096, 0, 8.196, 8.594, 0.398, 800, 8.594, 8.714, 0.12, 3072, 0,     7.714,
 2, 12, 2, 2, 2.985, 0.985, 9216, 0, 2.985, 4.104, 1.119, 482, 4.104, 5.058, 0.954, 14336, 0, 5.058, 7.523, 2.465, 1120, 7.523, 8.421, 0.898, 7168, 0, 8.421, 9.128, 0.707, 700, 9.128, 9.325, 0.197, 3072, 0, 9.325, 9.637, 0.312, 600, 9.637, 9.722, 0.086, 2048, 0,     7.722,
 3, 12, 3, 3, 3.825, 0.825, 8192, 0, 3.825, 4.927, 1.102, 411, 4.927, 5.826, 0.899, 12288, 0, 5.826, 8.74, 2.915, 960, 8.74, 9.51, 0.77, 6144, 0, 9.51, 10.126, 0.616, 600, 10.126, 10.32, 0.194, 3072, 0, 10.32, 10.633, 0.313, 600, 10.633, 10.713, 0.081, 2048, 0,     7.713,
 4, 12, 4, 4, 5.133, 1.133, 11264, 0, 5.133, 6.25, 1.117, 563, 6.25, 7.279, 1.029, 16384, 0, 7.279, 10.349, 3.07, 1280, 10.349, 11.377, 1.028, 8192, 0, 11.377, 12.177, 0.799, 800, 12.177, 12.44, 0.263, 4096, 0, 12.44, 12.84, 0.4, 800, 12.84, 12.96, 0.12, 3072, 0,     8.960,
 5, 12, 5, 5, 6.167, 1.167, 10240, 0, 6.167, 7.317, 1.15, 531, 7.317, 8.285, 0.967, 15360, 0, 8.285, 11.862, 3.577, 1200, 11.862, 12.76, 0.898, 7168, 0, 12.76, 13.478, 0.718, 700, 13.478, 13.679, 0.201, 3072, 0, 13.679, 13.983, 0.303, 600, 13.983, 14.065, 0.083, 2048, 0,     9.065,
 6, 12, 6, 6, 6.986, 0.986, 8192, 0, 6.986, 8.174, 1.188, 429, 8.174, 9.053, 0.879, 12288, 0, 9.053, 13.072, 4.019, 960, 13.072, 13.842, 0.77, 6144, 0, 13.842, 14.458, 0.616, 600, 14.458, 14.652, 0.194, 3072, 0, 14.652, 14.952, 0.3, 600, 14.952, 15.036, 0.084, 2048, 0,     9.036,
 7, 12, 7, 7, 7.825, 0.825, 8192, 0, 7.825, 9.02, 1.195, 417, 9.02, 9.821, 0.801, 12288, 0, 9.821, 14.272, 4.451, 960, 14.272, 15.046, 0.775, 6144, 0, 15.046, 15.653, 0.606, 600, 15.653, 15.854, 0.201, 3072, 0, 15.854, 16.157, 0.303, 600, 16.157, 16.239, 0.082, 2048, 0,     9.239,
 8, 12, 8, 8, 8.928, 0.928, 9216, 0, 8.928, 9.955, 1.027, 464, 9.955, 10.788, 0.834, 13312, 0, 10.788, 15.587, 4.799, 1040, 15.587, 16.363, 0.776, 6144, 0, 16.363, 16.962, 0.599, 600, 16.962, 17.156, 0.194, 3072, 0, 17.156, 17.46, 0.305, 600, 17.46, 17.541, 0.081, 2048, 0,     9.541,
 9, 12, 9, 9, 9.932, 0.932, 9216, 0, 9.932, 10.91, 0.978, 469, 10.91, 11.808, 0.898, 14336, 0, 11.808, 16.986, 5.178, 1120, 16.986, 17.884, 0.898, 7168, 0, 17.884, 18.585, 0.701, 700, 18.585, 18.779, 0.194, 3072, 0, 18.779, 19.091, 0.312, 600, 19.091, 19.172, 0.081, 2048, 0,    10.172,
