Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 5, 0, 0, 0.973, 0.973, 11264, 0, 0.973, 2.016, 1.042, 552, 2.016, 2.814, 0.798, 16384, 0, 2.814, 3.665, 0.851, 1280, 3.665, 4.55, 0.885, 8192, 0, 4.55, 5.418, 0.867, 1200, 5.418, 6.257, 0.839, 5120, 0, 6.257, 7.097, 0.84, 500, 7.097, 7.243, 0.146, 2048, 0,     7.243,
 1, 5, 1, 1, 1.877, 0.877, 10240, 0, 1.877, 2.937, 1.061, 548, 2.937, 3.906, 0.968, 16384, 0, 3.906, 4.78, 0.874, 1280, 4.78, 5.635, 0.855, 8192, 0, 5.635, 6.506, 0.87, 1200, 6.506, 7.253, 0.747, 5120, 0, 7.253, 8.02, 0.767, 500, 8.02, 8.189, 0.169, 2048, 0,     7.189,
 2, 5, 2, 2, 2.992, 0.992, 13312, 0, 2.992, 4.142, 1.15, 686, 4.142, 5.221, 1.079, 20480, 0, 5.221, 6.293, 1.072, 1600, 6.293, 7.253, 0.96, 10240, 0, 7.253, 8.481, 1.229, 1500, 8.481, 9.282, 0.8, 6144, 0, 9.282, 10.316, 1.034, 600, 10.316, 10.565, 0.25, 3072, 0,     8.565,
 3, 5, 3, 3, 3.95, 0.95, 12288, 0, 3.95, 5.128, 1.178, 637, 5.128, 6.13, 1.002, 19456, 0, 6.13, 7.277, 1.147, 1520, 7.277, 8.217, 0.94, 9216, 0, 8.217, 9.506, 1.289, 1350, 9.506, 10.427, 0.921, 6144, 0, 10.427, 11.426, 0.999, 600, 11.426, 11.655, 0.229, 3072, 0,     8.655,
 4, 5, 4, 4, 5.065, 1.065, 11264, 0, 5.065, 6.011, 0.947, 583, 6.011, 6.992, 0.981, 17408, 0, 6.992, 8.251, 1.258, 1360, 8.251, 9.188, 0.937, 8192, 0, 9.188, 10.391, 1.203, 1200, 10.391, 11.192, 0.801, 5120, 0, 11.192, 12.256, 1.064, 500, 12.256, 12.423, 0.167, 2048, 0,     8.423,
 5, 5, 5, 5, 5.79, 0.79, 10240, 0, 5.79, 6.853, 1.063, 538, 6.853, 7.78, 0.927, 16384, 0, 7.78, 9.063, 1.283, 1280, 9.063, 9.969, 0.906, 8192, 0, 9.969, 11.353, 1.384, 1200, 11.353, 12.034, 0.681, 5120, 0, 12.034, 13.094, 1.061, 500, 13.094, 13.242, 0.147, 2048, 0,     8.242,
 6, 5, 6, 6, 7.012, 1.012, 12288, 0, 7.012, 8.094, 1.081, 622, 8.094, 8.948, 0.855, 18432, 0, 8.948, 9.971, 1.023, 1440, 9.971, 10.918, 0.947, 9216, 0, 10.918, 12.329, 1.411, 1350, 12.329, 13.252, 0.923, 6144, 0, 13.252, 14.292, 1.04, 600, 14.292, 14.527, 0.235, 3072, 0,     8.527,
 7, 5, 7, 7, 8.318, 1.318, 15360, 0, 8.318, 9.505, 1.187, 751, 9.505, 10.677, 1.172, 22528, 0, 10.677, 11.773, 1.096, 1760, 11.773, 12.838, 1.065, 11264, 0, 12.838, 14.148, 1.31, 1650, 14.148, 15.219, 1.071, 7168, 0, 15.219, 16.467, 1.247, 700, 16.467, 16.687, 0.221, 3072, 0,     9.687,
 8, 5, 8, 8, 9.08, 1.08, 10240, 0, 9.08, 10.427, 1.347, 525, 10.427, 11.413, 0.986, 15360, 0, 11.413, 12.536, 1.123, 1200, 12.536, 13.641, 1.105, 7168, 0, 13.641, 14.989, 1.348, 1050, 14.989, 15.941, 0.951, 4096, 0, 15.941, 17.072, 1.131, 400, 17.072, 17.223, 0.152, 2048, 0,     9.223,
 9, 5, 9, 9, 9.918, 0.918, 11264, 0, 9.918, 11.344, 1.426, 564, 11.344, 12.266, 0.922, 16384, 0, 12.266, 13.37, 1.105, 1280, 13.37, 14.556, 1.186, 8192, 0, 14.556, 16.025, 1.47, 1200, 16.025, 16.796, 0.771, 5120, 0, 16.796, 18.011, 1.214, 500, 18.011, 18.157, 0.146, 2048, 0,     9.157,
