Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 17, 0, 0, 0.977, 0.977, 10240, 0, 0.977, 2.146, 1.169, 548, 2.146, 3.179, 1.033, 16384, 0, 3.179, 4.223, 1.044, 1600, 4.223, 4.478, 0.255, 8192, 0, 4.478, 4.778, 0.3, 1600, 4.778, 4.91, 0.132, 6144, 0,     4.910,
 1, 17, 1, 1, 2.031, 1.031, 10240, 0, 2.031, 3.245, 1.213, 524, 3.245, 4.213, 0.968, 15360, 0, 4.213, 5.255, 1.043, 1500, 5.255, 5.555, 0.3, 8192, 0, 5.555, 5.866, 0.311, 1600, 5.866, 5.993, 0.127, 6144, 0,     4.993,
 2, 17, 2, 2, 3.18, 1.18, 11264, 0, 3.18, 4.407, 1.226, 596, 4.407, 5.5, 1.094, 17408, 0, 5.5, 6.672, 1.172, 1700, 6.672, 6.964, 0.292, 9216, 0, 6.964, 7.263, 0.299, 1800, 7.263, 7.409, 0.146, 7168, 0,     5.409,
 3, 17, 3, 3, 4.232, 1.232, 10240, 0, 4.232, 5.609, 1.377, 544, 5.609, 6.608, 0.999, 16384, 0, 6.608, 7.778, 1.17, 1600, 7.778, 8.046, 0.267, 8192, 0, 8.046, 8.347, 0.302, 1600, 8.347, 8.469, 0.121, 6144, 0,     5.469,
 4, 17, 4, 4, 5.337, 1.337, 10240, 0, 5.337, 6.83, 1.493, 542, 6.83, 7.792, 0.962, 16384, 0, 7.792, 8.882, 1.09, 1600, 8.882, 9.166, 0.283, 8192, 0, 9.166, 9.436, 0.27, 1600, 9.436, 9.567, 0.131, 6144, 0,     5.567,
 5, 17, 5, 5, 6.176, 1.176, 8192, 0, 6.176, 7.64, 1.464, 403, 7.64, 8.5, 0.86, 12288, 0, 8.5, 9.789, 1.289, 1200, 9.789, 9.997, 0.208, 6144, 0, 9.997, 10.223, 0.227, 1200, 10.223, 10.326, 0.102, 5120, 0,     5.326,
 6, 17, 6, 6, 7.15, 1.15, 8192, 0, 7.15, 8.508, 1.357, 402, 8.508, 9.323, 0.816, 12288, 0, 9.323, 10.72, 1.397, 1200, 10.72, 10.936, 0.216, 6144, 0, 10.936, 11.15, 0.214, 1200, 11.15, 11.252, 0.102, 5120, 0,     5.252,
 7, 17, 7, 7, 8.037, 1.037, 9216, 0, 8.037, 9.536, 1.499, 480, 9.536, 10.477, 0.941, 14336, 0, 10.477, 11.686, 1.209, 1400, 11.686, 11.945, 0.259, 7168, 0, 11.945, 12.182, 0.237, 1400, 12.182, 12.285, 0.103, 5120, 0,     5.285,
 8, 17, 8, 8, 8.972, 0.972, 9216, 0, 8.972, 10.494, 1.522, 483, 10.494, 11.527, 1.033, 14336, 0, 11.527, 12.614, 1.087, 1400, 12.614, 12.881, 0.267, 7168, 0, 12.881, 13.127, 0.246, 1400, 13.127, 13.232, 0.105, 5120, 0,     5.232,
 9, 17, 9, 9, 10.168, 1.168, 11264, 0, 10.168, 11.633, 1.465, 571, 11.633, 12.801, 1.168, 17408, 0, 12.801, 13.901, 1.1, 1700, 13.901, 14.232, 0.331, 9216, 0, 14.232, 14.542, 0.31, 1800, 14.542, 14.705, 0.163, 7168, 0,     5.705,
 10, 17, 10, 10, 11.112, 1.112, 10240, 0, 11.112, 12.691, 1.579, 515, 12.691, 13.772, 1.081, 15360, 0, 13.772, 14.92, 1.148, 1500, 14.92, 15.172, 0.252, 8192, 0, 15.172, 15.441, 0.269, 1600, 15.441, 15.571, 0.13, 6144, 0,     5.571,
 11, 17, 11, 11, 12.016, 1.016, 9216, 0, 12.016, 13.685, 1.669, 455, 13.685, 14.557, 0.872, 13312, 0, 14.557, 15.827, 1.27, 1300, 15.827, 16.09, 0.264, 7168, 0, 16.09, 16.375, 0.285, 1400, 16.375, 16.486, 0.111, 5120, 0,     5.486,
