Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 531, 0, 0, 0.928, 0.928, 9216, 0, 0.928, 2.872, 1.944, 973, 2.872, 3.71, 0.838, 9216, 0,     3.710,
 1, 531, 1, 1, 1.825, 0.825, 8192, 0, 1.825, 3.489, 1.664, 832, 3.489, 4.455, 0.966, 8192, 0,     3.455,
 2, 531, 2, 2, 2.825, 0.825, 8192, 0, 2.825, 4.491, 1.666, 803, 4.491, 5.236, 0.745, 8192, 0,     3.236,
 3, 531, 3, 3, 3.825, 0.825, 8192, 0, 3.825, 5.615, 1.789, 895, 5.615, 6.369, 0.754, 8192, 0,     3.369,
 4, 531, 4, 4, 4.928, 0.928, 9216, 0, 4.928, 6.76, 1.833, 920, 6.76, 7.598, 0.838, 9216, 0,     3.598,
 5, 531, 5, 5, 5.928, 0.928, 9216, 0, 5.928, 7.783, 1.856, 927, 7.783, 8.621, 0.838, 9216, 0,     3.621,
 6, 531, 6, 6, 7.03, 1.03, 10240, 0, 7.03, 9.084, 2.054, 1026, 9.084, 10.015, 0.931, 10240, 0,     4.015,
 7, 531, 7, 7, 8.162, 1.162, 11264, 0, 8.162, 10.367, 2.205, 1104, 10.367, 11.397, 1.03, 11264, 0,     4.397,
 8, 531, 8, 8, 8.983, 0.983, 8192, 0, 8.983, 10.797, 1.814, 855, 10.797, 12.142, 1.344, 8192, 0,     4.142,
 9, 531, 9, 9, 9.825, 0.825, 8192, 0, 9.825, 12.142, 2.317, 888, 12.142, 12.887, 0.745, 8192, 0,     3.887,
 10, 531, 10, 10, 10.928, 0.928, 9216, 0, 10.928, 12.874, 1.946, 970, 12.874, 13.725, 0.851, 9216, 0,     3.725,
 11, 531, 11, 11, 12.03, 1.03, 10240, 0, 12.03, 14.322, 2.292, 1088, 14.322, 15.262, 0.94, 10240, 0,     4.262,
 12, 531, 12, 12, 12.854, 0.854, 8192, 0, 12.854, 14.588, 1.734, 858, 14.588, 16.007, 1.418, 8192, 0,     4.007,
 13, 531, 13, 13, 13.929, 0.929, 9216, 0, 13.929, 16.245, 2.317, 962, 16.245, 17.083, 0.838, 9216, 0,     4.083,
 14, 531, 14, 14, 14.825, 0.825, 8192, 0, 14.825, 16.515, 1.69, 843, 16.515, 17.832, 1.317, 8192, 0,     3.832,
 15, 531, 15, 15, 15.826, 0.826, 8192, 0, 15.826, 17.981, 2.155, 869, 17.981, 18.728, 0.746, 8192, 0,     3.728,
 16, 531, 16, 16, 17.03, 1.03, 10240, 0, 17.03, 19.164, 2.134, 1069, 19.164, 20.095, 0.931, 10240, 0,     4.095,
 17, 531, 17, 17, 17.951, 0.951, 9216, 0, 17.951, 19.86, 1.908, 940, 19.86, 20.933, 1.073, 9216, 0,     3.933,
 18, 531, 18, 18, 19.138, 1.138, 11264, 0, 19.138, 21.518, 2.38, 1174, 21.518, 22.542, 1.024, 11264, 0,     4.542,
 19, 531, 19, 19, 19.96, 0.96, 8192, 0, 19.96, 21.709, 1.749, 871, 21.709, 23.291, 1.581, 8192, 0,     4.291,
 20, 531, 20, 20, 21.134, 1.134, 11264, 0, 21.134, 23.826, 2.692, 1149, 23.826, 24.859, 1.033, 11264, 0,     4.859,
 21, 531, 21, 21, 22.06, 1.06, 9216, 0, 22.06, 24.01, 1.949, 975, 24.01, 25.699, 1.689, 9216, 0,     4.699,
 22, 531, 22, 22, 22.88, 0.88, 8192, 0, 22.88, 25.601, 2.721, 888, 25.601, 26.45, 0.849, 8192, 0,     4.450,
 23, 531, 23, 23, 23.927, 0.927, 9216, 0, 23.927, 25.829, 1.902, 908, 25.829, 27.287, 1.459, 9216, 0,     4.287,
