Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 190, 0, 0, 1.034, 1.034, 10240, 0, 1.034, 3.216, 2.182, 1634, 3.216, 4.246, 1.03, 8192, 0, 4.246, 6.376, 2.13, 1200, 6.376, 7.309, 0.933, 10240, 0,     7.309,
 1, 190, 1, 1, 2.16, 1.16, 11264, 0, 2.16, 4.436, 2.276, 1708, 4.436, 5.466, 1.03, 8192, 0, 5.466, 7.6, 2.134, 1200, 7.6, 8.533, 0.933, 10240, 0,     7.533,
 2, 190, 2, 2, 3.082, 1.082, 9216, 0, 3.082, 5.019, 1.937, 1353, 5.019, 6.24, 1.222, 6144, 0, 6.24, 7.978, 1.738, 900, 7.978, 9.281, 1.303, 8192, 0,     7.281,
 4, 190, 4, 4, 5.034, 1.034, 8192, 0, 5.034, 6.665, 1.631, 1224, 6.665, 7.443, 0.779, 6144, 0, 7.443, 9.203, 1.76, 900, 9.203, 10.032, 0.829, 8192, 0,     6.032,
 3, 190, 3, 3, 4.209, 1.209, 11264, 0, 4.209, 6.707, 2.498, 1704, 6.707, 8.467, 1.76, 8192, 0, 8.467, 10.603, 2.136, 1200, 10.603, 11.544, 0.94, 10240, 0,     8.544,
 5, 190, 5, 5, 6.068, 1.068, 10240, 0, 6.068, 8.678, 2.61, 1511, 8.678, 9.58, 0.902, 7168, 0, 9.58, 11.452, 1.873, 1050, 11.452, 12.381, 0.929, 9216, 0,     7.381,
 6, 190, 6, 6, 7.092, 1.092, 10240, 0, 7.092, 9.274, 2.182, 1637, 9.274, 10.604, 1.33, 8192, 0, 10.604, 12.74, 2.136, 1200, 12.74, 13.682, 0.942, 10240, 0,     7.682,
 7, 190, 7, 7, 8.218, 1.218, 11264, 0, 8.218, 10.99, 2.772, 1735, 10.99, 12.03, 1.04, 8192, 0, 12.03, 14.166, 2.136, 1200, 14.166, 15.099, 0.933, 10240, 0,     8.099,
 8, 190, 8, 8, 9.147, 1.147, 9216, 0, 9.147, 11.244, 2.097, 1478, 11.244, 12.926, 1.682, 7168, 0, 12.926, 14.792, 1.866, 1050, 14.792, 15.937, 1.145, 9216, 0,     7.937,
 9, 190, 9, 9, 10.075, 1.075, 9216, 0, 10.075, 12.884, 2.809, 1421, 12.884, 13.822, 0.938, 7168, 0, 13.822, 16.047, 2.225, 1050, 16.047, 16.893, 0.846, 9216, 0,     7.893,
 10, 190, 10, 10, 11.209, 1.209, 11264, 0, 11.209, 13.47, 2.261, 1671, 13.47, 14.846, 1.375, 8192, 0, 14.846, 16.985, 2.14, 1200, 16.985, 17.921, 0.935, 10240, 0,     7.921,
 11, 190, 11, 11, 12.24, 1.24, 10240, 0, 12.24, 14.909, 2.669, 1519, 14.909, 15.811, 0.902, 7168, 0, 15.811, 17.919, 2.108, 1050, 17.919, 18.763, 0.844, 9216, 0,     7.763,
 12, 190, 12, 12, 13.366, 1.366, 11264, 0, 13.366, 15.712, 2.346, 1682, 15.712, 16.835, 1.123, 8192, 0, 16.835, 19.126, 2.291, 1200, 19.126, 20.058, 0.933, 10240, 0,     8.058,
 13, 190, 13, 13, 14.288, 1.288, 9216, 0, 14.288, 16.873, 2.585, 1471, 16.873, 17.784, 0.912, 7168, 0, 17.784, 19.786, 2.001, 1050, 19.786, 20.897, 1.111, 9216, 0,     7.897,
 14, 190, 14, 14, 15.209, 1.209, 9216, 0, 15.209, 17.575, 2.365, 1398, 17.575, 18.552, 0.978, 6144, 0, 18.552, 20.727, 2.174, 900, 20.727, 21.651, 0.924, 8192, 0,     7.651,
 15, 190, 15, 15, 16.234, 1.234, 10240, 0, 16.234, 18.978, 2.744, 1572, 18.978, 19.88, 0.902, 7168, 0, 19.88, 21.747, 1.867, 1050, 21.747, 22.595, 0.848, 9216, 0,     7.595,
