Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 423, 0, 0, 0.825, 0.825, 8192, 0, 0.825, 2.529, 1.704, 853, 2.529, 3.276, 0.747, 8192, 0,     3.276,
 1, 423, 1, 1, 2.04, 1.04, 10240, 0, 2.04, 4.182, 2.142, 1072, 4.182, 5.115, 0.933, 10240, 0,     4.115,
 2, 423, 2, 2, 2.961, 0.961, 9216, 0, 2.961, 4.839, 1.878, 939, 4.839, 5.953, 1.114, 9216, 0,     3.953,
 3, 423, 3, 3, 3.825, 0.825, 8192, 0, 3.825, 5.88, 2.055, 850, 5.88, 6.708, 0.827, 8192, 0,     3.708,
 4, 423, 4, 4, 4.825, 0.825, 8192, 0, 4.825, 6.59, 1.765, 876, 6.59, 7.452, 0.863, 8192, 0,     3.452,
 5, 423, 5, 5, 5.825, 0.825, 8192, 0, 5.825, 7.653, 1.828, 887, 7.653, 8.403, 0.75, 8192, 0,     3.403,
 6, 423, 6, 6, 7.132, 1.132, 11264, 0, 7.132, 9.485, 2.353, 1177, 9.485, 10.512, 1.027, 11264, 0,     4.512,
 7, 423, 7, 7, 8.054, 1.054, 9216, 0, 8.054, 9.862, 1.808, 905, 9.862, 11.354, 1.492, 9216, 0,     4.354,
 8, 423, 8, 8, 9.078, 1.078, 10240, 0, 9.078, 11.514, 2.436, 1015, 11.514, 12.447, 0.933, 10240, 0,     4.447,
 9, 423, 9, 9, 9.897, 0.897, 8192, 0, 9.897, 11.689, 1.793, 897, 11.689, 13.191, 1.502, 8192, 0,     4.191,
 10, 423, 10, 10, 11.03, 1.03, 10240, 0, 11.03, 13.635, 2.605, 1061, 13.635, 14.573, 0.939, 10240, 0,     4.573,
 11, 423, 11, 11, 12.163, 1.163, 11264, 0, 12.163, 14.51, 2.347, 1174, 14.51, 15.597, 1.087, 11264, 0,     4.597,
 12, 423, 12, 12, 13.187, 1.187, 10240, 0, 13.187, 15.726, 2.539, 1040, 15.726, 16.659, 0.933, 10240, 0,     4.659,
 13, 423, 13, 13, 14.006, 1.006, 8192, 0, 14.006, 16.114, 2.108, 803, 16.114, 17.411, 1.296, 8192, 0,     4.411,
 14, 423, 14, 14, 14.825, 0.825, 8192, 0, 14.825, 17.517, 2.692, 895, 17.517, 18.264, 0.747, 8192, 0,     4.264,
 15, 423, 15, 15, 16.03, 1.03, 10240, 0, 16.03, 18.256, 2.226, 1063, 18.256, 19.203, 0.946, 10240, 0,     4.203,
 16, 423, 16, 16, 17.063, 1.063, 10240, 0, 17.063, 19.727, 2.664, 1098, 19.727, 20.66, 0.933, 10240, 0,     4.660,
 17, 423, 17, 17, 17.882, 0.882, 8192, 0, 17.882, 19.962, 2.079, 853, 19.962, 21.405, 1.444, 8192, 0,     4.405,
 18, 423, 18, 18, 18.825, 0.825, 8192, 0, 18.825, 21.353, 2.527, 804, 21.353, 22.153, 0.8, 8192, 0,     4.153,
 19, 423, 19, 19, 19.928, 0.928, 9216, 0, 19.928, 21.845, 1.917, 941, 21.845, 22.99, 1.146, 9216, 0,     3.990,
 20, 423, 20, 20, 20.825, 0.825, 8192, 0, 20.825, 23.13, 2.305, 881, 23.13, 23.877, 0.747, 8192, 0,     3.877,
 21, 423, 21, 21, 21.927, 0.927, 9216, 0, 21.927, 23.887, 1.96, 983, 23.887, 24.727, 0.84, 9216, 0,     3.727,
 22, 423, 22, 22, 22.928, 0.928, 9216, 0, 22.928, 24.998, 2.07, 934, 24.998, 25.846, 0.848, 9216, 0,     3.846,
 23, 423, 23, 23, 24.133, 1.133, 11264, 0, 24.133, 26.337, 2.204, 1103, 26.337, 27.363, 1.026, 11264, 0,     4.363,
 24, 423, 24, 24, 25.261, 1.261, 11264, 0, 25.261, 27.565, 2.304, 1153, 27.565, 28.591, 1.026, 11264, 0,     4.591,
 25, 423, 25, 25, 26.388, 1.388, 11264, 0, 26.388, 28.605, 2.217, 1111, 28.605, 29.641, 1.036, 11264, 0,     4.641,
 26, 423, 26, 26, 27.309, 1.309, 9216, 0, 27.309, 29.37, 2.061, 903, 29.37, 30.479, 1.109, 9216, 0,     4.479,
 27, 423, 27, 27, 28.435, 1.435, 11264, 0, 28.435, 30.983, 2.548, 1190, 30.983, 32.009, 1.026, 11264, 0,     5.009,
 28, 423, 28, 28, 29.255, 1.255, 8192, 0, 29.255, 31.092, 1.837, 862, 31.092, 32.758, 1.666, 8192, 0,     4.758,
 29, 423, 29, 29, 30.177, 1.177, 9216, 0, 30.177, 32.879, 2.703, 949, 32.879, 33.719, 0.84, 9216, 0,     4.719,
 30, 423, 30, 30, 31.306, 1.306, 11264, 0, 31.306, 33.547, 2.241, 1124, 33.547, 34.743, 1.196, 11264, 0,     4.743,
 31, 423, 31, 31, 32.432, 1.432, 11264, 0, 32.432, 35.257, 2.825, 1190, 35.257, 36.283, 1.026, 11264, 0,     5.283,
 32, 423, 32, 32, 33.559, 1.559, 11264, 0, 33.559, 35.92, 2.361, 1179, 35.92, 37.307, 1.387, 11264, 0,     5.307,
 33, 423, 33, 33, 34.583, 1.583, 10240, 0, 34.583, 37.45, 2.867, 1093, 37.45, 38.383, 0.933, 10240, 0,     5.383,
