Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 15, 0, 0, 0.718, 0.718, 9216, 0, 0.718, 1.377, 0.659, 493, 1.377, 1.997, 0.62, 14336, 0, 1.997, 2.686, 0.689, 2100, 2.686, 3.352, 0.666, 9216, 0, 3.352, 4.085, 0.733, 900, 4.085, 4.266, 0.181, 5120, 0, 4.266, 4.43, 0.165, 1000, 4.43, 4.523, 0.092, 4096, 0,     4.523,
 1, 15, 1, 1, 1.733, 0.733, 10240, 0, 1.733, 2.423, 0.689, 504, 2.423, 3.047, 0.624, 15360, 0, 3.047, 3.795, 0.748, 2250, 3.795, 4.401, 0.606, 10240, 0, 4.401, 5.091, 0.69, 1000, 5.091, 5.266, 0.174, 5120, 0, 5.266, 5.46, 0.194, 1000, 5.46, 5.55, 0.09, 4096, 0,     4.550,
 2, 15, 2, 2, 2.808, 0.808, 11264, 0, 2.808, 3.604, 0.797, 551, 3.604, 4.401, 0.796, 16384, 0, 4.401, 5.121, 0.72, 2400, 5.121, 5.755, 0.634, 10240, 0, 5.755, 6.486, 0.731, 1000, 6.486, 6.694, 0.208, 5120, 0, 6.694, 6.901, 0.207, 1000, 6.901, 6.99, 0.089, 4096, 0,     4.990,
 3, 15, 3, 3, 3.725, 0.725, 11264, 0, 3.725, 4.591, 0.866, 558, 4.591, 5.299, 0.708, 16384, 0, 5.299, 6.051, 0.752, 2400, 6.051, 6.761, 0.709, 10240, 0, 6.761, 7.496, 0.735, 1000, 7.496, 7.679, 0.183, 5120, 0, 7.679, 7.853, 0.174, 1000, 7.853, 7.941, 0.088, 4096, 0,     4.941,
 4, 15, 4, 4, 4.921, 0.921, 10240, 0, 4.921, 5.755, 0.833, 544, 5.755, 6.579, 0.824, 16384, 0, 6.579, 7.35, 0.771, 2400, 7.35, 8.034, 0.684, 10240, 0, 8.034, 8.712, 0.679, 1000, 8.712, 8.873, 0.161, 5120, 0, 8.873, 9.068, 0.195, 1000, 9.068, 9.15, 0.082, 4096, 0,     5.150,
 5, 15, 5, 5, 5.757, 0.757, 10240, 0, 5.757, 6.456, 0.699, 500, 6.456, 7.264, 0.808, 15360, 0, 7.264, 8.109, 0.845, 2250, 8.109, 8.719, 0.61, 10240, 0, 8.719, 9.409, 0.689, 1000, 9.409, 9.602, 0.193, 5120, 0, 9.602, 9.787, 0.185, 1000, 9.787, 9.873, 0.086, 4096, 0,     4.873,
 6, 15, 6, 6, 6.615, 0.615, 9216, 0, 6.615, 7.278, 0.663, 495, 7.278, 7.894, 0.616, 14336, 0, 7.894, 8.839, 0.945, 2100, 8.839, 9.444, 0.606, 9216, 0, 9.444, 10.09, 0.645, 900, 10.09, 10.264, 0.175, 5120, 0, 10.264, 10.445, 0.18, 1000, 10.445, 10.524, 0.079, 4096, 0,     4.524,
 7, 15, 7, 7, 8.067, 1.067, 14336, 0, 8.067, 9.22, 1.153, 710, 9.22, 10.095, 0.875, 21504, 0, 10.095, 11.075, 0.98, 3150, 11.075, 11.952, 0.877, 14336, 0, 11.952, 12.98, 1.028, 1400, 12.98, 13.211, 0.231, 7168, 0, 13.211, 13.465, 0.254, 1400, 13.465, 13.58, 0.115, 5120, 0,     6.580,
 8, 15, 8, 8, 8.939, 0.939, 12288, 0, 8.939, 10.08, 1.141, 608, 10.08, 10.896, 0.816, 18432, 0, 10.896, 11.921, 1.025, 2700, 11.921, 12.752, 0.831, 12288, 0, 12.752, 13.896, 1.144, 1200, 13.896, 14.119, 0.222, 6144, 0, 14.119, 14.342, 0.223, 1200, 14.342, 14.44, 0.098, 5120, 0,     6.440,
 9, 15, 9, 9, 9.898, 0.898, 12288, 0, 9.898, 10.916, 1.018, 627, 10.916, 11.709, 0.793, 18432, 0, 11.709, 12.753, 1.044, 2700, 12.753, 13.57, 0.817, 12288, 0, 13.57, 14.774, 1.204, 1200, 14.774, 15, 0.226, 6144, 0, 15, 15.223, 0.223, 1200, 15.223, 15.335, 0.111, 5120, 0,     6.335,
 10, 15, 10, 10, 10.617, 0.617, 9216, 0, 10.617, 11.603, 0.986, 485, 11.603, 12.43, 0.827, 14336, 0, 12.43, 13.398, 0.968, 2100, 13.398, 14.199, 0.801, 9216, 0, 14.199, 15.411, 1.212, 900, 15.411, 15.609, 0.198, 5120, 0, 15.609, 15.796, 0.187, 1000, 15.796, 15.886, 0.091, 4096, 0,     5.886,
 11, 15, 11, 11, 11.749, 0.749, 10240, 0, 11.749, 12.61, 0.861, 508, 12.61, 13.305, 0.695, 15360, 0, 13.305, 14.11, 0.806, 2250, 14.11, 14.892, 0.782, 10240, 0, 14.892, 16.083, 1.191, 1000, 16.083, 16.254, 0.171, 5120, 0, 16.254, 16.43, 0.176, 1000, 16.43, 16.524, 0.094, 4096, 0,     5.524,
 12, 15, 12, 12, 12.902, 0.902, 12288, 0, 12.902, 13.963, 1.061, 630, 13.963, 14.774, 0.811, 18432, 0, 14.774, 15.718, 0.943, 2700, 15.718, 16.463, 0.745, 12288, 0, 16.463, 17.336, 0.873, 1200, 17.336, 17.533, 0.197, 6144, 0, 17.533, 17.766, 0.233, 1200, 17.766, 17.864, 0.098, 5120, 0,     5.864,
 13, 15, 13, 13, 13.912, 0.912, 13312, 0, 13.912, 15.015, 1.102, 653, 15.015, 15.964, 0.95, 19456, 0, 15.964, 16.876, 0.912, 2850, 16.876, 17.606, 0.73, 12288, 0, 17.606, 18.506, 0.9, 1200, 18.506, 18.72, 0.214, 6144, 0, 18.72, 18.939, 0.219, 1200, 18.939, 19.041, 0.102, 5120, 0,     6.041,
 14, 15, 14, 14, 14.91, 0.91, 13312, 0, 14.91, 16.071, 1.161, 681, 16.071, 16.909, 0.838, 20480, 0, 16.909, 17.932, 1.023, 3000, 17.932, 18.752, 0.82, 13312, 0, 18.752, 19.717, 0.965, 1300, 19.717, 19.961, 0.244, 7168, 0, 19.961, 20.227, 0.266, 1400, 20.227, 20.336, 0.109, 5120, 0,     6.336,
 15, 15, 15, 15, 15.971, 0.971, 13312, 0, 15.971, 17.002, 1.031, 677, 17.002, 17.949, 0.947, 20480, 0, 17.949, 18.996, 1.047, 3000, 18.996, 19.85, 0.854, 13312, 0, 19.85, 20.823, 0.973, 1300, 20.823, 21.048, 0.225, 7168, 0, 21.048, 21.293, 0.245, 1400, 21.293, 21.393, 0.101, 5120, 0,     6.393,
 16, 15, 16, 16, 16.81, 0.81, 11264, 0, 16.81, 17.882, 1.072, 595, 17.882, 18.78, 0.897, 17408, 0, 18.78, 19.788, 1.008, 2550, 19.788, 20.596, 0.808, 11264, 0, 20.596, 21.625, 1.029, 1100, 21.625, 21.863, 0.238, 6144, 0, 21.863, 22.074, 0.211, 1200, 22.074, 22.179, 0.105, 5120, 0,     6.179,
 17, 15, 17, 17, 17.704, 0.704, 10240, 0, 17.704, 18.668, 0.965, 501, 18.668, 19.454, 0.786, 15360, 0, 19.454, 20.49, 1.036, 2250, 20.49, 21.283, 0.793, 10240, 0, 21.283, 22.316, 1.034, 1000, 22.316, 22.516, 0.199, 5120, 0, 22.516, 22.718, 0.203, 1000, 22.718, 22.806, 0.087, 4096, 0,     5.806,
 18, 15, 18, 18, 18.919, 0.919, 13312, 0, 18.919, 19.973, 1.054, 690, 19.973, 20.86, 0.887, 20480, 0, 20.86, 21.792, 0.932, 3000, 21.792, 22.581, 0.789, 13312, 0, 22.581, 23.507, 0.926, 1300, 23.507, 23.735, 0.228, 7168, 0, 23.735, 24.03, 0.295, 1400, 24.03, 24.162, 0.132, 5120, 0,     6.162,
 19, 15, 19, 19, 19.738, 0.738, 11264, 0, 19.738, 20.896, 1.158, 568, 20.896, 21.645, 0.75, 17408, 0, 21.645, 22.584, 0.939, 2550, 22.584, 23.277, 0.693, 11264, 0, 23.277, 24.357, 1.08, 1100, 24.357, 24.551, 0.193, 6144, 0, 24.551, 24.784, 0.233, 1200, 24.784, 24.907, 0.123, 5120, 0,     5.907,
 20, 15, 20, 20, 21.103, 1.103, 14336, 0, 21.103, 22.127, 1.024, 710, 22.127, 23.017, 0.89, 21504, 0, 23.017, 23.983, 0.967, 3150, 23.983, 24.824, 0.841, 14336, 0, 24.824, 25.85, 1.026, 1400, 25.85, 26.102, 0.252, 7168, 0, 26.102, 26.378, 0.277, 1400, 26.378, 26.502, 0.123, 5120, 0,     6.502,
