Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 10, 0, 0, 0.848, 0.848, 13312, 0, 0.848, 1.711, 0.863, 697, 1.711, 2.472, 0.761, 20480, 0, 2.472, 3.289, 0.817, 3000, 3.289, 4.209, 0.921, 13312, 0, 4.209, 5.11, 0.9, 1300, 5.11, 5.336, 0.226, 7168, 0, 5.336, 5.588, 0.252, 1400, 5.588, 5.679, 0.091, 5120, 0,     5.679,
 1, 10, 1, 1, 1.846, 0.846, 13312, 0, 1.846, 2.631, 0.785, 666, 2.631, 3.43, 0.799, 19456, 0, 3.43, 4.164, 0.734, 2850, 4.164, 4.917, 0.752, 12288, 0, 4.917, 5.896, 0.979, 1200, 5.896, 6.073, 0.178, 6144, 0, 6.073, 6.266, 0.193, 1200, 6.266, 6.358, 0.092, 5120, 0,     5.358,
 2, 10, 2, 2, 2.89, 0.89, 14336, 0, 2.89, 3.775, 0.885, 737, 3.775, 4.694, 0.919, 22528, 0, 4.694, 5.552, 0.858, 3300, 5.552, 6.296, 0.744, 14336, 0, 6.296, 7.143, 0.847, 1400, 7.143, 7.366, 0.224, 7168, 0, 7.366, 7.588, 0.222, 1400, 7.588, 7.69, 0.102, 5120, 0,     5.690,
 3, 10, 3, 3, 3.839, 0.839, 11264, 0, 3.839, 4.591, 0.752, 598, 4.591, 5.37, 0.779, 17408, 0, 5.37, 6.214, 0.844, 2550, 6.214, 6.922, 0.708, 11264, 0, 6.922, 7.863, 0.941, 1100, 7.863, 8.034, 0.171, 6144, 0, 8.034, 8.233, 0.199, 1200, 8.233, 8.341, 0.109, 5120, 0,     5.341,
 4, 10, 4, 4, 5.071, 1.071, 16384, 0, 5.071, 6.113, 1.042, 830, 6.113, 7.123, 1.009, 24576, 0, 7.123, 8.058, 0.935, 3600, 8.058, 9.077, 1.019, 16384, 0, 9.077, 10.04, 0.963, 1600, 10.04, 10.276, 0.237, 8192, 0, 10.276, 10.571, 0.295, 1600, 10.571, 10.682, 0.111, 6144, 0,     6.682,
 5, 10, 5, 5, 5.96, 0.96, 14336, 0, 5.96, 7.058, 1.098, 737, 7.058, 7.939, 0.881, 22528, 0, 7.939, 9.107, 1.168, 3300, 9.107, 9.903, 0.796, 14336, 0, 9.903, 10.906, 1.003, 1400, 10.906, 11.138, 0.232, 7168, 0, 11.138, 11.361, 0.223, 1400, 11.361, 11.466, 0.105, 5120, 0,     6.466,
 6, 10, 6, 6, 6.744, 0.744, 13312, 0, 6.744, 7.833, 1.089, 652, 7.833, 8.638, 0.805, 19456, 0, 8.638, 9.879, 1.241, 2850, 9.879, 10.583, 0.704, 12288, 0, 10.583, 11.647, 1.064, 1200, 11.647, 11.823, 0.176, 6144, 0, 11.823, 12.011, 0.189, 1200, 12.011, 12.102, 0.09, 5120, 0,     6.102,
 7, 10, 7, 7, 7.909, 0.909, 14336, 0, 7.909, 8.771, 0.862, 723, 8.771, 9.582, 0.811, 21504, 0, 9.582, 10.726, 1.144, 3150, 10.726, 11.538, 0.812, 14336, 0, 11.538, 12.483, 0.945, 1400, 12.483, 12.699, 0.216, 7168, 0, 12.699, 12.94, 0.241, 1400, 12.94, 13.03, 0.09, 5120, 0,     6.030,
 8, 10, 8, 8, 8.949, 0.949, 14336, 0, 8.949, 9.807, 0.858, 719, 9.807, 10.571, 0.765, 21504, 0, 10.571, 11.586, 1.015, 3150, 11.586, 12.393, 0.807, 14336, 0, 12.393, 13.305, 0.912, 1400, 13.305, 13.55, 0.245, 7168, 0, 13.55, 13.771, 0.221, 1400, 13.771, 13.861, 0.09, 5120, 0,     5.861,
 9, 10, 9, 9, 9.97, 0.97, 16384, 0, 9.97, 10.926, 0.956, 813, 10.926, 11.929, 1.003, 24576, 0, 11.929, 12.89, 0.962, 3600, 12.89, 13.942, 1.051, 16384, 0, 13.942, 14.951, 1.01, 1600, 14.951, 15.193, 0.242, 8192, 0, 15.193, 15.431, 0.237, 1600, 15.431, 15.535, 0.105, 6144, 0,     6.535,
