Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 5, 0, 0, 0.888, 0.888, 11264, 0, 0.888, 1.589, 0.701, 552, 1.589, 2.214, 0.625, 16384, 0, 2.214, 3.208, 0.994, 1280, 3.208, 3.849, 0.64, 8192, 0, 3.849, 4.512, 0.663, 1200, 4.512, 5.164, 0.652, 5120, 0, 5.164, 5.943, 0.778, 500, 5.943, 6.08, 0.137, 2048, 0,     6.080,
 1, 5, 1, 1, 1.669, 0.669, 10240, 0, 1.669, 2.47, 0.8, 548, 2.47, 3.276, 0.806, 16384, 0, 3.276, 4.029, 0.753, 1280, 4.029, 4.743, 0.714, 8192, 0, 4.743, 5.493, 0.75, 1200, 5.493, 6.09, 0.597, 5120, 0, 6.09, 6.797, 0.707, 500, 6.797, 6.921, 0.124, 2048, 0,     5.921,
 2, 5, 2, 2, 2.93, 0.93, 13312, 0, 2.93, 4.07, 1.14, 686, 4.07, 5.261, 1.191, 20480, 0, 5.261, 6.467, 1.206, 1600, 6.467, 7.606, 1.14, 10240, 0, 7.606, 8.716, 1.11, 1500, 8.716, 9.748, 1.031, 6144, 0, 9.748, 10.513, 0.765, 600, 10.513, 10.704, 0.191, 3072, 0,     8.704,
 3, 5, 3, 3, 3.754, 0.754, 12288, 0, 3.754, 4.918, 1.164, 637, 4.918, 6.312, 1.394, 19456, 0, 6.312, 7.591, 1.279, 1520, 7.591, 8.491, 0.9, 9216, 0, 8.491, 9.8, 1.309, 1350, 9.8, 10.714, 0.914, 6144, 0, 10.714, 11.565, 0.851, 600, 11.565, 11.829, 0.264, 3072, 0,     8.829,
 4, 5, 4, 4, 4.692, 0.692, 11264, 0, 4.692, 5.978, 1.286, 583, 5.978, 7.115, 1.137, 17408, 0, 7.115, 8.378, 1.263, 1360, 8.378, 9.254, 0.876, 8192, 0, 9.254, 10.646, 1.392, 1200, 10.646, 11.493, 0.847, 5120, 0, 11.493, 12.3, 0.807, 500, 12.3, 12.413, 0.113, 2048, 0,     8.413,
 5, 5, 5, 5, 5.608, 0.608, 10240, 0, 5.608, 6.974, 1.366, 538, 6.974, 7.752, 0.779, 16384, 0, 7.752, 9.042, 1.289, 1280, 9.042, 9.932, 0.89, 8192, 0, 9.932, 11.446, 1.514, 1200, 11.446, 12.226, 0.78, 5120, 0, 12.226, 12.942, 0.717, 500, 12.942, 13.062, 0.12, 2048, 0,     8.062,
 6, 5, 6, 6, 6.821, 0.821, 12288, 0, 6.821, 7.904, 1.083, 622, 7.904, 8.656, 0.752, 18432, 0, 8.656, 9.905, 1.248, 1440, 9.905, 10.656, 0.751, 9216, 0, 10.656, 12.433, 1.777, 1350, 12.433, 13.153, 0.72, 6144, 0, 13.153, 14.254, 1.101, 600, 14.254, 14.448, 0.194, 3072, 0,     8.448,
 7, 5, 7, 7, 8.285, 1.285, 15360, 0, 8.285, 9.25, 0.965, 751, 9.25, 10.627, 1.376, 22528, 0, 10.627, 11.658, 1.031, 1760, 11.658, 12.577, 0.919, 11264, 0, 12.577, 13.787, 1.21, 1650, 13.787, 14.899, 1.112, 7168, 0, 14.899, 15.801, 0.902, 700, 15.801, 15.973, 0.172, 3072, 0,     8.973,
 8, 5, 8, 8, 9.03, 1.03, 10240, 0, 9.03, 9.997, 0.967, 525, 9.997, 11.378, 1.381, 15360, 0, 11.378, 12.32, 0.941, 1200, 12.32, 13.205, 0.886, 7168, 0, 13.205, 14.436, 1.23, 1050, 14.436, 15.408, 0.972, 4096, 0, 15.408, 16.32, 0.912, 400, 16.32, 16.441, 0.121, 2048, 0,     8.441,
 9, 5, 9, 9, 9.84, 0.84, 11264, 0, 9.84, 10.787, 0.947, 564, 10.787, 12.179, 1.392, 16384, 0, 12.179, 13.125, 0.946, 1280, 13.125, 13.935, 0.811, 8192, 0, 13.935, 15.163, 1.228, 1200, 15.163, 16.068, 0.904, 5120, 0, 16.068, 16.953, 0.885, 500, 16.953, 17.086, 0.133, 2048, 0,     8.086,
