Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 5, 0, 0, 0.872, 0.872, 11264, 0, 0.872, 1.722, 0.849, 552, 1.722, 2.543, 0.821, 16384, 0, 2.543, 3.773, 1.23, 1280, 3.773, 4.594, 0.821, 8192, 0, 4.594, 5.209, 0.615, 1200, 5.209, 5.942, 0.733, 5120, 0, 5.942, 6.325, 0.383, 500, 6.325, 6.473, 0.148, 2048, 0,     6.473,
 1, 5, 1, 1, 1.794, 0.794, 10240, 0, 1.794, 2.645, 0.851, 548, 2.645, 3.466, 0.821, 16384, 0, 3.466, 5.016, 1.55, 1280, 5.016, 5.837, 0.821, 8192, 0, 5.837, 6.454, 0.617, 1200, 6.454, 7.187, 0.733, 5120, 0, 7.187, 7.571, 0.384, 500, 7.571, 7.72, 0.148, 2048, 0,     6.720,
 2, 5, 2, 2, 3.03, 1.03, 13312, 0, 3.03, 4.094, 1.064, 686, 4.094, 5.125, 1.03, 20480, 0, 5.125, 6.663, 1.538, 1600, 6.663, 7.689, 1.026, 10240, 0, 7.689, 8.461, 0.772, 1500, 8.461, 9.345, 0.883, 6144, 0, 9.345, 9.806, 0.461, 600, 9.806, 10.032, 0.226, 3072, 0,     8.032,
 3, 5, 3, 3, 3.975, 0.975, 12288, 0, 3.975, 5.074, 1.099, 637, 5.074, 6.099, 1.025, 19456, 0, 6.099, 8.143, 2.044, 1520, 8.143, 9.067, 0.924, 9216, 0, 9.067, 9.762, 0.695, 1350, 9.762, 10.645, 0.882, 6144, 0, 10.645, 11.111, 0.466, 600, 11.111, 11.332, 0.221, 3072, 0,     8.332,
 4, 5, 4, 4, 4.872, 0.872, 11264, 0, 4.872, 5.979, 1.107, 583, 5.979, 6.97, 0.99, 17408, 0, 6.97, 9.457, 2.487, 1360, 9.457, 10.282, 0.825, 8192, 0, 10.282, 10.91, 0.628, 1200, 10.91, 11.644, 0.734, 5120, 0, 11.644, 12.026, 0.382, 500, 12.026, 12.174, 0.148, 2048, 0,     8.174,
 5, 5, 5, 5, 5.794, 0.794, 10240, 0, 5.794, 6.81, 1.017, 538, 6.81, 7.789, 0.978, 16384, 0, 7.789, 10.698, 2.91, 1280, 10.698, 11.527, 0.829, 8192, 0, 11.527, 12.142, 0.615, 1200, 12.142, 12.875, 0.733, 5120, 0, 12.875, 13.274, 0.399, 500, 13.274, 13.427, 0.153, 2048, 0,     8.427,
 6, 5, 6, 6, 6.951, 0.951, 12288, 0, 6.951, 7.912, 0.96, 622, 7.912, 8.841, 0.93, 18432, 0, 8.841, 12.082, 3.241, 1440, 12.082, 13.006, 0.924, 9216, 0, 13.006, 13.699, 0.693, 1350, 13.699, 14.586, 0.887, 6144, 0, 14.586, 15.056, 0.47, 600, 15.056, 15.278, 0.222, 3072, 0,     9.278,
 7, 5, 7, 7, 8.187, 1.187, 15360, 0, 8.187, 9.345, 1.157, 751, 9.345, 10.482, 1.138, 22528, 0, 10.482, 13.774, 3.292, 1760, 13.774, 14.902, 1.128, 11264, 0, 14.902, 15.748, 0.846, 1650, 15.748, 16.775, 1.026, 7168, 0, 16.775, 17.32, 0.546, 700, 17.32, 17.551, 0.231, 3072, 0,    10.551,
 8, 5, 8, 8, 8.975, 0.975, 10240, 0, 8.975, 10.152, 1.177, 525, 10.152, 11.253, 1.101, 15360, 0, 11.253, 14.932, 3.68, 1200, 14.932, 15.654, 0.722, 7168, 0, 15.654, 16.296, 0.641, 1050, 16.296, 17.36, 1.064, 4096, 0, 17.36, 17.667, 0.307, 400, 17.667, 17.815, 0.148, 2048, 0,     9.815,
 9, 5, 9, 9, 9.872, 0.872, 11264, 0, 9.872, 11.037, 1.164, 564, 11.037, 12.072, 1.035, 16384, 0, 12.072, 16.167, 4.095, 1280, 16.167, 16.988, 0.821, 8192, 0, 16.988, 17.607, 0.618, 1200, 17.607, 18.342, 0.735, 5120, 0, 18.342, 18.728, 0.386, 500, 18.728, 18.878, 0.15, 2048, 0,     9.878,
 10, 5, 10, 10, 10.951, 0.951, 12288, 0, 10.951, 12.026, 1.075, 641, 12.026, 13.052, 1.026, 19456, 0, 13.052, 17.637, 4.585, 1520, 17.637, 18.56, 0.924, 9216, 0, 18.56, 19.247, 0.687, 1350, 19.247, 20.127, 0.88, 6144, 0, 20.127, 20.605, 0.478, 600, 20.605, 20.828, 0.223, 3072, 0,    10.828,
 11, 5, 11, 11, 12.188, 1.188, 15360, 0, 12.188, 13.377, 1.189, 769, 13.377, 14.556, 1.18, 23552, 0, 14.556, 19.405, 4.849, 1840, 19.405, 20.534, 1.128, 11264, 0, 20.534, 21.386, 0.852, 1650, 21.386, 22.419, 1.033, 7168, 0, 22.419, 22.961, 0.542, 700, 22.961, 23.183, 0.221, 3072, 0,    12.183,
