Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 3, 0, 0, 0.835, 0.835, 12288, 0, 0.835, 1.66, 0.825, 611, 1.66, 2.464, 0.803, 18432, 0, 2.464, 3.667, 1.204, 2700, 3.667, 4.437, 0.77, 12288, 0,     4.437,
 1, 3, 1, 1, 2.166, 1.166, 17408, 0, 2.166, 3.336, 1.169, 878, 3.336, 4.495, 1.16, 26624, 0, 4.495, 6.228, 1.733, 3900, 6.228, 7.319, 1.091, 17408, 0,     6.319,
 2, 3, 2, 2, 2.995, 0.995, 12288, 0, 2.995, 4.174, 1.179, 625, 4.174, 5.297, 1.123, 18432, 0, 5.297, 7.437, 2.14, 2700, 7.437, 8.207, 0.77, 12288, 0,     6.207,
 3, 3, 3, 3, 4.098, 1.098, 16384, 0, 4.098, 5.291, 1.193, 827, 5.291, 6.365, 1.074, 24576, 0, 6.365, 9.053, 2.687, 3600, 9.053, 10.079, 1.026, 16384, 0,     7.079,
 4, 3, 4, 4, 4.986, 0.986, 13312, 0, 4.986, 6.181, 1.195, 668, 6.181, 7.259, 1.078, 20480, 0, 7.259, 10.399, 3.139, 3000, 10.399, 11.233, 0.834, 13312, 0,     7.233,
 5, 3, 5, 5, 6.098, 1.098, 16384, 0, 6.098, 7.247, 1.149, 800, 7.247, 8.328, 1.081, 24576, 0, 8.328, 12.006, 3.678, 3600, 12.006, 13.032, 1.026, 16384, 0,     8.032,
 6, 3, 6, 6, 7.259, 1.259, 17408, 0, 7.259, 8.461, 1.202, 895, 8.461, 9.621, 1.16, 26624, 0, 9.621, 13.739, 4.118, 3900, 13.739, 14.833, 1.093, 17408, 0,     8.833,
 7, 3, 7, 7, 8.078, 1.078, 12288, 0, 8.078, 9.277, 1.199, 612, 9.277, 10.422, 1.146, 18432, 0, 10.422, 14.942, 4.52, 2700, 14.942, 15.718, 0.776, 12288, 0,     8.718,
 8, 3, 8, 8, 9.034, 1.034, 14336, 0, 9.034, 10.265, 1.231, 730, 10.265, 11.357, 1.092, 21504, 0, 11.357, 16.343, 4.985, 3150, 16.343, 17.241, 0.898, 14336, 0,     9.241,
 9, 3, 9, 9, 9.922, 0.922, 13312, 0, 9.922, 11.17, 1.248, 676, 11.17, 12.248, 1.078, 20480, 0, 12.248, 17.677, 5.429, 3000, 17.677, 18.514, 0.838, 13312, 0,     9.514,
 10, 3, 10, 10, 10.893, 0.893, 13312, 0, 10.893, 12.082, 1.189, 680, 12.082, 13.138, 1.056, 20480, 0, 13.138, 19.026, 5.888, 3000, 19.026, 19.862, 0.836, 13312, 0,     9.862,
 11, 3, 11, 11, 12.167, 1.167, 17408, 0, 12.167, 13.367, 1.2, 896, 13.367, 14.53, 1.164, 26624, 0, 14.53, 20.768, 6.238, 3900, 20.768, 21.866, 1.098, 17408, 0,    10.866,
 12, 3, 12, 12, 13.132, 1.132, 14336, 0, 13.132, 14.314, 1.182, 709, 14.314, 15.465, 1.151, 21504, 0, 15.465, 22.173, 6.708, 3150, 22.173, 23.071, 0.898, 14336, 0,    11.071,
 13, 3, 13, 13, 13.951, 0.951, 12288, 0, 13.951, 15.152, 1.201, 628, 15.152, 16.267, 1.114, 18432, 0, 16.267, 23.382, 7.115, 2700, 23.382, 24.152, 0.77, 12288, 0,    11.152,
 14, 3, 14, 14, 14.825, 0.825, 12288, 0, 14.825, 15.971, 1.146, 607, 15.971, 17.07, 1.098, 18432, 0, 17.07, 24.586, 7.516, 2700, 24.586, 25.356, 0.77, 12288, 0,    11.356,
 15, 3, 15, 15, 16.167, 1.167, 17408, 0, 16.167, 17.366, 1.199, 895, 17.366, 18.525, 1.16, 26624, 0, 18.525, 26.325, 7.8, 3900, 26.325, 27.415, 1.09, 17408, 0,    12.415,
 16, 3, 16, 16, 16.986, 0.986, 12288, 0, 16.986, 18.243, 1.257, 647, 18.243, 19.376, 1.133, 19456, 0, 19.376, 27.591, 8.216, 2850, 27.591, 28.364, 0.772, 12288, 0,    12.364,
 17, 3, 17, 17, 18.03, 1.03, 15360, 0, 18.03, 19.296, 1.266, 790, 19.296, 20.402, 1.106, 23552, 0, 20.402, 29.133, 8.731, 3450, 29.133, 30.095, 0.962, 15360, 0,    13.095,
 18, 3, 18, 18, 18.849, 0.849, 12288, 0, 18.849, 20.116, 1.267, 605, 20.116, 21.204, 1.088, 18432, 0, 21.204, 30.336, 9.132, 2700, 30.336, 31.109, 0.773, 12288, 0,    13.109,
 19, 3, 19, 19, 19.893, 0.893, 13312, 0, 19.893, 21.012, 1.119, 661, 21.012, 22.05, 1.037, 19456, 0, 22.05, 31.603, 9.553, 2850, 31.603, 32.373, 0.77, 12288, 0,    13.373,
 20, 3, 20, 20, 20.825, 0.825, 12288, 0, 20.825, 21.846, 1.02, 619, 21.846, 22.851, 1.006, 18432, 0, 22.851, 32.821, 9.97, 2700, 32.821, 33.591, 0.77, 12288, 0,    13.591,
 21, 3, 21, 21, 22.103, 1.103, 16384, 0, 22.103, 23.186, 1.083, 813, 23.186, 24.262, 1.076, 24576, 0, 24.262, 34.427, 10.165, 3600, 34.427, 35.461, 1.034, 16384, 0,    14.461,
 22, 3, 22, 22, 23.263, 1.263, 17408, 0, 23.263, 24.398, 1.135, 858, 24.398, 25.513, 1.115, 25600, 0, 25.513, 36.094, 10.581, 3750, 36.094, 37.119, 1.026, 16384, 0,    15.119,
 23, 3, 23, 23, 24.287, 1.287, 15360, 0, 24.287, 25.437, 1.15, 780, 25.437, 26.537, 1.1, 23552, 0, 26.537, 37.627, 11.09, 3450, 37.627, 38.589, 0.962, 15360, 0,    15.589,
 24, 3, 24, 24, 25.249, 1.249, 14336, 0, 25.249, 26.38, 1.13, 708, 26.38, 27.482, 1.102, 21504, 0, 27.482, 39.035, 11.553, 3150, 39.035, 39.932, 0.898, 14336, 0,    15.932,
 25, 3, 25, 25, 26.41, 1.41, 17408, 0, 26.41, 27.591, 1.182, 880, 27.591, 28.751, 1.16, 26624, 0, 28.751, 40.769, 12.018, 3900, 40.769, 41.859, 1.09, 17408, 0,    16.859,
 26, 3, 26, 26, 27.297, 1.297, 13312, 0, 27.297, 28.515, 1.217, 693, 28.515, 29.641, 1.127, 20480, 0, 29.641, 42.102, 12.46, 3000, 42.102, 42.936, 0.834, 13312, 0,    16.936,
 27, 3, 27, 27, 28.259, 1.259, 14336, 0, 28.259, 29.479, 1.22, 724, 29.479, 30.584, 1.105, 21504, 0, 30.584, 43.501, 12.917, 3150, 43.501, 44.4, 0.898, 14336, 0,    17.400,
 28, 3, 28, 28, 29.293, 1.293, 15360, 0, 29.293, 30.484, 1.191, 753, 30.484, 31.567, 1.083, 22528, 0, 31.567, 44.973, 13.406, 3300, 44.973, 45.871, 0.898, 14336, 0,    17.871,
 29, 3, 29, 29, 30.385, 1.385, 16384, 0, 30.385, 31.565, 1.18, 812, 31.565, 32.643, 1.078, 24576, 0, 32.643, 46.575, 13.932, 3600, 46.575, 47.601, 1.026, 16384, 0,    18.601,
 30, 3, 30, 30, 31.478, 1.478, 16384, 0, 31.478, 32.672, 1.195, 830, 32.672, 33.751, 1.079, 24576, 0, 33.751, 48.181, 14.43, 3600, 48.181, 49.216, 1.035, 16384, 0,    19.216,
 31, 3, 31, 31, 32.365, 1.365, 13312, 0, 32.365, 33.551, 1.186, 658, 33.551, 34.597, 1.046, 19456, 0, 34.597, 49.451, 14.853, 2850, 49.451, 50.23, 0.779, 12288, 0,    19.230,
 32, 3, 32, 32, 33.457, 1.457, 16384, 0, 33.457, 34.622, 1.165, 804, 34.622, 35.695, 1.073, 24576, 0, 35.695, 51.058, 15.363, 3600, 51.058, 52.084, 1.026, 16384, 0,    20.084,
 33, 3, 33, 33, 34.482, 1.482, 15360, 0, 34.482, 35.67, 1.189, 787, 35.67, 36.728, 1.058, 23552, 0, 36.728, 52.592, 15.864, 3450, 52.592, 53.558, 0.966, 15360, 0,    20.558,
 34, 3, 34, 34, 35.307, 1.307, 12288, 0, 35.307, 36.5, 1.194, 623, 36.5, 37.532, 1.032, 18432, 0, 37.532, 53.805, 16.273, 2700, 53.805, 54.578, 0.773, 12288, 0,    20.578,
 35, 3, 35, 35, 36.133, 1.133, 12288, 0, 36.133, 37.328, 1.195, 621, 37.328, 38.334, 1.006, 18432, 0, 38.334, 55.011, 16.677, 2700, 55.011, 55.781, 0.77, 12288, 0,    20.781,
 36, 3, 36, 36, 37.021, 1.021, 13312, 0, 37.021, 38.213, 1.193, 660, 38.213, 39.187, 0.974, 19456, 0, 39.187, 56.279, 17.092, 2850, 56.279, 57.049, 0.77, 12288, 0,    21.049,
 37, 3, 37, 37, 38.113, 1.113, 16384, 0, 38.113, 39.342, 1.229, 842, 39.342, 40.46, 1.117, 25600, 0, 40.46, 57.949, 17.489, 3750, 57.949, 58.975, 1.026, 16384, 0,    21.975,
 38, 3, 38, 38, 39.274, 1.274, 17408, 0, 39.274, 40.537, 1.263, 891, 40.537, 41.703, 1.166, 26624, 0, 41.703, 59.698, 17.995, 3900, 59.698, 60.788, 1.09, 17408, 0,    22.788,
 39, 3, 39, 39, 40.161, 1.161, 13312, 0, 40.161, 41.432, 1.271, 668, 41.432, 42.6, 1.168, 20480, 0, 42.6, 61.049, 18.449, 3000, 61.049, 61.883, 0.834, 13312, 0,    22.883,
 40, 3, 40, 40, 41.322, 1.322, 17408, 0, 41.322, 42.62, 1.298, 881, 42.62, 43.78, 1.16, 26624, 0, 43.78, 62.796, 19.016, 3900, 62.796, 63.886, 1.09, 17408, 0,    23.886,
 41, 3, 41, 41, 42.482, 1.482, 17408, 0, 42.482, 43.82, 1.337, 890, 43.82, 44.983, 1.163, 26624, 0, 44.983, 64.53, 19.547, 3900, 64.53, 65.624, 1.094, 17408, 0,    24.624,
 42, 3, 42, 42, 43.575, 1.575, 16384, 0, 43.575, 44.906, 1.332, 816, 44.906, 46.052, 1.145, 24576, 0, 46.052, 66.133, 20.082, 3600, 66.133, 67.159, 1.026, 16384, 0,    25.159,
 43, 3, 43, 43, 44.53, 1.53, 14336, 0, 44.53, 45.863, 1.333, 708, 45.863, 46.991, 1.128, 21504, 0, 46.991, 67.542, 20.551, 3150, 67.542, 68.44, 0.898, 14336, 0,    25.440,
 44, 3, 44, 44, 45.69, 1.69, 17408, 0, 45.69, 47.011, 1.321, 852, 47.011, 48.129, 1.118, 25600, 0, 48.129, 69.208, 21.079, 3750, 69.208, 70.235, 1.027, 16384, 0,    26.235,
 45, 3, 45, 45, 46.578, 1.578, 13312, 0, 46.578, 47.935, 1.357, 693, 47.935, 49.022, 1.088, 20480, 0, 49.022, 70.561, 21.538, 3000, 70.561, 71.399, 0.838, 13312, 0,    26.399,
 46, 3, 46, 46, 47.67, 1.67, 16384, 0, 47.67, 49.056, 1.385, 836, 49.056, 50.171, 1.115, 25600, 0, 50.171, 72.242, 22.071, 3750, 72.242, 73.272, 1.03, 16384, 0,    27.272,
 47, 3, 47, 47, 48.694, 1.694, 15360, 0, 48.694, 50.118, 1.423, 783, 50.118, 51.195, 1.077, 23552, 0, 51.195, 73.781, 22.587, 3450, 73.781, 74.743, 0.962, 15360, 0,    27.743,
 48, 3, 48, 48, 49.718, 1.718, 15360, 0, 49.718, 51.143, 1.425, 769, 51.143, 52.227, 1.084, 23552, 0, 52.227, 75.325, 23.099, 3450, 75.325, 76.29, 0.964, 15360, 0,    28.290,
 49, 3, 49, 49, 50.538, 1.538, 12288, 0, 50.538, 52.01, 1.472, 645, 52.01, 53.073, 1.063, 19456, 0, 53.073, 76.593, 23.521, 2850, 76.593, 77.365, 0.772, 12288, 0,    28.365,
 50, 3, 50, 50, 51.566, 1.566, 15360, 0, 51.566, 53.076, 1.51, 798, 53.076, 54.102, 1.026, 23552, 0, 54.102, 78.135, 24.034, 3450, 78.135, 79.097, 0.962, 15360, 0,    29.097,
 51, 3, 51, 51, 52.726, 1.726, 17408, 0, 52.726, 54.259, 1.532, 886, 54.259, 55.42, 1.161, 26624, 0, 55.42, 79.879, 24.458, 3900, 79.879, 80.974, 1.096, 17408, 0,    29.974,
 52, 3, 52, 52, 53.819, 1.819, 16384, 0, 53.819, 55.384, 1.565, 838, 55.384, 56.533, 1.149, 25600, 0, 56.533, 81.56, 25.027, 3750, 81.56, 82.589, 1.028, 16384, 0,    30.589,
 53, 3, 53, 53, 54.638, 1.638, 12288, 0, 54.638, 56.237, 1.599, 635, 56.237, 57.379, 1.142, 19456, 0, 57.379, 82.845, 25.466, 2850, 82.845, 83.615, 0.77, 12288, 0,    30.615,
