Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 87, 0, 0, 1.013, 1.013, 13312, 0, 1.013, 3.045, 2.032, 2056, 3.045, 3.984, 0.939, 10240, 0, 3.984, 6.233, 2.249, 1500, 6.233, 7.216, 0.983, 13312, 0,     7.216,
 1, 87, 1, 1, 1.984, 0.984, 11264, 0, 1.984, 3.596, 1.612, 1675, 3.596, 4.823, 1.227, 8192, 0, 4.823, 6.476, 1.653, 1200, 6.476, 8.03, 1.554, 10240, 0,     7.030,
 2, 87, 2, 2, 3.049, 1.049, 12288, 0, 3.049, 4.958, 1.909, 1874, 4.958, 5.986, 1.028, 9216, 0, 5.986, 8.232, 2.246, 1350, 8.232, 9.076, 0.844, 12288, 0,     7.076,
 3, 87, 3, 3, 4.051, 1.051, 13312, 0, 4.051, 6.067, 2.016, 2077, 6.067, 7.149, 1.081, 10240, 0, 7.149, 9.408, 2.259, 1500, 9.408, 10.476, 1.068, 13312, 0,     7.476,
 4, 87, 4, 4, 5.145, 1.145, 14336, 0, 5.145, 7.323, 2.178, 2147, 7.323, 8.597, 1.273, 10240, 0, 8.597, 10.795, 2.199, 1500, 10.795, 11.86, 1.065, 13312, 0,     7.860,
 5, 87, 5, 5, 6.365, 1.365, 13312, 0, 6.365, 8.556, 2.192, 2002, 8.556, 10.099, 1.543, 10240, 0, 10.099, 12.148, 2.048, 1500, 12.148, 13.167, 1.019, 13312, 0,     8.167,
 6, 87, 6, 6, 7.155, 1.155, 10240, 0, 7.155, 9.11, 1.955, 1640, 9.11, 11.214, 2.104, 8192, 0, 11.214, 12.862, 1.649, 1200, 12.862, 14.127, 1.265, 10240, 0,     8.127,
 7, 87, 7, 7, 8.022, 1.022, 12288, 0, 8.022, 12.218, 4.197, 1877, 12.218, 13.148, 0.929, 9216, 0, 13.148, 15.254, 2.106, 1350, 15.254, 16.349, 1.095, 12288, 0,     9.349,
 8, 87, 8, 8, 9.067, 1.067, 12288, 0, 9.067, 12.742, 3.675, 1910, 12.742, 14.285, 1.543, 9216, 0, 14.285, 16.459, 2.174, 1350, 16.459, 17.587, 1.128, 12288, 0,     9.587,
 9, 87, 9, 9, 10.573, 1.573, 15360, 0, 10.573, 14.676, 4.102, 2297, 14.676, 15.744, 1.068, 11264, 0, 15.744, 18.032, 2.288, 1650, 18.032, 19.022, 0.99, 14336, 0,    10.022,
 10, 87, 10, 10, 11.486, 1.486, 11264, 0, 11.486, 14.743, 3.257, 1797, 14.743, 16.504, 1.761, 8192, 0, 16.504, 18.16, 1.656, 1200, 18.16, 19.785, 1.625, 10240, 0,     9.785,
 11, 87, 11, 11, 12.502, 1.502, 10240, 0, 12.502, 16.378, 3.876, 1588, 16.378, 17.246, 0.868, 7168, 0, 17.246, 20.019, 2.772, 1050, 20.019, 20.743, 0.724, 9216, 0,     9.743,
 12, 87, 12, 12, 13.542, 1.542, 10240, 0, 13.542, 16.414, 2.871, 1560, 16.414, 18.048, 1.634, 7168, 0, 18.048, 20.14, 2.092, 1050, 20.14, 21.411, 1.272, 9216, 0,     9.411,
 13, 87, 13, 13, 14.559, 1.559, 12288, 0, 14.559, 18.26, 3.701, 1869, 18.26, 19.379, 1.119, 9216, 0, 19.379, 22.395, 3.017, 1350, 22.395, 23.41, 1.015, 12288, 0,    10.410,
