Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 86, 0, 0, 1.099, 1.099, 15360, 0, 1.099, 4.502, 3.403, 2372, 4.502, 5.532, 1.03, 11264, 0, 5.532, 7.626, 2.094, 1650, 7.626, 8.582, 0.956, 14336, 0,     8.582,
 1, 86, 1, 1, 1.982, 0.982, 12288, 0, 1.982, 4.738, 2.756, 1922, 4.738, 6.376, 1.638, 9216, 0, 6.376, 8.099, 1.723, 1350, 8.099, 9.401, 1.302, 12288, 0,     8.401,
 2, 86, 2, 2, 3.172, 1.172, 16384, 0, 3.172, 6.646, 3.474, 2432, 6.646, 7.769, 1.124, 12288, 0, 7.769, 10.05, 2.281, 1800, 10.05, 11.142, 1.092, 16384, 0,     9.142,
 3, 86, 3, 3, 4.05, 1.05, 12288, 0, 4.05, 7.205, 3.155, 1893, 7.205, 8.607, 1.402, 9216, 0, 8.607, 10.324, 1.717, 1350, 10.324, 11.962, 1.637, 12288, 0,     8.962,
 4, 86, 4, 4, 4.864, 0.864, 11264, 0, 4.864, 7.37, 2.505, 1745, 7.37, 9.358, 1.988, 8192, 0, 9.358, 11.575, 2.217, 1200, 11.575, 12.645, 1.07, 10240, 0,     8.645,
 5, 86, 5, 5, 5.953, 0.953, 13312, 0, 5.953, 9.627, 3.674, 2087, 9.627, 10.564, 0.937, 10240, 0, 10.564, 12.465, 1.902, 1500, 12.465, 13.532, 1.067, 13312, 0,     8.532,
 6, 86, 6, 6, 6.88, 0.88, 12288, 0, 6.88, 9.804, 2.925, 1820, 9.804, 11.402, 1.597, 9216, 0, 11.402, 13.289, 1.888, 1350, 13.289, 14.351, 1.062, 12288, 0,     8.351,
 7, 86, 7, 7, 8.036, 1.036, 14336, 0, 8.036, 11.111, 3.075, 2153, 11.111, 12.337, 1.226, 10240, 0, 12.337, 14.371, 2.034, 1500, 14.371, 15.259, 0.888, 13312, 0,     8.259,
 8, 86, 8, 8, 8.914, 0.914, 12288, 0, 8.914, 12.297, 3.383, 1870, 12.297, 13.175, 0.878, 9216, 0, 13.175, 15.005, 1.83, 1350, 15.005, 16.078, 1.073, 12288, 0,     8.078,
 9, 86, 9, 9, 10.099, 1.099, 15360, 0, 10.099, 13.486, 3.387, 2372, 13.486, 14.517, 1.03, 11264, 0, 14.517, 16.629, 2.113, 1650, 16.629, 17.585, 0.956, 14336, 0,     8.585,
 10, 86, 10, 10, 11.05, 1.05, 13312, 0, 11.05, 14.117, 3.067, 2094, 14.117, 15.448, 1.331, 10240, 0, 15.448, 17.351, 1.904, 1500, 17.351, 18.473, 1.122, 13312, 0,     8.473,
 11, 86, 11, 11, 12.147, 1.147, 15360, 0, 12.147, 15.55, 3.403, 2275, 15.55, 16.58, 1.03, 11264, 0, 16.58, 18.729, 2.148, 1650, 18.729, 19.684, 0.956, 14336, 0,     8.684,
 12, 86, 12, 12, 12.961, 0.961, 11264, 0, 12.961, 15.965, 3.005, 1736, 15.965, 17.332, 1.367, 8192, 0, 17.332, 18.875, 1.543, 1200, 18.875, 20.367, 1.492, 10240, 0,     8.367,
 13, 86, 13, 13, 13.957, 0.957, 13312, 0, 13.957, 16.998, 3.041, 2018, 16.998, 18.263, 1.264, 10240, 0, 18.263, 20.636, 2.374, 1500, 20.636, 21.524, 0.888, 13312, 0,     8.524,
 14, 86, 14, 14, 14.885, 0.885, 12288, 0, 14.885, 18.305, 3.42, 1929, 18.305, 19.149, 0.844, 9216, 0, 19.149, 20.856, 1.707, 1350, 20.856, 22.351, 1.494, 12288, 0,     8.351,
 15, 86, 15, 15, 16.026, 1.026, 14336, 0, 16.026, 19.205, 3.179, 2229, 19.205, 20.241, 1.036, 11264, 0, 20.241, 22.732, 2.491, 1650, 22.732, 23.692, 0.961, 14336, 0,     8.692,
 16, 86, 16, 16, 16.904, 0.904, 12288, 0, 16.904, 19.682, 2.778, 1879, 19.682, 21.083, 1.401, 9216, 0, 21.083, 22.804, 1.721, 1350, 22.804, 24.522, 1.718, 12288, 0,     8.522,
 17, 86, 17, 17, 18.099, 1.099, 15360, 0, 18.099, 21.688, 3.588, 2368, 21.688, 22.718, 1.03, 11264, 0, 22.718, 24.835, 2.118, 1650, 24.835, 25.791, 0.956, 14336, 0,     8.791,
 18, 86, 18, 18, 19.205, 1.205, 15360, 0, 19.205, 22.448, 3.243, 2259, 22.448, 23.742, 1.294, 11264, 0, 23.742, 25.835, 2.094, 1650, 25.835, 26.791, 0.956, 14336, 0,     8.791,
 19, 86, 19, 19, 20.237, 1.237, 14336, 0, 20.237, 23.365, 3.129, 2191, 23.365, 24.673, 1.307, 10240, 0, 24.673, 26.755, 2.082, 1500, 26.755, 27.679, 0.924, 13312, 0,     8.679,
