Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 1, 923, 1, 1, 1.963, 0.963, 9216, 0, 1.963, 3.675, 1.712, 942, 3.675, 5.247, 1.571, 9216, 0, 5.247, 6.883, 1.636, 1350, 6.883, 8.36, 1.477, 6144, 0, 8.36, 9.815, 1.455, 900, 9.815, 10.504, 0.689, 8192, 0,     9.504,
 0, 923, 0, 0, 1.125, 1.125, 12288, 0, 1.125, 3.446, 2.32, 1277, 3.446, 4.472, 1.026, 12288, 0, 4.472, 6.653, 2.181, 1800, 6.653, 7.677, 1.024, 9216, 0, 7.677, 9.861, 2.184, 1350, 9.861, 11.528, 1.667, 12288, 0,    11.528,
 2, 923, 2, 2, 3.125, 1.125, 12288, 0, 3.125, 5.794, 2.669, 1292, 5.794, 6.828, 1.034, 12288, 0, 6.828, 9.011, 2.183, 1800, 9.011, 10.035, 1.024, 9216, 0, 10.035, 12.232, 2.197, 1350, 12.232, 13.258, 1.026, 12288, 0,    11.258,
 3, 923, 3, 3, 4.242, 1.242, 12288, 0, 4.242, 6.52, 2.278, 1245, 6.52, 7.854, 1.334, 12288, 0, 7.854, 10.035, 2.181, 1800, 10.035, 11.067, 1.032, 9216, 0, 11.067, 13.255, 2.188, 1350, 13.255, 14.282, 1.027, 12288, 0,    11.282,
 4, 923, 4, 4, 5.269, 1.269, 11264, 0, 5.269, 7.824, 2.555, 1116, 7.824, 8.793, 0.969, 11264, 0, 8.793, 11.01, 2.217, 1650, 11.01, 11.982, 0.972, 8192, 0, 11.982, 14.177, 2.195, 1200, 14.177, 15.144, 0.967, 10240, 0,    11.144,
 5, 923, 5, 5, 6.2, 1.2, 10240, 0, 6.2, 8.504, 2.304, 1090, 8.504, 9.656, 1.153, 10240, 0, 9.656, 11.86, 2.204, 1500, 11.86, 12.779, 0.918, 7168, 0, 12.779, 14.956, 2.178, 1050, 14.956, 15.918, 0.962, 9216, 0,    10.918,
 6, 923, 6, 6, 7.228, 1.228, 11264, 0, 7.228, 9.881, 2.653, 1128, 9.881, 10.822, 0.941, 11264, 0, 10.822, 13.013, 2.192, 1650, 13.013, 13.924, 0.91, 8192, 0, 13.924, 16.119, 2.195, 1200, 16.119, 16.977, 0.858, 10240, 0,    10.977,
 7, 923, 7, 7, 8.163, 1.163, 10240, 0, 8.163, 10.421, 2.258, 1055, 10.421, 11.681, 1.26, 10240, 0, 11.681, 13.678, 1.997, 1500, 13.678, 14.72, 1.042, 7168, 0, 14.72, 16.665, 1.945, 1050, 16.665, 17.749, 1.084, 9216, 0,    10.749,
 9, 923, 9, 9, 10.216, 1.216, 9216, 0, 10.216, 12.212, 1.996, 983, 12.212, 12.982, 0.77, 9216, 0, 12.982, 14.661, 1.68, 1350, 14.661, 15.405, 0.744, 6144, 0, 15.405, 17.58, 2.175, 900, 17.58, 18.432, 0.852, 8192, 0,     9.432,
 8, 923, 8, 8, 9.373, 1.373, 13312, 0, 9.373, 12.264, 2.89, 1309, 12.264, 14.091, 1.827, 13312, 0, 14.091, 16.453, 2.363, 1950, 16.453, 17.477, 1.024, 9216, 0, 17.477, 19.661, 2.183, 1350, 19.661, 20.693, 1.032, 12288, 0,    12.693,
