Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 14, 0, 0, 1.098, 1.098, 16384, 0, 1.098, 3.239, 2.141, 1606, 3.239, 4.263, 1.024, 16384, 0, 4.263, 8.76, 4.497, 2400, 8.76, 9.794, 1.034, 12288, 0, 9.794, 11.921, 2.127, 1800, 11.921, 12.945, 1.024, 16384, 0,    12.945,
 1, 14, 1, 1, 1.986, 0.986, 13312, 0, 1.986, 3.846, 1.86, 1396, 3.846, 5.095, 1.249, 13312, 0, 5.095, 8.984, 3.889, 1950, 8.984, 10.562, 1.578, 9216, 0, 10.562, 12.179, 1.617, 1350, 12.179, 13.713, 1.535, 12288, 0,    12.713,
 2, 14, 2, 2, 2.962, 0.962, 14336, 0, 2.962, 5.197, 2.235, 1469, 5.197, 6.093, 0.896, 14336, 0, 6.093, 10.188, 4.095, 2100, 10.188, 11.424, 1.236, 10240, 0, 11.424, 13.718, 2.294, 1500, 13.718, 14.55, 0.832, 13312, 0,    12.550,
 4, 14, 4, 4, 5.064, 1.064, 13312, 0, 5.064, 8.284, 3.22, 1352, 8.284, 9.116, 0.832, 13312, 0, 9.116, 11.729, 2.613, 1950, 11.729, 12.498, 0.768, 9216, 0, 12.498, 14.114, 1.617, 1350, 14.114, 15.318, 1.204, 12288, 0,    11.318,
 3, 14, 3, 3, 4.168, 1.168, 17408, 0, 4.168, 6.443, 2.275, 1707, 6.443, 7.531, 1.088, 17408, 0, 7.531, 12.159, 4.628, 2550, 12.159, 13.522, 1.363, 12288, 0, 13.522, 15.852, 2.33, 1800, 15.852, 16.876, 1.024, 16384, 0,    13.876,
 5, 14, 5, 5, 5.951, 0.951, 13312, 0, 5.951, 9.588, 3.637, 1395, 9.588, 10.42, 0.832, 13312, 0, 10.42, 13.019, 2.599, 1950, 13.019, 14.29, 1.271, 9216, 0, 14.29, 15.89, 1.6, 1350, 15.89, 17.644, 1.754, 12288, 0,    12.644,
 7, 14, 7, 7, 7.859, 0.859, 12288, 0, 7.859, 11.207, 3.348, 1215, 11.207, 12.148, 0.941, 12288, 0, 12.148, 14.558, 2.41, 1800, 14.558, 15.328, 0.77, 9216, 0, 15.328, 17.453, 2.125, 1350, 17.453, 18.412, 0.959, 12288, 0,    11.412,
 6, 14, 6, 6, 7.04, 1.04, 15360, 0, 7.04, 10.301, 3.261, 1513, 10.301, 11.38, 1.079, 15360, 0, 11.38, 14.744, 3.364, 2250, 14.744, 16.267, 1.523, 11264, 0, 16.267, 18.234, 1.967, 1650, 18.234, 19.308, 1.074, 14336, 0,    13.308,
 8, 14, 8, 8, 8.825, 0.825, 12288, 0, 8.825, 11.987, 3.162, 1265, 11.987, 12.916, 0.929, 12288, 0, 12.916, 15.426, 2.51, 1800, 15.426, 17.035, 1.609, 9216, 0, 17.035, 19.073, 2.038, 1350, 19.073, 20.076, 1.003, 12288, 0,    12.076,
 9, 14, 9, 9, 9.901, 0.901, 13312, 0, 9.901, 13.051, 3.15, 1384, 13.051, 13.883, 0.832, 13312, 0, 13.883, 17.157, 3.274, 1950, 17.157, 17.925, 0.768, 9216, 0, 17.925, 19.84, 1.915, 1350, 19.84, 20.844, 1.004, 12288, 0,    11.844,
