Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 4, 0, 0, 0.924, 0.924, 10240, 0, 0.924, 1.876, 0.952, 524, 1.876, 2.783, 0.907, 15360, 0, 2.783, 3.694, 0.911, 1500, 3.694, 3.94, 0.246, 8192, 0, 3.94, 4.196, 0.255, 1600, 4.196, 4.318, 0.122, 6144, 0,     4.318,
 1, 4, 1, 1, 2.048, 1.048, 11264, 0, 2.048, 3.093, 1.045, 572, 3.093, 4.127, 1.034, 17408, 0, 4.127, 5.174, 1.047, 1700, 5.174, 5.453, 0.279, 9216, 0, 5.453, 5.73, 0.277, 1800, 5.73, 5.862, 0.132, 7168, 0,     4.862,
 2, 4, 2, 2, 2.975, 0.975, 10240, 0, 2.975, 4.034, 1.059, 510, 4.034, 5.019, 0.985, 15360, 0, 5.019, 6.103, 1.083, 1500, 6.103, 6.347, 0.244, 8192, 0, 6.347, 6.583, 0.237, 1600, 6.583, 6.697, 0.114, 6144, 0,     4.697,
 3, 4, 3, 3, 3.835, 0.835, 9216, 0, 3.835, 4.875, 1.04, 459, 4.875, 5.809, 0.934, 13312, 0, 5.809, 6.896, 1.087, 1300, 6.896, 7.111, 0.214, 7168, 0, 7.111, 7.332, 0.222, 1400, 7.332, 7.428, 0.096, 5120, 0,     4.428,
 4, 4, 4, 4, 5.143, 1.143, 12288, 0, 5.143, 6.232, 1.089, 605, 6.232, 7.314, 1.082, 18432, 0, 7.314, 8.411, 1.097, 1800, 8.411, 8.717, 0.306, 10240, 0, 8.717, 9.018, 0.301, 2000, 9.018, 9.166, 0.148, 8192, 0,     5.166,
 5, 4, 5, 5, 6.083, 1.083, 10240, 0, 6.083, 7.222, 1.14, 538, 7.222, 8.276, 1.054, 16384, 0, 8.276, 9.38, 1.104, 1600, 9.38, 9.628, 0.248, 8192, 0, 9.628, 9.871, 0.243, 1600, 9.871, 9.98, 0.109, 6144, 0,     4.980,
 6, 4, 6, 6, 6.909, 0.909, 9216, 0, 6.909, 8.112, 1.203, 483, 8.112, 9.117, 1.005, 14336, 0, 9.117, 10.242, 1.125, 1400, 10.242, 10.454, 0.211, 7168, 0, 10.454, 10.677, 0.223, 1400, 10.677, 10.772, 0.095, 5120, 0,     4.772,
 7, 4, 7, 7, 8.133, 1.133, 12288, 0, 8.133, 9.27, 1.137, 622, 9.27, 10.381, 1.111, 18432, 0, 10.381, 11.492, 1.111, 1800, 11.492, 11.792, 0.3, 10240, 0, 11.792, 12.106, 0.315, 2000, 12.106, 12.254, 0.148, 8192, 0,     5.254,
 8, 4, 8, 8, 9.049, 1.049, 10240, 0, 9.049, 10.26, 1.211, 537, 10.26, 11.335, 1.076, 16384, 0, 11.335, 12.47, 1.135, 1600, 12.47, 12.712, 0.242, 8192, 0, 12.712, 12.963, 0.251, 1600, 12.963, 13.073, 0.11, 6144, 0,     5.073,
 9, 4, 9, 9, 10.164, 1.164, 12288, 0, 10.164, 11.382, 1.218, 613, 11.382, 12.476, 1.095, 18432, 0, 12.476, 13.566, 1.089, 1800, 13.566, 13.867, 0.302, 10240, 0, 13.867, 14.172, 0.305, 2000, 14.172, 14.323, 0.151, 8192, 0,     5.323,
