Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 8, 0, 0, 0.855, 0.855, 10240, 0, 0.855, 1.767, 0.912, 547, 1.767, 3.134, 1.367, 16384, 0, 3.134, 4.02, 0.886, 1280, 4.02, 4.708, 0.689, 8192, 0, 4.708, 5.597, 0.888, 1600, 5.597, 6.111, 0.514, 6144, 0,     6.111,
 1, 8, 1, 1, 1.941, 0.941, 11264, 0, 1.941, 2.867, 0.927, 557, 2.867, 4.499, 1.632, 16384, 0, 4.499, 5.388, 0.889, 1280, 5.388, 6.077, 0.689, 8192, 0, 6.077, 6.982, 0.905, 1600, 6.982, 7.496, 0.514, 6144, 0,     6.496,
 2, 8, 2, 2, 3.196, 1.196, 14336, 0, 3.196, 4.391, 1.194, 717, 4.391, 6.291, 1.901, 21504, 0, 6.291, 7.456, 1.164, 1680, 7.456, 8.316, 0.86, 10240, 0, 8.316, 9.43, 1.114, 2000, 9.43, 10.115, 0.685, 8192, 0,     8.115,
 3, 8, 3, 3, 4.221, 1.221, 12288, 0, 4.221, 5.416, 1.194, 616, 5.416, 7.831, 2.415, 18432, 0, 7.831, 8.841, 1.01, 1440, 8.841, 9.619, 0.778, 9216, 0, 9.619, 10.63, 1.011, 1800, 10.63, 11.237, 0.606, 7168, 0,     8.237,
 4, 8, 4, 4, 4.992, 0.992, 9216, 0, 4.992, 6.224, 1.232, 486, 6.224, 9.025, 2.801, 14336, 0, 9.025, 9.802, 0.776, 1120, 9.802, 10.405, 0.603, 7168, 0, 10.405, 11.408, 1.003, 1400, 11.408, 11.844, 0.436, 5120, 0,     7.844,
 5, 8, 5, 5, 6.114, 1.114, 13312, 0, 6.114, 7.374, 1.259, 679, 7.374, 10.732, 3.359, 20480, 0, 10.732, 11.836, 1.103, 1600, 11.836, 12.695, 0.859, 10240, 0, 12.695, 13.798, 1.103, 2000, 13.798, 14.484, 0.686, 8192, 0,     9.484,
 6, 8, 6, 6, 7.138, 1.138, 12288, 0, 7.138, 8.424, 1.286, 631, 8.424, 12.272, 3.848, 18432, 0, 12.272, 13.272, 1, 1440, 13.272, 14.05, 0.778, 9216, 0, 14.05, 15.05, 1, 1800, 15.05, 15.653, 0.604, 7168, 0,     9.653,
 7, 8, 7, 7, 8.247, 1.247, 13312, 0, 8.247, 9.571, 1.323, 682, 9.571, 13.978, 4.408, 20480, 0, 13.978, 15.093, 1.114, 1600, 15.093, 15.957, 0.864, 10240, 0, 15.957, 17.068, 1.111, 2000, 17.068, 17.752, 0.685, 8192, 0,    10.752,
 8, 8, 8, 8, 9.357, 1.357, 13312, 0, 9.357, 10.725, 1.368, 693, 10.725, 15.685, 4.961, 20480, 0, 15.685, 16.796, 1.11, 1600, 16.796, 17.655, 0.859, 10240, 0, 17.655, 18.777, 1.122, 2000, 18.777, 19.462, 0.685, 8192, 0,    11.462,
 9, 8, 9, 9, 10.551, 1.551, 14336, 0, 10.551, 11.911, 1.359, 712, 11.911, 17.477, 5.567, 21504, 0, 17.477, 18.663, 1.186, 1680, 18.663, 19.522, 0.859, 10240, 0, 19.522, 20.635, 1.113, 2000, 20.635, 21.326, 0.691, 8192, 0,    12.326,
 10, 8, 10, 10, 11.414, 1.414, 10240, 0, 11.414, 12.748, 1.333, 503, 12.748, 18.757, 6.009, 15360, 0, 18.757, 19.59, 0.833, 1200, 19.59, 20.2, 0.61, 7168, 0, 20.2, 21.412, 1.212, 1400, 21.412, 21.841, 0.428, 5120, 0,    11.841,
 11, 8, 11, 11, 12.272, 1.272, 10240, 0, 12.272, 13.649, 1.378, 542, 13.649, 20.123, 6.473, 16384, 0, 20.123, 21.017, 0.894, 1280, 21.017, 21.706, 0.689, 8192, 0, 21.706, 22.599, 0.893, 1600, 22.599, 23.118, 0.519, 6144, 0,    12.118,
 12, 8, 12, 12, 13.301, 1.301, 12288, 0, 13.301, 14.713, 1.411, 638, 14.713, 21.744, 7.031, 19456, 0, 21.744, 22.811, 1.067, 1520, 22.811, 23.595, 0.784, 9216, 0, 23.595, 24.595, 1, 1800, 24.595, 25.194, 0.599, 7168, 0,    13.194,
