Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 14, 0, 0, 1.03, 1.03, 11264, 0, 1.03, 1.57, 0.54, 593, 1.57, 2.596, 1.026, 17408, 0, 2.596, 3.835, 1.239, 1360, 3.835, 4.748, 0.912, 8192, 0, 4.748, 5.465, 0.717, 800, 5.465, 5.708, 0.243, 4096, 0,     5.708,
 1, 14, 1, 1, 1.869, 0.869, 9216, 0, 1.869, 2.299, 0.429, 468, 2.299, 3.443, 1.144, 14336, 0, 3.443, 4.859, 1.417, 1120, 4.859, 5.658, 0.799, 7168, 0, 5.658, 6.294, 0.636, 700, 6.294, 6.477, 0.183, 3072, 0,     5.477,
 2, 14, 2, 2, 2.937, 0.937, 10240, 0, 2.937, 3.423, 0.486, 529, 3.423, 4.346, 0.923, 15360, 0, 4.346, 5.961, 1.615, 1200, 5.961, 6.76, 0.799, 7168, 0, 6.76, 7.405, 0.645, 700, 7.405, 7.588, 0.183, 3072, 0,     5.588,
 3, 14, 3, 3, 4.225, 1.225, 13312, 0, 4.225, 4.818, 0.593, 652, 4.818, 5.971, 1.154, 19456, 0, 5.971, 7.352, 1.381, 1520, 7.352, 8.386, 1.034, 9216, 0, 8.386, 9.203, 0.817, 900, 9.203, 9.506, 0.303, 5120, 0,     6.506,
 4, 14, 4, 4, 5.249, 1.249, 11264, 0, 5.249, 5.778, 0.529, 564, 5.778, 6.941, 1.163, 16384, 0, 6.941, 8.516, 1.575, 1280, 8.516, 9.427, 0.912, 8192, 0, 9.427, 10.148, 0.72, 800, 10.148, 10.4, 0.252, 4096, 0,     6.400,
 5, 14, 5, 5, 6.273, 1.273, 11264, 0, 6.273, 6.784, 0.511, 565, 6.784, 7.905, 1.121, 16384, 0, 7.905, 9.681, 1.777, 1280, 9.681, 10.593, 0.912, 8192, 0, 10.593, 11.328, 0.734, 800, 11.328, 11.575, 0.247, 4096, 0,     6.575,
 6, 14, 6, 6, 7.204, 1.204, 10240, 0, 7.204, 7.686, 0.482, 528, 7.686, 8.808, 1.122, 15360, 0, 8.808, 10.779, 1.971, 1200, 10.779, 11.584, 0.805, 7168, 0, 11.584, 12.218, 0.634, 700, 12.218, 12.4, 0.183, 3072, 0,     6.400,
 7, 14, 7, 7, 8.234, 1.234, 11264, 0, 8.234, 8.774, 0.54, 590, 8.774, 9.839, 1.065, 17408, 0, 9.839, 12.026, 2.187, 1360, 12.026, 12.938, 0.912, 8192, 0, 12.938, 13.668, 0.73, 800, 13.668, 13.919, 0.251, 4096, 0,     6.919,
 8, 14, 8, 8, 9.351, 1.351, 12288, 0, 9.351, 9.909, 0.557, 607, 9.909, 11.001, 1.093, 18432, 0, 11.001, 13.336, 2.335, 1440, 13.336, 14.363, 1.027, 9216, 0, 14.363, 15.187, 0.824, 900, 15.187, 15.496, 0.309, 5120, 0,     7.496,
 9, 14, 9, 9, 10.189, 1.189, 9216, 0, 10.189, 10.613, 0.424, 469, 10.613, 11.848, 1.235, 14336, 0, 11.848, 14.36, 2.512, 1120, 14.36, 15.164, 0.803, 7168, 0, 15.164, 15.83, 0.666, 700, 15.83, 16.017, 0.187, 3072, 0,     7.017,
