Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 1, 0, 0, 0.685, 0.685, 12288, 0, 0.685, 1.802, 1.117, 984, 1.802, 2.149, 0.347, 6144, 0, 2.149, 3.239, 1.089, 600, 3.239, 3.411, 0.173, 3072, 0, 3.411, 3.682, 0.271, 600, 3.682, 3.796, 0.114, 2048, 0,     3.796,
 1, 1, 1, 1, 1.571, 0.571, 10240, 0, 1.571, 2.786, 1.215, 867, 2.786, 3.077, 0.29, 5120, 0, 3.077, 4.146, 1.069, 500, 4.146, 4.262, 0.116, 2048, 0, 4.262, 4.456, 0.194, 400, 4.456, 4.513, 0.057, 1024, 0,     3.513,
 2, 1, 2, 2, 2.628, 0.628, 11264, 0, 2.628, 3.823, 1.195, 898, 3.823, 4.114, 0.29, 5120, 0, 4.114, 5.065, 0.951, 500, 5.065, 5.18, 0.116, 2048, 0, 5.18, 5.378, 0.197, 400, 5.378, 5.443, 0.065, 1024, 0,     3.443,
 3, 1, 3, 3, 3.685, 0.685, 12288, 0, 3.685, 4.961, 1.276, 1001, 4.961, 5.308, 0.347, 6144, 0, 5.308, 6.402, 1.094, 600, 6.402, 6.574, 0.173, 3072, 0, 6.574, 6.853, 0.279, 600, 6.853, 6.974, 0.121, 2048, 0,     3.974,
 4, 1, 4, 4, 4.571, 0.571, 10240, 0, 4.571, 5.91, 1.339, 834, 5.91, 6.21, 0.3, 5120, 0, 6.21, 7.309, 1.099, 500, 7.309, 7.429, 0.119, 2048, 0, 7.429, 7.613, 0.184, 400, 7.613, 7.67, 0.057, 1024, 0,     3.670,
 5, 1, 5, 5, 5.628, 0.628, 11264, 0, 5.628, 6.976, 1.348, 925, 6.976, 7.268, 0.291, 5120, 0, 7.268, 8.218, 0.951, 500, 8.218, 8.334, 0.116, 2048, 0, 8.334, 8.516, 0.182, 400, 8.516, 8.574, 0.058, 1024, 0,     3.574,
 6, 1, 6, 6, 6.571, 0.571, 10240, 0, 6.571, 7.898, 1.327, 812, 7.898, 8.188, 0.29, 5120, 0, 8.188, 9.126, 0.938, 500, 9.126, 9.242, 0.116, 2048, 0, 9.242, 9.432, 0.191, 400, 9.432, 9.495, 0.063, 1024, 0,     3.495,
 7, 1, 7, 7, 7.628, 0.628, 11264, 0, 7.628, 8.986, 1.358, 958, 8.986, 9.281, 0.295, 5120, 0, 9.281, 10.205, 0.924, 500, 10.205, 10.328, 0.123, 2048, 0, 10.328, 10.51, 0.182, 400, 10.51, 10.567, 0.057, 1024, 0,     3.567,
 8, 1, 8, 8, 8.457, 0.457, 8192, 0, 8.457, 9.812, 1.355, 712, 9.812, 10.05, 0.237, 4096, 0, 10.05, 10.943, 0.894, 400, 10.943, 11.064, 0.12, 2048, 0, 11.064, 11.252, 0.188, 400, 11.252, 11.317, 0.065, 1024, 0,     3.317,
 9, 1, 9, 9, 9.514, 0.514, 9216, 0, 9.514, 10.715, 1.201, 782, 10.715, 10.948, 0.234, 4096, 0, 10.948, 11.671, 0.723, 400, 11.671, 11.789, 0.118, 2048, 0, 11.789, 11.969, 0.18, 400, 11.969, 12.026, 0.057, 1024, 0,     3.026,
