Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 18, 0, 0, 0.707, 0.707, 9216, 0, 0.707, 1.468, 0.76, 496, 1.468, 2.163, 0.696, 14336, 0, 2.163, 2.885, 0.721, 2800, 2.885, 3.222, 0.337, 11264, 0,     3.222,
 1, 18, 1, 1, 1.846, 0.846, 11264, 0, 1.846, 2.735, 0.888, 575, 2.735, 3.586, 0.851, 17408, 0, 3.586, 4.448, 0.862, 3400, 4.448, 4.886, 0.438, 14336, 0,     3.886,
 2, 18, 2, 2, 2.705, 0.705, 9216, 0, 2.705, 3.43, 0.726, 450, 3.43, 4.24, 0.809, 13312, 0, 4.24, 5.113, 0.874, 2600, 5.113, 5.421, 0.308, 10240, 0,     3.421,
 3, 18, 3, 3, 3.709, 0.709, 9216, 0, 3.709, 4.462, 0.752, 492, 4.462, 5.162, 0.7, 14336, 0, 5.162, 5.87, 0.707, 2800, 5.87, 6.213, 0.343, 11264, 0,     3.213,
 4, 18, 4, 4, 4.705, 0.705, 9216, 0, 4.705, 5.398, 0.693, 451, 5.398, 6.058, 0.66, 13312, 0, 6.058, 6.715, 0.657, 2600, 6.715, 7.024, 0.309, 10240, 0,     3.024,
 5, 18, 5, 5, 5.935, 0.935, 12288, 0, 5.935, 6.908, 0.973, 619, 6.908, 7.817, 0.909, 18432, 0, 7.817, 8.725, 0.908, 3600, 8.725, 9.187, 0.462, 15360, 0,     4.187,
 6, 18, 6, 6, 6.874, 0.874, 11264, 0, 6.874, 7.769, 0.895, 561, 7.769, 8.611, 0.841, 16384, 0, 8.611, 9.536, 0.926, 3200, 9.536, 9.935, 0.398, 13312, 0,     3.935,
 7, 18, 7, 7, 7.924, 0.924, 12288, 0, 7.924, 8.857, 0.933, 624, 8.857, 9.759, 0.902, 18432, 0, 9.759, 10.658, 0.899, 3600, 10.658, 11.117, 0.459, 15360, 0,     4.117,
 8, 18, 8, 8, 8.873, 0.873, 11264, 0, 8.873, 9.744, 0.871, 577, 9.744, 10.609, 0.864, 17408, 0, 10.609, 11.519, 0.911, 3400, 11.519, 11.949, 0.43, 14336, 0,     3.949,
 9, 18, 9, 9, 9.867, 0.867, 11264, 0, 9.867, 10.758, 0.891, 582, 10.758, 11.612, 0.855, 17408, 0, 11.612, 12.486, 0.874, 3400, 12.486, 12.917, 0.431, 14336, 0,     3.917,
 10, 18, 10, 10, 10.699, 0.699, 9216, 0, 10.699, 11.492, 0.793, 485, 11.492, 12.315, 0.823, 14336, 0, 12.315, 13.218, 0.903, 2800, 13.218, 13.555, 0.337, 11264, 0,     3.555,
 11, 18, 11, 11, 11.706, 0.706, 9216, 0, 11.706, 12.404, 0.698, 462, 12.404, 13.063, 0.659, 13312, 0, 13.063, 13.883, 0.82, 2600, 13.883, 14.187, 0.304, 10240, 0,     3.187,
 12, 18, 12, 12, 12.923, 0.923, 12288, 0, 12.923, 13.883, 0.96, 641, 13.883, 14.854, 0.971, 19456, 0, 14.854, 15.829, 0.975, 3800, 15.829, 16.285, 0.457, 15360, 0,     4.285,
 13, 18, 13, 13, 14.019, 1.019, 13312, 0, 14.019, 15.022, 1.002, 658, 15.022, 15.973, 0.951, 19456, 0, 15.973, 16.939, 0.966, 3800, 16.939, 17.407, 0.468, 15360, 0,     4.407,
 14, 18, 14, 14, 14.789, 0.789, 10240, 0, 14.789, 15.846, 1.057, 526, 15.846, 16.723, 0.878, 15360, 0, 16.723, 17.701, 0.977, 3000, 17.701, 18.069, 0.368, 12288, 0,     4.069,
 15, 18, 15, 15, 15.773, 0.773, 10240, 0, 15.773, 16.682, 0.909, 542, 16.682, 17.528, 0.845, 16384, 0, 17.528, 18.513, 0.985, 3200, 18.513, 18.91, 0.397, 13312, 0,     3.910,
 16, 18, 16, 16, 16.79, 0.79, 10240, 0, 16.79, 17.603, 0.812, 538, 17.603, 18.416, 0.813, 16384, 0, 18.416, 19.34, 0.925, 3200, 19.34, 19.749, 0.408, 13312, 0,     3.749,
 17, 18, 17, 17, 17.785, 0.785, 10240, 0, 17.785, 18.573, 0.788, 510, 18.573, 19.34, 0.768, 15360, 0, 19.34, 20.092, 0.752, 3000, 20.092, 20.465, 0.373, 12288, 0,     3.465,
 18, 18, 18, 18, 18.86, 0.86, 11264, 0, 18.86, 19.749, 0.888, 583, 19.749, 20.604, 0.855, 17408, 0, 20.604, 21.468, 0.864, 3400, 21.468, 21.898, 0.43, 14336, 0,     3.898,
