Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 12, 0, 0, 1.026, 1.026, 10240, 0, 1.026, 2.03, 1.004, 503, 2.03, 3.569, 1.539, 15360, 0, 3.569, 4.569, 1, 1200, 4.569, 5.291, 0.723, 7168, 0, 5.291, 6.225, 0.933, 700, 6.225, 6.538, 0.313, 3072, 0, 6.538, 6.731, 0.193, 600, 6.731, 6.938, 0.207, 2048, 0,     6.938,
 1, 12, 1, 1, 2.06, 1.06, 10240, 0, 2.06, 3.132, 1.072, 536, 3.132, 5.207, 2.076, 16384, 0, 5.207, 6.29, 1.082, 1280, 6.29, 7.115, 0.825, 8192, 0, 7.115, 8.19, 1.075, 800, 8.19, 8.6, 0.41, 4096, 0, 8.6, 8.877, 0.277, 800, 8.877, 9.188, 0.312, 3072, 0,     8.188,
 2, 12, 2, 2, 2.99, 0.99, 9216, 0, 2.99, 4.11, 1.12, 482, 4.11, 6.641, 2.531, 14336, 0, 6.641, 7.573, 0.933, 1120, 7.573, 8.296, 0.723, 7168, 0, 8.296, 9.23, 0.934, 700, 9.23, 9.538, 0.307, 3072, 0, 9.538, 9.746, 0.208, 600, 9.746, 9.953, 0.207, 2048, 0,     7.953,
 3, 12, 3, 3, 3.821, 0.821, 8192, 0, 3.821, 4.931, 1.109, 411, 4.931, 7.878, 2.948, 12288, 0, 7.878, 8.678, 0.8, 960, 8.678, 9.302, 0.624, 6144, 0, 9.302, 10.101, 0.799, 600, 10.101, 10.418, 0.317, 3072, 0, 10.418, 10.63, 0.212, 600, 10.63, 10.837, 0.207, 2048, 0,     7.837,
 4, 12, 4, 4, 5.128, 1.128, 11264, 0, 5.128, 6.254, 1.126, 563, 6.254, 9.517, 3.262, 16384, 0, 9.517, 10.59, 1.074, 1280, 10.59, 11.418, 0.828, 8192, 0, 11.418, 12.484, 1.066, 800, 12.484, 12.896, 0.412, 4096, 0, 12.896, 13.155, 0.258, 800, 13.155, 13.468, 0.314, 3072, 0,     9.468,
 5, 12, 5, 5, 6.152, 1.152, 10240, 0, 6.152, 7.332, 1.18, 531, 7.332, 11.058, 3.725, 15360, 0, 11.058, 12.057, 1, 1200, 12.057, 12.78, 0.723, 7168, 0, 12.78, 13.709, 0.929, 700, 13.709, 14.016, 0.307, 3072, 0, 14.016, 14.228, 0.212, 600, 14.228, 14.435, 0.207, 2048, 0,     9.435,
 6, 12, 6, 6, 6.972, 0.972, 8192, 0, 6.972, 8.192, 1.221, 429, 8.192, 12.292, 4.1, 12288, 0, 12.292, 13.092, 0.8, 960, 13.092, 13.712, 0.62, 6144, 0, 13.712, 14.508, 0.796, 600, 14.508, 14.815, 0.307, 3072, 0, 14.815, 15.02, 0.205, 600, 15.02, 15.226, 0.207, 2048, 0,     9.226,
 7, 12, 7, 7, 7.821, 0.821, 8192, 0, 7.821, 9.025, 1.204, 417, 9.025, 13.521, 4.496, 12288, 0, 13.521, 14.329, 0.808, 960, 14.329, 14.95, 0.621, 6144, 0, 14.95, 15.749, 0.8, 600, 15.749, 16.057, 0.307, 3072, 0, 16.057, 16.255, 0.199, 600, 16.255, 16.462, 0.207, 2048, 0,     9.462,
 8, 12, 8, 8, 8.924, 0.924, 9216, 0, 8.924, 9.952, 1.028, 464, 9.952, 14.852, 4.901, 13312, 0, 14.852, 15.718, 0.866, 1040, 15.718, 16.339, 0.62, 6144, 0, 16.339, 17.137, 0.798, 600, 17.137, 17.444, 0.307, 3072, 0, 17.444, 17.643, 0.199, 600, 17.643, 17.85, 0.207, 2048, 0,     9.850,
 9, 12, 9, 9, 9.932, 0.932, 9216, 0, 9.932, 10.888, 0.956, 469, 10.888, 16.29, 5.402, 14336, 0, 16.29, 17.223, 0.933, 1120, 17.223, 17.945, 0.723, 7168, 0, 17.945, 18.879, 0.934, 700, 18.879, 19.187, 0.307, 3072, 0, 19.187, 19.393, 0.206, 600, 19.393, 19.6, 0.207, 2048, 0,    10.600,
 10, 12, 10, 10, 10.821, 0.821, 8192, 0, 10.821, 11.707, 0.886, 410, 11.707, 17.519, 5.811, 12288, 0, 17.519, 18.33, 0.812, 960, 18.33, 18.954, 0.624, 6144, 0, 18.954, 19.749, 0.795, 600, 19.749, 20.057, 0.307, 3072, 0, 20.057, 20.258, 0.202, 600, 20.258, 20.466, 0.208, 2048, 0,    10.466,
 11, 12, 11, 11, 12.028, 1.028, 10240, 0, 12.028, 13.112, 1.083, 533, 13.112, 19.162, 6.051, 16384, 0, 19.162, 20.247, 1.084, 1280, 20.247, 21.077, 0.83, 8192, 0, 21.077, 22.139, 1.063, 800, 22.139, 22.549, 0.41, 4096, 0, 22.549, 22.815, 0.266, 800, 22.815, 23.128, 0.313, 3072, 0,    12.128,
 12, 12, 12, 12, 12.95, 0.95, 9216, 0, 12.95, 14.02, 1.07, 455, 14.02, 20.494, 6.474, 13312, 0, 20.494, 21.36, 0.866, 1040, 21.36, 21.981, 0.62, 6144, 0, 21.981, 22.939, 0.958, 600, 22.939, 23.251, 0.312, 3072, 0, 23.251, 23.452, 0.202, 600, 23.452, 23.659, 0.207, 2048, 0,    11.659,
 13, 12, 13, 13, 13.926, 0.926, 9216, 0, 13.926, 15.02, 1.093, 493, 15.02, 21.929, 6.909, 14336, 0, 21.929, 22.862, 0.933, 1120, 22.862, 23.585, 0.723, 7168, 0, 23.585, 24.509, 0.924, 700, 24.509, 24.816, 0.307, 3072, 0, 24.816, 25.019, 0.204, 600, 25.019, 25.226, 0.207, 2048, 0,    12.226,
 14, 12, 14, 14, 15.129, 1.129, 11264, 0, 15.129, 16.323, 1.194, 598, 16.323, 23.67, 7.347, 17408, 0, 23.67, 24.803, 1.133, 1360, 24.803, 25.63, 0.826, 8192, 0, 25.63, 26.701, 1.071, 800, 26.701, 27.111, 0.41, 4096, 0, 27.111, 27.382, 0.272, 800, 27.382, 27.692, 0.309, 3072, 0,    13.692,
 15, 12, 15, 15, 16.153, 1.153, 10240, 0, 16.153, 17.404, 1.251, 541, 17.404, 25.309, 7.905, 16384, 0, 25.309, 26.373, 1.065, 1280, 26.373, 27.2, 0.827, 8192, 0, 27.2, 28.271, 1.071, 800, 28.271, 28.681, 0.41, 4096, 0, 28.681, 28.966, 0.285, 800, 28.966, 29.275, 0.309, 3072, 0,    14.275,
 16, 12, 16, 16, 16.972, 0.972, 8192, 0, 16.972, 18.258, 1.286, 428, 18.258, 26.537, 8.279, 12288, 0, 26.537, 27.337, 0.799, 960, 27.337, 27.957, 0.621, 6144, 0, 27.957, 29.07, 1.113, 600, 29.07, 29.382, 0.312, 3072, 0, 29.382, 29.583, 0.201, 600, 29.583, 29.79, 0.207, 2048, 0,    13.790,
